#{"t_start": 1679137251.8319278, "env_id": "sokoban-turtle-v0"}
r,l,t
0.0,10,15.1303
8.0,8,15.153174
4.0,12,15.194965
-2.0,12,15.241566
-2.0,17,15.286938
8.0,10,15.312445
6.0,7,15.351341
6.0,10,15.387342
13.0,24,15.488437
11.0,15,15.540895
4.0,9,15.56706
-1.0,14,15.617661
5.0,12,15.679826
4.0,6,15.698382
16.0,11,15.742716
-4.0,12,15.783188
7.0,9,15.804733
0.0,8,15.836799
1.0,8,15.868845
-12.0,16,15.933071
2.0,8,15.971346
-2.0,9,16.006914
6.0,10,16.04271
6.0,10,16.07534
0.0,8,16.109054
7.0,21,16.183493
8.0,14,16.226515
4.0,14,16.28107
12.0,20,16.356721
4.0,14,16.402505
5.0,14,16.451865
-6.0,9,16.484811
10.0,10,16.521674
-2.0,12,16.569425
-1.0,14,16.625032
0.0,6,16.642402
2.0,10,16.681135
-4.0,17,16.742794
-2.0,11,16.785494
9.0,8,16.825043
-4.0,7,16.848369
-1.0,27,16.952693
2.0,6,16.972852
2.0,11,17.012052
-3.0,6,17.032358
0.0,10,17.073014
5.0,6,17.112712
2.0,13,17.179344
10.0,19,17.25202
4.0,10,17.281564
3.0,10,17.310203
4.0,12,17.384155
-2.0,8,17.405376
7.0,15,17.448708
4.0,13,17.501101
11.0,21,17.578786
0.0,15,17.627403
-2.0,7,17.651145
3.0,12,17.728003
8.0,17,23.090515
4.0,7,23.109503
7.0,6,23.140711
6.0,9,23.164395
6.0,12,23.208717
4.0,12,23.251364
8.0,11,23.293412
0.0,9,23.322122
4.0,12,23.389135
-4.0,10,23.433078
4.0,5,23.455411
-2.0,9,23.482835
14.0,14,23.532186
0.0,6,23.553348
-11.0,12,23.593019
-4.0,7,23.633267
4.0,9,23.677744
4.0,8,23.697078
-6.0,15,23.747699
6.0,15,23.803131
10.0,11,23.851693
1.0,14,23.913061
4.0,15,23.993782
-3.0,7,24.021629
3.0,6,24.056638
-5.0,12,24.139351
-7.0,11,24.183687
-2.0,12,24.221063
20.0,11,25.601607
4.0,9,25.629462
9.0,16,25.669541
-2.0,9,25.702501
14.0,9,25.752264
0.0,6,25.791357
2.0,16,25.875559
8.0,13,25.929746
-2.0,13,25.978044
2.0,15,26.040066
6.0,11,26.08242
10.0,11,26.118814
6.0,6,26.146313
-4.0,12,26.190902
10.0,14,26.242755
2.0,11,26.275601
5.0,14,26.327349
3.0,18,26.399354
-6.0,13,26.43763
11.0,23,26.551395
0.0,7,26.581203
16.0,6,26.604487
-5.0,12,26.641051
8.0,8,26.684953
5.0,10,26.716852
-8.0,21,26.787557
-2.0,12,26.864943
6.0,7,26.887816
9.0,15,26.955352
11.0,10,27.008881
1.0,14,27.083328
11.0,12,27.150704
6.0,9,27.184347
14.0,7,27.220776
0.0,23,27.293687
8.0,24,27.446808
2.0,10,27.490823
9.0,7,27.5267
3.0,10,27.562503
-2.0,9,27.596357
0.0,7,27.61478
8.0,8,27.644973
3.0,11,27.694647
1.0,18,27.788937
4.0,8,27.817654
4.0,13,27.883351
10.0,12,27.92943
-4.0,7,27.96331
6.0,7,27.995168
10.0,18,28.06893
11.0,9,28.115877
0.0,12,28.2087
5.0,13,28.259305
6.0,17,28.339315
4.0,10,28.373088
6.0,10,28.433548
6.0,13,28.495331
-2.0,13,28.569141
1.0,8,28.626882
10.0,7,28.664783
6.0,13,28.708409
2.0,17,28.792365
2.0,9,28.824453
-16.0,10,28.868838
4.0,8,28.893825
3.0,15,28.948867
-8.0,13,29.009263
-2.0,14,29.064207
9.0,13,29.123227
4.0,11,29.179186
2.0,12,29.240828
4.0,12,29.272887
4.0,15,29.326095
-6.0,13,29.375247
-9.0,15,29.435485
4.0,6,29.463338
9.0,15,29.545946
18.0,11,29.597154
-2.0,13,29.65422
15.0,10,29.715645
4.0,14,29.764435
-1.0,13,35.7952
0.0,6,35.816921
0.0,15,35.863744
8.0,12,35.90034
0.0,11,47.983255
4.0,13,48.031837
6.0,6,48.060977
7.0,19,48.132468
-4.0,13,145.969472
7.0,9,146.022383
2.0,8,146.066077
-4.0,9,146.105181
0.0,11,146.135326
0.0,13,146.178386
15.0,13,146.233974
6.0,11,146.278895
1.0,8,146.310483
0.0,24,146.375796
2.0,8,146.401475
6.0,10,146.432623
0.0,7,146.457052
0.0,12,146.507519
16.0,12,146.545056
10.0,13,146.595139
1.0,10,146.637363
1.0,18,146.705621
10.0,10,146.775517
2.0,9,146.815562
41.0,7,148.577821
4.0,11,148.62313
11.0,12,148.66202
0.0,8,148.713703
-6.0,13,148.772857
-2.0,12,148.830577
4.0,15,148.901415
-2.0,10,148.935359
-10.0,19,149.029277
-2.0,13,149.903963
-2.0,7,149.933588
-5.0,15,150.001961
4.0,23,150.092514
4.0,8,150.13687
-4.0,14,150.191681
-5.0,12,150.23422
5.0,12,150.275329
0.0,20,150.363472
0.0,7,150.401739
-6.0,16,150.470647
0.0,11,150.524014
0.0,7,150.551955
4.0,8,150.589553
-2.0,9,150.626541
0.0,11,150.667835
6.0,12,150.707336
-1.0,13,150.757895
8.0,10,150.799408
