#{"t_start": 1684571180.779163, "env_id": "arl-sokoban-turtle-v0"}
r,l,t,sol-length,crate,solver
9.0,57,13.944645,0,2,0
44.0,11,31.832916,18,1,0.15
10.0,36,63.435006,0,1,0
15.0,38,87.764654,0,1,0
15.0,117,173.493637,0,3,0
27.0,29,188.236777,19,2,0.0
20.0,38,212.98003,9,1,0.05
12.0,5,225.162029,8,1,0.0
17.0,31,237.671643,0,2,0
4.0,125,310.123011,0,1,0
10.0,41,325.760337,0,1,0
10.0,28,350.041849,0,4,0
10.0,22,362.458363,0,1,0
15.0,57,406.924552,0,1,0
14.0,32,418.564827,0,1,0
23.0,19,430.93481,0,1,0
28.0,30,433.516315,0,1,0
22.0,6,445.772424,12,1,0.0
13.0,27,446.016182,0,2,0
20.0,28,454.078974,0,2,0
5.0,20,461.98212,0,1,0
13.0,27,493.262476,0,2,0
0.0,1,495.438712,3,1,1.0
0.0,125,620.742166,0,0,0
22.0,15,645.347026,9,1,0.0
15.0,16,657.752991,0,1,0
14.0,125,763.157486,0,2,0
29.0,32,765.505045,0,1,0
-2.0,13,778.436535,4,1,1.0
5.0,76,856.276058,0,1,0
10.0,25,885.045193,0,0,0
20.0,35,909.853062,0,2,0
0.0,125,1034.286839,0,1,0
14.0,32,1058.985576,0,1,0
17.0,43,1079.014829,4,1,0.2
37.0,62,1154.331264,19,2,0.0
10.0,14,1177.785831,7,1,0.85
24.0,17,1190.198774,0,2,0
20.0,20,1190.35083,0,2,0
26.0,36,1259.69907,12,1,0.0
14.0,19,1268.104537,0,1,0
8.0,52,1293.030324,0,3,0
24.0,62,1345.915044,0,1,0
15.0,32,1378.649508,0,2,0
15.0,16,1390.202887,8,1,0.1
13.0,56,1391.161914,0,1,0
9.0,73,1451.33901,0,1,0
28.0,15,1467.701674,5,1,0.0
22.0,68,1524.310856,8,1,0.25
0.0,125,1603.117868,0,2,0
9.0,40,1626.601674,0,2,0
22.0,67,1639.359183,0,1,0
23.0,18,1639.517546,0,1,0
14.0,47,1651.348377,0,2,0
23.0,29,1676.010597,0,1,0
23.0,33,1676.373209,0,1,0
14.0,125,1776.712806,0,1,0
9.0,16,1784.887292,0,1,0
14.0,26,1806.717578,0,1,0
14.0,58,1838.446684,0,1,0
15.0,10,1838.539182,0,0,0
9.0,17,1838.67861,0,0,0
5.0,27,1838.870207,0,0,0
23.0,24,1851.308607,10,1,0.0
