#{"t_start": 1685186752.8796327, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-2.0,20,10.921471,False
-2.0,20,11.220192,False
-2.0,20,11.481708,False
-2.0,20,11.781222,False
-2.0,20,12.01067,False
-2.0,20,12.243573,False
-2.0,20,12.47955,False
-2.0,20,12.715805,False
-2.0,20,12.958611,False
-2.0,20,13.222026,False
-2.0,20,13.480544,False
-2.0,20,13.749057,False
-2.0,20,14.014544,False
-2.0,20,14.258006,False
-2.0,20,14.488955,False
-2.0,20,14.741113,False
-2.0,20,15.00904,False
-2.0,20,15.280005,False
-2.0,20,15.579919,False
-2.0,20,15.890558,False
-2.0,20,16.183529,False
-2.0,20,16.475743,False
-2.0,20,16.801119,False
-2.0,20,17.147179,False
10.0,10,17.32599,True
-2.0,20,17.64899,False
-2.0,20,17.98126,False
-2.0,20,18.32621,False
-2.0,20,18.654931,False
-2.0,20,18.996115,False
-2.0,20,19.340788,False
-2.0,20,19.848637,False
-2.0,20,20.217824,False
-2.0,20,20.58707,False
-2.0,20,20.94534,False
-2.0,20,21.318601,False
-2.0,20,21.804957,False
-2.0,20,22.16479,False
-2.0,20,22.535496,False
-2.0,20,22.875892,False
10.1,9,23.033268,True
-2.0,20,23.390284,False
9.9,11,23.590342,True
-2.0,20,23.962015,False
-2.0,20,24.304103,False
-2.0,20,24.671747,False
-2.0,20,25.01271,False
-2.0,20,25.360729,False
-2.0,20,25.724996,False
-2.0,20,26.06248,False
-2.0,20,26.43889,False
-2.0,20,26.787917,False
-2.0,20,27.155722,False
-2.0,20,27.514651,False
-2.0,20,27.884654,False
-2.0,20,28.256225,False
-2.0,20,28.612032,False
-2.0,20,28.987804,False
-2.0,20,29.343611,False
-2.0,20,29.717375,False
-2.0,20,30.071631,False
-2.0,20,30.457812,False
-2.0,20,30.82207,False
-2.0,20,31.194577,False
-2.0,20,31.645794,False
-2.0,20,32.014318,False
-2.0,20,32.367978,False
-2.0,20,32.74046,False
-2.0,20,33.11547,False
-2.0,20,33.499567,False
-2.0,20,33.874788,False
-2.0,20,34.252055,False
-2.0,20,34.60868,False
-2.0,20,34.965117,False
9.1,19,35.302696,True
-2.0,20,35.688781,False
-2.0,20,36.063158,False
-2.0,20,36.40538,False
-2.0,20,36.760349,False
-2.0,20,37.134285,False
-2.0,20,37.487275,False
-2.0,20,37.867025,False
-2.0,20,38.219191,False
-2.0,20,38.576489,False
-2.0,20,38.948796,False
-2.0,20,39.28851,False
-2.0,20,39.617891,False
-2.0,20,39.963735,False
-2.0,20,40.321926,False
-2.0,20,40.693841,False
-2.0,20,41.069572,False
-2.0,20,41.430827,False
-2.0,20,41.787743,False
-2.0,20,42.161925,False
-2.0,20,42.542622,False
-2.0,20,43.02452,False
-2.0,20,43.392233,False
-2.0,20,43.767148,False
-2.0,20,44.149023,False
9.6,14,44.397877,True
-2.0,20,44.772146,False
-2.0,20,45.150914,False
-2.0,20,45.522843,False
-2.0,20,45.891444,False
-2.0,20,103.620302,False
-2.0,20,104.010638,False
-2.0,20,104.37184,False
-2.0,20,104.741158,False
-2.0,20,105.125722,False
-2.0,20,105.498686,False
-2.0,20,105.878481,False
-2.0,20,106.239342,False
-2.0,20,106.60765,False
-2.0,20,106.962296,False
-2.0,20,107.345795,False
-2.0,20,107.730802,False
-2.0,20,108.089943,False
-2.0,20,108.428472,False
9.9,11,108.62877,True
-2.0,20,108.988782,False
-2.0,20,109.353425,False
-2.0,20,109.705693,False
-2.0,20,110.0675,False
10.4,6,110.197773,True
-2.0,20,110.561564,False
-2.0,20,110.920263,False
-2.0,20,111.30583,False
-2.0,20,111.657495,False
-2.0,20,112.137746,False
-2.0,20,112.46917,False
-2.0,20,112.820122,False
-2.0,20,113.164508,False
-2.0,20,113.500049,False
-2.0,20,113.833109,False
-2.0,20,114.206758,False
-2.0,20,114.565302,False
-2.0,20,114.928681,False
-2.0,20,115.28864,False
10.1,9,115.457203,True
-2.0,20,115.833376,False
10.1,9,116.004896,True
-2.0,20,116.36998,False
-2.0,20,116.756201,False
-2.0,20,117.118433,False
10.2,8,117.281115,True
9.6,14,117.545426,True
-2.0,20,117.940825,False
-2.0,20,118.311141,False
-2.0,20,118.666113,False
-2.0,20,119.010744,False
-2.0,20,119.350314,False
-2.0,20,119.685388,False
-2.0,20,120.045927,False
-2.0,20,120.398122,False
-2.0,20,120.758397,False
-2.0,20,121.113199,False
-2.0,20,121.576813,False
-2.0,20,121.922032,False
-2.0,20,122.281048,False
-2.0,20,122.631741,False
-2.0,20,122.975001,False
-2.0,20,123.468314,False
-2.0,20,123.830476,False
-2.0,20,124.165415,False
-2.0,20,124.512128,False
-2.0,20,124.860589,False
9.2,18,125.160027,True
-2.0,20,125.520643,False
10.2,8,125.652289,True
-2.0,20,125.99636,False
9.6,14,126.253828,True
-2.0,20,126.630046,False
-2.0,20,126.989145,False
-2.0,20,127.338874,False
-2.0,20,127.708402,False
9.7,13,127.937313,True
-2.0,20,128.298241,False
-2.0,20,128.666163,False
-2.0,20,129.016884,False
-2.0,20,129.391046,False
10.5,5,129.483019,True
-2.0,20,129.837795,False
-2.0,20,130.169109,False
10.4,6,130.265439,True
-2.0,20,130.594869,False
-2.0,20,130.962268,False
-2.0,20,131.296896,False
-2.0,20,131.614415,False
10.6,4,131.680439,True
-2.0,20,132.030835,False
-2.0,20,132.367327,False
-2.0,20,132.687082,False
-2.0,20,133.032787,False
-2.0,20,133.373174,False
-2.0,20,133.717361,False
-2.0,20,134.056268,False
-2.0,20,134.477289,False
-2.0,20,134.824668,False
-2.0,20,135.160273,False
9.3,17,135.444639,True
-2.0,20,135.782461,False
-2.0,20,136.122677,False
-2.0,20,136.449073,False
-2.0,20,136.7986,False
-2.0,20,137.139601,False
-2.0,20,137.479936,False
-2.0,20,137.840844,False
-2.0,20,138.179059,False
-2.0,20,138.517872,False
-2.0,20,138.869519,False
-2.0,20,139.208494,False
-2.0,20,139.560283,False
-2.0,20,139.901121,False
9.5,15,198.275717,True
10.6,4,198.349012,True
10.2,8,198.492097,True
-2.0,20,198.844171,False
-2.0,20,199.201222,False
10.4,6,199.302187,True
-2.0,20,199.646008,False
-2.0,20,200.015837,False
-2.0,20,200.372718,False
-2.0,20,200.749617,False
-2.0,20,201.099552,False
-2.0,20,201.482588,False
-2.0,20,201.828848,False
-2.0,20,202.193949,False
-2.0,20,202.547887,False
10.5,5,202.643852,True
-2.0,20,203.013887,False
-2.0,20,203.454921,False
-2.0,20,203.79036,False
-2.0,20,204.152093,False
-2.0,20,204.500809,False
9.1,19,204.844491,True
-2.0,20,205.169852,False
10.6,4,205.23098,True
9.4,16,205.497289,True
-2.0,20,205.846709,False
-2.0,20,206.179407,False
9.5,15,206.425,True
-2.0,20,206.773759,False
-2.0,20,207.127701,False
-2.0,20,207.47549,False
-2.0,20,207.819649,False
9.0,20,208.173679,True
-2.0,20,208.521257,False
-2.0,20,208.866878,False
9.4,16,209.135879,True
-2.0,20,209.509017,False
-2.0,20,209.879601,False
10.0,10,210.043845,True
-2.0,20,210.386504,False
-2.0,20,210.763286,False
-2.0,20,211.097893,False
-2.0,20,211.437317,False
-2.0,20,211.805542,False
-2.0,20,212.154527,False
-2.0,20,212.47286,False
-2.0,20,212.805847,False
-2.0,20,213.148892,False
10.2,8,213.301993,True
-2.0,20,213.661492,False
9.1,19,214.005205,True
10.0,10,214.19945,True
-2.0,20,214.643402,False
-2.0,20,215.007101,False
9.1,19,215.341027,True
-2.0,20,215.707816,False
-2.0,20,216.068641,False
-2.0,20,216.430073,False
10.3,7,216.557486,True
-2.0,20,216.917975,False
-2.0,20,217.281693,False
-2.0,20,217.632536,False
-2.0,20,217.980483,False
-2.0,20,218.35189,False
10.0,10,218.52732,True
-2.0,20,218.860502,False
9.8,12,219.074782,True
-2.0,20,219.437402,False
-2.0,20,219.796962,False
-2.0,20,220.140414,False
9.4,16,220.42521,True
9.8,12,220.635576,True
-2.0,20,220.983909,False
-2.0,20,221.328017,False
-2.0,20,221.662774,False
9.9,11,221.869733,True
9.7,13,222.086671,True
-2.0,20,222.429112,False
10.0,10,222.601271,True
-2.0,20,222.960678,False
-2.0,20,223.332101,False
-2.0,20,223.690746,False
9.8,12,223.928261,True
9.4,16,224.227999,True
-2.0,20,224.583155,False
-2.0,20,224.929351,False
-2.0,20,225.298208,False
-2.0,20,225.751271,False
-2.0,20,226.120035,False
-2.0,20,226.479435,False
9.2,18,226.791176,True
9.9,11,226.978705,True
9.7,13,227.20798,True
9.7,13,227.437943,True
-2.0,20,227.802118,False
-2.0,20,228.146714,False
10.4,6,228.26541,True
-2.0,20,228.615085,False
10.4,6,228.727815,True
10.2,8,228.878979,True
-2.0,20,229.249373,False
-2.0,20,229.610788,False
-2.0,20,229.965665,False
10.1,9,230.126272,True
9.6,14,230.365246,True
-2.0,20,230.69787,False
-2.0,20,231.039577,False
-2.0,20,231.400209,False
9.9,11,231.594799,True
-2.0,20,231.943838,False
10.1,9,232.102755,True
-2.0,20,232.456197,False
-2.0,20,232.810026,False
-2.0,20,233.180587,False
-2.0,20,233.568507,False
-2.0,20,233.940458,False
-2.0,20,234.312846,False
-2.0,20,234.687304,False
-2.0,20,293.324812,False
-2.0,20,293.702979,False
-2.0,20,294.06053,False
9.3,17,294.371243,True
-2.0,20,294.730722,False
9.2,18,295.155849,True
10.3,7,295.281858,True
9.8,12,295.504398,True
10.6,4,295.583167,True
9.4,16,295.875582,True
-2.0,20,296.213056,False
10.4,6,296.315718,True
10.4,6,296.417519,True
-2.0,20,296.748404,False
10.0,10,296.933741,True
9.9,11,297.112208,True
-2.0,20,297.448584,False
10.6,4,297.523751,True
10.1,9,297.676556,True
10.6,4,297.742173,True
10.2,8,297.883623,True
-2.0,20,298.221028,False
-2.0,20,298.536222,False
-2.0,20,298.89548,False
10.0,10,299.076476,True
9.3,17,299.385107,True
-2.0,20,299.770737,False
-2.0,20,300.139487,False
-2.0,20,300.511349,False
-2.0,20,300.863022,False
10.6,4,300.943373,True
-2.0,20,301.293988,False
10.1,9,301.449871,True
-2.0,20,301.794848,False
10.6,4,301.868096,True
-2.0,20,302.221874,False
10.3,7,302.347256,True
10.4,6,302.456087,True
10.4,6,302.868489,True
10.0,10,303.037833,True
9.5,15,303.286262,True
9.6,14,303.539701,True
10.1,9,303.696252,True
-2.0,20,304.03714,False
-2.0,20,304.379263,False
10.1,9,304.548536,True
-2.0,20,304.890945,False
9.6,14,305.127342,True
-2.0,20,305.449258,False
-2.0,20,305.787298,False
9.7,13,306.007233,True
-2.0,20,306.336493,False
-2.0,20,306.771328,False
9.7,13,307.001898,True
10.3,7,307.124489,True
10.6,4,307.19241,True
-2.0,20,307.542688,False
10.6,4,307.604616,True
-2.0,20,307.96273,False
10.2,8,308.094828,True
10.6,4,308.172755,True
-2.0,20,308.541412,False
10.0,10,308.72389,True
-2.0,20,309.082441,False
10.0,10,309.269108,True
9.5,15,309.53712,True
10.4,6,309.648041,True
9.8,12,309.861402,True
9.5,15,310.111869,True
10.0,10,310.290548,True
-2.0,20,310.628206,False
-2.0,20,310.977077,False
10.3,7,311.098835,True
10.4,6,311.211394,True
-2.0,20,311.541892,False
9.1,19,311.866176,True
10.4,6,311.963266,True
-2.0,20,312.291473,False
10.0,10,312.458452,True
-2.0,20,312.815242,False
-2.0,20,313.176144,False
10.4,6,313.281689,True
9.8,12,313.47999,True
9.5,15,313.712023,True
10.2,8,313.841365,True
9.2,18,314.173301,True
10.6,4,314.237449,True
10.0,10,314.406676,True
10.0,10,314.561651,True
9.5,15,314.819694,True
9.9,11,315.008254,True
-2.0,20,315.349601,False
10.6,4,315.416502,True
9.1,19,315.727015,True
10.6,4,315.801431,True
10.0,10,315.981462,True
-2.0,20,316.302099,False
10.4,6,316.390888,True
-2.0,20,316.693816,False
-2.0,20,317.024934,False
10.4,6,317.12811,True
10.4,6,317.326172,True
10.2,8,317.446501,True
-2.0,20,317.781155,False
-2.0,20,318.097838,False
-2.0,20,318.422399,False
-2.0,20,318.749867,False
9.6,14,318.982703,True
-2.0,20,319.312655,False
10.4,6,319.417423,True
-2.0,20,319.74493,False
10.2,8,319.88079,True
9.5,15,320.133643,True
9.1,19,320.447431,True
9.7,13,320.680749,True
9.4,16,320.948465,True
-2.0,20,321.305213,False
10.2,8,321.463039,True
-2.0,20,321.831392,False
-2.0,20,322.177415,False
9.9,11,322.37858,True
9.3,17,322.680194,True
10.2,8,322.828109,True
10.4,6,322.935866,True
10.2,8,323.077011,True
9.1,19,323.382437,True
10.3,7,323.513939,True
-2.0,20,323.860641,False
10.5,5,323.932937,True
-2.0,20,324.286122,False
10.5,5,324.376886,True
9.7,13,324.609658,True
