#{"t_start": 1667216130.874218, "env_id": "binary-narrow-v0"}
r,l,t
-31,112,35.39455
-43,118,43.966636
17,119,51.934643
-1,134,60.313553
38,144,69.81343
-11,135,78.206882
0,178,92.228227
47,127,100.444124
38,126,108.699258
82,141,117.321083
0,85,124.817832
7,209,135.038469
1,377,159.817912
16,69,165.686141
1,311,182.456687
4,214,197.975458
17,82,200.226866
-6,81,206.513936
28,165,214.646409
90,98,220.819523
0,383,241.447144
-19,339,260.198537
12,191,268.153746
-9,179,279.463821
82,101,281.680321
5,565,311.169999
2,278,323.533026
82,111,329.585002
66,100,335.041693
11,422,354.000179
34,7644,729.345377
93,7644,1088.969007
5,68,1095.260937
13,356,1114.707191
83,109,1120.589445
-12,65,1121.727106
