#{"t_start": 1667216134.6573703, "env_id": "binary-narrow-v0"}
r,l,t
7,134,36.840441
-10,98,40.253677
22,79,46.806353
7,121,54.583872
3,140,64.29728
-47,112,71.848147
-12,160,80.999721
-7,216,96.442844
0,226,111.899326
51,118,115.772846
-87,92,123.353163
4,270,139.342237
-41,107,146.842051
30,179,161.229748
82,116,164.783678
48,87,170.988081
8,94,177.639774
19,126,185.677564
-50,223,200.97918
1,7644,573.402142
3,193,584.235038
34,190,590.947528
15,7644,960.530797
-40,55,961.436858
32,428,982.637356
91,79,983.903622
51,77,989.626284
66,74,994.98133
75,114,996.804535
13,58,1001.545274
11,76,1006.688379
60,71,1007.964324
54,90,1013.284428
71,80,1014.792022
114,72,1020.910654
