#{"t_start": 1667216134.6587946, "env_id": "binary-narrow-v0"}
r,l,t
23,117,31.811332
11,107,39.934749
-34,155,49.18543
-21,173,63.634505
31,125,71.600448
0,138,80.101206
24,110,87.867238
19,171,97.53346
-32,110,105.358903
0,224,121.389367
57,90,124.140105
0,245,139.311718
-7,269,156.864796
0,335,178.240276
-12,247,194.666305
-78,245,209.245706
29,167,217.11195
0,394,237.992164
89,94,243.920496
0,559,271.098727
34,120,277.382795
30,140,284.148255
47,99,289.881832
84,122,296.05609
0,445,318.589901
5,636,349.151698
76,5250,602.198027
-5,186,609.378771
69,7644,977.025574
62,273,989.255877
-2,377,1007.382607
0,289,1021.157527
31,67,1026.028642
9,52,1026.95807
5,342,1044.167858
78,87,1045.963163
84,85,1052.159806
-57,83,1057.411617
7,309,1071.106961
15,65,1076.298604
76,80,1078.100136
109,78,1083.737274
1,325,1098.932901
26,64,1104.009796
44,127,1111.163367
9,152,1117.811972
0,286,1130.754396
-6,283,1144.815822
5,164,1155.612057
28,209,1162.752768
96,68,1168.365331
29,72,1169.970327
80,102,1175.601018
26,344,1193.387111
