#{"t_start": 1667216150.619318, "env_id": "binary-narrow-v0"}
r,l,t
-18,132,20.808991
3,108,24.576512
60,142,33.340352
-1,162,47.397574
-4,145,56.055771
24,128,64.23525
-63,85,71.023461
-10,210,82.041498
9,104,89.79414
-101,129,97.87565
0,410,123.007832
40,90,129.99843
33,140,139.41625
0,517,170.44802
1,522,201.051556
9,155,208.732
34,7644,580.668562
54,251,593.436029
25,7644,961.083432
0,601,986.663977
37,214,998.084335
76,59,1003.82045
5,429,1022.687487
-5,307,1036.881941
95,122,1043.11645
