#{"t_start": 1685256428.8106964, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
10.8,2,10.804108,True
10.7,3,10.871705,True
10.8,2,10.89994,True
10.7,3,10.956324,True
10.7,3,11.009746,True
10.7,3,11.060325,True
10.8,2,11.09458,True
10.2,8,11.22545,True
10.4,6,11.321299,True
10.8,2,11.351679,True
10.6,4,11.403521,True
10.7,3,11.446223,True
10.5,5,11.523723,True
10.5,5,11.593253,True
10.1,9,11.698386,True
10.8,2,11.724531,True
10.5,5,11.788837,True
10.7,3,11.838035,True
-1.0,10,11.956429,False
10.4,6,12.024169,True
10.8,2,12.047295,True
10.6,4,12.10495,True
10.8,2,12.131786,True
10.4,6,12.202721,True
10.3,7,12.288117,True
10.4,6,12.366041,True
10.6,4,12.416229,True
10.6,4,12.469239,True
10.6,4,12.522196,True
10.6,4,12.567859,True
10.8,2,12.597119,True
10.4,6,12.670991,True
10.6,4,12.724804,True
10.8,2,12.752177,True
10.7,3,12.788491,True
10.7,3,12.827482,True
10.2,8,12.929554,True
10.7,3,12.966247,True
10.7,3,13.00648,True
10.8,2,13.028853,True
10.7,3,13.060359,True
10.7,3,13.099796,True
10.8,2,13.126971,True
10.5,5,13.195251,True
10.6,4,13.254983,True
10.4,6,13.323349,True
10.8,2,13.346691,True
10.6,4,13.389631,True
10.5,5,13.450967,True
10.7,3,13.487011,True
10.8,2,13.516719,True
10.8,2,13.537112,True
10.6,4,13.580632,True
10.4,6,13.640451,True
10.8,2,13.663277,True
10.4,6,13.723025,True
10.8,2,13.752302,True
10.5,5,13.804686,True
10.3,7,13.885571,True
10.6,4,13.930966,True
10.7,3,13.962548,True
10.8,2,13.987025,True
10.8,2,14.008649,True
10.8,2,14.032273,True
10.7,3,14.063742,True
10.5,5,14.1203,True
10.8,2,14.142838,True
10.8,2,14.165107,True
10.6,4,14.204574,True
10.8,2,14.224732,True
10.8,2,14.252526,True
10.8,2,14.275704,True
10.7,3,14.309493,True
10.7,3,14.338792,True
10.7,3,14.379303,True
10.8,2,14.402058,True
10.8,2,14.42572,True
10.8,2,14.446722,True
10.6,4,14.485272,True
10.8,2,14.506704,True
10.8,2,14.53102,True
10.7,3,14.562838,True
10.8,2,14.591176,True
10.8,2,14.615386,True
10.6,4,14.658274,True
10.7,3,14.689397,True
10.7,3,14.720448,True
10.8,2,14.742893,True
10.7,3,14.774767,True
10.8,2,14.804847,True
10.5,5,14.865148,True
-1.0,10,15.008776,False
10.8,2,15.037673,True
10.5,5,15.107388,True
10.7,3,15.145721,True
10.7,3,15.187906,True
10.8,2,15.21833,True
10.8,2,15.251899,True
10.6,4,15.299269,True
10.5,5,15.369818,True
10.8,2,15.400522,True
10.8,2,15.426533,True
10.7,3,15.458403,True
10.8,2,15.483213,True
10.6,4,15.523317,True
10.1,9,15.636589,True
10.6,4,15.682948,True
10.8,2,15.706961,True
10.7,3,15.755294,True
10.7,3,15.795797,True
10.8,2,15.824934,True
10.6,4,15.878868,True
10.6,4,15.934379,True
10.7,3,15.981929,True
10.8,2,16.018012,True
10.4,6,16.107589,True
10.4,6,16.205272,True
10.2,8,16.311664,True
10.5,5,16.388483,True
10.8,2,16.421348,True
10.6,4,16.480024,True
10.7,3,16.518647,True
10.7,3,16.560313,True
10.2,8,16.672855,True
10.7,3,16.718525,True
10.8,2,16.749422,True
10.4,6,16.834612,True
10.4,6,16.917351,True
10.6,4,16.99007,True
10.7,3,17.03379,True
10.7,3,17.08538,True
10.8,2,17.123242,True
10.8,2,17.155345,True
10.8,2,17.189894,True
10.8,2,17.220314,True
10.7,3,17.263825,True
10.7,3,17.314752,True
10.4,6,17.40587,True
10.8,2,17.432796,True
10.7,3,17.475765,True
10.5,5,17.545495,True
10.8,2,17.575685,True
10.8,2,17.60921,True
10.3,7,17.712178,True
10.6,4,17.76216,True
10.5,5,17.84816,True
-1.0,10,17.98892,False
10.8,2,18.025007,True
10.8,2,18.056145,True
10.3,7,18.155309,True
10.7,3,18.199088,True
10.6,4,18.250385,True
10.6,4,18.317702,True
10.7,3,18.372964,True
10.7,3,18.417827,True
10.8,2,18.453601,True
10.7,3,18.49248,True
10.6,4,18.549683,True
10.6,4,18.608746,True
10.8,2,18.639904,True
10.7,3,18.685747,True
10.7,3,18.726294,True
10.4,6,18.804686,True
10.7,3,18.850255,True
10.8,2,18.88269,True
10.6,4,18.93819,True
10.8,2,18.965607,True
10.8,2,18.99316,True
10.7,3,19.040256,True
10.5,5,19.108474,True
10.8,2,19.13783,True
10.4,6,19.388943,True
10.8,2,19.420782,True
10.2,8,19.532937,True
10.7,3,19.578861,True
10.7,3,19.632859,True
10.6,4,19.685186,True
10.7,3,19.726457,True
10.8,2,19.761785,True
10.8,2,19.795897,True
10.7,3,19.834846,True
10.6,4,19.88298,True
10.5,5,19.95558,True
10.7,3,19.995727,True
-1.0,10,20.163069,False
10.7,3,20.213783,True
10.7,3,20.255998,True
10.4,6,20.346648,True
10.6,4,20.40834,True
10.8,2,20.437038,True
10.8,2,20.470804,True
10.8,2,20.498931,True
10.8,2,20.53329,True
10.5,5,20.602624,True
10.8,2,20.636457,True
10.8,2,20.664653,True
10.7,3,20.706032,True
10.7,3,20.759032,True
10.8,2,20.785211,True
10.8,2,20.820023,True
10.8,2,20.849082,True
10.7,3,20.895591,True
10.6,4,20.958164,True
10.4,6,21.045003,True
10.6,4,21.10707,True
10.4,6,21.193844,True
10.8,2,21.224533,True
10.8,2,21.254344,True
10.6,4,21.328709,True
10.4,6,21.432375,True
10.3,7,21.548735,True
10.8,2,21.578827,True
10.5,5,21.658559,True
10.6,4,21.725535,True
10.8,2,21.753442,True
10.8,2,21.79263,True
10.8,2,21.823551,True
10.8,2,21.855242,True
10.8,2,21.888137,True
10.7,3,21.941552,True
10.7,3,21.995214,True
10.4,6,22.092123,True
10.8,2,22.126524,True
10.7,3,22.178222,True
10.8,2,22.211762,True
10.7,3,22.257905,True
10.4,6,22.341898,True
10.7,3,22.391973,True
-1.0,10,22.549825,False
10.8,2,22.587854,True
10.4,6,22.688675,True
10.8,2,22.729457,True
10.8,2,22.773391,True
-1.0,10,22.953006,False
10.7,3,22.999361,True
10.8,2,23.038182,True
10.7,3,23.091338,True
10.2,8,23.235015,True
10.7,3,23.289245,True
10.8,2,23.330823,True
10.8,2,23.360306,True
10.8,2,23.391603,True
10.8,2,23.425984,True
10.6,4,23.495268,True
-1.0,10,23.670433,False
10.8,2,23.705765,True
10.7,3,23.765984,True
-1.0,10,23.933854,False
10.7,3,23.984832,True
10.5,5,24.068771,True
10.8,2,24.099441,True
10.5,5,24.182519,True
10.7,3,24.223754,True
10.5,5,24.316268,True
10.6,4,24.380731,True
10.8,2,24.414703,True
10.8,2,24.443652,True
10.6,4,24.512944,True
10.6,4,24.583647,True
10.4,6,24.695737,True
10.7,3,24.7496,True
10.5,5,24.83653,True
10.8,2,24.874524,True
10.8,2,24.905868,True
10.7,3,24.949026,True
-1.0,10,25.107885,False
10.8,2,25.13714,True
10.8,2,25.167375,True
10.8,2,25.194783,True
10.5,5,25.279926,True
10.7,3,25.341504,True
10.6,4,25.417719,True
10.7,3,25.485203,True
10.8,2,25.52332,True
10.6,4,25.603649,True
10.6,4,25.672361,True
10.8,2,25.70983,True
10.8,2,25.74775,True
10.7,3,25.801471,True
10.8,2,25.83523,True
10.8,2,25.866313,True
10.7,3,25.927381,True
10.7,3,25.974947,True
10.3,7,26.098331,True
10.8,2,26.128736,True
10.8,2,26.165305,True
10.7,3,26.223811,True
10.4,6,26.330441,True
10.5,5,26.418289,True
10.7,3,26.482971,True
10.6,4,26.560908,True
10.8,2,26.596003,True
10.8,2,26.630668,True
10.8,2,26.66469,True
10.6,4,26.741822,True
10.7,3,26.787675,True
10.7,3,26.842774,True
10.6,4,26.915368,True
10.8,2,26.95679,True
10.7,3,27.012144,True
10.7,3,27.064045,True
10.7,3,27.11443,True
10.7,3,27.173505,True
10.6,4,27.243556,True
10.8,2,27.282096,True
10.7,3,27.338198,True
-1.0,10,27.535326,False
10.5,5,27.629763,True
10.6,4,27.697885,True
10.5,5,27.789827,True
10.6,4,27.860116,True
10.8,2,27.897431,True
10.7,3,27.943985,True
10.8,2,27.983431,True
10.5,5,28.07743,True
10.7,3,28.13095,True
10.8,2,28.171959,True
10.7,3,28.224069,True
10.8,2,28.261578,True
10.6,4,28.330901,True
10.7,3,28.382308,True
10.8,2,28.419412,True
10.7,3,28.470669,True
10.8,2,28.512963,True
10.8,2,28.5459,True
10.6,4,28.613158,True
10.7,3,28.666723,True
10.6,4,28.735422,True
10.6,4,28.810396,True
10.7,3,28.850552,True
10.7,3,28.901297,True
10.8,2,28.939242,True
10.7,3,28.996269,True
10.8,2,29.029323,True
10.6,4,29.101937,True
10.6,4,29.17696,True
10.8,2,29.213791,True
10.8,2,29.248894,True
10.8,2,29.282296,True
10.8,2,29.316454,True
10.8,2,29.34457,True
10.8,2,29.377457,True
10.8,2,29.418761,True
10.8,2,29.454552,True
10.8,2,29.483655,True
10.4,6,29.58441,True
10.8,2,29.619365,True
-1.0,10,29.789249,False
10.6,4,29.865865,True
-1.0,10,30.136336,False
10.6,4,30.208706,True
10.6,4,30.275269,True
10.7,3,30.338482,True
10.6,4,30.400892,True
10.6,4,30.465204,True
10.8,2,30.505623,True
10.5,5,30.60157,True
10.8,2,30.633605,True
10.8,2,30.668591,True
10.5,5,30.750336,True
10.8,2,30.790369,True
10.8,2,30.830701,True
10.8,2,30.869083,True
10.7,3,30.914729,True
10.8,2,30.954746,True
10.7,3,31.012491,True
10.8,2,31.047694,True
10.5,5,31.137611,True
10.8,2,31.175994,True
10.7,3,31.23308,True
10.7,3,31.278027,True
10.5,5,31.372623,True
10.6,4,31.441902,True
10.8,2,31.479289,True
10.4,6,31.575794,True
10.5,5,31.650243,True
10.3,7,31.760824,True
10.7,3,31.809712,True
10.7,3,31.860333,True
10.7,3,31.915661,True
10.5,5,32.006185,True
10.8,2,32.042672,True
10.8,2,32.080153,True
10.8,2,32.117474,True
10.8,2,32.147606,True
10.6,4,32.224341,True
10.8,2,32.264072,True
10.6,4,32.327468,True
10.5,5,32.421113,True
10.3,7,32.544768,True
10.6,4,32.615491,True
10.8,2,32.64489,True
10.8,2,32.684255,True
10.5,5,32.775171,True
10.4,6,32.8733,True
10.4,6,32.989293,True
10.3,7,33.108311,True
10.7,3,33.162896,True
10.5,5,33.248701,True
10.8,2,33.289038,True
10.8,2,33.32221,True
10.8,2,33.35878,True
10.3,7,33.487354,True
10.6,4,33.553114,True
10.8,2,33.593571,True
10.6,4,33.666257,True
10.4,6,33.775259,True
10.7,3,33.827692,True
10.4,6,33.923617,True
10.8,2,33.958495,True
10.8,2,33.999005,True
10.7,3,34.04656,True
-1.0,10,34.223442,False
10.8,2,34.260698,True
10.8,2,34.299596,True
10.8,2,34.333872,True
10.8,2,34.370354,True
10.8,2,34.403688,True
10.7,3,34.458086,True
10.8,2,34.494543,True
10.3,7,34.613374,True
10.8,2,34.648432,True
10.7,3,34.694377,True
10.8,2,34.72547,True
10.8,2,34.758818,True
10.7,3,34.810969,True
10.4,6,34.912162,True
10.7,3,34.962856,True
10.7,3,35.018341,True
10.7,3,35.073084,True
10.7,3,35.128141,True
10.4,6,35.232401,True
10.8,2,35.266401,True
10.6,4,35.338619,True
10.8,2,35.375973,True
10.2,8,35.518894,True
10.7,3,35.581638,True
10.7,3,35.63348,True
-1.0,10,35.818612,False
10.8,2,35.861928,True
10.6,4,35.928717,True
10.7,3,35.979668,True
10.8,2,36.013653,True
-1.0,10,36.208572,False
10.8,2,36.243047,True
10.6,4,36.314485,True
10.6,4,36.385466,True
10.7,3,36.441094,True
10.7,3,36.495003,True
10.8,2,36.527571,True
10.7,3,36.587515,True
10.7,3,36.642038,True
10.4,6,36.746653,True
10.7,3,36.806532,True
10.2,8,36.944553,True
10.7,3,36.996919,True
10.6,4,37.072115,True
10.6,4,37.138111,True
-1.0,10,37.323665,False
10.7,3,37.368957,True
10.8,2,37.405788,True
10.8,2,37.442558,True
10.8,2,37.483515,True
10.5,5,37.575964,True
10.8,2,37.610083,True
10.5,5,37.696899,True
10.8,2,37.735094,True
10.8,2,37.772769,True
10.8,2,37.806956,True
10.6,4,37.875715,True
-1.0,10,38.059389,False
10.7,3,38.112713,True
10.8,2,38.150244,True
10.4,6,38.250564,True
10.7,3,38.308926,True
10.6,4,38.373252,True
10.7,3,38.422045,True
10.7,3,38.482737,True
10.1,9,38.632707,True
10.6,4,38.704256,True
10.7,3,38.764541,True
10.6,4,38.844855,True
10.3,7,38.973637,True
10.7,3,39.024985,True
10.8,2,39.060925,True
10.6,4,39.136545,True
10.6,4,39.214088,True
10.8,2,39.244691,True
10.6,4,39.318081,True
10.7,3,39.371564,True
10.6,4,39.440207,True
10.5,5,39.53176,True
10.8,2,39.568688,True
10.7,3,39.626207,True
10.7,3,39.685336,True
10.6,4,39.756817,True
10.8,2,39.79047,True
10.4,6,39.895655,True
10.8,2,39.94014,True
10.5,5,40.024571,True
10.8,2,40.065366,True
10.8,2,40.10194,True
10.7,3,40.153233,True
10.8,2,40.19181,True
10.7,3,40.240085,True
10.5,5,40.334708,True
10.7,3,40.38695,True
10.6,4,40.454046,True
10.8,2,40.495614,True
10.8,2,40.535973,True
10.7,3,40.596932,True
10.8,2,40.634532,True
10.5,5,40.732662,True
10.7,3,40.787035,True
10.6,4,40.854163,True
10.7,3,40.902158,True
10.6,4,40.972379,True
10.8,2,41.015523,True
10.1,9,41.175663,True
10.8,2,41.216277,True
10.7,3,41.272109,True
10.8,2,41.40136,True
10.8,2,41.440294,True
10.3,7,41.565662,True
10.8,2,41.599286,True
10.8,2,41.63736,True
10.3,7,41.754385,True
10.8,2,41.793672,True
10.7,3,41.854157,True
10.7,3,41.913915,True
10.5,5,42.007465,True
10.7,3,42.055001,True
10.8,2,42.08412,True
10.8,2,42.11613,True
10.7,3,42.169865,True
10.6,4,42.2402,True
10.7,3,42.294063,True
10.7,3,42.349022,True
10.8,2,42.389836,True
10.4,6,42.492573,True
10.8,2,42.531733,True
10.5,5,42.61857,True
10.6,4,42.682538,True
10.8,2,42.71769,True
10.6,4,42.786977,True
10.4,6,42.894164,True
10.6,4,42.971522,True
10.7,3,43.0244,True
