#{"env_id": "binary-wide-v0", "t_start": 1668712716.8741179}
r,l,t
-12,90,9.808308
12,74,31.767193
-7,72,34.889414
2,95,56.432211
-85,70,77.152007
0,71,80.057076
-67,78,100.865315
5,90,104.547858
15,92,126.339768
10,104,148.875404
-52,63,169.991365
58,73,173.344865
-55,54,194.435819
38,73,197.442313
29,80,219.91398
46,70,222.286142
12,84,245.644848
-1,78,268.607754
-11,75,271.3815
65,80,295.583194
53,80,297.673978
0,107,322.785765
90,68,346.637379
0,99,349.210562
0,100,373.735394
-1,75,397.551176
-13,73,399.575056
62,68,423.30604
64,75,447.206767
-6,78,449.272547
11,77,472.832202
1,85,475.448202
24,91,499.733321
61,96,523.657156
-4,78,526.560075
0,91,549.993237
25,81,571.846266
40,95,594.667201
79,72,597.236429
58,78,619.18998
14,70,621.918858
26,83,643.597544
0,93,666.632392
47,95,670.317495
90,65,691.060491
-4,103,713.198076
83,92,716.914114
83,99,739.083948
0,101,761.032903
26,89,782.176607
-10,116,804.655165
52,111,809.237436
-1,120,832.258612
34,53,851.557936
69,142,874.911366
56,110,897.049764
1,146,920.235495
10,105,941.637991
78,102,962.792119
89,100,966.878164
28,82,987.572551
0,97,1008.563523
0,87,1012.158446
5,115,1033.673724
8,183,1075.066706
24,76,1078.206955
59,110,1099.927293
0,119,1121.789848
2,90,1142.632534
95,139,1165.579589
82,79,1186.656056
22,118,1191.868551
76,70,1212.015942
-11,115,1233.909659
48,139,1256.682118
106,127,1278.933742
0,92,1300.01425
-8,106,1321.14377
27,83,1324.385721
48,81,1345.061341
2,133,1367.427877
81,94,1388.565686
-2,137,1411.235875
5,122,1433.695765
58,149,1457.803402
35,63,1460.649198
0,100,1482.157945
0,86,1502.268463
10,113,1524.247785
78,71,1527.068057
0,113,1549.035108
11,165,1573.271622
67,86,1593.855814
1,115,1615.62356
-9,137,1637.959699
39,67,1640.632834
-6,130,1680.670121
-1,115,1685.374257
92,72,1705.547721
30,151,1728.747221
30,90,1749.666846
35,56,1752.00291
83,212,1795.885468
72,151,1819.212585
97,106,1840.808402
83,157,1864.768141
107,109,1887.0211
113,95,1908.458313
-1,83,1911.92572
83,68,1932.005485
-10,92,1952.778558
79,62,1955.246603
5,94,1976.00871
-6,111,1997.337761
75,120,2019.610708
81,166,2043.678929
21,84,2064.428162
30,69,2067.327793
89,198,2109.816374
85,88,2113.439102
32,68,2133.70189
54,121,2156.408541
-29,102,2178.277138
-2,85,2181.852457
54,140,2205.083946
0,99,2226.485062
107,87,2248.137233
-3,118,2270.621206
8,99,2292.507515
27,71,2295.397422
85,117,2318.213489
12,144,2341.607998
-7,121,2363.801234
0,86,2384.53538
0,100,2405.65842
91,96,2409.561947
57,73,2430.347015
61,143,2453.791708
74,160,2477.81986
35,84,2498.878896
94,99,2520.549713
9,149,2544.553924
114,128,2567.218882
19,90,2588.259876
-5,107,2592.86742
-1,104,2615.267606
0,125,2638.187578
-4,120,2660.19508
57,113,2681.794915
123,84,2702.552561
73,56,2704.81379
-5,78,2724.628998
-13,81,2727.95999
95,78,2748.289009
74,57,2750.567904
44,114,2772.435008
81,103,2793.983578
9,80,2814.698687
5,125,2837.018957
52,67,2839.742867
0,92,2860.594039
107,84,2881.738081
31,91,2885.470292
-12,114,2907.828974
-7,103,2929.744676
115,100,2951.426326
68,63,2954.048557
4,112,2976.054111
26,70,2996.71778
7,119,3019.324333
144,89,3022.933522
69,66,3042.793682
0,81,3046.142437
-5,101,3068.280078
83,91,3090.013816
39,92,3111.810802
0,83,3115.269663
80,66,3136.282991
0,86,3158.549763
78,76,3161.388771
63,109,3184.270923
78,103,3206.240327
-9,96,3228.703654
113,83,3231.738715
100,60,3252.643702
31,75,3255.703252
99,68,3276.931639
-5,94,3299.143848
31,60,3301.558497
-4,95,3323.131795
100,68,3325.847707
84,58,3346.519398
103,85,3349.996209
35,58,3370.476109
0,102,3392.936601
60,144,3416.97769
-2,101,3439.64629
107,102,3443.430521
94,97,3465.400434
77,68,3486.407805
2,113,3490.772537
95,103,3513.029329
88,64,3533.896148
11,102,3556.177593
-10,109,3560.413359
5,82,3581.568146
18,135,3605.342387
36,75,3626.374686
65,57,3628.63146
-4,137,3652.163208
-15,115,3674.962628
104,77,3696.176901
62,64,3698.803168
0,108,3721.694831
89,125,3744.811922
1,83,3765.821322
-5,129,3788.55684
63,100,3810.445756
74,117,3815.094218
52,58,3835.502422
14,124,3858.313268
141,57,3860.65388
27,179,3903.365037
1,55,3905.524888
75,75,3926.96
31,80,3930.320036
33,63,3950.662167
40,56,3953.025721
113,120,3976.277375
35,109,3998.593225
2,101,4020.72777
-15,129,4043.856125
