#{"env_id": "binary-wide-v0", "t_start": 1668712717.194621}
r,l,t
25,91,9.5356
13,84,31.935251
-2,90,53.159664
-87,69,56.234948
29,77,77.215259
30,79,80.452214
0,78,101.26909
51,62,103.947477
52,70,124.709545
-43,59,126.995552
0,103,149.57613
-28,66,171.029548
51,79,174.014886
32,80,196.750509
0,87,219.369117
9,76,221.991279
-5,93,245.661486
-59,58,247.14702
-5,83,271.004709
2,81,295.236096
37,94,297.708733
-7,92,322.403556
-5,94,346.948201
-10,95,371.283502
1,98,373.92146
-10,79,397.819844
18,82,422.049887
37,71,423.847385
87,59,447.371897
0,81,449.492137
76,72,472.961561
40,84,497.435266
-34,53,498.811431
0,81,522.338503
91,72,524.393218
83,69,547.388909
71,95,550.896681
10,70,572.270127
73,80,594.423243
77,67,596.825919
-27,94,619.317046
27,58,621.689469
0,88,643.551322
55,81,666.174966
6,79,669.102087
63,75,690.305211
97,75,693.319393
117,73,714.271309
58,98,736.220509
72,75,739.494987
42,137,762.80928
82,95,784.213785
72,79,805.214085
59,58,807.6051
70,78,828.710718
86,140,851.750993
39,91,872.993585
109,94,876.884812
61,77,897.650498
3,84,918.386019
-1,111,939.898841
68,66,942.701956
65,118,964.480042
7,103,986.001959
32,140,1008.737222
41,88,1029.111847
67,70,1032.054017
54,150,1055.097646
0,143,1078.049371
70,146,1118.270082
60,45,1120.068479
11,146,1143.209824
103,78,1163.521676
0,96,1167.706183
2,110,1190.200451
48,123,1212.628509
112,71,1232.668411
41,110,1254.319729
42,99,1258.26606
29,128,1280.650818
12,184,1322.160012
77,62,1324.597744
26,117,1346.827249
16,238,1390.740847
40,183,1415.487584
28,118,1437.769519
72,74,1458.769153
83,75,1479.345452
2,92,1483.077167
21,103,1504.021495
70,103,1525.467647
-5,105,1546.955171
94,141,1570.199661
85,173,1594.523259
-13,147,1617.508378
-6,114,1638.930679
1,101,1660.643918
14,118,1682.584105
-10,104,1704.092335
38,134,1726.522661
130,120,1748.687277
-6,124,1771.161152
-8,79,1774.677446
