#{"env_id": "binary-wide-v0", "t_start": 1668712716.7877085}
r,l,t
-8,105,10.528882
-9,80,32.790191
13,71,35.88492
7,70,56.31914
5,85,77.62432
-5,81,80.956763
-12,78,101.756969
46,71,122.624285
-17,83,126.11009
0,91,148.091007
47,78,150.783007
35,59,172.519695
-8,84,194.940404
87,65,197.576751
44,58,219.119454
-1,87,222.289424
-14,87,245.729747
4,63,247.424531
-48,64,270.753328
64,80,294.586864
61,66,296.707861
0,78,321.044676
36,85,323.285184
-24,51,346.693312
57,80,348.796396
51,63,372.305877
70,65,374.066355
51,60,397.452871
15,60,399.033564
45,72,422.987164
19,62,424.548815
78,68,448.325626
-18,54,449.753747
113,68,473.090894
1,100,497.997756
83,68,499.766424
-1,92,523.567532
38,80,526.471216
90,86,549.682717
-1,85,571.799136
-1,91,594.509165
7,101,598.152501
9,79,620.023459
-7,116,643.040182
3,67,645.776605
17,110,669.263379
93,95,691.259965
90,91,713.061369
15,87,716.446949
118,95,738.435444
42,109,760.669254
94,83,781.5912
26,103,785.805627
4,122,808.562463
96,66,829.194906
35,95,850.314018
92,82,853.784918
64,82,874.645448
47,98,896.318552
40,69,899.130468
-10,119,921.253141
79,129,943.621423
108,83,963.957377
4,110,985.764493
-7,118,1007.677011
28,109,1012.171153
51,82,1032.318541
54,72,1052.168676
99,103,1056.310678
-16,114,1078.078808
77,94,1099.123512
-10,93,1119.969968
52,101,1141.205171
1,103,1145.503107
51,73,1165.709286
60,87,1187.134882
2,165,1211.486655
84,166,1235.438685
86,124,1257.62375
84,85,1278.165274
33,124,1300.565486
30,231,1344.040481
66,66,1346.752572
-1,95,1367.547206
13,182,1392.30823
78,228,1436.216796
3,121,1459.261363
68,108,1481.204186
4,125,1502.966369
-1,131,1525.60519
7,88,1546.283045
-12,92,1550.312384
113,154,1574.125508
89,82,1594.488511
35,193,1636.118993
17,137,1659.324538
80,125,1681.575628
72,204,1707.148175
6,133,1729.558423
-6,95,1750.721802
37,84,1771.528605
0,127,1794.489847
72,65,1797.334087
48,102,1818.531458
-16,138,1841.465885
20,96,1862.968291
110,84,1866.345496
47,145,1907.688476
-1,126,1930.162773
72,146,1953.16801
86,146,1975.951048
-13,122,1997.726309
93,93,2018.950679
60,69,2021.717603
40,95,2042.854014
54,129,2065.519571
0,95,2086.758081
-5,112,2091.306046
86,180,2133.261866
10,98,2155.077204
38,90,2158.736555
-3,86,2180.012538
38,69,2200.620411
131,135,2223.411124
22,120,2246.394457
0,91,2249.967493
0,86,2271.148217
-6,108,2293.413309
0,96,2315.427183
85,52,2317.492169
72,199,2343.098043
0,98,2364.394397
46,126,2386.715155
-16,149,2409.817957
19,89,2431.343312
93,54,2433.524044
51,136,2474.288494
45,126,2497.07017
91,59,2499.343009
1,89,2520.576692
0,112,2543.013927
69,96,2547.060495
47,128,2569.767548
66,67,2589.850956
44,108,2612.274834
102,62,2615.056243
82,93,2636.542161
71,115,2658.550227
0,153,2681.738352
23,116,2703.848185
123,76,2706.96526
109,113,2728.168275
74,59,2747.727786
17,103,2769.177131
92,105,2773.409718
110,88,2794.311515
35,118,2816.652016
33,62,2836.347027
76,70,2839.155241
0,101,2860.377002
38,51,2862.487973
1,104,2884.45446
47,83,2905.552667
26,107,2927.652222
1,80,2930.818205
79,76,2951.590894
16,100,2973.259693
29,59,2975.56806
2,88,2996.988615
0,101,3018.971032
98,71,3021.742812
4,113,3043.519851
104,57,3045.837312
62,62,3066.419614
89,85,3088.263349
80,113,3092.462444
6,89,3114.199149
86,86,3136.052864
5,90,3158.546813
89,71,3161.143495
17,88,3183.151133
-7,114,3205.659471
27,105,3209.84671
91,78,3231.246361
-6,76,3252.786538
52,120,3276.308932
18,113,3281.037606
82,87,3302.670523
58,61,3322.903266
2,116,3346.117847
93,117,3350.612293
64,75,3371.802003
52,90,3393.545131
120,63,3396.138047
87,65,3417.144866
0,120,3440.323133
115,134,3463.682805
126,75,3466.720506
107,72,3487.66547
98,105,3509.997818
98,82,3513.392027
34,50,3533.678221
-18,113,3556.350518
0,95,3560.045592
3,115,3582.529087
-13,99,3604.825193
120,80,3626.223899
79,130,3649.332022
82,68,3652.013498
78,91,3673.847313
54,105,3696.226809
29,109,3719.302772
-7,132,3742.60097
64,136,3765.708335
97,91,3769.433241
52,144,3810.588448
79,134,3834.019475
0,123,3856.937689
82,63,3859.307246
0,125,3881.66685
-17,104,3904.052057
25,58,3906.368104
37,56,3927.043591
80,68,3929.905159
97,52,3949.907668
30,148,3974.166835
56,70,3977.161216
4,93,3998.827768
7,122,4021.771862
0,117,4044.47706
0,89,4065.688531
88,64,4068.494703
1,131,4091.464533
79,154,4115.482496
58,67,4135.643378
72,81,4156.650063
78,160,4180.775286
87,146,4204.247317
57,55,4206.461476
126,89,4226.747149
0,105,4248.046849
-5,91,4268.552803
36,114,4273.249923
120,83,4293.583534
87,100,4314.768107
46,59,4317.164285
95,84,4337.732429
71,81,4358.243728
103,70,4361.122087
-6,66,4381.088594
97,56,4383.400085
54,89,4404.558736
75,84,4407.949874
82,101,4429.515555
1,97,4451.063601
103,70,4471.287917
112,72,4474.278173
5,59,4494.17045
0,92,4498.048942
69,97,4519.183414
58,109,4540.457094
97,63,4543.086213
68,53,4562.650219
97,108,4585.333613
51,65,4587.71614
58,57,4609.336709
110,71,4611.933657
89,70,4633.543834
89,72,4636.390435
101,75,4657.781765
118,76,4661.054329
14,104,4683.333096
-7,102,4705.487558
115,76,4726.924043
2,82,4730.200139
35,95,4752.018453
99,54,4754.151831
-5,83,4775.672868
84,130,4798.588235
42,74,4820.581759
-1,79,4823.539653
1,79,4845.372298
59,91,4868.044449
0,85,4871.148933
64,76,4892.29571
59,65,4894.988178
0,101,4917.737976
72,52,4939.362559
15,110,4943.260197
0,128,4967.258525
50,59,4988.828976
56,88,5012.12963
0,113,5036.452598
-5,85,5038.708989
101,61,5061.992881
165,67,5063.70417
-4,95,5087.772196
4,81,5112.071378
81,61,5113.617809
109,84,5138.168395
0,91,5140.526805
113,89,5165.626245
-3,100,5190.656223
15,85,5214.989074
1,77,5216.958531
2,81,5240.643385
119,67,5242.339716
92,68,5265.415394
108,76,5267.408492
51,95,5291.505923
29,95,5315.301969
13,120,5339.444988
0,94,5362.295189
0,92,5365.380046
75,59,5387.406043
-5,100,5410.010028
132,65,5412.667464
88,97,5435.751961
69,59,5437.62529
0,124,5461.371859
-5,108,5484.618952
4,121,5507.217227
-3,109,5529.621735
10,97,5551.30779
3,101,5555.164218
-16,95,5577.858507
104,62,5598.238202
46,86,5601.547685
118,50,5621.948946
119,66,5624.646398
1,81,5645.316732
2,116,5667.759411
4,107,5689.735837
-10,98,5693.785502
128,69,5713.836083
22,85,5733.760911
59,69,5736.535277
-2,89,5757.310498
-5,120,5779.398869
-5,103,5801.317127
88,63,5803.834714
85,57,5806.177132
-11,85,5827.035567
104,112,5849.018254
6,96,5869.501965
-6,110,5891.127738
76,54,5893.352031
32,105,5914.857978
84,110,5936.304533
0,129,5959.172217
107,79,5962.204542
123,58,5981.799284
102,103,6003.016845
10,99,6006.992361
56,52,6026.226333
-3,255,6071.027027
61,62,6073.577733
112,66,6093.116448
52,72,6096.075772
54,73,6116.218398
30,92,6136.485582
0,113,6158.319085
86,92,6162.092086
0,126,6183.572348
116,71,6203.511511
18,103,6224.989066
37,81,6228.177374
0,111,6250.665562
1,97,6272.051142
60,68,6274.754976
23,70,6296.260401
107,66,6298.902699
1,121,6322.227536
-6,123,6345.448932
-1,165,6389.816257
80,66,6391.861116
0,151,6416.971243
36,82,6439.149724
14,122,6463.92378
64,56,6465.854245
0,132,6490.49448
0,116,6514.657499
143,54,6537.081756
96,78,6539.264848
1,134,6565.037823
99,61,6588.142014
0,103,6611.909446
12,117,6636.027586
96,77,6638.01385
4,107,6662.068614
118,121,6686.65838
5,122,6711.385395
126,69,6713.402782
47,98,6737.696061
62,51,6760.454447
-5,117,6785.621999
116,84,6787.820016
5,118,6813.253342
-3,95,6837.823702
108,79,6839.909714
61,107,6864.727177
134,57,6888.779568
59,77,6890.771354
112,68,6914.491008
86,80,6938.389522
94,143,6964.231339
20,98,6966.781852
40,79,6990.631291
12,80,7014.629228
-8,90,7016.957104
118,73,7041.333865
42,119,7066.816884
0,95,7090.332942
99,63,7092.269861
90,79,7115.852016
10,126,7140.120591
60,126,7163.772935
99,76,7166.30051
121,76,7187.713724
99,180,7213.285091
80,79,7235.601853
-17,130,7259.759672
61,85,7281.747012
99,127,7305.701703
56,89,7309.181704
-10,115,7332.164093
58,57,7352.207153
0,110,7356.207532
93,64,7377.071531
0,104,7398.751186
97,70,7401.640834
145,167,7442.688453
29,80,7446.006462
0,145,7468.995146
3,80,7489.352361
29,85,7509.689885
65,66,7512.330818
45,78,7532.265919
4,123,7554.981186
102,68,7557.711878
22,111,7579.224945
127,63,7598.442347
0,121,7620.556942
137,73,7623.544456
110,100,7644.648803
43,86,7664.680956
20,91,7668.35382
19,64,7688.0569
0,116,7710.002803
37,82,7713.320738
0,98,7734.673203
46,102,7755.840467
63,96,7776.502352
63,75,7779.529483
96,78,7799.744473
89,56,7802.097782
73,80,7822.814698
56,96,7843.297631
44,59,7845.713578
0,156,7869.182702
64,77,7889.467905
-5,102,7910.752641
-5,123,7932.852445
57,51,7934.961184
59,64,7955.126351
47,94,7958.988527
16,92,7979.803446
0,92,8000.940043
137,90,8004.695542
0,113,8026.398574
135,57,8045.675033
31,55,8047.959734
49,60,8067.73119
3,80,8071.001664
10,109,8092.575444
126,65,8112.369113
2,129,8135.024275
0,89,8138.699218
-2,112,8160.846505
109,49,8180.323802
-7,110,8203.29807
-11,129,8227.250138
104,93,8230.360947
22,93,8252.470962
10,102,8275.507071
116,69,8278.030748
71,124,8301.295896
-18,69,8322.523785
5,135,8346.644973
7,118,8371.2302
117,68,8373.241857
-16,74,8396.181711
10,93,8420.770928
105,75,8422.751291
-8,134,8447.938739
82,65,8470.955529
-10,129,8496.607166
112,80,8498.798529
9,131,8524.343956
116,60,8548.753613
110,72,8550.626609
25,105,8575.900182
-1,101,8600.609059
135,81,8624.843266
19,60,8626.424743
49,64,8650.781438
47,68,8652.620871
-5,90,8677.530597
3,71,8679.376673
24,63,8703.180452
41,70,8705.001174
-7,109,8729.796731
100,86,8753.991398
53,116,8779.136018
145,92,8803.285829
22,94,8805.875437
145,75,8829.647575
62,60,8831.210328
1,92,8854.5656
92,83,8878.022085
51,56,8879.420251
0,93,8902.652532
105,55,8904.121938
101,55,8925.388332
114,64,8927.502498
119,59,8948.784389
13,72,8951.132595
11,121,8974.678704
109,51,8995.333208
0,115,9018.527538
-12,107,9022.422751
-4,93,9044.575275
7,169,9069.206974
-9,86,9090.681861
22,73,9111.436546
108,50,9113.462514
-4,86,9134.759487
126,66,9137.57315
127,55,9156.594766
-7,115,9177.868249
126,64,9180.457726
-5,156,9203.890681
110,74,9223.972726
132,57,9226.259742
84,60,9245.71909
134,66,9248.3629
88,61,9268.02856
0,132,9290.91454
39,74,9293.932723
-5,136,9317.208025
23,103,9339.172897
41,74,9359.627658
117,83,9380.237112
62,67,9383.081867
-31,105,9404.689603
116,66,9407.573117
104,71,9427.923061
109,55,9430.099567
113,80,9450.648901
2,120,9472.28344
51,92,9493.371914
132,66,9496.081031
-6,134,9519.068229
43,63,9538.607767
114,67,9541.51008
141,58,9561.67057
110,52,9563.709305
-5,177,9588.566226
0,133,9628.488221
122,73,9631.538723
103,57,9651.258073
118,49,9653.290697
115,63,9655.95239
36,72,9675.660748
61,96,9696.330746
0,168,9720.514762
83,70,9740.534224
73,82,9743.879626
-4,132,9765.807444
13,86,9786.367147
13,78,9806.677498
-28,74,9809.751252
10,98,9831.368534
92,61,9833.869688
1,104,9854.743875
123,53,9874.158677
32,104,9878.331969
112,61,9897.832898
6,93,9918.350834
21,115,9923.009431
-1,130,9962.344306
111,79,9965.668356
50,61,9985.071426
120,51,9987.183358
90,65,10007.020571
120,56,10009.243326
102,54,10011.443687
-45,117,10033.670681
0,118,10054.978823
10,109,10076.504536
-18,72,10096.266255
65,105,10100.578878
62,61,10120.321453
8,139,10143.185801
103,61,10145.778374
134,63,10165.548769
5,83,10186.716192
-55,185,10211.611452
6,120,10233.710655
4,147,10257.368752
10,206,10301.443087
60,50,10303.398594
0,189,10346.32716
77,49,10348.262698
73,75,10368.965217
-10,118,10391.408888
58,91,10394.95396
-1,147,10418.596829
59,94,10439.94685
77,76,10461.161668
127,83,10464.53252
134,56,10484.64509
25,60,10487.14936
0,120,10509.401565
3,148,10532.776806
10,93,10554.062372
116,72,10575.254488
119,75,10578.096136
59,68,10598.959689
0,141,10622.683955
142,58,10625.0448
39,101,10647.948645
89,54,10669.40157
18,122,10673.509267
99,80,10696.20503
10,81,10719.143415
29,92,10722.310515
95,75,10744.210562
66,89,10768.073803
69,65,10769.931733
3,107,10793.611838
148,59,10816.088942
0,118,10819.506729
-41,133,10844.742404
-5,117,10869.821374
115,59,10892.483434
94,59,10894.026286
107,63,10917.485949
7,111,10942.525542
-8,129,10968.905626
3,86,10971.14044
80,53,10994.851297
87,55,10996.278244
72,64,11019.359748
0,100,11022.040375
0,120,11046.589843
95,58,11069.910205
138,66,11071.592434
121,64,11094.634852
10,160,11120.026963
-1,120,11144.992686
0,110,11169.076431
94,80,11191.741668
0,108,11194.893769
53,89,11218.299646
-5,106,11241.058216
98,63,11242.929309
90,49,11263.758394
43,88,11284.884299
-3,83,11288.281587
86,52,11308.099827
76,59,11310.454021
23,91,11331.86637
60,84,11335.280801
126,60,11354.749766
5,130,11377.14698
-1,128,11399.691249
3,135,11422.1811
-6,137,11444.713328
109,90,11465.909112
58,90,11469.636039
52,53,11488.870241
9,114,11510.68879
-5,77,11513.814263
108,66,11533.110338
60,63,11535.692946
5,114,11557.612108
116,60,11577.301463
18,75,11580.273585
111,63,11600.011284
128,59,11602.4726
-4,84,11623.054417
21,93,11644.543683
-9,111,11649.08599
20,90,11669.80071
114,66,11689.496319
-1,90,11693.3092
126,57,11712.783526
85,61,11715.251642
-35,164,11756.671325
9,95,11760.617273
104,54,11779.625922
10,89,11783.313721
14,98,11804.038923
104,58,11823.624984
101,82,11827.048241
-33,187,11868.908482
1,116,11890.913242
11,88,11894.576462
6,193,11937.296041
66,58,11939.662403
0,159,11980.490182
9,100,11984.536625
-5,100,12005.964174
144,65,12025.779126
81,65,12028.494758
79,58,12048.166945
32,106,12052.63693
-16,87,12073.807751
1,133,12096.759729
27,74,12117.199742
11,101,12138.661852
141,51,12140.798241
0,109,12162.648464
33,74,12165.763468
103,50,12185.292848
164,60,12187.808573
53,116,12210.088878
118,55,12229.745054
15,67,12232.628318
14,114,12254.639656
-8,114,12276.608128
125,53,12278.856463
49,53,12298.302718
26,97,12302.39449
142,76,12322.945227
136,47,12324.864175
63,62,12344.824555
56,74,12347.853461
0,111,12369.846615
11,122,12392.236656
180,59,12412.101506
-6,108,12433.701161
113,76,12436.89707
106,52,12456.295821
-5,110,12460.892499
18,95,12482.293669
18,92,12503.380089
132,65,12506.043826
16,197,12547.682537
8,57,12549.925605
70,69,12569.624632
136,56,12571.965779
-5,120,12594.407176
138,55,12614.156582
94,55,12616.412641
148,85,12637.409667
107,49,12639.448429
0,95,12661.004297
0,122,12683.423983
110,63,12685.980517
126,73,12706.390137
-4,147,12729.85863
147,52,12749.03864
33,76,12752.078732
102,62,12772.186902
11,138,12795.23092
16,99,12799.323081
-7,93,12820.626374
-7,92,12841.728481
54,51,12843.833518
4,87,12864.71006
44,92,12885.906506
-4,99,12889.988492
-1,115,12911.7932
133,54,12930.590986
122,58,12933.071726
128,65,12952.993113
108,79,12956.157681
95,68,12975.523014
24,81,12995.852184
-7,101,13000.03582
56,67,13020.065047
-6,97,13041.821405
60,78,13044.964752
0,102,13066.625243
58,80,13087.929842
99,68,13090.368724
5,110,13113.431027
49,76,13136.087911
-4,92,13138.986434
162,48,13160.878217
-7,88,13163.55935
138,70,13186.876392
67,43,13188.132679
0,117,13212.611376
146,46,13235.794309
-1,101,13238.618286
24,87,13262.676399
131,64,13286.247457
7,71,13288.090235
0,104,13312.710725
14,109,13337.363244
0,91,13339.731104
71,86,13364.056672
-2,84,13389.132363
100,29,13389.912354
13,79,13413.751658
74,96,13416.255583
129,53,13439.060698
70,54,13440.479348
80,48,13463.168982
18,62,13464.867858
106,43,13465.977704
3,71,13489.236166
76,50,13490.541121
154,68,13512.998326
2,110,13535.976223
-10,93,13538.968222
0,83,13561.936003
33,62,13583.734243
85,21,13584.700931
0,94,13587.778068
-2,79,13610.902536
52,69,13633.062588
158,60,13635.347171
138,46,13636.543638
49,86,13659.915105
5,88,13682.712853
4,90,13705.300124
4,90,13708.462117
101,62,13730.44786
1,82,13733.012048
1,88,13756.047642
63,51,13757.357989
78,58,13779.137566
45,50,13780.592196
62,53,13802.538632
-9,107,13825.408787
4,99,13829.001495
136,67,13850.278287
13,65,13852.441635
108,57,13873.474562
62,57,13875.614918
10,99,13898.579901
39,63,13918.766035
7,102,13923.048286
4,63,13943.179763
-5,94,13965.014129
28,80,13968.404695
-4,97,13989.782605
-10,97,14011.181995
92,49,14013.134314
12,88,14034.589508
19,101,14055.568429
161,48,14057.536655
115,70,14060.478808
83,66,14080.53313
173,58,14082.941815
135,27,14101.162048
65,98,14105.196681
135,62,14124.363318
1,94,14144.564198
81,58,14146.992362
1,76,14167.455671
116,49,14169.501237
55,66,14189.253358
111,55,14191.442791
-5,78,14211.90059
118,58,14214.31498
0,86,14235.11779
108,95,14238.944518
0,97,14260.045014
-16,103,14280.984536
137,62,14300.939271
125,51,14303.079504
5,75,14323.391973
53,64,14325.930363
69,42,14327.692145
0,108,14349.67239
51,85,14370.836703
57,69,14373.671274
0,81,14394.726937
81,47,14396.696006
141,54,14415.724402
125,67,14418.484211
17,70,14438.735265
1,84,14459.712213
22,102,14463.962252
5,70,14483.749963
96,53,14485.893432
84,52,14505.247757
1,85,14508.676996
44,56,14528.32884
53,88,14531.903945
21,79,14552.586384
0,76,14573.238093
-1,112,14595.217887
84,56,14597.54247
62,72,14618.072383
0,113,14622.817092
16,100,14644.334187
-1,109,14666.071209
115,62,14685.960252
86,51,14688.102433
116,57,14690.428921
111,66,14710.516474
93,61,14713.023413
141,51,14732.622184
33,83,14736.084779
14,66,14756.183015
-1,74,14776.387136
17,57,14778.841122
93,53,14780.96278
3,114,14803.060908
142,68,14822.401496
13,97,14843.822973
10,89,14847.553407
-1,98,14869.263944
3,79,14889.252458
10,83,14892.634238
0,79,14913.741197
25,84,14934.773131
61,77,14937.868859
0,89,14958.797576
2,112,14980.725295
77,89,14984.372192
-3,84,15005.258128
23,71,15025.487736
133,61,15028.060761
