#{"t_start": 1684610148.396466, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-3.5,35,11.804492,False
-3.5,35,12.270973,False
-3.5,35,12.726249,False
-3.5,35,13.167934,False
-3.5,35,13.57204,False
-3.5,35,13.962645,False
-3.5,35,14.3769,False
-3.5,35,14.81605,False
-3.5,35,15.248792,False
-3.5,35,15.762947,False
-3.5,35,16.286215,False
-3.5,35,16.790158,False
-3.5,35,17.350996,False
-3.5,35,17.889337,False
-3.5,35,18.464678,False
-3.5,35,19.045204,False
-3.5,35,19.66345,False
-3.5,35,20.378281,False
-3.5,35,21.026746,False
-3.5,35,21.646669,False
-3.5,35,22.283362,False
-3.5,35,22.893605,False
-3.5,35,23.5327,False
-3.5,35,24.167202,False
8.6,24,24.965873,True
10.0,10,25.161078,True
9.5,15,25.432721,True
-3.0,30,25.979758,False
9.7,13,26.231642,True
9.7,13,26.459295,True
10.0,10,26.621287,True
9.2,18,27.123511,True
-3.0,30,27.644235,False
9.9,11,27.825963,True
9.8,12,28.04941,True
8.8,22,28.435982,True
8.8,22,28.825056,True
9.4,16,29.173303,True
10.4,6,29.271947,True
9.3,17,29.560995,True
9.9,11,29.73717,True
10.2,8,29.869383,True
9.5,15,30.146904,True
10.0,10,30.327814,True
10.2,8,30.462247,True
10.3,7,30.57775,True
8.6,24,30.991091,True
9.9,11,31.198563,True
8.9,21,31.56648,True
9.3,17,31.87006,True
9.0,20,32.32549,True
10.3,7,32.449179,True
9.4,16,32.738689,True
10.0,10,32.91653,True
9.1,19,33.257857,True
9.7,13,33.493303,True
10.0,10,33.678321,True
10.3,7,33.799955,True
9.7,13,34.050255,True
9.7,13,34.281271,True
9.7,13,34.511483,True
-3.0,30,35.066756,False
10.2,8,35.209127,True
8.7,23,35.648182,True
-3.0,30,36.195897,False
10.0,10,36.38507,True
10.3,7,36.525843,True
9.9,11,36.729946,True
9.5,15,37.001431,True
10.1,9,37.159586,True
9.3,17,37.477404,True
8.1,29,38.008651,True
9.9,11,38.202834,True
9.7,13,38.459675,True
10.0,10,38.645046,True
10.1,9,38.813888,True
10.2,8,38.962992,True
9.1,19,39.310076,True
10.4,6,39.430938,True
9.6,14,39.679214,True
10.1,9,39.849608,True
9.9,11,40.057919,True
9.1,19,40.420158,True
8.6,24,40.875836,True
9.3,17,41.198865,True
-3.0,30,41.755807,False
10.0,10,41.942003,True
9.8,12,42.582829,True
10.1,9,42.755414,True
-3.0,30,43.302403,False
10.2,8,43.447608,True
8.5,25,43.90978,True
-3.0,30,44.555444,False
9.6,14,44.810786,True
9.0,20,45.253357,True
10.1,9,45.411788,True
-3.0,30,45.946607,False
9.6,14,46.207073,True
9.9,11,46.416009,True
10.2,8,46.566581,True
10.2,8,46.708931,True
10.0,10,46.889294,True
9.6,14,47.156249,True
9.6,14,47.779353,True
10.0,10,106.85928,True
9.9,11,107.077904,True
9.6,14,107.331002,True
9.9,11,107.547563,True
10.2,8,107.699315,True
10.3,7,107.827001,True
9.5,15,108.101729,True
9.9,11,108.301799,True
10.4,6,108.4169,True
9.8,12,108.642797,True
9.8,12,108.858222,True
10.2,8,109.031942,True
8.5,25,109.537049,True
10.3,7,109.657708,True
9.8,12,109.887831,True
10.3,7,110.025076,True
9.9,11,110.245972,True
9.7,13,110.486471,True
10.1,9,110.649782,True
10.2,8,110.80843,True
10.0,10,110.991432,True
9.1,19,111.359597,True
9.6,14,111.606472,True
10.0,10,111.80078,True
10.2,8,111.946816,True
10.1,9,112.119597,True
9.9,11,112.324172,True
10.0,10,112.511848,True
10.0,10,112.708849,True
9.5,15,113.009532,True
10.4,6,113.128058,True
10.4,6,113.247726,True
9.9,11,113.459814,True
9.7,13,113.696095,True
10.0,10,113.881129,True
10.0,10,114.070843,True
9.7,13,114.316789,True
10.1,9,114.494183,True
10.4,6,114.598274,True
10.1,9,114.777488,True
9.0,20,115.164929,True
8.7,23,115.726948,True
10.4,6,115.85837,True
9.2,18,116.207045,True
9.5,15,116.502895,True
9.7,13,116.741937,True
10.4,6,116.869532,True
10.2,8,117.020226,True
9.9,11,117.229422,True
10.2,8,117.38742,True
10.0,10,117.581688,True
10.3,7,117.709791,True
10.3,7,117.838058,True
10.4,6,117.954676,True
9.4,16,118.23569,True
10.0,10,118.439464,True
9.6,14,118.707498,True
9.5,15,118.977301,True
10.2,8,119.122623,True
10.2,8,119.259214,True
9.9,11,119.460723,True
9.9,11,119.661085,True
10.2,8,119.811754,True
9.5,15,120.080749,True
9.5,15,120.356197,True
10.0,10,120.542512,True
9.9,11,120.748417,True
10.2,8,120.896985,True
10.2,8,121.051105,True
10.2,8,121.214193,True
-3.0,30,121.775935,False
10.2,8,121.927596,True
10.1,9,122.103483,True
10.4,6,122.217942,True
9.0,20,122.579055,True
10.0,10,122.770997,True
9.8,12,122.99566,True
9.5,15,123.268927,True
9.4,16,123.570191,True
9.7,13,123.825561,True
10.0,10,124.03728,True
9.0,20,124.435309,True
9.9,11,124.633918,True
9.6,14,124.888028,True
10.2,8,125.033674,True
9.9,11,125.256911,True
10.0,10,125.454971,True
10.0,10,125.64814,True
10.3,7,125.789771,True
10.2,8,125.948545,True
9.6,14,126.212032,True
9.9,11,126.437821,True
9.4,16,126.72868,True
9.7,13,126.975255,True
10.1,9,127.151563,True
8.7,23,127.682904,True
9.5,15,127.985564,True
9.8,12,128.224545,True
10.1,9,128.395469,True
9.6,14,128.66206,True
10.2,8,128.812585,True
9.6,14,129.091295,True
9.9,11,129.463236,True
10.2,8,129.610826,True
8.8,22,130.026051,True
10.3,7,130.140295,True
10.4,6,130.259251,True
10.2,8,130.400406,True
9.8,12,130.68044,True
10.0,10,130.860718,True
10.2,8,130.99996,True
10.4,6,131.102573,True
9.3,17,131.549279,True
10.3,7,131.684315,True
10.1,9,131.839477,True
9.6,14,132.079675,True
10.1,9,132.224979,True
10.2,8,132.357692,True
10.4,6,132.460252,True
-3.0,30,132.999817,False
9.7,13,133.222996,True
9.9,11,133.432436,True
10.4,6,133.54205,True
9.7,13,133.771604,True
10.2,8,133.915197,True
10.3,7,134.037218,True
-3.0,30,134.54616,False
9.9,11,134.746844,True
8.7,23,135.15702,True
10.1,9,135.319298,True
9.5,15,135.578125,True
9.1,19,135.945226,True
9.5,15,136.228125,True
10.4,6,136.34243,True
10.2,8,136.489714,True
10.1,9,136.648626,True
10.3,7,136.786143,True
9.9,11,137.000638,True
9.6,14,137.26286,True
9.6,14,137.529517,True
10.4,6,137.644838,True
9.8,12,137.870334,True
10.2,8,138.023908,True
10.3,7,138.148404,True
-3.0,30,138.683454,False
9.6,14,138.957617,True
10.3,7,139.089143,True
10.0,10,139.309772,True
10.3,7,139.435923,True
10.0,10,139.617442,True
10.2,8,139.765804,True
10.4,6,139.8785,True
9.5,15,140.157056,True
10.3,7,140.273995,True
10.1,9,140.438438,True
10.1,9,140.60611,True
10.3,7,140.74075,True
10.2,8,140.896419,True
9.7,13,141.535321,True
10.0,10,141.716617,True
8.7,23,142.118775,True
10.1,9,142.29717,True
10.3,7,142.414496,True
9.7,13,142.656233,True
10.0,10,142.844621,True
9.4,16,143.153603,True
10.1,9,143.346805,True
