#{"t_start": 1684610148.4287114, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
10.2,8,11.35557,True
10.2,8,11.486773,True
10.1,9,11.626496,True
10.2,8,11.740558,True
9.7,13,11.93418,True
-3.5,35,12.380776,False
10.3,7,12.472757,True
10.2,8,12.575214,True
9.9,11,12.719867,True
10.2,8,12.819676,True
9.4,16,13.018187,True
10.2,8,13.123971,True
10.0,10,13.247395,True
10.1,9,13.348723,True
9.1,19,13.56603,True
10.2,8,13.656252,True
9.5,15,13.813602,True
10.1,9,13.915761,True
10.2,8,14.001216,True
9.9,11,14.121891,True
10.3,7,14.208925,True
10.3,7,14.30141,True
10.3,7,14.39266,True
9.8,12,14.545043,True
10.1,9,14.653858,True
10.3,7,14.740466,True
10.2,8,14.847099,True
10.3,7,14.918684,True
10.3,7,14.997039,True
9.7,13,15.177031,True
9.9,11,15.331701,True
9.9,11,15.485297,True
10.3,7,15.60038,True
10.2,8,15.717468,True
10.0,10,15.864467,True
10.1,9,16.001644,True
10.2,8,16.119311,True
10.2,8,16.239448,True
9.9,11,16.398441,True
9.6,14,16.609476,True
9.5,15,16.819784,True
9.3,17,17.101719,True
9.6,14,17.31962,True
9.9,11,17.478961,True
10.3,7,17.594743,True
9.2,18,17.877349,True
9.9,11,18.055181,True
9.8,12,18.270962,True
10.1,9,18.399722,True
10.2,8,18.540466,True
10.1,9,18.689789,True
10.1,9,18.832852,True
9.9,11,19.0151,True
10.1,9,19.16886,True
10.3,7,19.284623,True
10.2,8,19.432523,True
10.0,10,19.614495,True
10.1,9,19.78276,True
9.8,12,19.994669,True
10.2,8,20.135126,True
10.3,7,20.351439,True
10.3,7,20.486559,True
8.5,25,20.946902,True
10.2,8,21.074936,True
9.7,13,21.31129,True
10.1,9,21.463376,True
10.0,10,21.652565,True
9.7,13,21.889372,True
9.5,15,22.161728,True
10.3,7,22.291739,True
8.7,23,22.678473,True
10.2,8,22.830836,True
9.9,11,23.025352,True
10.2,8,23.168099,True
10.3,7,23.295846,True
10.2,8,23.447021,True
10.2,8,23.5865,True
10.2,8,23.733644,True
10.3,7,23.871625,True
10.3,7,23.993577,True
10.3,7,24.115935,True
9.9,11,24.685648,True
8.8,22,25.095802,True
10.3,7,25.230422,True
10.2,8,25.370881,True
10.0,10,25.55196,True
8.7,23,25.971529,True
9.6,14,26.230781,True
10.1,9,26.396535,True
10.3,7,26.49841,True
10.3,7,26.615211,True
9.9,11,26.995376,True
10.1,9,27.175207,True
10.2,8,27.311213,True
9.7,13,27.53462,True
9.8,12,27.72652,True
10.2,8,27.872102,True
10.3,7,28.001472,True
10.3,7,28.127282,True
10.2,8,28.259442,True
10.0,10,28.433377,True
10.1,9,28.606358,True
9.9,11,28.793768,True
10.1,9,28.951012,True
10.1,9,29.171586,True
10.1,9,29.325429,True
10.3,7,29.43617,True
10.1,9,29.595592,True
9.5,15,29.844582,True
10.2,8,29.984202,True
9.9,11,30.195299,True
9.8,12,30.39745,True
10.3,7,30.516906,True
10.2,8,30.644385,True
10.3,7,30.766964,True
9.9,11,30.961987,True
9.8,12,31.186681,True
10.3,7,31.315203,True
10.0,10,31.483047,True
10.0,10,31.656212,True
9.5,15,31.936702,True
10.3,7,32.146881,True
10.3,7,32.278825,True
9.9,11,32.472636,True
10.2,8,32.613201,True
10.1,9,32.783188,True
9.7,13,33.015571,True
10.1,9,33.176828,True
10.3,7,33.29967,True
10.3,7,33.426363,True
10.3,7,33.560855,True
10.1,9,33.71546,True
9.3,17,34.035545,True
10.3,7,34.167403,True
9.7,13,34.390727,True
9.9,11,34.591458,True
9.4,16,34.879494,True
9.5,15,35.161714,True
8.0,30,35.734881,True
10.2,8,35.877058,True
10.1,9,36.032899,True
10.1,9,36.20278,True
10.3,7,36.33374,True
10.3,7,36.478865,True
10.0,10,36.663597,True
10.2,8,36.809328,True
10.2,8,36.948081,True
9.6,14,37.200913,True
10.3,7,37.337528,True
10.2,8,37.483074,True
10.2,8,37.626437,True
10.3,7,37.764496,True
9.9,11,37.955612,True
9.8,12,38.172747,True
10.3,7,38.307868,True
10.2,8,38.470078,True
10.1,9,38.635399,True
10.3,7,38.763252,True
-3.5,35,39.42048,False
9.4,16,39.706798,True
10.0,10,39.897428,True
10.0,10,40.091023,True
10.3,7,40.226426,True
10.1,9,40.391513,True
10.1,9,40.570151,True
10.1,9,40.733063,True
10.0,10,40.923218,True
10.1,9,41.093477,True
10.1,9,41.251255,True
9.5,15,41.535067,True
10.0,10,41.720584,True
9.9,11,41.929726,True
10.1,9,42.514489,True
10.3,7,42.643886,True
10.1,9,42.818386,True
10.3,7,42.945762,True
