#{"t_start": 1684610148.4596367, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
10.0,10,11.358808,True
10.4,6,11.45588,True
10.7,3,11.50025,True
10.3,7,11.612287,True
10.6,4,11.66694,True
10.2,8,11.779958,True
10.2,8,11.903171,True
10.2,8,12.011084,True
-1.5,15,12.194271,False
10.5,5,12.25618,True
10.3,7,12.348773,True
10.5,5,12.414059,True
10.7,3,12.457856,True
10.6,4,12.512431,True
10.2,8,12.608031,True
10.2,8,12.715467,True
10.5,5,12.774033,True
-1.5,15,12.96347,False
10.7,3,12.998434,True
10.4,6,13.079703,True
10.5,5,13.138826,True
10.7,3,13.171159,True
9.6,14,13.34008,True
10.6,4,13.386617,True
10.4,6,13.454169,True
10.2,8,13.548702,True
10.6,4,13.593452,True
10.3,7,13.666932,True
10.0,10,13.768885,True
10.7,3,13.810115,True
10.2,8,13.898329,True
9.5,15,14.057063,True
9.9,11,14.189449,True
10.0,10,14.326008,True
10.1,9,14.438757,True
10.2,8,14.538816,True
10.5,5,14.600205,True
10.2,8,14.692888,True
10.3,7,14.793168,True
10.3,7,14.867055,True
9.8,12,15.012566,True
10.5,5,15.084194,True
10.7,3,15.122128,True
10.4,6,15.201329,True
10.2,8,15.314763,True
10.6,4,15.379922,True
-1.5,15,15.596677,False
10.5,5,15.6661,True
10.7,3,15.717223,True
10.7,3,15.764846,True
10.5,5,15.834826,True
10.2,8,15.955667,True
-1.5,15,16.181628,False
10.6,4,16.242599,True
-1.5,15,16.463749,False
10.6,4,16.524917,True
10.0,10,16.665547,True
10.3,7,16.753174,True
10.3,7,16.878643,True
10.2,8,17.000874,True
10.4,6,17.102519,True
10.7,3,17.143901,True
-1.5,15,17.372894,False
10.0,10,17.528367,True
10.5,5,17.612287,True
-1.5,15,17.849439,False
10.3,7,17.965236,True
-1.5,15,18.222834,False
-1.5,15,18.459042,False
10.6,4,18.529264,True
10.3,7,18.642919,True
10.4,6,18.738997,True
9.8,12,18.93063,True
10.3,7,19.053045,True
10.1,9,19.202382,True
10.5,5,19.288795,True
10.7,3,19.34204,True
9.6,14,19.600321,True
10.4,6,19.715676,True
9.7,13,19.938268,True
10.2,8,20.083972,True
10.7,3,20.139141,True
10.1,9,20.400949,True
-1.5,15,20.671566,False
9.7,13,20.913851,True
10.3,7,21.028854,True
10.5,5,21.118503,True
10.6,4,21.180949,True
10.6,4,21.258702,True
9.9,11,21.450589,True
10.4,6,21.563273,True
10.4,6,21.678274,True
10.3,7,21.804498,True
-1.5,15,22.072734,False
10.6,4,22.148879,True
10.5,5,22.240513,True
10.6,4,22.314147,True
10.6,4,22.378001,True
9.8,12,22.583063,True
9.9,11,22.775173,True
10.3,7,22.907616,True
10.3,7,23.031959,True
10.6,4,23.102073,True
10.7,3,23.152661,True
10.4,6,23.267979,True
10.7,3,23.322977,True
10.0,10,23.50074,True
