#{"t_start": 1684613238.204878, "env_id": "arl-sokoban-turtle-v0"}
r,l,t,sol-length,crate,solver
15.0,100,61.733342,0,1,0
18.0,40,65.325288,0,2,0
14.0,125,116.384363,0,1,0
24.0,21,125.881136,0,2,0
29.0,81,185.350824,15,1,0.3
24.0,23,197.518565,0,1,0
5.0,78,236.804398,0,1,0
13.0,44,249.357994,0,1,0
24.0,13,249.452165,0,1,0
-3.0,17,249.838367,3,1,1.0
21.0,27,309.86296,12,1,0.0
30.0,31,351.544927,16,1,0.0
4.0,10,351.643324,0,1,0
18.0,122,425.397727,0,1,0
24.0,27,445.493676,0,1,0
14.0,18,445.629009,0,2,0
16.0,28,457.317691,10,1,0.1
15.0,24,457.510362,0,1,0
4.0,39,481.056484,5,1,1.0
-2.0,56,504.931544,4,1,0.95
19.0,17,517.214123,0,0,0
4.0,31,530.299484,5,1,1.0
26.0,29,576.572817,11,2,0.05
9.0,26,577.68599,0,1,0
19.0,66,627.037763,0,1,0
15.0,16,627.175156,0,1,0
19.0,35,638.95526,0,1,0
0.0,70,669.290298,0,1,0
19.0,50,697.525302,0,2,0
4.0,125,798.183623,0,1,0
13.0,28,806.578983,0,2,0
14.0,18,806.72545,0,1,0
15.0,125,832.933342,0,1,0
8.0,31,856.683681,0,0,0
24.0,99,915.405676,0,1,0
5.0,33,916.696726,6,1,1.0
20.0,23,929.043549,0,2,0
4.0,125,930.577783,0,1,0
9.0,28,936.639778,0,1,0
9.0,44,980.829731,0,1,0
15.0,86,1021.989033,0,2,0
0.0,125,1101.308489,0,1,0
22.0,85,1174.522808,7,1,0.05
29.0,125,1241.751816,0,1,0
13.0,72,1282.586711,0,1,0
28.0,22,1299.78705,0,1,0
14.0,125,1344.854339,0,1,0
9.0,91,1366.52809,0,2,0
20.0,125,1413.264838,0,1,0
13.0,35,1424.488432,0,3,0
19.0,57,1463.373326,0,1,0
19.0,24,1475.731043,0,1,0
14.0,125,1520.394739,0,2,0
14.0,40,1532.874189,0,1,0
5.0,17,1533.037866,0,0,0
25.0,87,1604.61693,11,1,0.0
6.0,24,1629.766304,0,1,0
9.0,12,1629.854243,0,1,0
13.0,28,1647.861744,0,1,0
19.0,77,1682.022759,0,2,0
14.0,94,1755.967452,0,3,0
29.0,61,1768.677259,0,1,0
13.0,57,1799.377233,0,1,0
23.0,95,1828.831392,0,1,0
18.0,107,1951.872507,0,1,0
-6.0,9,1954.43606,3,1,0.95
24.0,25,1957.470191,0,2,0
24.0,125,1999.217683,0,1,0
19.0,44,2024.398192,0,1,0
19.0,95,2050.787489,0,1,0
13.0,20,2050.947141,0,2,0
19.0,12,2051.010798,0,1,0
9.0,33,2089.099868,0,1,0
20.0,32,2099.927895,0,1,0
23.0,14,2112.423362,0,1,0
14.0,18,2112.546474,0,1,0
24.0,28,2123.523378,0,1,0
19.0,27,2136.007407,0,1,0
20.0,125,2191.487454,0,1,0
14.0,16,2191.598756,0,1,0
23.0,38,2204.515973,0,2,0
19.0,14,2223.956512,0,2,0
19.0,13,2233.927919,0,1,0
17.0,46,2278.715413,16,2,0.05
-1.0,125,2342.707847,0,3,0
25.0,75,2356.566131,0,1,0
9.0,125,2409.826153,0,1,0
9.0,33,2463.356991,0,0,0
9.0,125,2538.160132,0,2,0
14.0,36,2560.701036,0,1,0
26.0,25,2571.480067,0,1,0
23.0,26,2583.834772,0,1,0
19.0,30,2596.22836,0,1,0
14.0,29,2596.398435,0,1,0
14.0,21,2603.222315,0,1,0
14.0,29,2613.294033,0,1,0
23.0,42,2641.570246,0,1,0
14.0,57,2660.04044,0,1,0
28.0,29,2664.672513,0,2,0
27.0,36,2678.242264,0,1,0
14.0,60,2678.669481,0,1,0
14.0,29,2691.123914,0,2,0
6.0,38,2724.635995,0,2,0
37.0,83,2773.194496,19,2,0.0
32.0,25,2783.332347,4,1,0.2
30.0,7,2794.13877,8,1,0.4
18.0,35,2812.379915,0,2,0
5.0,94,2868.872504,0,0,0
15.0,125,2922.927202,0,1,0
19.0,24,2923.111265,0,2,0
27.0,4,2934.369105,13,1,0.25
32.0,15,2946.729927,13,1,0.0
29.0,33,2980.867197,0,1,0
19.0,39,2993.448605,0,1,0
24.0,63,3009.510608,0,1,0
4.0,125,3025.210663,0,2,0
18.0,17,3028.133255,0,0,0
-1.0,12,3060.312948,3,1,0.9
14.0,125,3170.839756,0,1,0
9.0,45,3212.619876,0,1,0
5.0,51,3261.913278,0,1,0
12.0,17,3272.836782,0,2,0
13.0,19,3273.178482,0,1,0
32.0,53,3286.181488,17,1,0.05
14.0,118,3325.721942,0,2,0
10.0,35,3338.101184,0,1,0
15.0,9,3374.049513,11,1,0.0
0.0,18,3378.205478,5,1,0.7
36.0,58,3411.008479,13,1,0.25
10.0,47,3425.679724,0,1,0
11.0,41,3450.490003,0,2,0
18.0,19,3473.38541,0,1,0
31.0,33,3495.272495,7,1,0.15
19.0,94,3566.782591,0,1,0
19.0,21,3566.959705,0,2,0
17.0,87,3619.367755,0,1,0
19.0,125,3677.107451,0,1,0
19.0,61,3734.284153,0,1,0
19.0,28,3735.000371,0,1,0
-3.0,33,3781.650534,9,1,0.6
18.0,62,3784.187872,0,2,0
10.0,28,3784.377291,0,2,0
10.0,32,3796.788654,0,2,0
20.0,23,3809.208756,0,1,0
19.0,29,3821.964002,0,2,0
-4.0,92,3839.81056,0,2,0
10.0,34,3841.513288,0,3,0
10.0,49,3893.072768,0,0,0
14.0,44,3894.845347,0,2,0
25.0,16,3894.947814,0,1,0
17.0,97,3965.686591,0,1,0
8.0,15,3977.943976,0,1,0
24.0,98,4003.146682,6,1,0.0
38.0,27,4021.639142,13,1,0.35
19.0,32,4034.496669,0,1,0
17.0,38,4048.311866,0,1,0
10.0,15,4048.429799,0,2,0
1.0,8,4049.578635,7,1,1.0
10.0,125,4090.20996,0,2,0
14.0,101,4138.236197,0,1,0
29.0,32,4158.411448,20,2,0.0
19.0,26,4169.175326,0,1,0
20.0,90,4195.931779,0,1,0
24.0,19,4197.963666,0,1,0
19.0,28,4198.161568,0,1,0
14.0,50,4210.223198,0,2,0
5.0,125,4308.478456,0,1,0
13.0,38,4321.099113,0,2,0
18.0,125,4360.620024,0,1,0
14.0,43,4369.111047,0,1,0
14.0,125,4394.950568,0,1,0
5.0,100,4521.794909,0,2,0
21.0,12,4544.578363,5,1,0.1
19.0,21,4556.926133,0,1,0
15.0,3,4569.153594,11,1,0.0
37.0,23,4583.199414,18,1,0.0
28.0,19,4583.34659,0,1,0
17.0,123,4635.469697,0,1,0
20.0,35,4647.59251,0,1,0
14.0,125,4654.083796,0,1,0
9.0,29,4672.024889,0,1,0
13.0,34,4695.694005,0,2,0
22.0,39,4719.642193,0,1,0
14.0,85,4750.851643,0,2,0
5.0,35,4762.60726,0,1,0
20.0,26,4797.460207,0,0,0
9.0,125,4871.603479,0,2,0
27.0,46,4927.549613,4,1,0.45
8.0,36,4961.833956,0,1,0
36.0,51,5032.94751,7,1,0.25
14.0,59,5045.8158,0,1,0
23.0,16,5045.938257,0,2,0
19.0,33,5046.462461,0,1,0
20.0,39,5074.461828,11,1,0.0
20.0,18,5086.009855,0,1,0
12.0,49,5100.201942,0,1,0
4.0,93,5156.746847,0,2,0
14.0,125,5226.145677,0,1,0
1.0,45,5231.522906,9,1,0.85
5.0,32,5255.596507,0,2,0
-2.0,13,5271.099643,7,1,0.95
13.0,84,5354.199048,0,1,0
0.0,110,5420.441002,7,1,0.85
24.0,21,5420.57114,0,1,0
14.0,62,5432.879778,0,0,0
15.0,11,5432.965978,0,0,0
5.0,36,5434.499472,0,1,0
13.0,100,5470.528164,0,2,0
20.0,94,5490.261258,0,1,0
19.0,38,5497.58678,0,2,0
24.0,27,5505.618426,0,1,0
15.0,32,5517.487422,0,1,0
17.0,125,5588.265709,0,1,0
15.0,20,5600.777646,0,2,0
23.0,28,5601.024878,0,1,0
9.0,65,5647.109562,0,1,0
20.0,125,5716.287112,0,2,0
9.0,125,5749.176389,0,1,0
15.0,20,5749.327291,0,2,0
23.0,17,5761.382114,0,1,0
14.0,44,5782.482467,0,1,0
0.0,52,5786.695405,0,1,0
19.0,20,5799.013537,0,2,0
18.0,29,5822.647688,0,1,0
9.0,51,5823.750779,0,2,0
14.0,21,5844.194234,0,2,0
28.0,28,5855.705597,0,1,0
14.0,31,5867.224637,0,2,0
19.0,30,5867.497873,0,1,0
9.0,33,5891.982004,0,1,0
17.0,43,5928.945421,0,1,0
24.0,25,5930.647023,0,1,0
10.0,76,6002.963629,0,0,0
19.0,66,6015.642401,0,1,0
