#{"t_start": 1684689072.1141732, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
5.1,59,13.181561,True
-7.0,70,14.006638,False
-7.0,70,14.843888,False
5.9,51,15.43043,True
5.5,55,16.106091,True
-7.0,70,17.029129,False
-7.0,70,18.03307,False
-7.0,70,19.447202,False
-7.0,70,20.629602,False
-7.0,70,21.998392,False
7.6,34,22.567412,True
-7.0,70,24.255925,False
4.3,67,25.402987,True
-7.0,70,26.605907,False
-7.0,70,27.798624,False
7.6,34,28.348225,True
6.3,47,29.148272,True
-7.0,70,30.326963,False
-7.0,70,31.553788,False
-7.0,70,33.687735,False
6.2,48,34.480183,True
-7.0,70,35.643827,False
-7.0,70,36.808739,False
-7.0,70,37.937428,False
-7.0,70,39.02154,False
-7.0,70,40.202408,False
-7.0,70,41.857041,False
-7.0,70,43.051992,False
-7.0,70,44.205261,False
-7.0,70,45.580282,False
-7.0,70,46.685419,False
-7.0,70,103.00314,False
-7.0,70,104.216907,False
5.9,51,105.387103,True
5.8,52,106.31558,True
7.5,35,106.953945,True
-7.0,70,108.202835,False
4.5,65,109.37982,True
7.9,31,109.92571,True
-7.0,70,111.33351,False
-7.0,70,112.60647,False
-7.0,70,113.880224,False
7.7,33,114.452703,True
-7.0,70,115.732728,False
-7.0,70,117.010216,False
5.8,52,118.927257,True
8.6,24,119.338009,True
-7.0,70,120.524947,False
-7.0,70,122.267716,False
5.7,53,123.239447,True
-7.0,70,124.59621,False
-7.0,70,125.822167,False
-7.0,70,127.025835,False
-7.0,70,128.31721,False
4.7,63,129.444451,True
-7.0,70,130.635079,False
-7.0,70,131.835788,False
8.4,26,132.285845,True
5.2,58,133.335128,True
7.7,33,133.900915,True
-7.0,70,135.223042,False
4.0,70,136.589875,True
-7.0,70,137.80981,False
5.2,58,138.822067,True
-7.0,70,140.095121,False
-7.0,70,196.227928,False
5.5,55,197.237394,True
-7.0,70,198.494759,False
7.5,35,199.138371,True
7.4,36,199.802946,True
6.4,46,200.668231,True
7.9,31,201.337833,True
5.2,58,202.545645,True
5.8,52,203.44162,True
-7.0,70,204.692299,False
6.8,42,205.435388,True
7.1,39,206.126373,True
4.0,70,207.9956,True
7.6,34,208.595409,True
6.2,48,209.439948,True
7.8,32,209.999514,True
4.9,61,211.190631,True
6.3,47,212.051332,True
5.2,58,213.089357,True
5.4,56,214.377812,True
-7.0,70,215.611737,False
6.6,44,216.33093,True
5.2,58,217.377015,True
8.0,30,217.88939,True
-7.0,70,219.665193,False
5.6,54,220.638196,True
7.3,37,221.627473,True
5.8,52,222.567335,True
5.2,58,223.9185,True
7.4,36,224.520961,True
8.3,27,224.979255,True
4.4,66,226.149423,True
5.9,51,227.059906,True
6.9,41,227.760242,True
6.5,45,228.562986,True
6.3,47,229.402886,True
5.5,55,230.363397,True
6.5,45,231.17916,True
4.5,65,232.36278,True
5.8,52,233.274623,True
5.3,57,234.25381,True
8.5,25,234.684191,True
4.7,63,290.462153,True
8.2,28,291.224473,True
8.2,28,291.810222,True
7.0,40,292.510031,True
6.3,47,293.34696,True
6.3,47,294.199733,True
7.6,34,294.795622,True
8.2,28,295.288739,True
8.8,22,295.684239,True
8.2,28,296.183769,True
6.9,41,296.908311,True
6.5,45,297.688919,True
6.8,42,298.4106,True
7.9,31,298.979341,True
6.3,47,299.79135,True
7.5,35,300.380664,True
7.8,32,300.957789,True
7.9,31,301.486864,True
8.1,29,301.996808,True
6.5,45,303.033411,True
