#{"t_start": 1684589487.720463, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-9.5,95,11.693354,False
-9.5,95,13.099464,False
-9.5,95,14.441529,False
-9.5,95,15.885647,False
-9.5,95,17.424624,False
-9.5,95,19.171434,False
-9.5,95,20.960527,False
-9.5,95,22.72038,False
-9.5,95,24.692224,False
-9.5,95,26.340172,False
-9.5,95,28.03574,False
-9.5,95,29.853809,False
-9.5,95,31.558563,False
-9.5,95,33.314753,False
-9.5,95,35.037135,False
-9.5,95,36.939093,False
-9.5,95,38.426462,False
-9.5,95,40.012938,False
-9.5,95,41.615748,False
-9.5,95,43.329026,False
-9.5,95,45.053318,False
-9.5,95,105.151577,False
-9.5,95,106.877313,False
-9.5,95,108.737612,False
-10.0,100,111.142858,False
-10.0,100,112.783225,False
-10.0,100,114.666367,False
-10.0,100,117.595353,False
-10.0,100,119.364283,False
-10.0,100,121.135276,False
-10.0,100,122.888895,False
-10.0,100,124.844093,False
-10.0,100,126.746321,False
-10.0,100,128.722045,False
-10.0,100,130.504025,False
-10.0,100,132.245464,False
-10.0,100,133.924656,False
-10.0,100,135.607577,False
-10.0,100,137.43076,False
-10.0,100,139.263355,False
-10.0,100,141.25863,False
-10.0,100,142.993795,False
-10.0,100,206.278697,False
-10.0,100,208.131912,False
-10.0,100,209.920858,False
-10.0,100,211.777034,False
-10.0,100,213.597252,False
-10.0,100,215.435117,False
-15.0,150,218.67031,False
-15.0,150,221.374163,False
-15.0,150,224.411284,False
-15.0,150,227.10633,False
-15.0,150,229.813007,False
-15.0,150,232.703523,False
-15.0,150,235.547797,False
-15.0,150,239.330347,False
-15.0,150,242.097656,False
-15.0,150,303.163876,False
-15.0,150,305.769145,False
-15.0,150,308.483258,False
-15.0,150,311.246376,False
-15.0,150,313.969051,False
-15.0,150,316.787494,False
-15.0,150,319.581608,False
-15.0,150,322.433858,False
-15.0,150,325.248584,False
-15.0,150,328.185312,False
-15.0,150,330.940893,False
-15.0,150,333.995239,False
-15.0,150,336.738227,False
-14.0,150,339.662137,False
-15.0,150,401.249263,False
-3.5,35,401.972949,False
-3.5,35,402.646785,False
-3.5,35,403.320475,False
-3.5,35,403.981554,False
-3.5,35,404.716013,False
-3.5,35,405.332092,False
-3.5,35,405.994625,False
-3.5,35,406.624256,False
-3.5,35,407.285422,False
-3.5,35,407.921932,False
-3.5,35,408.572569,False
-3.5,35,409.226034,False
-3.5,35,409.887903,False
-3.5,35,410.557459,False
-3.5,35,411.228017,False
-3.5,35,411.880688,False
-3.5,35,412.539945,False
-3.5,35,413.189526,False
-3.5,35,413.835711,False
-3.5,35,414.970477,False
-3.5,35,415.669341,False
-3.5,35,416.339318,False
-3.5,35,416.981496,False
-3.5,35,417.659768,False
-4.0,40,418.424466,False
-4.0,40,419.143312,False
9.1,19,419.474377,True
8.8,22,419.88557,True
-4.0,40,421.363958,False
-4.0,40,422.358608,False
-4.0,40,423.094089,False
-4.0,40,423.771472,False
-4.0,40,424.418692,False
-4.0,40,425.110555,False
-4.0,40,425.808498,False
-4.0,40,426.539426,False
-4.0,40,427.269122,False
-4.0,40,428.868255,False
-4.0,40,429.532839,False
-4.0,40,430.224924,False
-4.0,40,430.901019,False
-4.0,40,431.588821,False
-4.0,40,432.253204,False
-4.0,40,432.922959,False
-4.0,40,433.634699,False
-4.0,40,434.377394,False
-4.0,40,435.220738,False
-4.0,40,435.933022,False
-4.0,40,436.676512,False
9.0,20,437.032756,True
-4.0,40,437.749432,False
-4.0,40,438.478229,False
-4.0,40,439.193165,False
-4.0,40,498.34488,False
-4.0,40,499.098267,False
-4.0,40,499.828021,False
-4.0,40,500.55792,False
-4.0,40,501.300628,False
-4.0,40,502.030523,False
-4.0,40,502.768294,False
8.6,24,503.242861,True
-4.0,40,503.976874,False
-4.0,40,505.022502,False
-4.0,40,505.779835,False
9.7,13,506.017667,True
-4.0,40,506.742447,False
10.0,10,506.923168,True
-4.0,40,508.120632,False
-4.0,40,508.814113,False
-4.0,40,509.458741,False
-4.0,40,510.173737,False
9.2,18,510.508559,True
-4.0,40,511.230887,False
-4.0,40,511.951393,False
-4.0,40,512.67505,False
-4.0,40,513.390551,False
-4.0,40,514.141706,False
-4.0,40,514.871644,False
-4.0,40,515.618784,False
-4.0,40,516.345737,False
-4.0,40,517.005424,False
-4.0,40,517.699883,False
-4.0,40,518.387995,False
-4.0,40,519.102632,False
