#{"t_start": 1683795330.019079, "env_id": "sokoban_solver-turtle-v0"}
r,l,t,sol-length,crate,solver
29.0,26,18.001421,0,1,0
9.0,18,44.601746,0,1,0
8.0,13,61.972828,0,3,0
5.0,13,110.598213,0,1,0
12.0,14,110.703627,0,1,0
9.0,26,160.269804,0,2,0
10.0,16,177.956159,0,1,0
9.0,20,178.162666,0,1,0
16.0,16,228.654676,0,2,0
14.0,15,245.324425,0,1,0
10.0,16,254.461039,0,1,0
12.0,15,277.068689,0,1,0
6.0,15,277.280196,0,2,0
5.0,15,293.392844,0,1,0
7.0,18,293.570344,0,2,0
5.0,11,319.151141,0,2,0
34.0,12,319.237274,0,1,0
8.0,16,319.360101,0,2,0
10.0,10,319.439217,0,1,0
18.0,19,403.744715,13,1,0.0
10.0,8,432.587478,0,1,0
22.0,13,483.005705,0,1,0
9.0,19,499.622672,0,1,0
15.0,13,499.717397,0,1,0
24.0,12,531.216564,0,2,0
12.0,15,587.04143,0,2,0
2.0,72,762.175214,5,2,0.2
9.0,21,762.744437,0,1,0
27.0,14,763.453439,0,1,0
10.0,6,788.16257,9,2,0.55
13.0,20,788.383388,0,1,0
19.0,12,854.972048,10,1,0.0
19.0,36,979.23525,3,1,0.35
13.0,12,981.825775,0,2,0
14.0,12,994.520761,0,1,0
19.0,11,994.603108,0,1,0
9.0,15,1026.330259,0,1,0
9.0,12,1042.540343,0,2,0
25.0,16,1092.414383,0,1,0
11.0,27,1092.629964,0,2,0
13.0,15,1108.710246,0,2,0
14.0,30,1140.00637,0,2,0
15.0,19,1140.214332,0,2,0
16.0,18,1172.791522,0,2,0
9.0,11,1172.904749,0,1,0
10.0,15,1222.750256,0,1,0
26.0,18,1312.375033,8,1,0.2
2.0,28,1342.626636,0,2,0
10.0,20,1368.373513,0,1,0
-2.0,8,1384.824709,0,1,0
7.0,25,1416.569924,0,2,0
14.0,12,1417.175328,0,1,0
-28.0,24,1485.420116,0,2,0
19.0,28,1513.412343,0,2,0
5.0,12,1532.878854,0,2,0
17.0,26,1566.280756,0,1,0
9.0,17,1610.021063,0,1,0
14.0,19,1642.367254,0,1,0
11.0,12,1642.561133,0,1,0
32.0,17,1700.955143,0,2,0
5.0,25,1733.41183,0,0,0
-5.0,25,1832.239434,0,3,0
14.0,28,1884.480275,0,2,0
4.0,21,1942.27431,12,1,0.65
12.0,11,1942.349623,0,1,0
5.0,12,1942.560127,0,2,0
6.0,22,1942.717109,0,1,0
15.0,13,1942.837469,0,1,0
20.0,13,1942.946094,0,2,0
19.0,10,1943.034438,0,2,0
21.0,16,1944.962769,0,2,0
16.0,28,1977.821188,0,1,0
10.0,15,1994.159701,0,1,0
19.0,12,2036.413609,0,1,0
20.0,12,2052.691607,0,3,0
0.0,39,2143.716204,0,0,0
12.0,23,2144.068189,0,2,0
10.0,32,2230.621456,0,2,0
17.0,14,2263.602583,0,1,0
14.0,22,2293.713652,0,2,0
12.0,10,2326.784309,0,2,0
5.0,22,2386.304005,0,3,0
5.0,20,2419.925559,0,1,0
20.0,12,2435.852682,12,1,0.05
12.0,18,2452.270593,0,2,0
11.0,19,2460.962936,0,1,0
12.0,13,2477.29158,0,1,0
5.0,17,2532.105952,0,1,0
10.0,15,2594.014493,0,1,0
15.0,18,2624.739757,0,2,0
14.0,15,2657.399884,0,2,0
5.0,9,2657.613461,0,1,0
17.0,14,2686.791395,8,1,0.25
11.0,22,2687.395641,0,5,0
21.0,19,2703.909714,0,2,0
12.0,18,2704.047092,0,2,0
26.0,18,2732.812554,0,2,0
5.0,38,2794.171786,0,1,0
23.0,13,2826.802337,0,1,0
15.0,12,2828.134546,0,2,0
25.0,11,2859.671772,12,2,0.1
-2.0,14,2871.423873,0,1,0
