#{"t_start": 1683795330.3016315, "env_id": "sokoban_solver-turtle-v0"}
r,l,t,sol-length,crate,solver
8.0,29,33.850076,0,1,0
0.0,19,44.356501,0,1,0
12.0,37,110.432641,0,2,0
11.0,10,110.569538,0,2,0
20.0,21,160.040717,0,2,0
4.0,16,177.720403,0,1,0
8.0,22,228.326077,4,1,0.0
9.0,11,228.402179,0,2,0
-3.0,40,269.88522,0,4,0
27.0,22,293.000737,10,1,0.05
1.0,12,293.115773,0,2,0
14.0,26,318.84693,0,1,0
4.0,18,318.983901,0,2,0
5.0,18,319.136482,0,1,0
14.0,22,386.976677,0,1,0
9.0,8,432.30004,0,2,0
25.0,12,466.623046,0,1,0
10.0,18,499.318627,0,2,0
2.0,16,499.435651,0,3,0
14.0,46,619.684266,0,1,0
12.0,13,668.726794,0,2,0
15.0,12,701.318757,0,2,0
5.0,30,761.903979,0,2,0
14.0,21,762.484725,0,1,0
16.0,18,778.618352,0,2,0
14.0,26,820.867681,0,1,0
5.0,10,887.281357,0,1,0
9.0,22,918.550738,0,3,0
8.0,11,978.960192,0,2,0
20.0,65,1058.504579,0,2,0
5.0,17,1092.170793,0,1,0
5.0,15,1092.307659,0,0,0
21.0,17,1092.44075,0,2,0
14.0,12,1108.484084,0,1,0
5.0,20,1139.694748,0,1,0
20.0,17,1139.870982,0,2,0
15.0,15,1156.281955,0,1,0
16.0,16,1172.604587,0,2,0
5.0,20,1238.795754,0,0,0
8.0,15,1298.31426,0,2,0
12.0,23,1342.087591,0,2,0
17.0,37,1384.567523,0,3,0
10.0,15,1401.429107,0,1,0
10.0,13,1416.454708,0,3,0
9.0,20,1435.747872,0,1,0
12.0,15,1485.181954,0,1,0
15.0,13,1501.531981,0,1,0
-2.0,18,1532.537941,0,1,0
14.0,12,1549.224635,0,1,0
10.0,6,1565.87207,0,2,0
5.0,19,1582.685306,0,1,0
13.0,20,1625.456185,0,2,0
19.0,18,1642.236641,0,1,0
12.0,14,1697.760807,0,2,0
4.0,11,1700.699216,0,3,0
2.0,20,1733.1311,0,1,0
12.0,16,1800.257784,0,1,0
4.0,14,1848.585969,0,1,0
9.0,12,1848.689758,0,1,0
19.0,25,1933.923765,0,1,0
5.0,20,1942.175905,0,1,0
5.0,20,1942.376111,0,0,0
10.0,21,1942.50507,0,1,0
11.0,28,1942.764766,0,2,0
5.0,14,1944.674868,0,1,0
10.0,13,1961.173814,0,1,0
9.0,17,1977.544965,0,2,0
19.0,22,2010.112644,0,1,0
12.0,16,2052.410211,0,4,0
-5.0,51,2143.674079,0,2,0
8.0,27,2193.708424,0,1,0
12.0,14,2230.311844,0,1,0
19.0,16,2263.321714,0,2,0
21.0,29,2326.457161,0,2,0
12.0,15,2368.21364,0,3,0
15.0,16,2386.070144,0,1,0
19.0,18,2419.691554,0,2,0
15.0,18,2435.690558,0,1,0
10.0,16,2452.083333,0,3,0
27.0,18,2476.944183,0,2,0
9.0,15,2515.240038,0,1,0
18.0,54,2657.10355,5,1,0.05
26.0,19,2672.902987,12,2,0.1
17.0,18,2687.028152,0,2,0
5.0,13,2687.139405,0,2,0
3.0,19,2703.645886,0,1,0
4.0,25,2703.880783,0,1,0
17.0,15,2732.573559,0,2,0
16.0,23,2778.846951,0,1,0
22.0,22,2827.72993,0,3,0
7.0,19,2827.948139,0,2,0
20.0,12,2859.481152,0,1,0
19.0,16,2903.729086,0,1,0
5.0,15,2919.573303,0,2,0
10.0,15,2946.26715,0,1,0
8.0,16,2946.390525,0,1,0
5.0,10,2946.776652,0,2,0
15.0,23,2946.941309,0,2,0
5.0,41,3059.933954,0,1,0
5.0,14,3060.096191,0,1,0
18.0,12,3073.428436,0,2,0
-1.0,13,3121.313417,0,1,0
17.0,22,3151.205953,0,1,0
9.0,11,3151.299808,0,3,0
15.0,26,3221.507905,0,2,0
19.0,20,3239.973508,0,2,0
6.0,13,3289.584099,0,2,0
16.0,21,3306.610674,0,2,0
15.0,10,3306.777746,0,1,0
9.0,24,3331.9667,0,3,0
15.0,13,3413.32774,0,2,0
17.0,11,3478.896988,0,1,0
25.0,20,3531.662359,0,2,0
7.0,9,3531.756484,0,4,0
14.0,14,3564.376679,0,2,0
9.0,17,3564.965107,0,3,0
28.0,28,3590.058777,0,2,0
4.0,21,3590.301897,0,3,0
15.0,15,3590.453011,0,3,0
4.0,86,3730.245923,0,1,0
10.0,18,3730.837977,0,2,0
10.0,15,3731.390257,0,4,0
18.0,52,3801.423827,0,2,0
16.0,12,3829.432535,0,1,0
20.0,9,3829.51669,0,1,0
27.0,18,3845.163685,6,1,0.1
-6.0,27,3877.721906,0,3,0
5.0,17,3919.359629,0,1,0
15.0,25,3952.484556,0,1,0
9.0,21,4002.25558,0,2,0
