#{"t_start": 1685328320.9519446, "env_id": "arl-sokoban-turtle-v0"}
r,l,t,sol-length,crate,solver
40.0,11,15.467179,12,1,0.45
19.0,91,107.390437,0,1,0
5.0,125,183.819445,0,1,0
28.0,4,194.264707,8,1,0.3
23.0,18,209.957039,0,1,0
25.0,22,241.759233,11,1,0.0
-2.0,22,255.103795,3,1,0.95
9.0,30,288.07105,0,1,0
13.0,31,325.202144,0,1,0
23.0,45,366.159971,0,1,0
24.0,11,378.510544,0,2,0
33.0,13,415.169663,12,1,0.1
14.0,24,415.354401,0,1,0
10.0,60,435.030956,0,1,0
19.0,36,447.658579,0,1,0
28.0,23,460.117161,0,2,0
21.0,23,485.965506,6,1,0.05
5.0,22,498.167708,0,1,0
14.0,48,523.073493,0,1,0
-3.0,15,528.584038,2,1,0.7
13.0,125,646.173945,0,2,0
13.0,32,677.093498,0,2,0
19.0,22,691.230675,0,1,0
20.0,125,783.677707,0,1,0
14.0,20,806.965526,0,2,0
42.0,80,912.388811,19,1,0.0
18.0,29,937.212985,0,1,0
28.0,90,1047.482275,0,1,0
24.0,22,1081.057941,0,1,0
10.0,45,1167.134662,0,0,0
12.0,26,1191.65598,0,1,0
24.0,49,1239.571858,0,1,0
10.0,20,1252.199114,0,1,0
15.0,18,1289.310288,0,1,0
9.0,30,1338.948601,0,1,0
15.0,21,1362.519345,0,3,0
15.0,21,1362.640456,0,2,0
17.0,48,1387.002193,0,1,0
29.0,21,1399.094201,0,2,0
20.0,25,1419.107989,0,1,0
13.0,25,1443.820992,0,1,0
23.0,12,1455.877825,3,1,0.05
16.0,55,1516.142644,7,1,0.0
14.0,21,1541.016776,0,1,0
24.0,37,1558.123041,0,1,0
20.0,6,1581.900468,9,1,0.1
8.0,14,1594.345174,0,0,0
19.0,46,1654.12723,0,1,0
15.0,31,1654.275446,0,0,0
29.0,19,1661.158857,0,1,0
4.0,54,1718.376292,0,1,0
24.0,16,1741.55218,0,1,0
16.0,44,1792.545844,4,1,0.15
19.0,20,1804.939519,0,1,0
29.0,38,1864.328669,0,1,0
34.0,29,1879.555799,0,1,0
5.0,11,1879.608072,0,0,0
13.0,92,1966.009406,0,1,0
18.0,63,2012.54969,0,1,0
19.0,76,2031.571376,0,1,0
16.0,16,2047.92154,10,1,0.9
18.0,125,2122.867268,0,1,0
27.0,11,2147.503157,14,1,0.0
13.0,88,2220.064713,0,2,0
14.0,112,2343.283333,4,1,0.1
9.0,61,2421.600356,0,1,0
34.0,56,2469.667511,5,1,0.0
14.0,15,2502.445094,0,1,0
36.0,25,2514.909888,12,1,0.0
15.0,66,2550.288497,0,2,0
23.0,12,2576.862682,14,1,0.0
15.0,34,2635.624029,0,1,0
23.0,18,2662.605231,0,1,0
23.0,43,2685.861504,0,1,0
19.0,17,2698.287872,6,1,0.0
24.0,125,2796.469553,0,1,0
10.0,26,2811.411798,0,1,0
30.0,104,2883.819356,6,1,0.0
24.0,16,2905.230078,0,1,0
1.0,95,2972.724747,5,1,0.9
10.0,27,2972.894733,0,1,0
35.0,14,3017.596335,17,1,0.0
23.0,17,3042.443636,14,1,0.0
10.0,125,3157.21349,0,1,0
14.0,77,3182.204384,0,1,0
14.0,47,3218.59639,0,2,0
5.0,101,3295.639761,0,1,0
18.0,125,3440.586044,0,1,0
8.0,109,3466.553322,4,1,1.0
19.0,18,3503.785996,10,1,0.0
14.0,125,3657.206129,0,1,0
36.0,19,3694.24083,12,1,0.0
4.0,27,3703.26665,0,1,0
20.0,72,3782.78589,8,1,0.1
19.0,24,3814.807222,0,1,0
14.0,78,3864.906641,0,1,0
13.0,25,3889.154046,0,1,0
24.0,41,3930.551699,0,2,0
21.0,62,3974.972754,0,1,0
27.0,18,4022.385372,5,1,0.2
14.0,42,4065.865205,0,1,0
24.0,70,4167.880155,11,1,0.0
28.0,18,4176.415887,0,1,0
12.0,104,4250.388144,3,1,0.0
14.0,22,4259.273969,0,1,0
14.0,35,4271.912157,0,1,0
9.0,23,4309.182073,0,0,0
17.0,22,4322.195312,0,1,0
23.0,15,4334.645236,0,1,0
17.0,19,4359.000565,0,2,0
33.0,37,4409.354777,9,1,0.1
9.0,44,4486.850051,0,1,0
18.0,65,4549.667287,0,1,0
4.0,125,4719.550008,0,1,0
6.0,33,4728.852406,6,1,0.65
34.0,95,4876.225714,20,1,0.0
14.0,67,4923.038852,0,2,0
8.0,75,4965.623858,0,1,0
20.0,22,4990.321318,0,2,0
37.0,34,5038.504996,9,1,0.0
10.0,42,5063.413867,0,0,0
23.0,11,5088.106857,10,1,0.0
14.0,88,5210.243389,0,1,0
20.0,18,5235.003428,7,1,0.0
26.0,29,5283.937355,8,1,0.0
18.0,15,5286.512465,0,1,0
5.0,28,5308.388541,0,2,0
8.0,24,5333.245234,0,1,0
12.0,11,5333.3144,0,3,0
4.0,125,5490.23163,0,1,0
23.0,15,5498.503076,0,1,0
6.0,30,5511.60516,0,1,0
24.0,26,5525.660719,0,1,0
24.0,13,5550.10368,14,1,0.05
17.0,35,5565.885148,0,1,0
24.0,16,5574.289664,0,1,0
18.0,26,5629.463386,13,1,0.0
28.0,59,5674.998735,0,1,0
33.0,22,5733.837656,0,1,0
11.0,16,5746.303897,0,0,0
15.0,57,5828.922983,0,0,0
23.0,28,5912.378269,0,1,0
10.0,20,5914.092841,0,0,0
15.0,22,5925.255015,0,2,0
20.0,119,6083.852815,16,1,0.0
26.0,76,6178.15192,8,1,0.0
4.0,24,6178.358414,0,1,0
2.0,9,6184.5518,3,1,0.7
19.0,20,6184.7198,0,1,0
24.0,17,6221.776599,0,1,0
17.0,47,6250.30003,0,1,0
19.0,34,6263.08418,0,1,0
20.0,50,6284.902232,7,1,0.0
14.0,50,6309.92488,0,1,0
19.0,125,6432.462204,0,1,0
5.0,16,6432.585445,0,1,0
29.0,34,6432.818077,0,1,0
18.0,18,6465.465432,0,1,0
14.0,28,6514.991642,0,1,0
19.0,52,6576.117038,0,1,0
13.0,6,6586.814043,5,1,0.15
1.0,26,6647.728129,0,0,0
13.0,34,6677.871815,6,1,0.85
14.0,56,6723.562083,0,1,0
8.0,125,6874.064226,0,1,0
18.0,44,6886.938416,0,1,0
31.0,30,6930.7099,3,1,0.5
33.0,16,6943.052486,14,1,0.0
25.0,79,6998.964234,0,1,0
30.0,36,7042.298568,10,1,0.25
25.0,26,7085.842999,16,1,0.0
12.0,14,7119.939273,4,1,0.0
4.0,125,7224.607164,0,1,0
14.0,39,7283.313977,0,1,0
19.0,30,7295.842292,0,1,0
22.0,47,7378.492743,0,1,0
3.0,19,7387.045968,4,1,0.55
30.0,72,7441.906399,0,1,0
21.0,3,7464.258393,4,1,0.35
24.0,22,7489.155825,0,1,0
16.0,51,7546.119829,0,1,0
24.0,17,7570.885413,0,1,0
19.0,30,7571.056655,0,1,0
28.0,20,7583.52422,0,1,0
22.0,73,7665.794878,12,1,0.05
19.0,31,7690.666811,0,1,0
22.0,40,7738.462088,0,1,0
15.0,26,7750.532556,0,1,0
17.0,19,7786.681628,0,1,0
24.0,102,7886.559903,6,1,0.0
25.0,55,8008.987241,11,1,0.0
39.0,59,8135.146708,6,1,0.2
18.0,27,8148.587456,0,1,0
14.0,69,8186.975654,0,1,0
4.0,60,8278.000887,0,1,0
19.0,19,8315.051046,0,1,0
18.0,19,8315.142881,0,3,0
14.0,57,8379.439142,0,1,0
7.0,65,8458.863981,6,1,0.6
15.0,52,8497.067003,10,1,0.0
18.0,17,8521.790853,14,1,0.0
10.0,21,8546.050364,0,2,0
25.0,13,8568.318645,6,1,0.25
27.0,17,8593.238794,0,1,0
23.0,18,8622.908106,0,2,0
14.0,47,8650.447692,0,1,0
17.0,68,8726.46239,4,1,0.45
13.0,24,8750.93018,0,1,0
27.0,17,8775.695922,13,1,0.0
18.0,27,8788.223291,0,1,0
24.0,125,8883.098527,0,1,0
10.0,26,8929.788213,0,1,0
9.0,73,8997.735349,0,1,0
36.0,24,9020.721674,9,1,0.4
19.0,36,9050.742071,0,0,0
19.0,20,9075.454612,0,1,0
15.0,20,9087.634713,0,1,0
15.0,121,9207.428249,0,1,0
24.0,117,9335.424948,0,1,0
9.0,21,9335.616484,0,1,0
11.0,4,9348.093444,7,1,0.0
16.0,23,9354.722688,8,1,0.55
10.0,46,9452.748328,0,1,0
18.0,18,9453.18092,0,1,0
24.0,46,9490.004745,0,1,0
20.0,62,9529.155126,0,2,0
9.0,82,9591.592301,0,1,0
23.0,15,9591.674452,0,1,0
22.0,76,9702.530736,8,1,0.0
13.0,39,9715.225729,0,1,0
26.0,17,9715.373103,0,1,0
10.0,125,9785.311608,0,1,0
14.0,14,9796.986548,0,1,0
9.0,125,9901.784851,0,1,0
20.0,125,10066.615678,0,1,0
5.0,21,10089.798672,0,1,0
16.0,12,10097.84803,11,1,0.65
36.0,48,10141.1078,11,1,0.5
15.0,23,10145.564917,0,2,0
18.0,18,10156.646386,0,1,0
15.0,51,10231.257316,0,1,0
17.0,23,10248.936033,0,1,0
28.0,44,10300.71736,8,1,0.05
15.0,20,10324.102548,0,1,0
15.0,27,10353.257588,0,1,0
29.0,20,10365.749388,0,1,0
9.0,58,10415.004095,0,1,0
6.0,20,10448.922281,0,0,0
32.0,43,10496.63496,8,1,0.25
4.0,125,10640.335058,0,1,0
8.0,19,10653.1131,0,2,0
14.0,15,10653.233297,0,2,0
17.0,60,10722.295658,0,1,0
10.0,86,10881.098846,0,1,0
29.0,24,10912.903248,0,1,0
28.0,12,10925.354529,0,1,0
50.0,24,10972.854713,16,1,0.0
17.0,22,11003.612005,0,2,0
21.0,15,11016.02262,0,1,0
19.0,15,11038.86739,0,1,0
20.0,29,11051.410337,0,1,0
-3.0,10,11064.687217,2,1,0.95
12.0,45,11089.623062,7,1,0.0
40.0,40,11126.211065,21,1,0.0
14.0,37,11151.257843,0,1,0
23.0,125,11319.210803,9,1,0.0
14.0,32,11349.85713,0,1,0
9.0,21,11364.890174,0,1,0
23.0,33,11388.731675,0,1,0
24.0,3,11401.055348,14,1,0.0
4.0,24,11426.107793,0,0,0
10.0,18,11426.285439,0,2,0
23.0,23,11438.917822,0,2,0
18.0,60,11543.780324,0,1,0
33.0,40,11596.360565,0,1,0
24.0,23,11618.588921,6,1,0.25
14.0,105,11707.793966,0,1,0
24.0,22,11720.287103,0,1,0
0.0,125,11845.767956,0,0,0
34.0,29,11894.548332,6,1,0.0
13.0,15,11894.722263,0,1,0
1.0,25,11920.211374,2,1,1.0
9.0,125,12070.396226,0,1,0
14.0,23,12070.631058,0,2,0
19.0,54,12163.451803,0,1,0
17.0,56,12257.687776,8,1,0.0
15.0,47,12286.857684,0,2,0
33.0,16,12299.284932,0,1,0
12.0,90,12365.295439,0,1,0
24.0,14,12377.826174,0,1,0
10.0,125,12552.8225,0,1,0
10.0,125,12645.126825,0,2,0
19.0,40,12657.680879,0,1,0
18.0,43,12714.688917,0,1,0
21.0,29,12727.270222,0,2,0
14.0,19,12751.98723,0,1,0
28.0,12,12764.344829,9,1,0.0
18.0,121,12841.16437,0,1,0
20.0,25,12878.077174,0,2,0
1.0,41,12903.102187,0,2,0
19.0,27,12949.16253,0,1,0
29.0,39,12961.993773,0,1,0
23.0,24,12986.948779,0,1,0
24.0,12,13004.335166,0,1,0
19.0,25,13045.579524,0,2,0
19.0,18,13057.728412,0,2,0
24.0,36,13105.469998,9,1,0.25
14.0,14,13109.760925,0,1,0
19.0,42,13110.127171,0,1,0
0.0,125,13195.338721,0,2,0
13.0,40,13244.556566,0,1,0
29.0,14,13257.05285,0,1,0
19.0,20,13293.390939,0,1,0
38.0,27,13305.902486,14,1,0.0
4.0,22,13306.047108,0,1,0
24.0,24,13330.907093,0,2,0
25.0,13,13342.28056,3,1,0.1
29.0,12,13358.405563,10,1,0.05
9.0,76,13410.213509,0,1,0
19.0,24,13422.597137,0,1,0
28.0,15,13422.955052,0,1,0
18.0,33,13449.802135,0,1,0
5.0,111,13551.820214,0,0,0
15.0,15,13551.99702,0,0,0
23.0,70,13626.952586,0,1,0
29.0,17,13662.371369,0,1,0
24.0,19,13674.515873,0,1,0
15.0,53,13711.894545,0,2,0
13.0,86,13810.237541,0,1,0
35.0,8,13831.479247,23,1,0.0
24.0,112,13940.290267,0,1,0
24.0,24,13976.837979,0,1,0
29.0,45,14023.083493,11,1,0.0
17.0,30,14100.816225,13,1,0.0
19.0,31,14137.847103,0,2,0
13.0,21,14171.020391,0,1,0
1.0,111,14253.272763,0,0,0
10.0,10,14265.727379,0,1,0
9.0,18,14265.859945,0,1,0
12.0,16,14290.282167,2,1,0.05
9.0,100,14375.437097,0,1,0
35.0,20,14388.093566,0,0,0
18.0,101,14461.924078,0,2,0
14.0,31,14502.647688,0,2,0
29.0,72,14577.17019,10,1,0.0
8.0,103,14688.269215,7,1,0.7
19.0,16,14688.367205,0,1,0
22.0,37,14698.319858,0,2,0
9.0,24,14707.73878,7,1,0.6
5.0,17,14732.066315,0,0,0
15.0,106,14789.468403,0,1,0
17.0,30,14824.106208,7,1,0.3
29.0,86,14962.203296,12,1,0.15
31.0,19,14982.539281,10,1,0.45
20.0,21,14999.250041,10,1,0.05
18.0,22,15044.143843,0,1,0
30.0,30,15069.105012,12,1,0.0
28.0,12,15081.495531,0,1,0
15.0,53,15176.25656,0,2,0
4.0,29,15212.370406,0,1,0
25.0,21,15247.356931,15,1,0.05
9.0,17,15270.388641,0,1,0
17.0,100,15425.134999,3,1,0.0
24.0,17,15433.447062,0,1,0
17.0,25,15471.835446,0,1,0
41.0,31,15504.743658,9,1,0.5
22.0,16,15528.905048,0,2,0
31.0,30,15541.462055,0,1,0
20.0,23,15563.563441,0,1,0
19.0,54,15649.459215,5,1,0.0
19.0,84,15742.704955,0,1,0
14.0,107,15819.258726,0,2,0
14.0,30,15869.865822,0,1,0
33.0,13,15869.965101,0,1,0
6.0,46,15920.444915,0,0,0
9.0,47,15939.174295,0,1,0
-2.0,6,15955.703114,8,1,1.0
33.0,41,15986.844913,10,1,0.2
14.0,16,16008.644653,0,1,0
10.0,29,16036.098994,0,2,0
33.0,17,16060.973637,0,1,0
23.0,22,16084.560987,0,2,0
37.0,54,16111.839329,9,1,0.2
28.0,30,16124.478498,0,1,0
14.0,34,16153.892283,0,1,0
14.0,15,16164.499667,0,2,0
14.0,59,16226.865784,10,1,0.0
26.0,48,16274.130028,17,1,0.0
19.0,27,16303.242041,0,1,0
24.0,11,16335.015712,0,0,0
10.0,39,16413.626076,0,1,0
8.0,125,16533.144424,0,2,0
7.0,38,16547.009368,3,1,1.0
19.0,42,16580.813298,0,1,0
18.0,125,16724.98883,0,1,0
9.0,125,16822.495831,0,1,0
23.0,14,16833.72114,0,1,0
30.0,26,16855.655887,0,1,0
21.0,11,16891.261904,8,1,0.0
21.0,23,16916.170266,12,1,0.0
27.0,15,16950.733541,12,1,0.05
15.0,19,16976.555646,0,2,0
14.0,16,17003.065328,0,1,0
9.0,9,17003.150579,0,1,0
19.0,22,17015.413254,0,1,0
21.0,15,17027.860518,0,1,0
23.0,83,17177.017118,0,1,0
24.0,115,17280.413947,10,1,0.0
24.0,10,17292.749727,0,1,0
15.0,36,17292.952296,0,1,0
22.0,30,17322.993239,8,1,0.05
23.0,20,17345.155056,0,1,0
30.0,4,17357.489656,17,1,0.0
5.0,18,17357.629047,0,1,0
8.0,77,17445.831902,0,1,0
23.0,25,17458.038977,0,1,0
21.0,88,17592.685405,8,1,0.2
7.0,90,17696.593359,3,1,0.55
38.0,55,17719.133919,8,1,0.3
14.0,18,17721.757276,0,2,0
25.0,28,17775.032942,0,1,0
17.0,21,17787.44279,0,1,0
28.0,27,17870.959627,0,1,0
14.0,57,17912.981965,0,2,0
24.0,40,17931.14593,0,1,0
19.0,125,18020.740138,0,1,0
8.0,14,18039.887902,0,0,0
23.0,41,18075.560557,0,1,0
-4.0,15,18084.023977,3,1,1.0
-3.0,29,18095.976996,6,1,0.9
14.0,35,18146.692379,10,1,0.0
28.0,96,18224.593248,6,1,0.45
27.0,21,18279.516658,6,1,0.35
30.0,26,18281.789373,0,1,0
9.0,37,18332.749123,0,1,0
13.0,125,18399.347851,0,1,0
-7.0,3,18413.788788,6,1,0.9
9.0,44,18453.754992,0,1,0
19.0,21,18477.016768,0,1,0
15.0,22,18477.192115,0,2,0
18.0,37,18513.976099,0,2,0
14.0,108,18563.889626,3,1,0.7
18.0,10,18586.690977,13,1,0.0
30.0,25,18653.860766,0,1,0
14.0,32,18666.073864,0,1,0
9.0,62,18698.711119,0,1,0
14.0,43,18731.977231,0,1,0
35.0,20,18754.704472,9,1,0.35
-4.0,24,18762.671216,6,1,0.7
18.0,15,18762.768467,0,2,0
19.0,18,18781.218135,0,2,0
14.0,61,18865.03899,0,1,0
15.0,52,18886.782567,0,2,0
14.0,17,18898.570318,0,1,0
24.0,102,18946.927565,0,1,0
15.0,42,18984.289819,0,1,0
14.0,125,19067.127453,0,1,0
29.0,17,19067.211656,0,2,0
9.0,39,19116.489153,0,0,0
14.0,125,19223.975195,0,1,0
33.0,18,19224.092723,0,1,0
26.0,10,19233.803026,7,1,0.25
3.0,53,19294.322431,4,1,0.8
9.0,125,19337.002169,0,1,0
29.0,12,19337.118459,0,1,0
18.0,62,19399.614413,0,2,0
15.0,6,19411.947325,6,1,0.0
27.0,22,19435.265812,5,1,0.15
20.0,59,19486.703912,0,1,0
10.0,20,19505.882509,0,1,0
18.0,26,19525.357028,0,1,0
24.0,37,19611.227888,10,1,0.0
29.0,23,19645.466949,10,1,0.1
15.0,16,19665.013818,0,1,0
14.0,31,19701.888964,0,0,0
23.0,22,19702.064783,0,1,0
19.0,25,19714.578852,0,2,0
4.0,17,19722.661872,0,1,0
13.0,12,19722.769801,0,1,0
27.0,25,19747.591579,6,1,0.0
4.0,92,19782.318332,0,1,0
24.0,27,19804.398304,0,1,0
20.0,27,19815.809448,0,1,0
19.0,20,19815.922987,0,1,0
27.0,13,19851.33825,8,1,0.3
13.0,106,19985.020364,0,2,0
18.0,92,20075.372927,0,1,0
9.0,125,20192.804636,0,1,0
30.0,36,20254.223308,6,1,0.0
25.0,12,20266.578367,5,1,0.05
23.0,19,20303.072704,5,1,0.0
13.0,11,20327.844233,0,2,0
10.0,21,20350.826566,0,0,0
20.0,24,20399.388568,0,1,0
9.0,33,20423.964013,0,2,0
19.0,43,20491.50162,0,1,0
22.0,19,20503.448282,0,1,0
5.0,74,20564.192406,0,2,0
18.0,62,20576.42713,0,1,0
19.0,17,20598.67541,0,1,0
29.0,33,20620.413819,0,1,0
20.0,23,20620.606453,0,1,0
29.0,18,20643.084766,0,1,0
14.0,125,20734.490797,0,1,0
34.0,47,20771.422527,15,1,0.05
13.0,36,20783.995186,0,1,0
19.0,80,20859.376064,0,2,0
13.0,36,20924.550981,0,1,0
14.0,28,20940.990663,0,1,0
23.0,43,20990.218641,8,1,0.0
5.0,121,21105.511844,0,1,0
5.0,125,21180.419033,0,1,0
4.0,125,21323.032384,0,1,0
19.0,116,21421.262655,0,1,0
8.0,35,21431.875316,0,1,0
15.0,125,21488.58038,0,1,0
5.0,125,21577.663637,0,1,0
8.0,21,21590.276283,0,2,0
9.0,17,21600.345101,0,1,0
9.0,125,21728.167155,0,1,0
19.0,59,21782.01635,0,1,0
14.0,26,21804.220609,0,1,0
9.0,29,21828.714078,0,1,0
13.0,5,21853.460315,9,1,0.0
14.0,37,21887.539922,0,1,0
19.0,25,21954.045532,0,1,0
22.0,21,21969.302279,0,2,0
10.0,46,21991.197288,5,1,0.9
14.0,20,22020.807532,0,1,0
1.0,125,22074.202377,0,1,0
14.0,20,22111.118215,2,1,0.85
19.0,57,22145.791378,0,1,0
14.0,125,22263.139023,0,1,0
24.0,28,22325.86971,0,1,0
19.0,125,22462.772246,0,1,0
14.0,15,22473.196621,0,1,0
9.0,125,22594.755648,0,1,0
14.0,26,22594.93662,0,1,0
8.0,24,22595.404137,0,1,0
23.0,22,22621.57514,0,1,0
6.0,89,22686.478893,0,0,0
25.0,3,22698.85842,16,1,0.0
14.0,18,22698.957763,0,1,0
10.0,12,22699.064861,0,1,0
23.0,63,22739.017393,0,1,0
21.0,22,22785.054785,11,1,0.0
11.0,61,22819.993369,0,1,0
24.0,24,22867.156594,0,1,0
14.0,17,22867.294076,0,1,0
24.0,59,22898.256898,0,2,0
25.0,31,22910.760002,6,1,0.0
24.0,41,22942.152074,0,1,0
6.0,50,22979.128822,0,2,0
-10.0,23,23023.493758,6,1,0.8
20.0,40,23091.655552,11,1,0.05
14.0,99,23183.882197,0,1,0
17.0,17,23195.881418,0,2,0
9.0,125,23256.535867,0,1,0
18.0,23,23280.444617,0,1,0
15.0,125,23411.304883,0,1,0
19.0,33,23414.864266,0,1,0
22.0,39,23440.043836,0,1,0
14.0,20,23477.989022,0,1,0
18.0,41,23508.767876,0,1,0
14.0,23,23527.048536,0,1,0
18.0,11,23538.245803,0,1,0
14.0,15,23538.375286,0,0,0
0.0,103,23623.586182,0,2,0
28.0,43,23671.998813,0,1,0
20.0,34,23702.462051,0,1,0
27.0,46,23737.226962,7,1,0.3
16.0,28,23772.906023,7,1,0.0
5.0,125,23899.136806,0,1,0
28.0,16,23923.959507,0,1,0
9.0,55,23936.689844,0,1,0
8.0,38,23948.806816,0,1,0
13.0,17,23948.959843,0,1,0
14.0,18,23960.212146,0,1,0
26.0,12,23972.673027,12,1,0.0
8.0,19,23995.973821,0,2,0
36.0,39,24020.038909,17,1,0.0
19.0,91,24117.416783,0,1,0
24.0,21,24141.830678,10,1,0.0
24.0,22,24168.046123,0,1,0
14.0,52,24205.354015,0,2,0
19.0,24,24284.044137,0,1,0
