#{"t_start": 1685328324.2785273, "env_id": "arl-sokoban-turtle-v0"}
r,l,t,sol-length,crate,solver
36.0,30,25.441507,0,2,0
22.0,75,116.57523,6,1,0.1
25.0,41,154.686344,0,0,0
15.0,125,226.169511,0,0,0
24.0,18,250.485651,0,1,0
23.0,66,333.680195,12,1,0.05
24.0,16,362.617028,0,1,0
33.0,38,375.177229,15,1,0.0
13.0,38,412.023289,0,1,0
19.0,125,456.845673,0,1,0
14.0,18,482.644412,0,1,0
19.0,60,519.654695,0,2,0
10.0,125,630.390982,0,1,0
39.0,25,655.212786,20,1,0.0
14.0,125,746.494442,0,1,0
8.0,21,758.973025,0,1,0
10.0,125,896.730801,0,1,0
26.0,15,921.48436,17,2,0.0
13.0,78,1019.245346,0,1,0
22.0,11,1031.663436,5,1,0.0
17.0,27,1068.632958,8,1,0.0
-3.0,31,1090.092946,6,1,0.9
10.0,39,1176.223871,0,1,0
23.0,28,1199.462286,0,1,0
9.0,24,1236.139577,0,1,0
13.0,65,1310.744546,0,1,0
23.0,17,1335.610038,10,1,0.0
24.0,22,1359.19853,0,1,0
24.0,14,1359.279701,0,2,0
28.0,27,1371.750384,0,1,0
22.0,12,1371.837746,0,1,0
15.0,83,1428.196822,0,2,0
14.0,37,1476.050315,0,1,0
16.0,15,1500.412171,6,1,0.05
11.0,65,1550.05147,5,1,0.05
17.0,31,1591.013449,12,1,0.0
9.0,5,1603.376449,5,1,0.0
9.0,125,1698.013343,0,1,0
23.0,50,1752.790199,4,1,0.25
19.0,11,1765.613225,0,1,0
19.0,55,1836.862019,0,1,0
15.0,22,1860.99401,0,2,0
18.0,73,1920.77293,0,1,0
4.0,125,2009.23193,0,1,0
29.0,13,2009.298023,0,1,0
34.0,20,2021.690377,0,1,0
19.0,125,2100.677962,0,1,0
10.0,78,2156.576483,0,0,0
14.0,43,2180.547142,0,1,0
14.0,17,2191.944753,0,1,0
15.0,125,2328.152552,0,1,0
14.0,41,2370.522392,0,1,0
5.0,94,2499.106112,0,1,0
4.0,125,2607.480856,0,1,0
10.0,41,2671.755362,0,0,0
9.0,119,2719.651095,0,1,0
26.0,11,2732.040576,0,2,0
28.0,33,2781.096972,23,2,0.0
7.0,20,2807.953803,4,1,0.85
0.0,125,2880.504393,0,2,0
13.0,125,2969.494107,0,1,0
30.0,13,2993.913558,11,1,0.05
18.0,84,3070.16364,0,1,0
17.0,37,3095.279319,0,1,0
10.0,21,3114.463509,0,1,0
1.0,52,3166.324062,0,1,0
24.0,91,3221.582144,0,1,0
14.0,52,3242.940227,0,1,0
45.0,38,3292.288128,22,1,0.0
32.0,28,3313.786592,6,1,0.35
24.0,71,3412.258981,10,1,0.05
25.0,17,3424.748986,6,1,0.0
18.0,110,3462.382725,0,1,0
10.0,108,3578.206549,0,2,0
19.0,19,3602.596823,0,1,0
14.0,89,3700.023084,0,1,0
18.0,87,3812.084056,0,1,0
24.0,89,3861.727759,0,1,0
13.0,35,3908.80675,0,1,0
14.0,66,3960.258381,0,1,0
18.0,26,4008.779108,0,1,0
30.0,64,4102.31488,6,1,0.05
24.0,21,4114.933461,5,1,0.0
24.0,24,4152.253924,0,1,0
19.0,125,4234.757392,0,1,0
18.0,29,4255.975591,0,1,0
24.0,26,4268.557056,0,2,0
19.0,99,4369.748452,0,1,0
19.0,112,4533.506147,0,2,0
32.0,24,4558.716105,23,1,0.0
19.0,44,4602.411593,0,1,0
9.0,96,4716.360276,0,1,0
33.0,28,4773.909925,0,1,0
9.0,19,4791.323909,0,3,0
14.0,33,4825.681455,0,1,0
22.0,31,4872.938364,0,1,0
28.0,20,4897.862258,0,1,0
19.0,7,4907.139256,2,1,0.4
28.0,21,4919.619008,15,1,0.0
18.0,75,4962.183502,0,1,0
18.0,27,4974.706448,0,1,0
29.0,10,4999.349763,10,1,0.0
8.0,17,4999.470152,0,1,0
30.0,10,5010.489625,10,1,0.3
4.0,75,5096.424472,0,1,0
23.0,32,5133.765119,14,1,0.0
18.0,125,5304.520049,0,1,0
