#{"t_start": 1673262673.7054074, "env_id": "sokoban-turtle-v0"}
r,l,t
-23.0,48,6.859442
-15.0,51,10.214138
3.0,42,13.53391
-18.0,49,16.898964
-15.0,45,20.652203
-17.0,45,24.188458
-16.0,45,27.978418
-30.0,45,31.544802
-6.0,42,35.336274
8.0,50,39.576666
9.0,40,42.914936
4.0,42,46.445987
8.0,56,50.978051
4.0,41,54.775575
10.0,53,86.715118
-10.0,36,89.685215
-5.0,51,94.433796
-7.0,53,98.965296
-22.0,41,102.410223
8.0,39,105.829609
-12.0,50,110.118416
-15.0,38,113.343744
-13.0,46,117.054237
-6.0,33,120.119869
-9.0,50,124.47261
-1.0,46,128.280814
-19.0,33,131.051575
-4.0,52,136.031621
-21.0,49,140.361337
3.0,37,143.31457
-12.0,45,147.40484
-9.0,42,151.022855
-10.0,55,155.70225
-2.0,46,160.09414
3.0,32,163.02737
-4.0,49,167.350319
-18.0,38,170.730175
-1.0,37,174.12391
1.0,41,177.750529
-3.0,47,181.582556
0.0,41,185.492306
-40.0,37,188.431425
-11.0,47,192.639551
-22.0,34,195.53025
5.0,34,198.70755
-19.0,47,202.594958
-15.0,42,794.338971
-3.0,49,798.770315
0.0,41,802.366005
0.0,43,806.279904
-18.0,56,811.401391
-17.0,67,817.140872
-7.0,45,821.273967
5.0,44,824.944855
-9.0,39,828.466095
-3.0,41,832.041876
-1.0,41,835.591686
1.0,46,839.798438
3.0,50,844.270405
12.0,51,848.704865
14.0,52,853.195126
1.0,31,855.910766
-12.0,47,860.209983
7.0,37,863.607937
-6.0,53,868.105654
1.0,42,871.745098
-12.0,29,874.333475
7.0,53,878.926172
-14.0,43,882.932559
-8.0,45,886.678962
-2.0,57,891.934438
14.0,42,895.467984
6.0,50,899.924591
4.0,43,903.678092
9.0,46,907.917157
7.0,46,912.134826
11.0,44,915.870617
1.0,53,920.567985
-2.0,53,925.42461
8.0,45,929.191635
1.0,40,932.716701
-14.0,46,937.00002
6.0,50,941.450019
-4.0,38,944.525959
-4.0,56,949.713313
22.0,44,953.421829
0.0,39,956.902344
-7.0,44,960.94552
-10.0,39,964.448238
-4.0,51,968.974121
6.0,55,973.685089
13.0,70,1565.784844
2.0,39,1569.285858
-4.0,62,1574.692695
2.0,40,1578.235184
4.0,44,1582.366336
15.0,48,1586.742621
8.0,37,1589.763339
20.0,38,1593.311758
-8.0,37,1596.71922
