#{"t_start": 1673262675.8646479, "env_id": "sokoban-turtle-v0"}
r,l,t
-15.0,47,4.67719
-14.0,50,8.000248
-11.0,51,11.670756
-9.0,51,15.488197
-12.0,44,19.237112
-9.0,42,22.6091
0.0,48,26.553732
-2.0,38,29.789821
-6.0,52,34.106681
3.0,43,37.648788
-4.0,42,41.097376
2.0,50,45.346103
-17.0,49,49.537285
7.0,39,52.898984
-5.0,47,84.531329
-13.0,41,88.09679
16.0,43,91.76114
-3.0,45,95.88619
-10.0,46,99.598893
-1.0,37,102.816784
-11.0,38,106.186802
2.0,39,109.560642
4.0,40,112.944546
20.0,48,116.765651
-2.0,53,121.57678
-8.0,64,127.018754
-7.0,40,130.570492
-6.0,43,134.325234
-22.0,57,139.394876
2.0,45,143.514247
-19.0,53,148.031606
-1.0,57,153.150771
-10.0,44,156.945252
-11.0,48,161.559362
-15.0,46,165.380774
-2.0,49,169.743166
-8.0,55,174.785769
-3.0,37,178.142029
-34.0,38,181.136537
-29.0,52,185.921164
-9.0,49,189.916949
-25.0,43,193.952553
1.0,38,197.336205
-2.0,41,200.887948
-14.0,50,793.09521
-2.0,54,797.83525
-14.0,54,802.542259
-2.0,45,806.888484
3.0,49,811.248433
0.0,44,815.012095
4.0,53,819.923791
7.0,46,823.778812
-5.0,42,827.355081
-11.0,51,831.771739
6.0,43,835.789411
2.0,40,839.401171
-7.0,43,843.101459
-13.0,46,847.290976
2.0,49,851.61778
-9.0,45,855.475288
-2.0,44,859.313385
5.0,43,863.324682
-20.0,56,867.997647
-14.0,36,871.216189
-12.0,33,874.049627
0.0,35,877.342828
29.0,34,880.123159
-9.0,48,884.441813
-7.0,37,887.834661
6.0,44,891.635386
10.0,54,896.276689
5.0,43,900.318975
-6.0,53,904.978929
4.0,41,908.571306
-8.0,41,912.186589
-7.0,44,916.400301
-4.0,51,920.837599
-2.0,51,925.242743
16.0,43,928.842261
-3.0,32,931.615786
-11.0,47,935.974009
-4.0,49,940.423202
-11.0,35,943.354937
7.0,46,947.585807
14.0,43,951.242
-12.0,44,955.320026
-9.0,42,958.932147
0.0,41,962.536357
-1.0,62,967.977312
15.0,57,1559.124715
0.0,63,1564.567264
1.0,60,1569.916379
3.0,48,1574.210548
-14.0,46,1578.417362
4.0,35,1581.368275
12.0,52,1585.87892
12.0,36,1589.298154
4.0,49,1593.762188
10.0,42,1597.482055
13.0,41,1601.184618
4.0,43,1605.016753
14.0,36,1608.343372
0.0,46,1612.551819
-3.0,57,1617.563522
6.0,42,1621.588483
24.0,49,1625.537742
-16.0,50,1630.000301
0.0,50,1634.503147
9.0,59,1639.857122
3.0,49,1644.255258
21.0,44,1648.396253
4.0,47,1652.267156
-10.0,46,1656.500774
-18.0,47,1661.006951
28.0,54,1665.748372
12.0,41,1669.31852
3.0,55,1674.546392
-9.0,51,1679.053082
16.0,42,1682.67505
-2.0,49,1687.029668
-9.0,44,1690.853888
-6.0,41,1694.42705
18.0,61,1699.792146
4.0,34,1703.072106
7.0,49,1707.583147
24.0,49,1712.186532
0.0,46,1716.109235
-5.0,79,1723.137405
15.0,40,1726.769868
16.0,50,1731.292492
11.0,41,1735.011547
16.0,45,1739.292234
15.0,50,2330.24667
8.0,38,2333.731884
-6.0,49,2337.721846
4.0,47,2341.99587
12.0,36,2345.409661
20.0,66,2351.161626
11.0,49,2355.880842
1.0,39,2359.586436
12.0,51,2364.712792
-6.0,41,2368.676862
-3.0,36,2372.079064
-3.0,64,2377.868757
9.0,38,2381.440022
21.0,45,2385.691574
9.0,42,2389.384342
14.0,36,2392.509321
-8.0,47,2396.902938
15.0,47,2401.350895
7.0,52,2405.941544
7.0,41,2409.596104
-1.0,52,2414.176495
11.0,47,2418.482655
17.0,57,2423.990965
8.0,61,2429.534929
-3.0,42,2433.244745
8.0,44,2437.147565
31.0,49,2441.613602
7.0,39,2445.186847
6.0,35,2448.57133
10.0,39,2452.069688
-8.0,49,2456.579583
3.0,44,2460.666264
11.0,45,2464.810621
-4.0,40,2468.495431
9.0,44,2472.702006
1.0,35,2475.601087
1.0,62,2481.615795
16.0,42,2485.422917
-14.0,43,2489.099982
8.0,44,2493.057302
2.0,65,2499.147781
18.0,40,2502.737165
10.0,40,2506.340993
-10.0,50,2510.903602
15.0,48,2515.345748
6.0,33,3102.622741
9.0,45,3106.974518
1.0,39,3110.287757
2.0,48,3114.713762
11.0,64,3120.778384
21.0,62,3126.325627
6.0,38,3129.80247
2.0,33,3132.725403
20.0,54,3137.424572
-12.0,55,3142.670715
-1.0,50,3147.420404
6.0,69,3153.63954
0.0,39,3157.205327
3.0,55,3161.931314
12.0,42,3165.686606
15.0,39,3169.361361
6.0,36,3172.745576
2.0,48,3177.112472
2.0,48,3181.123439
-2.0,48,3185.581991
-7.0,47,3190.129991
17.0,45,3194.458509
1.0,44,3198.723666
7.0,48,3203.137419
-12.0,57,3208.023257
9.0,40,3211.822557
7.0,46,3216.200704
8.0,37,3219.715603
-5.0,48,3223.67335
2.0,55,3231.786395
5.0,53,3236.478072
4.0,37,3239.993812
4.0,51,3378.334177
5.0,50,3382.962119
17.0,60,3388.43608
-7.0,59,3393.777041
5.0,39,3397.403218
14.0,53,3402.024727
1.0,47,3406.386171
3.0,51,3410.892899
25.0,50,3415.486078
7.0,46,3419.811585
4.0,40,3423.390244
14.0,46,4013.042496
14.0,45,4017.310161
3.0,42,4054.531235
16.0,39,4058.142314
6.0,45,4062.053912
24.0,29,4064.61091
12.0,37,4068.080114
25.0,54,4072.844248
8.0,51,4077.466517
16.0,60,4083.061252
16.0,63,4089.186566
16.0,43,4092.991287
4.0,54,4097.747108
16.0,46,4102.221429
4.0,44,4106.105815
32.0,67,4112.666609
5.0,53,4117.376885
17.0,63,4123.303935
1.0,44,4127.26668
19.0,49,4131.999755
-6.0,60,4137.410563
11.0,45,4141.374782
15.0,49,4145.87123
-2.0,56,4151.106395
-12.0,40,4154.763803
9.0,39,4158.498393
0.0,50,4163.320137
10.0,51,4167.920809
-1.0,50,4172.471034
11.0,41,4176.125472
16.0,59,4181.5397
29.0,49,4186.039508
-7.0,56,4190.98478
5.0,37,4194.444673
-2.0,37,4197.814982
2.0,36,4201.001811
6.0,51,4205.9639
16.0,38,4209.240271
1.0,40,4212.863137
24.0,41,4216.541402
11.0,34,4219.855467
28.0,59,4225.253339
3.0,74,4816.149047
4.0,61,4821.687401
40.0,60,4827.431562
25.0,65,4833.764193
1.0,38,4837.289031
11.0,57,4842.85513
10.0,37,4846.338297
11.0,55,4851.121577
18.0,44,4855.37948
15.0,50,4859.950827
34.0,41,4863.692321
33.0,38,4867.269835
0.0,40,4870.907292
7.0,66,4876.889256
-3.0,37,4880.331792
23.0,40,5037.807613
4.0,42,5041.532267
15.0,57,5046.793492
16.0,47,5051.213669
22.0,62,5056.860853
2.0,39,5060.359953
20.0,40,5064.07637
19.0,72,5070.543091
-6.0,66,5115.233539
22.0,42,5170.465122
6.0,35,5173.43962
-10.0,59,5178.836143
13.0,50,5217.729806
4.0,41,5273.357536
15.0,47,5277.823157
1.0,42,5297.3357
37.0,46,5302.370687
22.0,69,5308.692837
26.0,43,5312.647077
23.0,53,5317.369802
-8.0,44,5321.590152
1.0,53,5326.597405
9.0,40,5330.381713
14.0,33,5333.784901
24.0,51,5338.657429
14.0,46,5342.925583
10.0,47,5347.315767
10.0,48,5938.418487
8.0,63,5944.747791
-6.0,46,5948.639
-2.0,36,5952.146128
5.0,46,5956.53851
15.0,51,5975.46373
-1.0,56,5980.50653
4.0,41,5984.274494
10.0,47,5988.851559
4.0,35,5992.565274
20.0,53,5997.24767
38.0,54,6002.051012
30.0,49,6006.581788
7.0,39,6010.381949
3.0,51,6015.021334
0.0,48,6019.481568
0.0,60,6024.918032
8.0,38,6028.437709
13.0,39,6084.486479
-1.0,38,6087.805343
10.0,58,6093.183048
21.0,50,6097.891723
15.0,59,6103.011104
41.0,51,6107.359389
29.0,48,6111.636927
18.0,52,6116.099014
24.0,58,6121.427491
27.0,48,6174.9785
14.0,52,6179.551596
14.0,60,6184.948086
23.0,47,6189.220335
26.0,43,6192.961562
2.0,68,6199.19818
11.0,54,6235.303638
16.0,76,6242.251655
26.0,53,6246.784176
24.0,41,6250.393011
9.0,59,6255.851094
4.0,52,6260.589359
9.0,56,6265.798387
21.0,53,6270.505459
6.0,49,6861.946305
42.0,58,6872.503496
19.0,49,6877.020388
28.0,54,6881.790979
41.0,56,6912.648064
28.0,62,6918.663805
54.0,57,6924.157014
30.0,53,6929.244592
6.0,69,6935.588281
11.0,51,6940.119038
10.0,57,6945.715453
28.0,66,7024.889837
19.0,60,7030.670323
13.0,44,7035.264206
14.0,43,7039.323646
27.0,46,7077.400303
20.0,62,7083.074124
19.0,61,7088.814771
7.0,51,7093.984437
20.0,59,7100.079127
-1.0,51,7104.697421
-4.0,50,7226.618304
38.0,72,7233.740875
0.0,58,7239.250107
13.0,53,7243.992246
-1.0,45,7249.190107
11.0,49,7254.85131
18.0,45,7259.1241
29.0,42,7263.026452
24.0,94,7272.16572
19.0,58,7356.897617
14.0,40,7414.647395
43.0,62,7420.510171
12.0,45,7424.85203
16.0,53,7430.133631
30.0,55,7477.423002
25.0,50,7482.051444
14.0,57,8119.597687
20.0,51,8124.289899
21.0,74,8131.08898
7.0,37,8134.618239
14.0,54,8139.536532
23.0,61,8145.407122
11.0,64,8151.172237
35.0,54,8155.956814
17.0,62,8162.096955
24.0,61,8168.183278
10.0,69,8174.422891
17.0,53,8227.926868
33.0,50,8232.542488
26.0,67,8316.676361
19.0,51,8360.626801
4.0,65,8366.503893
13.0,44,8371.158045
25.0,42,8374.840784
44.0,52,8544.058068
13.0,48,8584.855435
3.0,52,8592.593055
19.0,47,8597.1851
44.0,42,8601.015568
21.0,60,8606.750919
14.0,37,8610.257118
22.0,56,8615.15355
35.0,44,8619.474164
12.0,61,8687.462769
14.0,46,8691.420094
20.0,52,8696.142156
25.0,50,8700.813447
9.0,43,8706.524457
26.0,48,8713.997654
-1.0,59,8719.095637
34.0,51,8724.449252
31.0,45,8728.412169
2.0,79,8735.851079
16.0,55,8741.243131
38.0,49,9375.004729
31.0,68,9381.273219
31.0,63,9387.26255
18.0,50,9391.983572
14.0,56,9397.383145
18.0,53,9402.181882
20.0,64,9408.209448
30.0,53,9756.116497
48.0,46,9760.676451
8.0,75,9811.491171
28.0,54,9817.04692
5.0,46,9835.706963
20.0,61,9841.34113
22.0,46,9845.649629
42.0,70,9851.966202
25.0,61,9892.992298
26.0,57,9898.378941
29.0,60,9954.727396
6.0,53,9959.560783
37.0,47,9964.26248
21.0,66,9970.658873
19.0,63,9976.869791
5.0,100,9986.597703
20.0,69,10200.667953
12.0,45,10271.697975
16.0,40,10275.346981
7.0,35,10278.833175
15.0,62,10285.295308
27.0,40,10288.807968
18.0,58,10293.807184
21.0,57,10299.465562
19.0,64,10305.51854
21.0,51,10333.451758
26.0,66,10374.136292
27.0,47,10378.543005
28.0,57,10384.099489
23.0,52,10971.521334
34.0,49,10976.270829
23.0,52,11094.138819
26.0,53,11101.603412
17.0,67,11108.382661
17.0,63,11115.163006
20.0,54,11120.438465
51.0,56,11125.3908
22.0,65,11131.739875
47.0,60,11137.369884
23.0,53,11230.810401
20.0,42,11235.083827
13.0,71,11293.285364
28.0,68,11300.140572
