#{"t_start": 1685097211.2712142, "env_id": "arl-sokoban-turtle-v0"}
r,l,t,sol-length,crate,solver
14.0,12,10.929373,0,1,0
10.0,19,24.295842,0,2,0
0.0,17,24.431032,0,0,0
0.0,10,38.260021,0,1,0
5.0,26,58.592349,0,1,0
10.0,11,72.221798,0,1,0
14.0,26,83.178486,0,1,0
8.0,10,83.262731,0,2,0
10.0,18,83.366122,0,1,0
13.0,10,95.712522,0,2,0
13.0,19,111.28631,0,1,0
5.0,16,111.4108,0,1,0
-5.0,12,111.513496,0,2,0
5.0,18,111.632766,0,1,0
14.0,7,125.700826,10,1,0.0
0.0,36,151.576418,0,2,0
14.0,19,165.499697,0,1,0
10.0,25,178.116575,0,1,0
10.0,13,178.221777,0,3,0
10.0,13,183.012138,0,1,0
15.0,14,209.121931,0,2,0
14.0,21,209.297869,0,1,0
0.0,18,209.417441,0,1,0
17.0,11,209.529032,0,1,0
10.0,12,245.158306,0,1,0
14.0,13,245.234434,0,2,0
8.0,17,257.70131,0,1,0
9.0,20,270.210826,0,1,0
19.0,24,284.254459,0,1,0
10.0,17,284.352401,0,1,0
0.0,10,284.406471,0,1,0
9.0,28,297.110194,0,0,0
4.0,26,309.647904,0,1,0
14.0,10,309.740671,0,1,0
24.0,14,321.232843,0,2,0
19.0,15,321.38511,0,1,0
4.0,24,341.640172,6,1,0.55
14.0,21,360.134022,0,1,0
9.0,25,384.97664,0,1,0
5.0,13,385.071601,0,2,0
13.0,18,385.215414,0,3,0
5.0,11,385.289233,0,1,0
0.0,8,385.382778,0,0,0
9.0,13,396.259609,0,2,0
14.0,20,421.089344,0,3,0
33.0,12,433.488626,11,1,0.0
22.0,24,445.984793,0,1,0
5.0,17,446.191509,0,2,0
10.0,30,481.112848,0,2,0
9.0,24,481.931178,0,1,0
15.0,12,481.992506,0,1,0
17.0,10,503.526151,8,1,0.0
15.0,11,503.623031,0,1,0
24.0,14,503.717506,0,1,0
5.0,25,535.29758,0,0,0
9.0,33,560.129961,0,2,0
0.0,42,582.712795,0,1,0
24.0,20,582.873686,0,1,0
19.0,14,582.970271,0,1,0
5.0,30,593.176223,0,0,0
15.0,11,613.450022,0,1,0
14.0,23,625.945922,0,3,0
13.0,12,626.005245,0,2,0
18.0,10,626.063376,0,1,0
19.0,15,638.634309,0,3,0
0.0,10,638.746753,0,3,0
-1.0,19,651.188324,0,1,0
10.0,11,652.821288,0,1,0
18.0,16,676.819693,0,1,0
11.0,41,701.903241,0,0,0
29.0,34,726.245783,0,2,0
