#{"t_start": 1679137275.9474638, "env_id": "sokoban-turtle-v0"}
r,l,t
-9.0,7,19.245541
-1.0,9,19.269736
2.0,9,19.296937
4.0,12,19.339948
2.0,12,19.382474
6.0,6,19.41936
4.0,7,19.439552
5.0,8,19.475358
0.0,11,19.541929
5.0,14,19.588928
6.0,12,19.63325
3.0,9,19.651597
11.0,8,19.679827
6.0,8,19.71804
4.0,10,19.745283
-7.0,19,19.804947
-1.0,9,19.837316
10.0,20,19.892342
8.0,11,19.923795
10.0,9,19.957144
0.0,12,19.997461
3.0,14,20.051793
17.0,19,20.103962
5.0,6,20.128732
0.0,21,20.193519
10.0,11,20.244843
3.0,8,20.281122
-5.0,6,20.301165
11.0,9,20.337928
0.0,9,20.367878
9.0,8,20.396768
3.0,15,20.437847
-4.0,10,20.483762
11.0,19,20.543755
-2.0,11,20.59069
2.0,6,20.612656
6.0,9,20.653161
-2.0,5,20.675195
-2.0,5,20.696669
2.0,14,20.741407
4.0,9,20.765935
-2.0,18,20.815012
4.0,16,20.875216
-2.0,7,20.898172
6.0,12,20.948983
-10.0,12,20.999737
6.0,9,21.027108
-2.0,7,21.050713
6.0,19,21.121337
-4.0,8,21.144126
4.0,10,21.189264
12.0,8,21.209212
4.0,7,21.23217
0.0,11,21.266873
6.0,7,21.290841
-7.0,11,21.318774
5.0,16,21.367975
7.0,17,21.43171
4.0,12,21.474778
6.0,13,21.513678
-2.0,20,21.601524
7.0,18,21.647573
1.0,14,21.696844
-5.0,9,21.733993
-2.0,11,21.782483
0.0,15,21.823755
9.0,11,21.871819
5.0,16,21.913736
27.0,14,21.959734
11.0,19,22.053281
-3.0,8,22.08087
2.0,13,22.133884
9.0,10,22.19176
-1.0,16,22.257457
-5.0,15,22.30318
3.0,8,22.342255
5.0,15,22.387348
-2.0,11,22.419094
10.0,18,22.488473
0.0,8,22.517303
8.0,11,22.546845
14.0,13,22.605266
2.0,10,22.647686
11.0,13,22.709352
6.0,16,22.780506
0.0,5,22.797785
21.0,12,24.081428
6.0,12,24.112965
0.0,8,24.139922
9.0,11,24.175765
5.0,10,24.210226
11.0,6,24.23714
