#{"t_start": 1685121496.6219606, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-8.0,80,13.052009,False
-8.0,80,13.983259,False
-8.0,80,14.842331,False
-8.0,80,15.792151,False
-8.0,80,16.882945,False
-8.0,80,18.055651,False
-8.0,80,19.334609,False
-8.0,80,20.854432,False
-8.0,80,22.251707,False
-8.0,80,23.674095,False
-8.0,80,25.011425,False
-8.0,80,26.366476,False
-8.0,80,27.770341,False
-8.0,80,29.18906,False
-8.0,80,30.597365,False
-8.0,80,32.207032,False
-8.0,80,33.616754,False
-8.0,80,34.99652,False
-8.0,80,36.328502,False
-8.0,80,37.665102,False
-8.0,80,39.074098,False
-8.0,80,40.504557,False
-8.0,80,41.905534,False
-8.0,80,43.341471,False
-8.0,80,44.667155,False
-8.0,80,105.392742,False
-8.0,80,106.808459,False
-8.0,80,108.206973,False
-8.0,80,109.569696,False
-8.0,80,110.939652,False
-8.0,80,112.335075,False
-8.0,80,113.849301,False
-8.0,80,115.28397,False
-8.0,80,116.720474,False
-8.0,80,118.1178,False
-8.0,80,119.561911,False
-8.0,80,120.947952,False
-8.0,80,122.389955,False
-8.0,80,123.844238,False
-8.0,80,125.401071,False
-8.0,80,126.805857,False
-8.0,80,128.21394,False
-8.0,80,129.627368,False
-8.0,80,131.037985,False
-8.0,80,132.386683,False
-8.0,80,133.814348,False
-8.0,80,135.334727,False
-8.0,80,136.769875,False
-8.0,80,138.169569,False
-8.0,80,139.568051,False
-8.0,80,140.98552,False
-8.0,80,202.40145,False
-8.0,80,203.823967,False
-8.0,80,205.195127,False
-8.0,80,206.705267,False
-8.0,80,208.113107,False
-8.0,80,209.515699,False
-8.0,80,210.940274,False
-8.0,80,212.378439,False
-8.0,80,213.833814,False
-8.0,80,215.238646,False
-8.0,80,216.691366,False
-8.0,80,218.180348,False
-8.0,80,219.590049,False
-8.0,80,221.037866,False
-8.0,80,222.490352,False
-8.0,80,223.914055,False
-8.0,80,225.328427,False
-8.0,80,226.795743,False
-8.0,80,228.291964,False
-8.0,80,229.779545,False
-8.0,80,231.214593,False
-8.0,80,232.602116,False
-8.0,80,234.008241,False
-8.0,80,235.358061,False
-8.0,80,236.753339,False
-8.0,80,297.913643,False
-8.0,80,299.379168,False
-8.0,80,300.905617,False
-8.0,80,302.354281,False
-8.0,80,303.725294,False
-8.0,80,305.127332,False
-8.0,80,306.535398,False
-8.0,80,307.935719,False
-8.0,80,309.301919,False
-8.0,80,310.797698,False
-8.0,80,312.308234,False
-8.0,80,313.766736,False
-8.0,80,315.194141,False
-8.0,80,316.58714,False
-8.0,80,317.978756,False
-8.0,80,319.381104,False
-8.0,80,320.770199,False
-8.0,80,322.363572,False
-8.0,80,323.747652,False
-8.0,80,325.127892,False
-8.0,80,326.541575,False
-8.0,80,327.963106,False
-8.0,80,329.411816,False
-8.0,80,330.777204,False
-8.0,80,332.083068,False
-8.0,80,333.615585,False
-8.0,80,393.224737,False
-8.0,80,394.674289,False
-8.0,80,396.102452,False
-8.0,80,397.482787,False
-8.0,80,398.856072,False
-8.0,80,400.255148,False
-8.0,80,401.600125,False
-8.0,80,403.105558,False
-8.0,80,404.430855,False
-8.0,80,405.783679,False
-8.0,80,407.380947,False
-8.0,80,408.696998,False
-8.0,80,409.967555,False
-8.0,80,411.269037,False
-8.0,80,412.612447,False
-8.0,80,414.165363,False
-8.0,80,415.616008,False
-8.0,80,417.01537,False
-8.0,80,418.42899,False
-8.0,80,419.841695,False
-8.0,80,421.200447,False
-8.0,80,422.622748,False
-8.0,80,423.996807,False
-8.0,80,425.59487,False
-8.0,80,426.992884,False
-8.0,80,428.41687,False
-8.0,80,489.406117,False
-8.0,80,490.848203,False
-8.0,80,492.250541,False
-8.0,80,493.656663,False
-8.0,80,495.244145,False
-8.0,80,496.727593,False
-8.0,80,498.152336,False
-8.0,80,499.602811,False
-8.0,80,501.013565,False
-8.0,80,502.413144,False
-8.0,80,503.863346,False
-8.0,80,505.304909,False
-8.0,80,506.850477,False
-8.0,80,508.247541,False
-8.0,80,509.569873,False
-8.0,80,510.890145,False
-8.0,80,512.236002,False
-8.0,80,513.629529,False
-8.0,80,514.975382,False
-8.0,80,516.386891,False
-8.0,80,517.904825,False
-8.0,80,519.301099,False
-8.0,80,520.657941,False
-8.0,80,522.059737,False
-8.0,80,523.380222,False
-8.0,80,580.088285,False
-8.0,80,581.518806,False
-8.0,80,582.980962,False
-8.0,80,584.59334,False
-8.0,80,586.049605,False
-8.0,80,587.465261,False
-8.0,80,588.916724,False
-8.0,80,590.436538,False
-8.0,80,591.907372,False
-8.0,80,593.318193,False
-8.0,80,594.759712,False
-8.0,80,596.347468,False
-8.0,80,597.739176,False
-8.0,80,599.172113,False
-8.0,80,600.619952,False
-8.0,80,602.045125,False
-8.0,80,603.425194,False
-8.0,80,604.871278,False
-8.0,80,606.466221,False
-8.0,80,607.897558,False
-8.0,80,609.359213,False
-8.0,80,610.83734,False
-8.0,80,612.310974,False
-8.0,80,613.784779,False
-8.0,80,615.243488,False
-8.0,80,616.728127,False
-8.0,80,676.518881,False
-8.0,80,677.969735,False
-8.0,80,679.423722,False
-8.0,80,680.846812,False
-8.0,80,682.225735,False
-8.0,80,683.608871,False
-8.0,80,685.024617,False
-8.0,80,686.525311,False
-8.0,80,688.164556,False
-8.0,80,689.535941,False
-8.0,80,690.880351,False
-8.0,80,692.290616,False
-8.0,80,693.740145,False
-8.0,80,695.173615,False
-8.0,80,696.541531,False
-8.0,80,697.882128,False
-8.0,80,699.519645,False
-8.0,80,700.887448,False
-8.0,80,702.227516,False
-8.0,80,703.631651,False
-8.0,80,705.069955,False
-8.0,80,706.476752,False
-8.0,80,708.505654,False
-8.0,80,709.935106,False
-8.0,80,711.520145,False
-8.0,80,772.162487,False
-8.0,80,773.596159,False
-8.0,80,775.048921,False
-8.0,80,776.402216,False
-8.0,80,777.7256,False
-8.0,80,779.097699,False
-8.0,80,780.678979,False
-8.0,80,782.17607,False
-8.0,80,783.513872,False
-8.0,80,784.75896,False
-8.0,80,786.099712,False
-8.0,80,787.451375,False
-8.0,80,788.81127,False
-8.0,80,790.143057,False
-8.0,80,791.592726,False
-8.0,80,792.989028,False
-8.0,80,794.519614,False
-8.0,80,795.842084,False
-8.0,80,797.212803,False
-8.0,80,798.624482,False
-8.0,80,800.406235,False
-8.0,80,801.725633,False
-8.0,80,803.121167,False
-8.0,80,804.563166,False
-8.0,80,805.943588,False
-8.0,80,807.261837,False
-8.0,80,866.741358,False
-8.0,80,868.106883,False
-8.0,80,869.457631,False
-8.0,80,870.795283,False
-8.0,80,872.334603,False
-8.0,80,873.715495,False
-8.0,80,875.140132,False
-8.0,80,876.583987,False
-8.0,80,878.066479,False
-8.0,80,879.52759,False
-8.0,80,880.933774,False
-8.0,80,882.245124,False
-8.0,80,883.709922,False
-8.0,80,885.020255,False
-8.0,80,886.351468,False
-8.0,80,887.728733,False
-8.0,80,889.109075,False
-8.0,80,890.393916,False
-8.0,80,891.805387,False
-8.0,80,893.242278,False
-8.0,80,894.776696,False
-8.0,80,896.140935,False
-8.0,80,897.559497,False
-8.0,80,898.970895,False
-8.0,80,900.363389,False
-8.0,80,901.786608,False
-4.5,45,962.172228,False
-4.5,45,962.973837,False
-4.5,45,963.793914,False
-4.5,45,964.669008,False
-4.5,45,965.469095,False
-4.5,45,966.257873,False
-4.5,45,967.070562,False
-4.5,45,967.875372,False
-4.5,45,968.650756,False
-4.5,45,969.421245,False
-4.5,45,970.226137,False
-4.5,45,970.986475,False
-4.5,45,971.762402,False
-4.5,45,972.542228,False
-4.5,45,973.327672,False
-4.5,45,974.038203,False
-4.5,45,974.816711,False
-4.5,45,975.763104,False
-4.5,45,976.572395,False
-4.5,45,977.378066,False
-4.5,45,978.175667,False
-4.5,45,978.984172,False
-4.5,45,979.823727,False
-4.5,45,980.668483,False
-4.5,45,981.485349,False
-4.5,45,982.297589,False
-4.5,45,983.102357,False
-4.5,45,983.909991,False
-4.5,45,984.738058,False
-4.5,45,985.577991,False
-4.5,45,986.402603,False
-4.5,45,987.280502,False
-4.5,45,988.087858,False
-4.5,45,988.927922,False
-4.5,45,989.716803,False
-4.5,45,990.511013,False
-4.5,45,991.338201,False
-4.5,45,992.151857,False
-4.5,45,992.952811,False
-4.5,45,993.758121,False
-4.5,45,994.545001,False
-4.5,45,995.342199,False
-4.5,45,996.16464,False
-4.5,45,997.014664,False
-4.5,45,997.887254,False
-4.5,45,1057.985539,False
-4.5,45,1058.848835,False
-4.5,45,1059.707978,False
-4.5,45,1060.527118,False
-4.5,45,1061.328685,False
-4.5,45,1062.135839,False
-4.5,45,1062.91062,False
-4.5,45,1063.679675,False
-4.5,45,1064.453259,False
-4.5,45,1065.445297,False
-4.5,45,1066.22136,False
-4.5,45,1067.26995,False
-4.5,45,1068.060359,False
-4.5,45,1069.023484,False
-4.5,45,1069.844743,False
-4.5,45,1070.698185,False
-4.5,45,1071.503496,False
-4.5,45,1072.298604,False
-4.5,45,1073.078167,False
-4.5,45,1073.867026,False
-4.5,45,1074.705965,False
-4.5,45,1075.494763,False
-4.5,45,1076.267953,False
-4.5,45,1077.018672,False
-4.5,45,1077.824091,False
-4.5,45,1078.661145,False
-4.5,45,1079.487775,False
-4.5,45,1080.471926,False
-4.5,45,1081.283671,False
-4.5,45,1082.122702,False
-4.5,45,1082.971163,False
-4.5,45,1083.757878,False
-4.5,45,1084.557941,False
-4.5,45,1085.373269,False
-4.5,45,1086.179671,False
-4.5,45,1087.001554,False
-4.5,45,1087.802088,False
-4.5,45,1088.553441,False
-4.5,45,1089.28722,False
-4.5,45,1090.092551,False
-4.5,45,1090.902441,False
-4.5,45,1091.809509,False
-4.5,45,1092.629475,False
-4.5,45,1093.461251,False
-4.5,45,1094.249178,False
-4.5,45,1095.008743,False
-4.5,45,1155.241871,False
-4.5,45,1156.031583,False
-4.5,45,1156.750441,False
-4.5,45,1157.472973,False
-4.5,45,1158.638035,False
-4.5,45,1159.311178,False
-4.5,45,1160.063271,False
-4.5,45,1160.745471,False
-4.5,45,1161.469487,False
-4.5,45,1162.256319,False
-4.5,45,1162.969413,False
-4.5,45,1163.742696,False
-4.5,45,1164.531408,False
-4.5,45,1165.309546,False
-4.5,45,1166.065774,False
-4.5,45,1166.822505,False
-4.5,45,1167.626723,False
-4.5,45,1168.411793,False
-4.5,45,1169.161958,False
-4.5,45,1169.88259,False
-4.5,45,1170.664782,False
-4.5,45,1171.425792,False
-4.5,45,1172.189373,False
-4.5,45,1173.13915,False
-4.5,45,1173.92887,False
-4.5,45,1174.74829,False
-4.5,45,1175.532338,False
-4.5,45,1176.356758,False
-4.5,45,1177.138261,False
-4.5,45,1177.967654,False
-4.5,45,1178.788182,False
-4.5,45,1179.616783,False
-4.5,45,1180.411216,False
-4.5,45,1181.2398,False
-4.5,45,1182.039108,False
-4.5,45,1183.044292,False
-4.5,45,1183.82606,False
-4.5,45,1184.763937,False
-4.5,45,1185.57017,False
-4.5,45,1186.282162,False
-4.5,45,1187.085062,False
-4.5,45,1187.875829,False
-4.5,45,1188.666937,False
-4.5,45,1189.412766,False
-4.5,45,1190.15599,False
-4.5,45,1248.561327,False
-4.5,45,1249.387426,False
-4.5,45,1250.210274,False
-4.5,45,1251.006268,False
-4.5,45,1251.827897,False
-4.5,45,1252.617635,False
-4.5,45,1253.537534,False
-4.5,45,1254.34997,False
-4.5,45,1255.125508,False
-4.5,45,1255.909375,False
-4.5,45,1256.712746,False
-4.5,45,1257.520627,False
-4.5,45,1258.309819,False
-4.5,45,1259.147712,False
-4.5,45,1259.961015,False
-4.5,45,1260.756798,False
-4.5,45,1261.538249,False
-4.5,45,1262.311472,False
-4.5,45,1263.126565,False
-4.5,45,1263.903065,False
-4.5,45,1264.809757,False
-4.5,45,1265.599672,False
-4.5,45,1266.40962,False
-4.5,45,1267.572003,False
-4.5,45,1268.429554,False
-4.5,45,1269.257698,False
-4.5,45,1270.074027,False
-4.5,45,1270.898966,False
-4.5,45,1271.7298,False
-4.5,45,1272.570125,False
-4.5,45,1273.358622,False
-4.5,45,1274.122205,False
-4.5,45,1274.919471,False
-4.5,45,1275.786431,False
-4.5,45,1276.612415,False
-4.5,45,1277.444559,False
-4.5,45,1278.247374,False
-4.5,45,1279.082067,False
-4.5,45,1279.877018,False
-4.5,45,1280.692392,False
-4.5,45,1281.486322,False
-4.5,45,1282.265367,False
-4.5,45,1283.034031,False
-4.5,45,1283.814887,False
-4.5,45,1284.621602,False
-4.5,45,1285.441786,False
-4.5,45,1344.104234,False
-4.5,45,1344.972467,False
-4.5,45,1345.764637,False
-4.5,45,1346.518105,False
