#{"t_start": 1684547322.3587487, "env_id": "arl-sokoban-turtle-v0"}
r,l,t,sol-length,crate,solver
18.0,30,15.045064,0,1,0
20.0,19,28.97666,0,1,0
14.0,31,45.467885,0,2,0
20.0,33,59.282593,0,1,0
14.0,94,91.594477,0,1,0
14.0,15,106.01497,0,1,0
30.0,19,135.063053,10,1,0.05
15.0,37,159.833152,0,1,0
-12.0,9,162.328316,4,1,1.0
14.0,33,188.246447,0,1,0
9.0,43,202.110394,0,2,0
9.0,25,216.141846,0,1,0
19.0,25,228.601098,0,2,0
1.0,31,258.788897,6,1,0.7
5.0,59,285.367337,0,2,0
19.0,27,313.878624,0,2,0
18.0,66,346.261678,0,1,0
18.0,25,382.323659,0,1,0
19.0,11,394.712447,0,1,0
14.0,30,441.438021,0,1,0
6.0,23,454.006486,8,1,1.0
6.0,86,498.460654,0,0,0
5.0,26,510.855635,0,0,0
5.0,17,533.554316,0,0,0
15.0,31,557.252828,0,0,0
26.0,56,575.604127,14,1,0.4
-12.0,1,577.8272,3,1,1.0
29.0,20,590.310563,0,1,0
29.0,36,619.827265,2,1,0.4
10.0,28,631.7114,0,1,0
8.0,45,644.804712,0,2,0
9.0,42,683.480147,0,1,0
34.0,24,699.819045,0,1,0
6.0,24,702.984753,0,1,0
9.0,99,764.084656,0,2,0
20.0,33,788.751235,0,1,0
29.0,42,803.167578,0,1,0
4.0,56,834.107083,0,1,0
19.0,15,834.279147,0,2,0
23.0,38,856.346773,0,2,0
8.0,23,879.551995,0,1,0
0.0,125,982.495012,0,1,0
20.0,16,982.615257,0,1,0
15.0,22,995.033903,0,1,0
-2.0,19,1002.904898,5,1,0.8
-1.0,41,1004.899308,0,2,0
10.0,35,1016.74387,0,1,0
17.0,45,1019.356019,0,2,0
19.0,22,1053.950716,0,1,0
22.0,31,1065.898666,0,3,0
19.0,16,1076.192589,6,1,0.2
9.0,47,1102.659072,0,1,0
18.0,16,1110.402733,7,1,0.65
10.0,15,1119.349548,0,0,0
13.0,18,1119.484699,0,3,0
-1.0,5,1127.026251,6,1,0.8
10.0,16,1157.389888,0,2,0
14.0,37,1170.370682,0,1,0
10.0,27,1187.108535,0,1,0
17.0,48,1202.853018,0,3,0
24.0,14,1215.227312,10,1,0.0
24.0,24,1241.058644,0,2,0
21.0,11,1253.500199,11,2,0.0
14.0,22,1278.198297,0,1,0
5.0,43,1302.484887,0,2,0
5.0,23,1302.650752,0,2,0
12.0,59,1377.028574,0,2,0
19.0,15,1382.371384,0,1,0
18.0,18,1396.37936,0,2,0
13.0,22,1420.580855,0,2,0
13.0,30,1452.403388,0,1,0
