#{"t_start": 1685359607.6960962, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-6.0,60,12.315162,False
-6.0,60,13.017755,False
-6.0,60,13.669499,False
-6.0,60,14.283199,False
-6.0,60,14.916837,False
-6.0,60,15.571223,False
-6.0,60,16.361427,False
-6.0,60,17.163035,False
-6.0,60,18.115504,False
-6.0,60,19.043307,False
-6.0,60,20.208242,False
-6.0,60,21.234249,False
-6.0,60,22.305534,False
-6.0,60,23.284242,False
-6.0,60,24.297848,False
-6.0,60,25.320629,False
-6.0,60,26.37867,False
-6.0,60,27.451846,False
-6.0,60,28.516955,False
-6.0,60,29.592216,False
-6.0,60,30.846649,False
-6.0,60,31.957874,False
-6.0,60,33.024208,False
-6.0,60,34.06219,False
-6.0,60,35.096738,False
-6.0,60,36.093513,False
-6.0,60,37.10469,False
-6.0,60,38.180268,False
-6.0,60,39.245179,False
-6.0,60,40.316408,False
-6.0,60,41.316671,False
-6.0,60,42.498078,False
-6.0,60,43.533844,False
-6.0,60,44.46741,False
-6.0,60,104.532486,False
-6.0,60,105.564761,False
-6.0,60,106.560941,False
-6.0,60,107.590049,False
-6.0,60,108.63817,False
-6.0,60,109.725576,False
-6.0,60,110.785767,False
-6.0,60,112.018106,False
-6.0,60,113.057698,False
-6.0,60,114.12126,False
-6.0,60,115.175837,False
-6.0,60,116.207832,False
-6.0,60,117.297171,False
-6.0,60,118.324102,False
-6.0,60,119.380931,False
-6.0,60,120.357884,False
-6.0,60,121.39186,False
-6.0,60,122.438036,False
-6.0,60,123.627162,False
-6.0,60,124.708557,False
-6.0,60,125.742945,False
-6.0,60,126.775993,False
-6.0,60,127.808812,False
-6.0,60,128.876973,False
-6.0,60,129.946326,False
-6.0,60,130.985124,False
-6.0,60,132.032694,False
-6.0,60,133.086148,False
-6.0,60,134.288678,False
-6.0,60,135.363212,False
-6.0,60,136.428573,False
-6.0,60,137.47016,False
-6.0,60,138.508813,False
-6.0,60,139.572516,False
-6.0,60,199.473241,False
-6.0,60,200.535634,False
-6.0,60,201.53438,False
-6.0,60,202.631745,False
-6.0,60,203.866405,False
-6.0,60,204.956734,False
-6.0,60,206.054319,False
-6.0,60,207.145428,False
-6.0,60,208.214753,False
-6.0,60,209.281707,False
-6.0,60,210.355296,False
-6.0,60,211.420213,False
-6.0,60,212.463861,False
-6.0,60,213.513166,False
-6.0,60,214.555777,False
-6.0,60,215.788117,False
-6.0,60,216.882661,False
-6.0,60,217.92873,False
-6.0,60,218.957018,False
-6.0,60,219.9609,False
-6.0,60,221.021088,False
-6.0,60,222.101501,False
-6.0,60,223.142864,False
-6.0,60,224.167489,False
-6.0,60,225.191408,False
-6.0,60,226.407609,False
-6.0,60,227.464056,False
-6.0,60,228.504836,False
-6.0,60,229.484263,False
-6.0,60,230.5166,False
-6.0,60,231.559554,False
-6.0,60,232.617583,False
-6.0,60,233.628082,False
-6.0,60,234.703573,False
-6.0,60,295.464145,False
-6.0,60,296.529356,False
-6.0,60,297.773526,False
-6.0,60,298.871886,False
-6.0,60,299.910683,False
-6.0,60,300.915153,False
-6.0,60,301.947974,False
-6.0,60,302.974699,False
-6.0,60,303.958331,False
-6.0,60,304.988482,False
-6.0,60,306.074313,False
-6.0,60,307.13929,False
-6.0,60,308.407008,False
-6.0,60,309.517926,False
-6.0,60,310.577283,False
-6.0,60,311.609404,False
