#{"t_start": 1669469214.6648903, "env_id": "sokoban-turtle-v0"}
r,l,t
-10.0,8,3.660975
-1.0,13,3.854384
4.0,8,3.957301
0.0,6,4.009603
12.0,13,4.14011
-5.0,8,4.257428
-8.0,18,4.455738
6.0,12,4.606785
-2.0,21,4.784435
3.0,6,5.029177
15.0,12,5.139991
3.0,11,6.303913
3.0,8,6.423553
-1.0,10,6.564355
-2.0,11,6.66741
2.0,12,6.828478
3.0,10,6.93411
3.0,10,7.034798
9.0,14,7.196307
-5.0,6,7.276724
-8.0,6,7.330551
-9.0,13,14.2539
5.0,13,14.444454
6.0,19,15.667234
-4.0,12,15.789694
12.0,10,15.919168
-2.0,14,16.08656
8.0,10,16.19476
22.0,12,16.339553
0.0,9,16.473279
8.0,10,16.561406
-2.0,16,16.738901
2.0,7,17.676567
-5.0,8,17.754427
-5.0,7,17.809853
2.0,10,18.896224
0.0,12,19.064137
2.0,10,19.190846
10.0,9,19.293818
3.0,8,19.394613
-2.0,6,19.4549
-22.0,10,19.563711
0.0,20,19.872925
0.0,6,19.95723
8.0,9,20.035043
-3.0,8,20.107767
0.0,18,20.284986
2.0,10,21.369235
-10.0,8,21.45223
0.0,5,21.516401
-4.0,11,21.614405
5.0,11,21.723424
17.0,11,21.830648
-10.0,12,22.020569
2.0,15,22.196886
3.0,12,22.339928
2.0,19,22.616548
-4.0,8,22.704208
-2.0,7,22.806469
-4.0,12,24.119114
4.0,16,24.306336
7.0,11,24.411613
-8.0,13,24.567255
2.0,12,24.680325
9.0,8,24.754777
-5.0,12,24.890909
9.0,11,24.999973
-8.0,14,25.143965
0.0,10,25.251643
-2.0,6,25.306221
-7.0,13,26.370497
1.0,10,26.457976
3.0,8,26.550805
6.0,9,26.629119
3.0,11,26.708085
3.0,10,26.813141
-6.0,12,26.956603
-9.0,14,27.150847
2.0,11,27.324621
-3.0,9,27.451031
2.0,7,27.500526
2.0,15,27.62761
4.0,15,28.762234
4.0,10,28.876403
-3.0,27,29.146208
0.0,8,29.235934
0.0,14,29.386735
3.0,13,29.521401
5.0,12,29.647765
0.0,10,29.778088
4.0,7,29.888447
-1.0,9,29.995631
1.0,13,31.061605
1.0,10,31.183734
0.0,9,31.267214
3.0,15,31.46133
-2.0,18,31.647366
5.0,11,31.759066
0.0,13,31.887395
8.0,8,32.02654
0.0,11,32.153231
9.0,10,32.25761
1.0,19,33.398704
3.0,18,33.623418
-3.0,16,33.81757
0.0,12,34.127207
6.0,8,34.228708
2.0,15,34.417482
-7.0,8,34.570498
2.0,8,34.657972
2.0,20,35.476579
8.0,17,35.676186
3.0,6,36.883466
0.0,10,37.012281
1.0,13,37.156238
0.0,7,37.238045
0.0,10,37.370691
0.0,14,37.482823
3.0,11,37.609964
-1.0,11,37.737155
-2.0,11,37.882315
-2.0,33,38.351279
4.0,14,39.464805
4.0,11,39.616289
-2.0,23,39.82407
-2.0,16,39.996099
9.0,12,40.136341
7.0,24,40.393714
2.0,23,40.596524
11.0,19,41.776682
-1.0,24,42.02684
4.0,11,42.184484
-2.0,15,42.361634
-4.0,8,42.418798
7.0,16,42.538282
-3.0,14,42.687259
4.0,25,42.917028
9.0,11,44.026329
0.0,27,44.298283
-2.0,12,44.492731
-5.0,20,44.813455
7.0,16,44.968294
7.0,21,45.22634
0.0,16,45.444801
3.0,8,45.542233
5.0,11,46.621182
4.0,17,46.842556
9.0,15,47.008204
5.0,30,47.320232
13.0,19,47.537181
3.0,16,47.681693
3.0,20,47.931917
5.0,8,48.953097
-12.0,37,49.411824
7.0,27,49.768686
8.0,34,50.27734
10.0,24,50.561485
6.0,14,51.62963
4.0,12,51.722392
-2.0,22,51.936481
-3.0,28,52.205454
4.0,13,52.361777
-5.0,21,52.552456
0.0,29,53.807564
3.0,34,54.198157
7.0,25,54.468513
0.0,11,54.609269
5.0,26,54.838537
22.0,24,55.94476
13.0,17,56.111782
14.0,33,56.414201
14.0,20,56.557909
2.0,26,56.821382
12.0,25,57.206661
3.0,19,58.372089
12.0,22,58.784476
-4.0,18,58.935999
-5.0,31,59.295013
-9.0,20,59.540857
2.0,25,60.946765
1.0,45,61.369078
5.0,38,61.693634
-5.0,35,62.029253
6.0,41,63.449916
16.0,40,63.810732
1.0,32,64.078664
11.0,23,64.316892
5.0,36,65.660779
3.0,24,65.914076
11.0,8,66.007307
-3.0,27,66.343154
8.0,26,66.613945
5.0,11,67.66969
10.0,30,67.96367
3.0,38,68.326622
3.0,45,68.790317
5.0,26,70.035387
8.0,16,70.200291
3.0,23,70.46379
0.0,59,71.067259
6.0,23,72.237108
1.0,31,72.545887
3.0,17,72.735429
4.0,15,72.944044
4.0,30,73.244027
5.0,19,73.504653
9.0,20,74.666418
7.0,15,74.872345
9.0,14,75.030722
-2.0,23,75.273308
25.0,28,75.533768
1.0,18,75.711835
12.0,16,75.878365
7.0,12,76.96907
0.0,23,77.305265
6.0,21,77.518282
20.0,27,77.760442
7.0,40,78.218198
-5.0,39,79.908569
8.0,23,80.136492
7.0,31,80.423488
5.0,28,80.680704
13.0,20,81.934038
0.0,11,82.047307
0.0,20,82.356514
-4.0,48,82.758807
-1.0,21,82.971626
10.0,40,84.465399
18.0,12,84.60269
2.0,43,85.014239
7.0,41,85.33732
16.0,24,86.484793
8.0,10,86.604152
5.0,52,87.183024
5.0,24,87.431887
5.0,54,88.910434
12.0,23,89.088739
3.0,51,89.570449
7.0,31,89.908453
5.0,33,91.186506
7.0,13,91.338099
0.0,26,91.70398
3.0,33,92.036036
10.0,60,93.710512
15.0,17,93.886803
15.0,9,93.954169
7.0,75,95.687014
8.0,27,95.94997
10.0,54,96.371687
7.0,47,97.821035
7.0,50,98.262452
3.0,19,98.425279
13.0,36,98.84897
15.0,36,100.333286
23.0,22,100.596839
-4.0,64,101.308156
5.0,20,101.513789
3.0,57,102.937605
3.0,14,103.068205
-2.0,96,104.8236
-2.0,76,105.636613
10.0,16,106.915342
-1.0,45,107.354732
12.0,29,107.611071
3.0,101,109.51832
5.0,33,109.802528
10.0,35,110.23283
8.0,40,111.658466
0.0,41,112.053879
5.0,34,112.406996
1.0,37,113.714964
0.0,98,114.865025
10.0,41,116.372649
10.0,24,116.608939
4.0,111,118.579993
8.0,103,120.420955
7.0,39,120.766599
10.0,22,120.995306
3.0,18,121.149528
15.0,33,121.553756
7.0,41,123.200339
13.0,41,123.684444
5.0,32,124.104498
10.0,71,125.858054
5.0,42,126.218854
10.0,56,127.797217
3.0,113,129.963914
8.0,46,130.513098
10.0,28,130.822723
13.0,22,131.041403
12.0,28,131.353254
25.0,30,132.660082
-3.0,17,132.848775
7.0,50,133.41946
11.0,30,133.687161
11.0,125,136.027007
11.0,23,137.261763
10.0,15,137.406516
5.0,62,140.663353
5.0,125,142.777968
10.0,29,143.014413
10.0,16,144.099834
-1.0,34,144.387967
7.0,39,144.856462
0.0,86,146.621634
3.0,28,146.857368
5.0,21,147.011515
11.0,117,149.091434
15.0,31,149.371213
10.0,47,151.019856
0.0,50,151.526139
2.0,125,153.581135
15.0,55,156.574534
10.0,44,157.04653
