#{"t_start": 1669469214.7723532, "env_id": "sokoban-turtle-v0"}
r,l,t
4.0,11,3.594393
2.0,10,3.746928
-6.0,10,3.865557
-5.0,8,3.939573
4.0,8,4.005204
-2.0,7,4.132143
-2.0,12,4.252056
-4.0,14,4.407676
3.0,12,4.54054
5.0,16,4.688279
-2.0,9,4.95612
-5.0,6,5.016349
-3.0,10,6.157141
-2.0,12,6.323856
6.0,17,6.535591
0.0,12,6.687536
-5.0,9,6.770015
8.0,9,6.878778
0.0,9,7.004415
-3.0,8,7.074153
0.0,14,7.223062
-2.0,8,13.982237
3.0,13,14.247483
0.0,8,14.415422
4.0,12,15.500413
0.0,10,15.616653
0.0,9,15.72611
4.0,15,15.894161
-7.0,12,16.039927
-4.0,16,16.232059
9.0,22,16.476731
6.0,8,16.560668
5.0,8,16.66318
-2.0,9,17.614986
10.0,8,17.687967
-5.0,12,18.789583
-3.0,14,18.988404
0.0,12,19.119356
2.0,16,19.313065
2.0,11,19.438274
-5.0,13,19.600766
-8.0,12,19.797004
-5.0,12,19.927708
-2.0,8,20.000494
-4.0,15,20.13702
3.0,8,21.203801
-1.0,13,21.344797
3.0,13,21.471067
-9.0,8,21.565465
4.0,7,21.623781
0.0,9,21.715909
2.0,11,21.896
4.0,16,22.072079
3.0,10,22.2074
1.0,11,22.322521
3.0,8,22.467613
6.0,9,22.579047
2.0,7,22.670191
-2.0,8,23.764913
-7.0,7,24.036639
-3.0,9,24.137029
2.0,12,24.261306
-1.0,7,24.319472
-3.0,7,24.412141
-8.0,9,24.510245
8.0,14,24.640198
10.0,13,24.794712
0.0,12,24.899578
0.0,13,25.036605
0.0,8,25.122774
2.0,12,25.243434
0.0,10,26.270289
4.0,7,26.336018
2.0,15,26.481308
1.0,17,26.615178
-2.0,16,26.796039
-2.0,14,26.948967
3.0,7,27.074932
2.0,18,27.350802
8.0,8,27.415237
0.0,15,27.544475
5.0,12,28.647824
-1.0,15,28.797988
8.0,10,28.910555
0.0,8,28.976724
-2.0,15,29.163751
-2.0,13,29.296463
9.0,9,29.378262
0.0,10,29.474775
-2.0,15,29.670263
-5.0,11,29.824337
9.0,9,29.925404
0.0,18,31.067377
-5.0,12,31.174878
1.0,16,31.39798
3.0,8,31.472615
9.0,14,31.611588
-3.0,9,31.696924
0.0,8,31.779923
7.0,10,31.950078
7.0,15,32.121273
0.0,13,32.25515
0.0,10,33.291374
-1.0,18,33.516109
2.0,6,33.577876
1.0,19,33.931877
7.0,8,34.072516
9.0,22,34.386027
0.0,12,34.550853
0.0,19,35.342815
10.0,8,35.441747
-2.0,14,35.597391
7.0,8,36.85021
-4.0,12,36.986963
1.0,20,37.245343
0.0,7,37.298478
1.0,12,37.407671
4.0,19,37.630006
-5.0,15,37.80342
4.0,14,37.972801
2.0,23,39.265661
2.0,11,39.419876
4.0,21,39.658577
-4.0,11,39.741123
