#{"t_start": 1671559132.5050502, "env_id": "sokoban-turtle-v0"}
r,l,t
-2.0,5,2.502161
3.0,8,2.643668
1.0,21,2.938053
2.0,11,3.07812
-4.0,12,3.216618
0.0,13,3.359077
-2.0,10,3.568968
1.0,13,3.843294
1.0,10,3.976504
0.0,9,4.100141
-2.0,9,4.21848
-2.0,11,4.341512
0.0,11,4.460285
-9.0,15,4.656052
7.0,10,4.823655
0.0,8,4.994377
-8.0,15,5.247189
-7.0,14,5.60208
-4.0,10,5.725058
0.0,7,5.890571
-7.0,13,6.041443
-5.0,12,6.164649
2.0,8,6.281221
-6.0,13,6.446657
0.0,13,6.688189
3.0,11,6.814903
2.0,7,6.843603
6.0,8,6.943554
2.0,8,7.420973
-3.0,12,7.571114
9.0,18,7.828093
-2.0,10,7.948979
0.0,19,8.195111
3.0,6,8.23996
0.0,10,8.407063
-13.0,20,8.667058
6.0,10,8.77465
7.0,10,8.920227
2.0,5,9.028386
9.0,6,9.132962
4.0,11,9.263385
-2.0,19,9.569288
-2.0,11,9.720339
0.0,6,9.773923
2.0,8,9.920424
-1.0,14,10.113663
-3.0,10,10.241661
0.0,12,10.488569
1.0,8,10.546502
-2.0,11,10.784526
1.0,10,10.908862
-4.0,8,10.962385
5.0,14,11.159701
-6.0,12,11.282937
5.0,11,11.399651
-3.0,9,11.517844
-2.0,7,11.639856
5.0,15,11.792919
2.0,9,11.91678
2.0,13,12.082804
1.0,11,12.243412
4.0,15,12.495419
-7.0,9,12.609725
4.0,17,12.863991
-2.0,6,12.896358
6.0,15,13.122228
2.0,13,13.31436
-7.0,17,13.569797
-3.0,10,13.702119
0.0,9,13.841567
-2.0,7,13.963279
-3.0,13,14.219374
-5.0,8,14.293532
4.0,11,14.456469
10.0,8,14.56744
-10.0,10,14.709644
-3.0,10,14.83669
2.0,9,14.953016
-1.0,10,15.08084
-2.0,11,15.192374
1.0,10,15.317663
0.0,7,15.429165
-10.0,11,15.561934
-3.0,9,15.66254
2.0,19,15.907331
4.0,16,16.067593
-5.0,7,16.188269
-3.0,10,16.321102
3.0,18,16.622561
9.0,12,16.772086
-1.0,17,17.058268
2.0,13,17.244737
0.0,9,17.358718
-3.0,13,17.503158
6.0,10,17.65622
4.0,13,17.873159
-12.0,15,18.097337
0.0,11,18.236731
0.0,9,18.491163
6.0,12,18.627
-3.0,22,18.965748
-8.0,8,19.006711
-3.0,6,19.098381
5.0,10,19.251036
8.0,9,19.380378
-5.0,11,19.509173
3.0,6,19.613591
-2.0,6,19.659933
-2.0,11,19.802617
6.0,7,19.929564
-2.0,8,20.052341
-3.0,15,20.247917
3.0,8,20.387765
3.0,11,20.521062
12.0,11,20.686793
7.0,15,20.933886
-2.0,12,21.097121
0.0,8,21.228657
-11.0,22,21.573173
-6.0,9,21.696592
