#{"t_start": 1683866334.4982896, "env_id": "sokoban_solver-turtle-v0"}
r,l,t,sol-length,crate,solver
11.0,13,0.377406,0,2,0
20.0,43,69.46335,0,2,0
25.0,44,115.85776,0,1,0
12.0,26,190.839211,0,1,0
30.0,17,256.733471,0,3,0
11.0,22,265.740646,0,2,0
10.0,13,265.850692,0,2,0
15.0,17,266.017743,0,3,0
2.0,47,298.947621,0,1,0
14.0,8,312.291677,6,1,0.55
14.0,25,370.686484,0,2,0
15.0,31,465.143072,0,2,0
19.0,18,492.25239,0,1,0
5.0,26,524.645052,0,3,0
22.0,15,572.54954,0,2,0
7.0,77,721.232647,0,2,0
9.0,11,737.389252,0,1,0
2.0,20,738.901232,0,1,0
20.0,23,755.227978,0,2,0
24.0,11,773.74414,0,2,0
12.0,24,800.667615,0,2,0
26.0,16,832.545295,0,2,0
15.0,36,863.030935,0,0,0
8.0,17,863.574178,0,1,0
13.0,21,864.882502,0,2,0
20.0,22,917.837241,0,3,0
17.0,13,919.10018,0,0,0
9.0,21,984.564206,0,1,0
21.0,16,1032.10135,0,3,0
21.0,20,1111.624333,0,2,0
19.0,23,1148.35973,0,2,0
10.0,28,1161.410938,0,3,0
34.0,12,1193.154627,14,2,0.05
26.0,27,1221.197189,0,2,0
20.0,13,1221.308379,0,1,0
11.0,13,1253.549216,0,1,0
12.0,32,1300.917064,0,2,0
18.0,15,1335.283207,0,1,0
31.0,11,1366.789784,0,2,0
10.0,23,1398.936134,0,0,0
9.0,70,1479.19905,0,1,0
11.0,18,1513.855658,0,1,0
23.0,19,1545.69912,0,1,0
27.0,13,1573.009533,6,2,0.3
26.0,24,1644.328053,11,2,0.25
20.0,37,1661.038314,0,2,0
10.0,28,1724.300678,0,2,0
19.0,19,1724.780253,0,1,0
15.0,27,1768.694923,0,2,0
31.0,52,1865.629904,13,2,0.45
15.0,20,1873.252851,0,2,0
28.0,14,1924.807831,22,2,0.0
17.0,48,1965.56073,0,2,0
9.0,27,1967.321308,0,2,0
24.0,35,2014.191677,0,1,0
12.0,25,2014.715108,0,1,0
16.0,13,2021.902225,0,2,0
10.0,33,2138.238375,0,1,0
15.0,11,2144.247422,0,1,0
13.0,36,2175.93309,0,1,0
15.0,53,2199.428425,0,2,0
16.0,13,2250.56209,0,2,0
11.0,29,2267.108774,0,4,0
20.0,24,2267.551628,0,2,0
16.0,125,2509.381466,0,2,0
6.0,29,2578.815933,10,1,0.65
19.0,24,2644.343867,12,2,0.0
11.0,46,2698.926463,0,2,0
17.0,11,2700.70731,0,2,0
5.0,15,2700.842852,0,1,0
9.0,42,2757.982465,0,1,0
3.0,18,2800.738086,0,1,0
14.0,17,2832.784068,0,2,0
10.0,36,2868.082532,0,1,0
15.0,19,2884.235819,0,0,0
3.0,58,2994.685716,0,2,0
19.0,20,3028.877929,0,1,0
-23.0,62,3254.439853,9,1,0.4
21.0,20,3290.139946,0,2,0
16.0,15,3305.701941,0,2,0
14.0,37,3405.21342,0,1,0
5.0,13,3446.891865,0,1,0
4.0,27,3482.491997,0,2,0
8.0,29,3522.746292,0,2,0
41.0,13,3552.216301,8,1,0.2
6.0,122,3656.939414,0,1,0
9.0,13,3683.609306,0,2,0
15.0,20,3700.312396,0,1,0
2.0,17,3702.46341,0,2,0
8.0,27,3736.633961,0,2,0
16.0,23,3760.755163,0,2,0
5.0,12,3766.021236,0,2,0
13.0,27,3801.328406,8,1,0.95
16.0,48,3996.582889,0,2,0
19.0,17,4039.194005,0,2,0
16.0,11,4062.177805,0,2,0
6.0,18,4082.257794,0,3,0
11.0,33,4093.597379,0,2,0
5.0,39,4142.475441,0,1,0
15.0,16,4174.374979,0,2,0
25.0,15,4214.481462,7,2,0.05
32.0,16,4242.149187,6,1,0.1
17.0,25,4258.822432,0,2,0
5.0,20,4309.112119,0,1,0
25.0,14,4344.523213,0,2,0
15.0,9,4359.867751,0,1,0
2.0,60,4426.054169,0,3,0
13.0,12,4444.872821,0,1,0
12.0,22,4460.639556,0,2,0
2.0,38,4503.974188,0,2,0
11.0,17,4523.34462,0,2,0
3.0,63,4588.505744,0,1,0
5.0,125,4685.63615,0,1,0
5.0,85,4745.484414,0,2,0
14.0,21,4745.755209,0,1,0
12.0,36,4760.891937,0,3,0
12.0,46,4800.214207,0,2,0
10.0,40,4849.427221,0,1,0
12.0,60,4940.160461,0,2,0
11.0,18,4945.602714,0,2,0
19.0,22,4992.10484,0,1,0
32.0,14,5008.427457,0,1,0
9.0,29,5040.237499,0,1,0
7.0,19,5087.290439,0,1,0
16.0,13,5087.465213,0,3,0
7.0,34,5103.304114,0,1,0
0.0,40,5134.685918,0,2,0
12.0,18,5153.350954,0,2,0
4.0,29,5187.199764,0,1,0
0.0,23,5187.441164,0,3,0
19.0,21,5204.737335,0,1,0
10.0,21,5251.168193,0,1,0
1.0,16,5308.8295,8,1,0.8
10.0,31,5402.454769,0,2,0
29.0,32,5483.380995,15,1,0.0
19.0,17,5483.790154,0,1,0
22.0,16,5547.153579,9,2,0.1
17.0,42,5563.593618,0,2,0
10.0,19,5613.766267,0,2,0
2.0,37,5621.54585,0,2,0
0.0,22,5665.962217,0,1,0
9.0,21,5708.74347,0,1,0
24.0,22,5720.002602,0,1,0
0.0,125,5951.066951,0,2,0
10.0,28,5953.393276,0,2,0
17.0,17,5970.530998,0,1,0
19.0,13,6004.859852,0,1,0
-4.0,86,6163.381962,0,3,0
2.0,22,6164.202155,3,1,1.0
5.0,27,6236.184687,0,1,0
-5.0,13,6254.010367,5,1,0.95
16.0,10,6254.104226,0,3,0
16.0,15,6264.802139,0,3,0
-2.0,30,6327.47651,9,1,1.0
2.0,18,6358.03805,0,3,0
17.0,19,6358.241877,0,2,0
6.0,33,6421.323939,0,2,0
5.0,18,6469.796397,0,1,0
14.0,20,6476.342964,0,1,0
10.0,16,6476.517097,0,2,0
8.0,14,6492.723216,0,1,0
10.0,17,6526.711282,0,0,0
7.0,17,6569.830254,0,2,0
19.0,21,6611.00533,0,1,0
13.0,22,6646.04291,16,2,0.65
16.0,16,6711.809617,0,4,0
5.0,19,6744.808843,0,2,0
16.0,36,6843.001805,0,2,0
7.0,18,6899.568729,10,1,0.85
13.0,27,6951.773788,0,1,0
2.0,47,7059.096741,0,1,0
5.0,41,7111.071707,0,2,0
8.0,18,7111.991529,0,3,0
9.0,19,7128.492663,0,1,0
12.0,18,7153.547826,0,3,0
2.0,9,7157.109142,5,1,0.85
12.0,12,7166.017071,0,2,0
12.0,29,7264.986367,0,1,0
30.0,23,7289.085304,0,2,0
22.0,40,7361.805593,0,2,0
12.0,77,7487.087886,0,2,0
15.0,10,7500.982732,0,2,0
6.0,13,7533.095571,0,1,0
15.0,12,7533.273774,0,2,0
19.0,23,7592.941393,0,2,0
14.0,24,7598.552663,0,1,0
17.0,23,7649.423838,0,2,0
9.0,93,7771.908801,0,1,0
10.0,22,7787.612298,0,2,0
22.0,10,7787.704355,0,2,0
16.0,19,7843.472696,0,2,0
12.0,36,7929.895379,0,2,0
0.0,26,7963.310524,0,1,0
0.0,65,7994.988653,1,1,1.0
21.0,11,8011.265856,0,3,0
17.0,15,8028.466168,0,2,0
-4.0,4,8055.22707,7,1,0.65
11.0,15,8088.258399,0,2,0
24.0,26,8136.856473,0,2,0
16.0,15,8155.660734,0,2,0
19.0,12,8231.962482,0,1,0
18.0,21,8278.068538,0,3,0
12.0,17,8278.960929,0,2,0
12.0,68,8385.300197,0,1,0
32.0,24,8416.152963,0,3,0
24.0,22,8494.243836,0,2,0
2.0,29,8539.274579,0,1,0
15.0,31,8584.068691,0,1,0
12.0,38,8621.645419,0,2,0
21.0,28,8708.831996,0,2,0
4.0,9,8725.649249,0,1,0
12.0,13,8759.627215,0,1,0
22.0,24,8791.417366,0,1,0
10.0,25,8856.756767,0,2,0
24.0,21,8856.982029,0,1,0
17.0,24,8924.187499,0,1,0
24.0,15,8924.339423,0,1,0
15.0,18,8969.397821,0,2,0
9.0,18,8985.591159,0,1,0
19.0,21,9000.602428,0,1,0
19.0,29,9053.219277,9,2,0.0
5.0,19,9053.569205,0,1,0
14.0,23,9053.850847,0,2,0
2.0,12,9053.989146,0,1,0
15.0,16,9083.918067,0,1,0
-3.0,44,9257.189699,11,2,1.0
7.0,18,9309.833305,0,2,0
11.0,48,9366.839296,0,2,0
27.0,16,9383.478802,12,2,0.0
0.0,8,9410.797845,7,1,0.6
9.0,20,9450.608815,0,1,0
24.0,14,9450.802303,0,1,0
14.0,8,9467.095387,8,1,0.05
31.0,26,9469.391556,0,2,0
14.0,16,9503.153447,0,2,0
11.0,22,9535.604205,0,2,0
6.0,95,9727.347847,0,2,0
21.0,29,9794.031588,0,1,0
29.0,32,9875.46556,13,2,0.0
15.0,17,9906.510327,0,2,0
3.0,33,9958.611062,0,1,0
8.0,21,10006.57859,0,1,0
21.0,13,10006.690726,0,2,0
12.0,21,10022.984278,0,2,0
9.0,14,10023.160164,0,2,0
5.0,61,10048.138137,0,2,0
5.0,59,10165.172879,0,2,0
24.0,26,10196.168815,0,1,0
11.0,21,10235.266856,0,1,0
21.0,16,10247.445652,0,3,0
12.0,58,10306.082036,0,1,0
19.0,17,10354.882318,0,1,0
7.0,22,10355.07519,0,3,0
15.0,30,10450.79834,0,2,0
-2.0,33,10503.299161,0,2,0
14.0,28,10527.866824,0,2,0
24.0,13,10554.80296,13,2,0.45
15.0,30,10601.330062,0,2,0
18.0,18,10633.710133,0,1,0
11.0,27,10730.779773,0,2,0
-4.0,19,10732.451379,0,3,0
12.0,18,10765.022247,0,2,0
0.0,19,10765.229333,0,2,0
15.0,19,10808.127454,0,1,0
4.0,18,10851.144185,8,1,1.0
11.0,12,10851.387711,0,1,0
37.0,18,10867.649218,17,2,0.0
13.0,20,10917.572932,5,1,0.8
20.0,10,10934.328025,0,3,0
20.0,27,11019.54551,0,2,0
13.0,40,11094.774817,0,1,0
17.0,18,11130.531469,0,2,0
6.0,17,11143.405884,0,3,0
14.0,16,11174.403823,0,2,0
17.0,15,11201.029581,0,1,0
9.0,32,11243.217162,0,1,0
