#{"t_start": 1683866334.5497537, "env_id": "sokoban_solver-turtle-v0"}
r,l,t,sol-length,crate,solver
17.0,41,50.21255,0,2,0
25.0,13,53.368754,0,1,0
17.0,21,70.599766,0,3,0
3.0,20,98.490064,0,1,0
5.0,40,233.903877,0,2,0
25.0,14,256.764923,0,1,0
-43.0,14,265.676869,7,1,0.75
24.0,19,265.845658,0,1,0
5.0,21,268.067349,0,1,0
7.0,63,346.298688,0,2,0
19.0,13,403.096308,0,1,0
14.0,45,492.201803,0,2,0
10.0,18,524.475998,0,2,0
22.0,11,524.652367,0,3,0
17.0,45,626.563795,0,1,0
4.0,22,658.749868,0,2,0
10.0,23,721.186587,0,2,0
19.0,10,737.337788,0,1,0
19.0,14,737.474876,0,1,0
14.0,17,738.956332,0,1,0
16.0,14,755.185145,0,1,0
10.0,11,782.20815,0,2,0
21.0,26,816.335206,0,2,0
25.0,12,832.500438,0,1,0
2.0,42,863.409024,0,2,0
12.0,10,863.516048,0,2,0
21.0,16,864.786531,0,2,0
12.0,36,919.003809,0,1,0
5.0,18,969.452268,0,2,0
20.0,17,1000.578793,0,1,0
2.0,25,1093.234709,0,1,0
17.0,31,1161.105862,0,3,0
7.0,85,1253.486341,0,2,0
10.0,13,1277.874871,0,2,0
5.0,47,1366.745831,0,1,0
25.0,13,1367.253208,0,1,0
9.0,51,1462.696347,0,3,0
10.0,16,1479.023554,0,1,0
10.0,23,1504.83856,0,2,0
11.0,25,1545.623176,0,2,0
4.0,22,1593.465628,0,2,0
-50.0,66,1693.154591,1,1,1.0
10.0,15,1724.243011,0,1,0
14.0,23,1739.406417,0,1,0
14.0,25,1768.66912,0,2,0
19.0,30,1793.23709,0,1,0
9.0,23,1871.315367,0,1,0
17.0,12,1873.134566,0,2,0
14.0,10,1874.668682,0,2,0
15.0,37,1940.479442,0,2,0
24.0,21,1965.501802,0,1,0
22.0,27,1967.258947,0,1,0
22.0,19,1997.902879,0,2,0
21.0,19,2014.166788,0,3,0
12.0,20,2014.653919,0,2,0
25.0,16,2021.856243,0,1,0
19.0,35,2144.149367,0,2,0
32.0,18,2173.59489,5,1,0.4
8.0,16,2173.840806,0,1,0
10.0,15,2175.918638,0,2,0
11.0,44,2199.333086,0,2,0
20.0,11,2231.337679,0,0,0
26.0,23,2266.937012,0,2,0
10.0,20,2267.336012,0,3,0
25.0,18,2299.673099,13,2,0.0
12.0,14,2299.814913,0,2,0
