#{"t_start": 1683377242.529109, "env_id": "sokoban_solver-turtle-v0"}
r,l,t
14.0,15,0.821349
1.0,9,0.945698
-8.0,11,1.046154
0.0,10,1.096563
-4.0,11,1.154014
0.0,9,1.193742
7.0,5,1.226718
9.0,11,1.290621
5.0,15,18.687665
5.0,16,18.778198
-8.0,11,18.814686
2.0,9,36.668479
-2.0,9,36.722383
5.0,8,36.749453
19.0,9,36.781497
9.0,9,36.828036
4.0,17,36.927767
2.0,14,37.014327
16.0,12,37.070567
0.0,18,37.394797
-6.0,11,37.445133
0.0,9,37.509486
5.0,10,37.544543
-2.0,10,37.586208
2.0,20,37.691861
12.0,11,37.733113
-8.0,12,37.78706
3.0,9,37.833541
1.0,7,37.873407
9.0,6,37.924611
-3.0,13,37.990099
5.0,7,55.644599
5.0,8,55.68173
5.0,22,89.272595
13.0,16,89.384185
14.0,11,105.76773
-5.0,7,105.817957
-2.0,23,106.001048
9.0,7,106.090933
5.0,8,106.152837
0.0,7,106.225082
4.0,9,106.284399
4.0,7,106.335199
0.0,5,106.363423
7.0,11,106.429914
5.0,11,122.781388
7.0,11,122.844778
10.0,11,122.931718
16.0,4,138.79466
14.0,8,138.853883
3.0,9,138.928369
0.0,19,139.066901
3.0,17,139.22122
-1.0,8,139.25543
10.0,11,139.353667
2.0,7,139.393323
9.0,13,139.466113
12.0,13,139.5508
-6.0,10,139.617929
-4.0,12,139.720871
1.0,17,174.592958
17.0,15,174.707085
6.0,8,174.750664
9.0,10,192.387854
5.0,18,192.520709
2.0,9,195.463622
-4.0,9,213.054872
0.0,5,213.102386
0.0,9,213.262555
3.0,11,213.348643
4.0,8,213.405381
3.0,9,213.481614
9.0,9,213.535977
11.0,15,213.623515
0.0,21,213.803759
8.0,8,213.847759
-3.0,12,213.916613
7.0,13,214.007745
0.0,16,214.098501
8.0,17,226.904838
-3.0,9,226.980839
14.0,9,227.041936
14.0,17,227.144813
3.0,15,227.271062
8.0,12,227.354161
-5.0,11,227.45325
-5.0,10,242.477073
2.0,9,258.616315
27.0,11,258.675539
4.0,10,328.511853
10.0,17,328.645562
8.0,15,344.747005
11.0,16,344.849413
0.0,16,344.932226
0.0,15,345.005946
2.0,16,345.099649
-4.0,12,351.233741
11.0,10,369.207796
-4.0,8,369.284275
10.0,9,369.342338
14.0,15,401.48978
0.0,9,401.545317
4.0,12,401.624546
-2.0,13,401.695259
9.0,12,401.767564
2.0,20,401.868058
-8.0,10,401.918358
8.0,11,401.971417
6.0,7,402.004572
4.0,9,418.331841
3.0,10,434.805363
15.0,12,434.906787
4.0,18,435.004357
-2.0,9,449.738728
10.0,12,449.81154
4.0,11,449.875428
1.0,10,449.942857
3.0,7,449.97782
8.0,10,450.121819
-1.0,11,450.216887
7.0,9,450.276036
0.0,13,482.719251
-2.0,11,494.979363
-5.0,5,495.017509
7.0,8,495.079215
11.0,20,495.224419
-4.0,13,495.298256
9.0,5,495.321538
-2.0,5,495.3545
5.0,11,495.456919
-1.0,7,495.498232
-4.0,5,495.53139
2.0,9,495.588988
2.0,9,495.787661
1.0,8,495.835912
3.0,12,495.921857
11.0,10,496.001261
6.0,11,512.40351
0.0,11,512.490237
0.0,16,512.601213
0.0,8,512.643993
-2.0,10,512.746888
0.0,10,512.830216
9.0,19,547.333145
15.0,7,547.382728
11.0,13,547.458233
3.0,17,547.58034
7.0,11,548.199065
0.0,10,551.323633
4.0,9,551.373057
0.0,11,551.445472
1.0,13,553.887425
5.0,7,553.926559
0.0,6,553.963647
11.0,9,554.055256
7.0,16,554.147998
4.0,6,554.181652
0.0,10,554.243298
-2.0,11,554.308119
11.0,13,554.38311
6.0,7,554.447503
0.0,8,554.495619
0.0,12,569.42332
1.0,17,569.52094
4.0,11,569.590993
2.0,22,569.746995
5.0,6,569.780357
0.0,12,569.856853
4.0,9,569.926075
6.0,6,569.962257
0.0,9,570.992285
9.0,12,571.058844
0.0,6,587.383147
12.0,16,602.275182
2.0,17,602.395266
0.0,17,632.419877
5.0,18,633.115753
0.0,6,633.170309
5.0,10,667.033261
0.0,8,667.14414
0.0,7,667.188964
1.0,15,667.312645
9.0,10,683.580507
14.0,16,733.584542
-1.0,14,733.659352
8.0,5,733.690893
0.0,7,733.73616
5.0,8,733.84655
4.0,12,733.945
0.0,19,734.084393
5.0,10,734.146595
7.0,15,749.792575
-2.0,8,749.876638
11.0,11,749.987247
4.0,8,750.08323
12.0,11,777.743612
5.0,17,794.815826
0.0,12,794.886792
9.0,12,794.970417
0.0,6,795.022952
0.0,9,795.098632
3.0,8,795.154826
-4.0,10,795.204003
-2.0,9,795.271902
0.0,10,795.35092
2.0,8,795.412073
4.0,10,795.503359
5.0,17,795.643437
4.0,8,795.695872
5.0,16,795.791801
-2.0,12,795.847726
0.0,13,795.915613
0.0,12,796.033361
3.0,9,796.130593
-4.0,12,796.191897
0.0,13,796.298154
-3.0,16,829.687947
0.0,8,829.757154
0.0,5,829.806877
5.0,9,829.876142
0.0,5,829.925934
2.0,7,845.838012
9.0,18,878.131267
5.0,5,878.173535
-2.0,10,878.235256
3.0,10,878.327647
0.0,10,878.380794
-4.0,11,878.445122
-4.0,16,878.577263
0.0,6,878.609456
4.0,6,878.63791
0.0,17,878.757441
10.0,15,896.127854
5.0,10,896.188428
5.0,11,896.255834
10.0,23,896.424024
0.0,9,896.525531
9.0,11,896.622826
10.0,9,896.66832
4.0,9,896.721626
15.0,18,896.840076
12.0,13,896.949
9.0,13,897.036438
8.0,11,897.084724
0.0,8,897.121516
0.0,10,897.180852
18.0,16,908.178436
-2.0,11,908.261517
3.0,12,908.385024
-4.0,5,940.32957
7.0,10,940.440761
12.0,11,940.512497
0.0,12,940.630212
11.0,11,940.728745
15.0,6,941.305797
-4.0,13,941.388627
0.0,9,941.446345
-4.0,8,941.497692
7.0,17,941.629048
4.0,11,941.717028
4.0,10,941.812564
-4.0,10,958.485829
8.0,15,958.560752
9.0,18,958.680986
5.0,19,958.823555
16.0,10,958.885625
8.0,9,958.949948
5.0,12,959.042158
12.0,10,1023.022089
-2.0,18,1023.168671
3.0,10,1023.247578
-2.0,11,1023.348315
5.0,8,1023.403885
