#{"t_start": 1684522123.8187623, "env_id": "arl-sokoban-turtle-v0"}
r,l,t,sol-length,crate,solver
15.0,20,16.296322,0,2,0
20.0,22,41.857909,0,2,0
9.0,28,55.031015,0,0,0
14.0,22,55.196451,0,1,0
19.0,15,77.201529,0,3,0
24.0,13,77.316705,0,2,0
17.0,17,119.677271,0,1,0
28.0,28,127.480947,0,2,0
-1.0,22,153.901518,1,1,0.8
15.0,14,166.162829,0,2,0
14.0,17,192.131039,0,1,0
18.0,44,251.283981,0,1,0
29.0,14,263.584972,9,2,0.0
29.0,11,263.680566,0,1,0
24.0,12,263.788247,0,1,0
23.0,37,288.675104,0,1,0
5.0,19,325.862095,0,1,0
19.0,10,325.980165,0,1,0
24.0,25,338.984598,0,2,0
3.0,14,353.465907,4,1,1.0
26.0,10,375.015204,7,1,0.25
14.0,13,375.141714,0,2,0
28.0,26,399.724596,0,2,0
23.0,19,399.848692,0,1,0
25.0,15,409.686061,0,2,0
27.0,22,440.025114,5,1,0.45
1.0,27,458.842592,0,2,0
24.0,18,471.196642,0,3,0
10.0,14,483.558557,0,0,0
14.0,29,493.602607,0,2,0
14.0,17,493.729643,0,1,0
20.0,28,501.83597,0,2,0
15.0,27,503.171194,0,2,0
21.0,16,542.017235,12,2,0.0
-4.0,68,590.242565,0,1,0
9.0,9,602.127257,0,2,0
19.0,28,616.086022,0,1,0
16.0,3,628.340898,8,1,0.0
14.0,15,628.515761,0,1,0
9.0,49,644.575321,0,2,0
25.0,12,656.983066,21,1,0.0
4.0,50,716.545382,0,1,0
29.0,63,744.69851,0,1,0
9.0,22,765.990588,0,1,0
14.0,92,841.500709,0,1,0
9.0,33,856.135871,0,3,0
5.0,57,906.174352,0,2,0
26.0,14,916.309838,0,2,0
13.0,61,938.541699,0,1,0
13.0,21,938.71304,0,1,0
4.0,45,1022.69369,0,1,0
15.0,22,1022.901443,0,2,0
23.0,26,1072.140503,0,2,0
25.0,14,1072.251356,0,1,0
5.0,38,1074.498984,0,1,0
20.0,21,1087.044065,0,1,0
4.0,23,1087.227573,0,1,0
19.0,17,1087.417189,0,1,0
9.0,17,1099.332061,0,2,0
15.0,32,1113.151004,0,1,0
19.0,15,1136.796012,0,1,0
25.0,25,1147.228822,0,2,0
19.0,21,1147.414247,0,1,0
9.0,44,1171.341409,0,1,0
15.0,26,1185.113456,0,2,0
10.0,11,1200.78374,0,2,0
10.0,28,1242.968939,0,1,0
14.0,18,1250.698824,0,1,0
10.0,33,1260.857401,0,0,0
28.0,9,1271.670251,6,1,0.15
4.0,21,1316.344302,0,0,0
5.0,48,1340.958034,0,1,0
9.0,21,1363.382261,0,1,0
14.0,12,1363.479574,0,1,0
19.0,43,1406.359653,0,1,0
9.0,11,1418.403137,0,1,0
14.0,17,1418.563185,0,1,0
14.0,27,1426.929124,0,2,0
4.0,27,1471.386103,0,1,0
24.0,23,1482.949379,0,1,0
9.0,52,1542.718839,0,1,0
24.0,27,1578.345175,0,1,0
9.0,2,1590.654935,9,2,0.0
19.0,9,1590.769196,0,2,0
29.0,18,1590.904469,0,2,0
8.0,35,1627.358316,0,1,0
0.0,42,1665.88782,0,1,0
10.0,42,1696.323017,0,2,0
19.0,47,1730.654744,0,3,0
6.0,28,1777.61814,0,1,0
14.0,17,1777.854259,0,1,0
19.0,20,1795.728615,0,2,0
0.0,39,1797.098507,0,2,0
14.0,16,1813.229784,0,2,0
5.0,41,1848.139391,0,1,0
19.0,23,1872.519334,0,1,0
19.0,32,1897.102614,0,2,0
5.0,26,1921.041763,0,0,0
4.0,15,1924.291222,0,2,0
9.0,55,1960.25293,0,1,0
23.0,19,1984.636166,0,2,0
-4.0,15,2014.543178,4,1,0.65
9.0,60,2026.311643,0,1,0
10.0,125,2098.685858,0,3,0
20.0,11,2098.780264,0,2,0
10.0,24,2145.462862,0,2,0
31.0,22,2169.686108,11,1,0.05
5.0,67,2254.958304,0,1,0
13.0,41,2282.128351,0,1,0
14.0,49,2307.5188,0,1,0
-4.0,17,2338.330665,0,1,0
5.0,28,2346.181798,0,1,0
13.0,10,2358.36366,0,1,0
24.0,125,2437.793013,0,2,0
0.0,35,2470.668511,0,3,0
14.0,115,2552.99812,0,1,0
0.0,125,2672.989805,0,1,0
-5.0,116,2729.11462,0,1,0
19.0,46,2756.660513,0,2,0
19.0,92,2810.713527,0,2,0
8.0,26,2824.815958,0,1,0
14.0,55,2834.296892,0,1,0
26.0,10,2864.894987,7,1,0.0
15.0,15,2865.017462,0,1,0
33.0,14,2873.274442,4,1,0.5
8.0,33,2907.286069,0,1,0
5.0,125,2993.22875,0,2,0
14.0,24,3029.585401,0,1,0
24.0,19,3041.346112,0,1,0
16.0,21,3041.484607,0,3,0
5.0,14,3078.92832,0,1,0
14.0,114,3171.200289,0,1,0
9.0,21,3171.383392,0,2,0
15.0,11,3171.501917,0,2,0
10.0,31,3189.027798,0,1,0
14.0,28,3204.243519,0,1,0
10.0,31,3217.208942,0,2,0
19.0,71,3257.003947,0,1,0
20.0,22,3257.218561,0,2,0
14.0,25,3269.62341,0,1,0
9.0,99,3297.133125,0,1,0
10.0,12,3316.811365,0,1,0
5.0,29,3341.026433,0,2,0
17.0,71,3455.343233,10,1,0.15
13.0,28,3504.637269,8,2,0.0
28.0,22,3529.756712,13,1,0.05
9.0,39,3547.558521,0,1,0
15.0,28,3548.47165,0,3,0
5.0,30,3559.392808,0,2,0
14.0,30,3575.033241,0,1,0
10.0,12,3575.157015,0,1,0
9.0,14,3584.858864,0,2,0
11.0,65,3626.349957,0,0,0
9.0,55,3661.722252,0,1,0
9.0,19,3661.958852,0,1,0
25.0,13,3677.679845,0,2,0
5.0,50,3683.75307,0,2,0
18.0,29,3731.414234,0,2,0
9.0,42,3789.429533,0,3,0
5.0,125,3905.887149,0,2,0
18.0,28,3906.383613,0,1,0
11.0,39,3950.616694,0,2,0
16.0,14,3950.725985,0,1,0
5.0,16,3963.122832,0,1,0
23.0,28,3975.666691,0,1,0
19.0,14,3975.78689,0,1,0
8.0,25,4003.817875,0,2,0
10.0,16,4003.933708,0,2,0
13.0,18,4004.061445,0,2,0
27.0,32,4027.418766,0,1,0
10.0,83,4054.858929,0,2,0
18.0,41,4091.633931,0,1,0
14.0,17,4092.001875,0,1,0
14.0,25,4105.682885,0,1,0
9.0,22,4105.867664,0,2,0
5.0,22,4117.950181,0,2,0
10.0,28,4144.214144,0,2,0
4.0,20,4166.58057,0,2,0
9.0,21,4179.100814,0,2,0
27.0,14,4191.171879,7,1,0.3
10.0,42,4204.026621,0,1,0
9.0,20,4216.772834,0,2,0
9.0,27,4252.541284,0,2,0
14.0,29,4268.21025,0,1,0
19.0,12,4279.517377,0,1,0
20.0,17,4291.322055,0,2,0
7.0,28,4301.02148,0,0,0
9.0,13,4301.122975,0,1,0
14.0,16,4337.297768,0,1,0
5.0,43,4371.861683,0,2,0
19.0,23,4372.061718,0,1,0
10.0,47,4395.130031,0,1,0
14.0,27,4417.294774,0,1,0
20.0,12,4443.180761,0,2,0
9.0,36,4473.074227,0,3,0
5.0,36,4497.752681,0,2,0
9.0,12,4497.854677,0,2,0
10.0,27,4506.841237,0,2,0
18.0,18,4552.182255,13,2,0.0
13.0,13,4558.170332,0,1,0
5.0,95,4597.633527,0,1,0
14.0,12,4630.586099,0,3,0
5.0,22,4653.535161,0,2,0
17.0,13,4653.705382,0,1,0
13.0,37,4688.634199,0,2,0
10.0,45,4717.6418,0,2,0
24.0,25,4728.208238,0,1,0
-5.0,90,4774.33669,0,2,0
14.0,21,4790.919029,0,1,0
5.0,125,4874.0578,0,1,0
19.0,18,4874.210079,0,2,0
9.0,125,4921.84221,0,1,0
18.0,20,4934.446508,0,1,0
5.0,11,4934.534986,0,0,0
13.0,23,4944.004297,0,2,0
1.0,55,4979.207397,0,2,0
19.0,16,4979.824622,0,1,0
13.0,17,5008.707173,0,1,0
15.0,30,5015.975214,0,3,0
24.0,22,5016.206228,0,1,0
22.0,7,5040.183022,12,1,0.1
14.0,25,5059.60112,0,2,0
9.0,59,5108.105086,0,1,0
19.0,16,5118.168721,0,1,0
10.0,59,5162.37878,0,0,0
9.0,26,5162.637148,0,2,0
33.0,20,5198.119297,0,1,0
20.0,28,5198.277698,0,2,0
10.0,29,5209.916248,0,2,0
5.0,22,5233.900206,0,2,0
19.0,38,5270.878718,0,1,0
9.0,39,5287.417117,0,2,0
20.0,14,5310.225968,0,2,0
9.0,40,5345.551845,0,2,0
20.0,11,5356.398624,0,1,0
10.0,41,5391.163724,0,1,0
27.0,44,5415.981123,22,1,0.0
14.0,33,5428.413987,0,1,0
21.0,46,5484.089641,0,2,0
10.0,28,5503.516382,0,1,0
20.0,34,5526.688772,0,1,0
13.0,25,5531.707491,0,2,0
0.0,66,5555.325854,0,1,0
4.0,17,5566.607192,0,1,0
20.0,20,5580.324313,0,0,0
15.0,21,5592.65377,0,1,0
36.0,26,5629.603832,21,1,0.0
18.0,47,5661.36871,0,1,0
9.0,32,5685.301553,0,1,0
18.0,27,5720.839198,0,2,0
4.0,55,5739.437829,0,2,0
10.0,17,5751.740524,0,1,0
19.0,17,5751.927589,0,1,0
10.0,62,5826.563007,0,0,0
15.0,17,5826.713639,0,2,0
28.0,15,5826.824532,0,3,0
8.0,25,5860.744328,0,2,0
29.0,22,5860.989079,0,2,0
27.0,18,5873.722728,0,2,0
9.0,24,5915.464995,0,1,0
9.0,36,5938.462078,0,2,0
-5.0,34,5973.683418,0,2,0
10.0,34,5984.330902,0,1,0
14.0,24,6018.241967,0,4,0
0.0,85,6046.658806,0,2,0
36.0,15,6079.422519,12,1,0.0
9.0,16,6079.576593,0,1,0
15.0,16,6088.412686,0,2,0
5.0,14,6109.476527,0,2,0
14.0,33,6121.070415,0,1,0
22.0,19,6121.491665,0,1,0
33.0,7,6133.769916,24,1,0.0
10.0,22,6146.282362,0,2,0
15.0,20,6156.153744,0,2,0
20.0,41,6193.199602,0,2,0
10.0,19,6207.232311,0,2,0
24.0,73,6265.771082,0,1,0
19.0,14,6268.871654,0,2,0
22.0,22,6269.041701,0,1,0
5.0,27,6291.012562,0,2,0
39.0,13,6301.708146,13,1,0.2
23.0,61,6325.526601,0,1,0
20.0,41,6360.434444,6,1,0.0
5.0,17,6360.564646,0,1,0
18.0,14,6383.247266,0,1,0
14.0,14,6414.592486,0,2,0
24.0,18,6438.081801,0,1,0
9.0,16,6452.386916,5,1,1.0
5.0,20,6477.166435,0,1,0
18.0,33,6480.087758,0,2,0
23.0,83,6590.049397,0,1,0
24.0,64,6655.67531,8,1,0.1
14.0,19,6655.835455,0,1,0
9.0,125,6756.428467,0,1,0
9.0,45,6756.910471,0,1,0
14.0,13,6757.263506,0,2,0
19.0,30,6781.557146,0,1,0
9.0,69,6860.907632,0,2,0
15.0,15,6894.346383,0,1,0
32.0,33,6931.441797,0,1,0
-5.0,16,6931.948289,2,1,1.0
18.0,14,6944.167245,0,1,0
14.0,58,6987.570654,0,1,0
18.0,13,6987.674848,0,2,0
9.0,50,7009.880721,0,1,0
23.0,43,7078.454471,8,1,0.05
19.0,10,7102.82843,6,1,0.0
0.0,18,7117.448781,0,2,0
17.0,20,7117.569579,0,1,0
23.0,11,7129.872064,0,1,0
25.0,13,7142.283997,0,1,0
19.0,35,7149.158621,0,2,0
14.0,19,7181.719647,0,1,0
24.0,30,7190.710219,0,1,0
20.0,17,7201.610703,0,1,0
38.0,12,7213.910174,0,2,0
14.0,15,7213.997136,0,2,0
23.0,18,7225.911739,0,1,0
14.0,15,7234.366196,0,2,0
18.0,37,7246.867809,0,1,0
24.0,19,7265.906151,0,1,0
26.0,19,7285.575978,7,1,0.45
14.0,47,7309.972893,0,1,0
23.0,22,7335.107318,8,1,0.05
10.0,21,7347.545472,0,2,0
15.0,16,7385.046845,0,1,0
24.0,30,7389.08525,0,2,0
27.0,25,7406.028293,11,1,0.1
15.0,21,7418.302504,0,1,0
26.0,12,7442.869269,17,1,0.0
-4.0,10,7444.784761,4,1,1.0
1.0,21,7444.962507,0,2,0
20.0,12,7450.287367,0,1,0
19.0,25,7475.041655,0,1,0
19.0,18,7483.047633,0,1,0
17.0,40,7530.503613,0,1,0
15.0,36,7560.743071,0,2,0
10.0,15,7560.849019,0,2,0
29.0,24,7576.197384,0,1,0
23.0,35,7612.941721,0,2,0
9.0,18,7625.273813,0,1,0
8.0,125,7736.526613,0,1,0
18.0,26,7748.945673,8,2,0.0
18.0,6,7772.503696,13,1,0.05
19.0,33,7795.273697,0,1,0
22.0,13,7795.381358,0,2,0
9.0,13,7813.574034,0,2,0
14.0,47,7831.862834,0,1,0
0.0,61,7833.940457,0,2,0
31.0,13,7858.48862,22,1,0.0
14.0,51,7874.016986,0,2,0
33.0,18,7886.361414,0,1,0
18.0,12,7898.306127,0,1,0
10.0,14,7910.562832,0,0,0
1.0,11,7936.607235,0,0,0
23.0,18,7953.019751,0,1,0
17.0,21,7977.449656,0,2,0
22.0,21,8006.101504,0,1,0
5.0,125,8091.30923,0,2,0
1.0,46,8114.153699,0,2,0
14.0,22,8137.896138,0,2,0
19.0,2,8150.112763,14,1,0.0
-4.0,19,8162.234824,0,2,0
9.0,28,8174.626689,0,1,0
8.0,75,8222.542155,0,2,0
1.0,17,8234.877957,0,2,0
5.0,22,8242.236359,0,1,0
19.0,36,8282.473362,0,2,0
22.0,34,8317.340797,0,2,0
9.0,20,8330.358155,0,1,0
24.0,20,8346.796353,0,1,0
17.0,20,8374.057495,3,1,0.25
14.0,26,8386.225577,0,1,0
15.0,52,8447.759211,0,2,0
21.0,6,8460.003535,16,2,0.0
10.0,25,8473.866679,0,1,0
14.0,36,8518.257468,0,2,0
9.0,37,8541.093281,0,2,0
13.0,51,8560.309431,0,2,0
24.0,15,8583.735078,0,2,0
15.0,33,8613.14982,0,2,0
33.0,26,8651.285874,14,2,0.0
14.0,15,8663.631893,0,2,0
15.0,30,8697.740993,0,2,0
12.0,16,8704.845425,0,1,0
16.0,17,8725.48031,5,1,0.35
15.0,12,8725.672383,0,2,0
14.0,30,8739.229514,0,2,0
5.0,10,8751.054803,0,1,0
34.0,10,8751.135475,0,1,0
19.0,34,8802.70825,0,2,0
16.0,12,8834.3046,0,2,0
5.0,13,8834.381189,0,2,0
23.0,17,8871.084085,14,1,0.0
18.0,25,8875.593306,0,1,0
10.0,20,8898.300815,0,0,0
18.0,35,8908.516572,0,1,0
19.0,35,8921.604167,0,1,0
15.0,11,8926.77061,0,1,0
15.0,15,8938.681937,0,2,0
19.0,21,8975.358988,0,1,0
19.0,16,8975.502279,0,1,0
20.0,57,9048.936634,0,1,0
14.0,45,9103.19578,0,2,0
0.0,55,9152.988424,0,2,0
9.0,15,9167.645287,0,2,0
15.0,30,9180.889448,0,1,0
25.0,11,9200.58642,8,2,0.35
19.0,20,9201.087224,0,1,0
25.0,15,9222.653003,0,2,0
6.0,29,9251.953246,0,1,0
15.0,16,9272.733782,0,2,0
15.0,21,9285.592405,0,1,0
28.0,9,9309.304525,4,1,0.25
19.0,55,9309.620193,0,1,0
0.0,57,9330.930178,0,2,0
5.0,90,9424.211049,0,0,0
8.0,125,9478.093179,0,2,0
19.0,17,9480.485271,0,1,0
17.0,75,9481.031954,0,1,0
24.0,21,9493.532695,0,1,0
4.0,125,9587.645196,0,1,0
