#{"t_start": 1684522125.3282237, "env_id": "arl-sokoban-turtle-v0"}
r,l,t,sol-length,crate,solver
28.0,7,14.673206,14,1,0.0
22.0,43,40.40787,0,1,0
19.0,20,53.53105,0,1,0
18.0,13,53.640955,0,1,0
29.0,16,53.741933,0,1,0
5.0,22,75.812354,0,2,0
0.0,33,125.855195,0,4,0
14.0,31,135.505164,0,3,0
20.0,4,164.534446,16,1,0.0
18.0,11,164.648938,0,1,0
22.0,17,190.616163,0,0,0
4.0,49,249.805158,0,1,0
9.0,32,262.267225,0,1,0
20.0,23,287.033166,6,1,0.05
23.0,23,309.02535,14,1,0.0
23.0,36,337.40468,9,1,0.0
10.0,33,363.814867,0,1,0
9.0,24,373.713126,0,1,0
9.0,24,398.266143,0,2,0
13.0,20,398.419744,0,3,0
8.0,47,457.271222,7,1,0.65
9.0,37,469.759752,0,3,0
5.0,17,488.644815,0,3,0
29.0,38,499.672029,5,1,0.5
9.0,21,500.309903,0,2,0
19.0,40,520.229197,0,1,0
11.0,16,552.875684,0,1,0
36.0,22,562.819465,7,1,0.3
9.0,20,575.187196,0,1,0
10.0,61,626.927821,0,2,0
8.0,17,628.375775,0,1,0
5.0,78,703.61017,0,1,0
24.0,34,715.14026,0,2,0
20.0,16,721.912896,0,1,0
24.0,49,764.423792,8,1,0.35
9.0,27,776.990383,0,2,0
14.0,22,801.448336,0,1,0
19.0,42,839.871882,0,1,0
19.0,29,840.86958,0,1,0
-4.0,20,855.360039,2,1,1.0
9.0,19,875.691257,0,2,0
9.0,19,900.309476,0,1,0
10.0,22,904.787967,0,1,0
15.0,24,914.934003,0,1,0
8.0,31,936.93216,0,1,0
14.0,52,961.006875,0,2,0
15.0,11,973.383591,0,1,0
10.0,22,1021.243803,0,1,0
5.0,28,1057.96721,0,1,0
5.0,24,1070.726492,0,1,0
9.0,38,1072.961464,0,2,0
19.0,91,1111.486003,0,1,0
14.0,39,1145.51508,0,1,0
10.0,110,1183.556189,0,0,0
24.0,18,1199.308139,0,1,0
10.0,23,1229.247193,0,0,0
9.0,120,1339.3551,0,1,0
14.0,20,1339.587779,0,2,0
24.0,42,1382.86446,6,1,0.2
29.0,12,1404.76437,7,1,0.15
9.0,12,1404.84549,0,0,0
28.0,18,1416.950084,0,1,0
25.0,29,1425.303051,0,2,0
19.0,11,1436.098891,10,2,0.2
5.0,32,1469.949265,0,2,0
17.0,20,1488.58321,7,1,0.6
10.0,37,1535.713213,0,2,0
0.0,76,1589.475457,0,1,0
17.0,18,1613.63742,0,1,0
19.0,41,1664.310836,0,2,0
