#{"t_start": 1678982694.2683115, "env_id": "sokoban-turtle-v0"}
r,l,t
7.0,21,17.714057
7.0,9,17.744711
-4.0,8,17.769283
6.0,17,17.822356
10.0,8,17.850696
-4.0,10,17.898095
-3.0,14,31.047811
1.0,8,31.083223
0.0,14,31.142418
-8.0,11,31.185533
6.0,13,31.219738
11.0,11,31.252344
11.0,10,31.289694
6.0,11,31.339506
1.0,12,31.380916
-5.0,6,31.408928
-4.0,16,31.48853
0.0,7,31.524915
-8.0,17,31.602146
5.0,11,31.645537
-4.0,11,31.680974
-4.0,9,31.702877
0.0,11,31.778947
-4.0,6,31.814989
-1.0,21,31.881047
6.0,9,31.94954
-14.0,12,32.006552
6.0,11,32.044659
1.0,7,32.06734
10.0,9,32.100251
2.0,10,32.146902
-4.0,6,32.178727
6.0,10,32.22393
-1.0,16,32.298814
-4.0,7,32.342982
2.0,11,32.418691
-4.0,6,32.456599
5.0,15,32.516399
2.0,14,32.584007
16.0,15,32.650957
0.0,11,32.72168
6.0,7,32.763237
-8.0,10,32.807459
6.0,9,32.839474
10.0,11,32.893472
-4.0,15,32.959845
6.0,14,33.049117
11.0,13,33.082915
-5.0,17,33.15968
11.0,14,33.206954
2.0,9,33.229487
0.0,11,33.270298
4.0,9,33.348279
0.0,8,33.373954
-4.0,10,33.414958
-5.0,8,33.437428
-3.0,11,33.467263
-10.0,29,33.584172
6.0,13,33.625651
-4.0,8,33.652533
5.0,8,33.680334
-3.0,14,33.729686
0.0,12,33.779428
4.0,10,33.821428
2.0,12,33.902973
6.0,6,33.934717
6.0,13,33.994337
15.0,18,34.098968
11.0,10,34.134109
6.0,12,34.188201
0.0,10,34.21868
6.0,8,34.268133
-4.0,9,34.308413
-4.0,11,34.357715
-4.0,9,34.398361
1.0,8,34.428052
12.0,9,34.455772
0.0,8,34.496869
0.0,16,35.148671
6.0,10,35.176824
6.0,8,35.204863
1.0,9,35.236013
-13.0,27,35.343346
1.0,9,35.36237
0.0,8,35.403771
0.0,14,35.449092
5.0,11,35.486255
6.0,14,35.572893
-8.0,16,36.950119
15.0,11,36.98161
-2.0,20,37.065915
0.0,9,37.095455
-9.0,13,37.12871
2.0,9,37.151356
6.0,8,37.172477
5.0,11,37.206943
2.0,10,37.244679
11.0,11,37.270473
-2.0,10,37.299267
10.0,11,37.353075
0.0,11,37.393153
-12.0,9,37.432971
-5.0,15,37.514359
0.0,8,37.552252
-5.0,8,37.610346
-4.0,13,37.653495
-8.0,12,37.692119
-7.0,10,37.730138
6.0,12,37.78104
0.0,10,37.812438
-4.0,14,37.858165
2.0,8,37.883248
0.0,7,37.913074
4.0,8,37.946934
-4.0,7,37.972615
-8.0,9,38.008232
7.0,9,38.048814
0.0,6,38.066695
7.0,11,38.096655
2.0,12,38.141446
21.0,21,38.250809
-4.0,15,38.31056
2.0,12,38.34953
-2.0,14,38.393408
4.0,12,38.448521
2.0,11,38.493771
-8.0,9,38.51876
-4.0,9,38.548434
-8.0,12,38.600408
6.0,17,38.667034
11.0,10,38.712494
1.0,6,38.730791
2.0,12,38.769703
0.0,19,38.835718
2.0,16,38.89474
6.0,6,38.944849
-4.0,16,38.993428
1.0,10,39.027265
-5.0,10,39.069061
6.0,9,39.11115
6.0,14,39.165502
0.0,19,43.591433
-4.0,12,44.33901
-2.0,13,44.391083
-4.0,7,44.407607
-5.0,17,44.461127
-8.0,14,44.507962
-5.0,10,44.555008
1.0,12,44.626857
0.0,14,44.693137
2.0,10,44.726871
5.0,18,44.780083
-4.0,13,44.82086
-4.0,14,44.880899
1.0,9,44.906337
0.0,5,44.927231
1.0,8,44.956234
1.0,16,45.008702
-4.0,14,45.05881
0.0,12,45.109098
-1.0,13,45.145669
5.0,10,45.173396
3.0,11,45.210523
-5.0,10,45.236943
2.0,21,45.306017
0.0,11,45.373807
2.0,9,45.435436
6.0,12,45.477648
-4.0,11,45.510185
1.0,7,45.529407
-4.0,15,45.574131
6.0,11,45.613991
12.0,9,45.634234
10.0,6,45.654002
4.0,11,47.016603
16.0,10,47.061222
-2.0,14,47.108933
6.0,18,47.161461
-3.0,15,166.789671
0.0,12,166.825633
4.0,14,166.88713
-8.0,17,166.948992
0.0,9,166.97871
-5.0,12,167.022209
-4.0,10,167.070824
-8.0,15,167.130301
2.0,14,167.177562
6.0,9,167.207252
-4.0,15,167.28888
0.0,10,167.320465
0.0,11,167.360264
6.0,10,167.387722
