#{"t_start": 1684646331.8146667, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-7.5,75,15.751109,False
-7.5,75,16.678301,False
-7.5,75,17.629353,False
-7.5,75,18.576801,False
-7.5,75,19.719908,False
-7.5,75,20.904003,False
-7.5,75,22.224954,False
-7.5,75,23.550159,False
-7.5,75,24.943333,False
-7.5,75,26.283779,False
-7.5,75,27.593687,False
-7.5,75,28.919317,False
-7.5,75,32.078986,False
-7.5,75,33.446281,False
-7.5,75,34.739787,False
-7.5,75,36.083919,False
-7.5,75,37.491039,False
-7.5,75,38.862794,False
-7.5,75,40.337342,False
-7.5,75,41.625069,False
-7.5,75,43.458299,False
-7.5,75,44.789389,False
-7.5,75,46.161093,False
-7.5,75,47.437554,False
10.8,2,48.118046,True
10.8,2,48.147941,True
10.8,2,48.185972,True
10.8,2,48.21357,True
10.8,2,48.240001,True
10.8,2,48.271021,True
10.8,2,48.298385,True
10.8,2,48.333379,True
10.8,2,48.362365,True
10.8,2,48.404389,True
10.8,2,48.443367,True
10.0,10,48.613788,True
10.5,5,48.702794,True
10.8,2,48.735256,True
10.8,2,48.771743,True
10.7,3,48.823178,True
10.8,2,48.861588,True
10.8,2,48.89644,True
10.8,2,48.926912,True
10.8,2,48.968333,True
10.8,2,48.998605,True
10.8,2,49.031422,True
10.8,2,49.067764,True
10.8,2,49.109946,True
10.7,3,49.155072,True
10.8,2,49.192262,True
10.7,3,49.24525,True
10.8,2,49.282702,True
10.8,2,49.320362,True
10.8,2,49.350963,True
10.8,2,49.411735,True
10.8,2,49.442644,True
10.8,2,49.472411,True
10.8,2,49.501678,True
10.8,2,49.5385,True
10.8,2,49.573616,True
10.8,2,49.607324,True
10.8,2,49.638663,True
10.8,2,49.677595,True
10.8,2,49.710896,True
10.8,2,49.745413,True
10.8,2,49.775823,True
10.8,2,49.815062,True
10.8,2,49.843616,True
10.8,2,49.872578,True
10.8,2,49.900838,True
10.6,4,49.979552,True
10.8,2,50.019132,True
10.8,2,50.058215,True
10.8,2,50.092411,True
10.8,2,50.127733,True
10.8,2,50.159586,True
10.8,2,51.681467,True
10.8,2,51.72198,True
10.8,2,51.75034,True
-1.0,10,51.936163,False
10.7,3,51.989697,True
10.8,2,52.022311,True
10.6,4,52.088457,True
10.8,2,52.116045,True
10.8,2,52.157316,True
10.8,2,52.189951,True
10.8,2,52.229779,True
10.8,2,52.265243,True
10.8,2,52.308053,True
10.8,2,52.338092,True
10.8,2,52.369112,True
10.8,2,52.406473,True
10.8,2,52.439767,True
10.8,2,52.472061,True
10.8,2,52.509835,True
10.8,2,52.540039,True
10.8,2,52.573441,True
10.8,2,52.607793,True
10.8,2,52.644154,True
10.8,2,52.683383,True
10.8,2,52.71759,True
10.8,2,52.754259,True
10.8,2,52.784517,True
10.8,2,52.810388,True
10.8,2,52.849773,True
10.8,2,52.893768,True
