#{"t_start": 1685259428.5660908, "env_id": "arl-sokoban-turtle-v0"}
r,l,t,sol-length,crate,solver
22.0,24,38.53311,8,1,0.0
33.0,106,182.839609,15,1,0.0
19.0,18,192.782295,0,0,0
10.0,85,280.61448,0,0,0
18.0,38,344.282261,7,1,0.1
7.0,56,370.448609,0,1,0
23.0,22,382.899572,0,1,0
28.0,41,409.166824,0,1,0
15.0,18,409.289375,0,1,0
14.0,12,429.542332,0,1,0
8.0,31,466.267027,0,0,0
5.0,28,478.828578,0,0,0
10.0,49,528.090799,0,0,0
4.0,125,695.786294,0,1,0
23.0,94,794.427779,0,1,0
14.0,43,874.839259,0,0,0
23.0,28,899.854325,9,1,0.0
19.0,125,1053.157027,0,1,0
19.0,25,1090.681867,0,1,0
18.0,36,1136.561824,0,1,0
23.0,11,1161.162036,3,1,0.05
15.0,50,1205.238832,0,1,0
35.0,18,1253.528819,0,1,0
13.0,35,1325.68093,0,1,0
20.0,48,1391.639444,0,1,0
14.0,125,1487.054684,0,1,0
-4.0,17,1503.204583,2,1,0.8
41.0,29,1528.100924,23,1,0.0
21.0,18,1552.257819,10,2,0.1
17.0,34,1565.042556,0,1,0
14.0,125,1680.679043,0,1,0
23.0,56,1778.448808,5,1,0.45
13.0,29,1780.872181,0,1,0
9.0,16,1813.445125,0,2,0
2.0,14,1836.297146,11,1,0.7
24.0,36,1860.239484,0,1,0
24.0,37,1867.949854,0,1,0
15.0,17,1891.133667,0,1,0
14.0,24,1922.776342,0,2,0
10.0,55,1995.250613,0,0,0
22.0,20,2007.735418,0,2,0
35.0,18,2040.820806,8,1,0.15
4.0,50,2073.888362,0,0,0
9.0,94,2157.30954,0,1,0
9.0,27,2194.631559,0,1,0
14.0,125,2348.665021,0,2,0
7.0,11,2360.108421,0,1,0
19.0,16,2372.592376,9,1,0.0
5.0,40,2372.858252,0,1,0
19.0,19,2373.374266,0,1,0
8.0,16,2386.036168,0,1,0
16.0,37,2440.725964,0,0,0
24.0,26,2440.978151,0,2,0
14.0,125,2637.381378,0,1,0
22.0,20,2649.862926,8,1,0.0
18.0,42,2710.223425,5,1,0.0
24.0,15,2735.006684,0,1,0
14.0,35,2747.528657,0,2,0
19.0,83,2823.653268,9,1,0.0
20.0,81,2910.102209,11,1,0.0
10.0,13,2922.095407,0,0,0
19.0,23,2946.994844,0,1,0
4.0,117,3043.579153,0,1,0
9.0,121,3163.946575,0,1,0
14.0,19,3175.679195,0,1,0
37.0,32,3199.651896,10,1,0.15
3.0,11,3212.051547,8,1,0.7
8.0,66,3329.861978,1,1,0.85
14.0,26,3354.792041,0,2,0
14.0,113,3440.79415,0,2,0
10.0,33,3453.384319,0,1,0
24.0,14,3465.857774,0,2,0
9.0,27,3478.364012,0,2,0
28.0,35,3545.691584,0,1,0
26.0,14,3594.055662,12,1,0.0
14.0,22,3617.087701,0,1,0
4.0,37,3666.13917,0,1,0
22.0,21,3678.588825,0,1,0
1.0,41,3750.860658,0,0,0
-2.0,18,3797.654597,4,1,1.0
9.0,38,3850.528004,0,1,0
20.0,79,3925.378322,0,1,0
10.0,125,4049.901293,0,2,0
19.0,22,4074.842842,0,1,0
20.0,33,4134.227662,0,1,0
9.0,44,4149.181892,0,1,0
19.0,27,4184.760326,0,1,0
15.0,24,4197.221041,0,1,0
17.0,17,4206.793813,0,1,0
9.0,24,4243.960903,0,1,0
15.0,52,4296.440352,0,2,0
27.0,109,4438.288937,8,1,0.0
19.0,20,4497.433495,6,1,0.2
21.0,17,4522.063673,0,1,0
32.0,17,4534.573622,18,1,0.0
17.0,27,4558.46275,0,1,0
13.0,125,4691.767311,0,1,0
8.0,112,4726.51034,0,1,0
24.0,23,4744.586599,0,1,0
24.0,19,4763.393998,0,1,0
24.0,46,4803.472883,0,1,0
14.0,39,4816.081724,5,1,0.0
10.0,63,4850.226014,0,2,0
5.0,115,4960.14037,0,1,0
15.0,21,4960.294586,0,2,0
23.0,50,5075.801177,0,1,0
27.0,32,5097.458757,0,2,0
33.0,16,5134.88061,9,1,0.0
25.0,24,5171.120873,8,1,0.15
-9.0,11,5183.686918,1,1,1.0
20.0,32,5215.291144,6,1,0.05
5.0,41,5240.067983,0,1,0
18.0,46,5289.583028,0,1,0
28.0,24,5289.829483,0,1,0
20.0,41,5302.48842,0,2,0
29.0,16,5313.626091,6,1,0.2
19.0,57,5373.819359,0,1,0
24.0,34,5398.747051,0,1,0
19.0,20,5410.189848,0,1,0
21.0,25,5435.098647,11,1,0.0
15.0,31,5476.899669,8,1,0.6
-1.0,71,5530.122953,0,1,0
-4.0,27,5542.830988,0,0,0
29.0,24,5616.296348,0,1,0
20.0,17,5616.416924,0,0,0
11.0,67,5664.638722,0,1,0
9.0,19,5664.794325,0,1,0
24.0,125,5761.174618,0,1,0
9.0,10,5773.548683,0,1,0
20.0,36,5798.416288,0,1,0
25.0,12,5798.486887,0,0,0
26.0,111,5851.162101,10,1,0.1
28.0,19,5877.145928,0,1,0
19.0,11,5889.569757,0,1,0
23.0,30,5914.577767,0,1,0
24.0,34,5927.064176,0,1,0
22.0,14,5927.163774,0,1,0
24.0,13,5927.282655,0,1,0
9.0,67,5975.785383,0,1,0
23.0,19,5975.959388,0,1,0
20.0,85,6068.136669,0,1,0
14.0,63,6125.772219,0,1,0
24.0,22,6164.496296,10,1,0.0
24.0,15,6203.073447,0,1,0
14.0,125,6346.984848,0,1,0
33.0,19,6371.658951,0,1,0
18.0,21,6396.669921,0,1,0
14.0,74,6486.518087,0,1,0
10.0,39,6511.70062,0,0,0
15.0,52,6534.542974,0,1,0
19.0,22,6573.877098,0,1,0
21.0,33,6623.532959,17,1,0.0
14.0,36,6635.978877,0,1,0
40.0,50,6684.437669,17,1,0.0
15.0,125,6825.960969,0,2,0
19.0,57,6885.576887,0,1,0
13.0,62,6922.277606,0,1,0
27.0,40,6959.331619,0,1,0
15.0,23,6971.818279,0,0,0
4.0,26,6995.929072,0,1,0
9.0,63,7048.716144,0,1,0
25.0,29,7085.864818,11,1,0.0
18.0,12,7097.359512,7,1,0.1
22.0,14,7120.45956,0,1,0
14.0,15,7132.877237,0,1,0
37.0,21,7143.945781,9,1,0.2
14.0,54,7198.048113,0,1,0
24.0,12,7220.052529,0,1,0
19.0,36,7269.237744,0,1,0
18.0,31,7294.479861,0,1,0
6.0,57,7294.919604,0,0,0
33.0,15,7332.112914,0,1,0
22.0,23,7356.697735,12,1,0.05
13.0,15,7368.023649,0,0,0
19.0,42,7411.480755,0,1,0
