#{"t_start": 1682355471.4199631, "env_id": "sokoban-turtle-v0"}
r,l,t
2.0,11,3.80048
-6.0,17,3.99932
-6.0,11,4.095165
-9.0,19,4.289587
10.0,10,4.377309
-2.0,8,4.447011
-1.0,8,4.52133
-6.0,10,4.632983
-5.0,12,4.799306
2.0,6,4.841504
-15.0,17,5.00236
4.0,13,5.127523
-13.0,7,5.17888
-5.0,9,5.263034
4.0,8,5.343763
5.0,6,5.402901
-3.0,9,5.478213
1.0,13,5.599296
-7.0,16,5.866537
-7.0,8,5.930901
0.0,13,6.045448
5.0,7,6.118105
-3.0,10,6.216193
-6.0,8,6.314186
-5.0,8,6.390017
4.0,10,6.482433
-5.0,10,6.571574
-11.0,8,6.656716
7.0,7,6.72981
1.0,9,6.817981
1.0,14,6.956152
-12.0,17,7.110658
0.0,9,7.21115
0.0,15,7.364835
4.0,21,7.604641
-4.0,8,7.698265
0.0,9,7.908396
-9.0,12,8.019109
-9.0,11,8.136829
-12.0,10,8.311663
-5.0,7,8.402853
-5.0,6,8.470933
1.0,9,8.62885
5.0,10,8.750772
8.0,11,8.914286
5.0,13,9.13149
-4.0,15,9.408711
0.0,11,9.612538
5.0,8,9.74207
1.0,17,10.127735
8.0,8,10.330843
-2.0,16,10.726288
-5.0,13,11.043206
-5.0,11,11.32935
-5.0,6,11.497673
14.0,9,11.816096
-4.0,10,12.108893
-8.0,11,12.422721
-5.0,10,12.714267
-7.0,11,13.053269
5.0,8,13.282745
-4.0,8,13.512769
-3.0,11,13.827271
-5.0,7,14.043269
0.0,15,14.427724
-4.0,12,14.789352
8.0,11,15.102233
-2.0,12,15.432441
-4.0,11,15.759332
-1.0,13,16.165316
4.0,18,16.973249
-13.0,20,17.560305
-6.0,12,17.998683
0.0,7,18.205871
1.0,10,18.496027
2.0,8,18.7405
-5.0,8,18.989371
10.0,18,19.43415
11.0,10,19.730697
-5.0,9,20.003301
-3.0,9,20.30726
5.0,8,20.574508
0.0,10,20.861034
5.0,5,21.01178
-9.0,18,21.56937
1.0,15,22.021198
5.0,6,22.184685
3.0,6,22.355201
2.0,13,22.747093
-9.0,16,23.238296
4.0,16,23.819314
-2.0,10,24.232108
15.0,11,24.541278
2.0,7,24.780672
-2.0,9,25.027306
6.0,12,25.389973
-4.0,9,25.680575
2.0,12,26.016528
0.0,12,26.35872
-4.0,12,26.750387
0.0,6,26.92214
-7.0,12,27.306314
4.0,13,27.692335
-6.0,8,27.952787
14.0,7,28.13082
0.0,11,28.461891
-4.0,11,28.795907
-3.0,10,29.115822
0.0,15,29.626762
0.0,7,29.837052
7.0,5,30.002214
0.0,12,30.431027
5.0,7,30.644814
-6.0,20,31.301
4.0,10,31.613142
0.0,7,31.838642
-5.0,10,32.164254
-10.0,13,32.617683
-4.0,9,32.904575
-4.0,14,33.387146
-6.0,9,33.6695
-2.0,7,33.905786
-10.0,7,34.107885
1.0,14,34.549318
-2.0,13,34.906252
4.0,10,35.221292
-3.0,6,35.422153
10.0,7,35.671422
-2.0,6,35.891509
14.0,17,36.474606
3.0,15,37.038105
6.0,7,37.274191
0.0,10,37.599519
0.0,9,37.898407
-8.0,16,38.419031
1.0,16,38.923643
-10.0,9,39.245231
-5.0,18,39.834228
8.0,15,40.317571
-1.0,17,40.850441
3.0,13,41.244266
0.0,7,41.462968
-2.0,23,42.183973
-5.0,10,42.507681
-11.0,7,42.737302
-4.0,14,43.210798
-10.0,16,43.837432
5.0,8,44.101975
7.0,13,44.539876
0.0,7,44.765121
-5.0,7,44.960258
-2.0,14,45.395448
3.0,12,45.813434
-9.0,6,46.00175
0.0,6,46.210504
0.0,13,46.608123
0.0,18,47.24378
2.0,23,48.081378
-4.0,13,48.520069
0.0,14,48.9887
5.0,11,49.367197
6.0,16,49.906081
-5.0,9,56.898929
-15.0,10,57.22357
2.0,15,57.678625
-5.0,6,57.888917
4.0,15,58.351207
-16.0,9,58.630399
-2.0,13,59.0714
4.0,7,59.283271
11.0,9,59.585586
-11.0,15,60.098391
19.0,24,60.914245
9.0,8,61.171703
7.0,9,61.482915
-4.0,10,61.811399
4.0,13,62.249654
-12.0,22,62.996962
-10.0,8,63.248759
19.0,14,69.549722
