#{"t_start": 1685220598.5305367, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
10.0,10,11.802094,True
-3.0,30,12.26341,False
8.2,28,12.590161,True
-3.0,30,12.921305,False
-3.0,30,13.265903,False
8.7,23,13.531973,True
-3.0,30,13.84928,False
-3.0,30,14.241441,False
-3.0,30,14.603666,False
-3.0,30,14.940794,False
-3.0,30,15.295135,False
-3.0,30,15.613542,False
-3.0,30,16.0015,False
-3.0,30,16.390647,False
-3.0,30,16.829722,False
-3.0,30,17.265995,False
-3.0,30,17.677173,False
-3.0,30,18.082258,False
-3.0,30,18.521295,False
-3.0,30,18.995944,False
-3.0,30,19.453609,False
9.5,15,19.698583,True
-3.0,30,20.337461,False
-3.0,30,20.799981,False
10.0,10,20.972846,True
-3.0,30,21.475338,False
-3.0,30,21.92449,False
-3.0,30,22.433765,False
9.8,12,22.629547,True
-3.0,30,23.156436,False
-3.0,30,23.663317,False
-3.0,30,24.179848,False
9.8,12,24.390098,True
-3.0,30,24.888436,False
-3.0,30,25.348422,False
-3.0,30,25.850936,False
8.5,25,26.252725,True
-3.0,30,26.72955,False
-3.0,30,27.208221,False
-3.0,30,27.749446,False
-3.0,30,28.285462,False
-3.0,30,28.799091,False
8.3,27,29.260545,True
-3.0,30,29.789644,False
9.1,19,30.113231,True
-3.0,30,30.789647,False
-3.0,30,31.316147,False
9.0,20,31.659178,True
8.6,24,32.061869,True
8.9,21,32.429892,True
-3.0,30,32.921187,False
-3.0,30,33.418977,False
-3.0,30,33.924206,False
-3.0,30,34.422247,False
-3.0,30,34.92188,False
9.8,12,35.116411,True
-3.0,30,35.617769,False
-3.0,30,36.113123,False
-3.0,30,36.614274,False
-3.0,30,37.113673,False
-3.0,30,37.601329,False
-3.0,30,38.152211,False
-3.0,30,38.681283,False
-3.0,30,39.173202,False
8.5,25,39.605986,True
-3.0,30,40.128232,False
-3.0,30,40.647526,False
-3.0,30,41.162035,False
-3.0,30,41.791907,False
-3.0,30,42.358183,False
-3.0,30,42.889451,False
-3.0,30,43.429503,False
8.9,21,43.816936,True
9.1,19,44.165082,True
-3.0,30,102.73509,False
8.3,27,103.229995,True
9.7,13,103.464596,True
-3.0,30,103.981068,False
-3.0,30,104.535852,False
-3.0,30,105.065601,False
-3.0,30,105.591825,False
-3.0,30,106.128913,False
8.4,26,106.568768,True
-3.0,30,107.068392,False
-3.0,30,107.624303,False
8.0,30,108.171962,True
-3.0,30,108.713893,False
-3.0,30,109.255964,False
-3.0,30,109.797658,False
-3.0,30,110.347789,False
-3.0,30,111.0316,False
8.3,27,111.516606,True
-3.0,30,112.046004,False
-3.0,30,112.584312,False
-3.0,30,113.158698,False
-3.0,30,113.716489,False
8.4,26,114.168957,True
-3.0,30,114.695445,False
-3.0,30,115.223661,False
-3.0,30,115.761267,False
9.2,18,116.107785,True
-3.0,30,116.634467,False
-3.0,30,117.183778,False
10.2,8,117.321369,True
-3.0,30,117.860622,False
8.8,22,118.255313,True
-3.0,30,118.797397,False
-3.0,30,119.344187,False
9.5,15,119.622168,True
8.3,27,120.081274,True
-3.0,30,120.645815,False
9.3,17,120.964805,True
-3.0,30,121.489102,False
-3.0,30,122.198315,False
-3.0,30,122.732052,False
-3.0,30,123.274621,False
8.7,23,123.678375,True
-3.0,30,124.221311,False
10.2,8,124.359425,True
-3.0,30,124.884135,False
9.6,14,125.143942,True
9.6,14,125.398251,True
9.8,12,125.611372,True
-3.0,30,126.148058,False
-3.0,30,126.679034,False
-3.0,30,127.193083,False
-3.0,30,127.715363,False
8.9,21,128.095946,True
-3.0,30,128.624273,False
-3.0,30,129.185568,False
10.0,10,129.36393,True
-3.0,30,129.905583,False
-3.0,30,130.432554,False
-3.0,30,130.963432,False
-3.0,30,131.498325,False
-3.0,30,132.009459,False
-3.0,30,132.557372,False
9.7,13,132.797401,True
-3.0,30,133.4938,False
9.4,16,133.775835,True
-3.0,30,134.292466,False
9.9,11,134.496873,True
-3.0,30,135.036834,False
-3.0,30,135.532144,False
-3.0,30,136.056409,False
-3.0,30,136.590362,False
-3.0,30,137.133486,False
9.3,17,137.430464,True
-3.0,30,137.978686,False
-3.0,30,138.513848,False
9.4,16,138.797261,True
-3.0,30,139.313302,False
-3.0,30,198.748432,False
-3.0,30,199.299368,False
9.3,17,199.579298,True
-3.0,30,200.105208,False
9.6,14,200.356237,True
9.4,16,200.625327,True
9.5,15,200.883871,True
8.3,27,201.343369,True
8.9,21,201.693763,True
9.8,12,201.891005,True
10.3,7,202.003578,True
9.5,15,202.263921,True
-3.0,30,202.777451,False
9.7,13,203.017705,True
9.1,19,203.532299,True
9.8,12,203.744267,True
9.4,16,204.030895,True
-3.0,30,204.567512,False
9.5,15,204.841456,True
-3.0,30,205.396016,False
-3.0,30,205.94524,False
-3.0,30,206.496128,False
9.5,15,206.754654,True
8.1,29,207.247149,True
10.4,6,207.355209,True
9.4,16,207.646324,True
8.2,28,208.148069,True
-3.0,30,208.677497,False
-3.0,30,209.189849,False
9.1,19,209.534077,True
-3.0,30,210.053058,False
9.6,14,210.30144,True
-3.0,30,210.847126,False
9.3,17,211.168195,True
-3.0,30,211.711199,False
9.7,13,211.95214,True
8.0,30,212.495838,True
-3.0,30,213.0458,False
8.4,26,213.523271,True
8.5,25,213.962982,True
-3.0,30,214.504642,False
8.8,22,215.064867,True
-3.0,30,215.594471,False
-3.0,30,216.141963,False
-3.0,30,216.676841,False
8.4,26,217.137186,True
-3.0,30,217.66501,False
-3.0,30,218.236509,False
10.0,10,218.414615,True
9.7,13,218.654838,True
8.8,22,219.039573,True
8.2,28,219.537608,True
-3.0,30,220.081222,False
-3.0,30,220.590319,False
10.3,7,220.719646,True
8.4,26,221.172481,True
-3.0,30,221.7203,False
10.2,8,221.85764,True
-3.0,30,222.414459,False
9.9,11,222.607383,True
9.8,12,222.82741,True
-3.0,30,223.37749,False
-3.0,30,223.936745,False
-3.0,30,224.514397,False
10.3,7,224.650445,True
-3.0,30,225.213452,False
-3.0,30,225.76657,False
-3.0,30,226.465251,False
9.1,19,226.825325,True
9.4,16,227.088374,True
-3.0,30,227.617209,False
9.7,13,227.837049,True
9.1,19,228.156805,True
10.2,8,228.299757,True
-3.0,30,228.831028,False
-3.0,30,229.337429,False
9.0,20,229.710903,True
-3.0,30,230.249959,False
9.6,14,230.502309,True
9.2,18,230.807706,True
9.9,11,230.992754,True
9.8,12,231.187702,True
-3.0,30,231.702189,False
-3.0,30,232.193274,False
8.8,22,232.591643,True
8.4,26,233.038022,True
9.3,17,233.340465,True
8.4,26,233.791939,True
10.0,10,233.968114,True
-3.0,30,234.520153,False
8.8,22,234.895534,True
9.4,16,235.19275,True
-3.0,30,295.146015,False
10.3,7,295.281316,True
9.3,17,295.593328,True
10.1,9,295.761552,True
-3.0,30,296.311332,False
10.4,6,296.421057,True
9.6,14,296.665565,True
9.7,13,297.085253,True
8.3,27,297.573844,True
9.4,16,297.865061,True
9.6,14,298.116905,True
-3.0,30,298.667913,False
9.8,12,298.890232,True
9.7,13,299.148371,True
-3.0,30,299.676597,False
9.0,20,300.030901,True
10.3,7,300.142409,True
10.4,6,300.244203,True
9.0,20,300.621891,True
8.7,23,301.037621,True
10.0,10,301.215792,True
10.0,10,301.392865,True
8.5,25,301.836024,True
10.3,7,301.957368,True
9.9,11,302.142926,True
9.9,11,302.32874,True
-3.0,30,302.81467,False
9.5,15,303.075311,True
10.3,7,303.191206,True
9.5,15,303.459466,True
9.2,18,303.803661,True
10.2,8,303.948061,True
8.8,22,304.340958,True
9.4,16,304.643609,True
8.9,21,305.025108,True
9.7,13,305.263206,True
10.1,9,305.416517,True
-3.0,30,305.957083,False
9.2,18,306.274314,True
9.5,15,306.561575,True
9.3,17,306.879773,True
10.3,7,307.013901,True
8.6,24,307.43475,True
9.9,11,307.637427,True
10.1,9,307.807734,True
8.7,23,308.370675,True
9.7,13,308.613873,True
-3.0,30,309.161294,False
-3.0,30,309.707014,False
10.0,10,309.893135,True
-3.0,30,310.429487,False
9.3,17,310.732873,True
8.7,23,311.119782,True
9.4,16,311.398636,True
9.9,11,311.593391,True
9.2,18,311.920952,True
-3.0,30,312.445092,False
-3.0,30,312.95728,False
8.8,22,313.364128,True
9.6,14,313.612462,True
-3.0,30,314.152854,False
10.3,7,314.270135,True
10.1,9,314.436474,True
-3.0,30,314.973425,False
9.8,12,315.20429,True
9.9,11,315.410134,True
9.4,16,315.691257,True
9.9,11,315.891033,True
9.8,12,316.093086,True
9.1,19,316.42144,True
9.4,16,316.690842,True
8.9,21,317.085834,True
-3.0,30,317.634318,False
9.3,17,317.931463,True
9.1,19,318.260878,True
9.4,16,318.549234,True
9.7,13,318.794858,True
10.1,9,318.94971,True
9.6,14,319.2022,True
10.0,10,319.381842,True
8.9,21,319.942782,True
9.9,11,320.147827,True
10.2,8,320.304132,True
9.1,19,320.638846,True
-3.0,30,321.199583,False
8.9,21,321.546273,True
9.5,15,321.818068,True
10.2,8,321.961587,True
8.6,24,322.405461,True
10.2,8,322.542558,True
-3.0,30,323.062099,False
10.4,6,323.16514,True
8.6,24,323.593479,True
9.6,14,323.829559,True
10.2,8,323.957213,True
9.5,15,324.205674,True
9.6,14,324.454591,True
-3.0,30,324.988492,False
10.0,10,325.182772,True
-3.0,30,325.744911,False
9.2,18,326.065607,True
9.4,16,326.348737,True
10.1,9,326.513293,True
10.0,10,326.684428,True
8.5,25,327.126025,True
10.4,6,327.232619,True
9.4,16,327.524189,True
8.6,24,327.964097,True
8.3,27,328.441554,True
8.5,25,328.897933,True
9.6,14,329.145606,True
-3.0,30,329.698944,False
9.7,13,329.920919,True
9.4,16,330.210445,True
-3.0,30,330.735371,False
9.6,14,331.131534,True
9.2,18,331.449835,True
8.4,26,331.907752,True
-3.0,30,392.418406,False
8.9,21,392.79228,True
10.3,7,392.932974,True
10.1,9,393.087761,True
9.4,16,393.354726,True
9.9,11,393.543411,True
10.0,10,393.737614,True
10.0,10,393.928962,True
9.9,11,394.135912,True
10.0,10,394.323949,True
10.2,8,394.476109,True
9.8,12,394.705583,True
-3.0,30,395.244861,False
8.6,24,395.664613,True
9.1,19,396.013998,True
-3.0,30,396.562456,False
10.2,8,396.705727,True
10.1,9,396.863669,True
10.2,8,397.018989,True
10.3,7,397.148323,True
10.3,7,397.282427,True
10.2,8,397.436852,True
10.1,9,397.593215,True
9.4,16,397.900584,True
10.4,6,398.010592,True
10.1,9,398.173187,True
10.2,8,398.323337,True
-3.0,30,398.852211,False
10.1,9,399.003756,True
-3.0,30,399.536967,False
-3.0,30,400.085042,False
9.7,13,400.325685,True
10.0,10,400.515029,True
-3.0,30,401.057169,False
9.9,11,401.251924,True
10.3,7,401.375577,True
10.2,8,401.51962,True
10.1,9,401.68374,True
10.1,9,401.829006,True
8.6,24,402.255119,True
10.3,7,402.541506,True
10.1,9,402.71333,True
10.1,9,402.887753,True
9.9,11,403.091655,True
8.7,23,403.485314,True
8.8,22,403.889606,True
-3.0,30,404.422484,False
-3.0,30,404.939125,False
9.8,12,405.163737,True
9.6,14,405.419241,True
9.7,13,405.659677,True
-3.0,30,406.198132,False
9.3,17,406.520037,True
9.4,16,406.79858,True
-3.0,30,407.36013,False
9.8,12,407.569368,True
9.7,13,407.801165,True
9.5,15,408.052055,True
9.7,13,408.297431,True
9.0,20,408.668982,True
10.2,8,408.815082,True
9.9,11,409.023638,True
9.8,12,409.234296,True
-3.0,30,409.786437,False
10.4,6,409.892672,True
9.9,11,410.103849,True
10.4,6,410.209871,True
9.9,11,410.404524,True
10.3,7,410.5428,True
9.8,12,410.76865,True
10.1,9,410.932506,True
10.0,10,411.112495,True
9.3,17,411.431111,True
9.9,11,411.626984,True
8.4,26,412.081581,True
9.8,12,412.294264,True
9.8,12,412.532706,True
9.9,11,412.725396,True
9.4,16,413.037099,True
9.8,12,413.264523,True
10.0,10,413.447611,True
10.3,7,413.592108,True
10.3,7,413.716644,True
10.0,10,414.064976,True
10.1,9,414.233476,True
10.1,9,414.404549,True
10.2,8,414.55249,True
8.9,21,414.945382,True
9.8,12,415.151641,True
10.0,10,415.348092,True
8.0,30,415.867942,True
8.5,25,416.329923,True
10.2,8,416.470636,True
9.8,12,416.697337,True
10.3,7,416.828549,True
9.2,18,417.16136,True
10.0,10,417.350767,True
10.0,10,417.52564,True
9.3,17,417.832404,True
10.3,7,417.952199,True
10.4,6,418.066463,True
9.4,16,418.356949,True
10.0,10,418.542511,True
9.2,18,418.843308,True
9.5,15,419.112313,True
9.4,16,419.392169,True
9.7,13,419.624804,True
9.4,16,419.904951,True
10.0,10,420.069677,True
10.3,7,420.19012,True
10.0,10,420.356228,True
10.2,8,420.491075,True
9.7,13,420.735623,True
9.0,20,421.08604,True
10.2,8,421.226967,True
9.9,11,421.433432,True
10.1,9,421.608925,True
9.8,12,421.817084,True
9.7,13,422.05232,True
9.0,20,422.400764,True
9.5,15,422.666204,True
10.3,7,422.791982,True
9.9,11,422.992805,True
9.9,11,423.18742,True
10.0,10,423.367152,True
10.2,8,423.530998,True
10.2,8,423.672447,True
10.1,9,423.835676,True
10.3,7,423.95825,True
9.5,15,424.233486,True
10.3,7,424.361793,True
10.3,7,424.496298,True
10.3,7,424.621288,True
10.4,6,424.735904,True
10.0,10,424.917516,True
-3.0,30,425.636671,False
9.8,12,425.870041,True
9.0,20,426.231272,True
8.9,21,426.596004,True
-3.0,30,427.131691,False
10.1,9,427.305312,True
10.3,7,427.436604,True
8.5,25,427.897777,True
10.1,9,428.070149,True
10.1,9,428.241013,True
10.0,10,428.430044,True
