#{"t_start": 1685290261.6149268, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-2.5,25,11.834795,False
-2.5,25,12.171063,False
9.5,15,12.329082,True
-2.5,25,12.587778,False
-2.5,25,12.842292,False
-2.5,25,13.101311,False
-2.5,25,13.351622,False
-2.5,25,13.610839,False
8.5,25,13.866748,True
-2.5,25,14.112376,False
-2.5,25,14.371915,False
8.8,22,14.596635,True
-2.5,25,14.866885,False
-2.5,25,15.132572,False
-2.5,25,15.426254,False
-2.5,25,15.711244,False
-2.5,25,16.03619,False
-2.5,25,16.382616,False
-2.5,25,16.707365,False
-2.5,25,17.04556,False
10.1,9,17.181441,True
-2.5,25,17.594646,False
-2.5,25,17.958519,False
-2.5,25,18.36397,False
-2.5,25,18.802211,False
9.7,13,19.026677,True
-2.5,25,19.636561,False
-2.5,25,20.090657,False
-2.5,25,20.537881,False
-2.5,25,20.976691,False
-2.5,25,21.432036,False
-2.5,25,21.868715,False
-2.5,25,22.316128,False
10.4,6,22.440331,True
-2.5,25,22.899355,False
9.2,18,23.218102,True
-2.5,25,23.688259,False
-2.5,25,24.135458,False
-2.5,25,24.56068,False
-2.5,25,25.009942,False
-2.5,25,25.428755,False
-2.5,25,25.857444,False
-2.5,25,26.309469,False
-2.5,25,26.755361,False
8.9,21,27.147706,True
-2.5,25,27.606412,False
10.1,9,27.777029,True
-2.5,25,28.211931,False
-2.5,25,28.660986,False
-2.5,25,29.089601,False
-2.5,25,29.522812,False
-2.5,25,29.977197,False
-2.5,25,30.402413,False
-2.5,25,30.937107,False
-2.5,25,31.396034,False
-2.5,25,31.858943,False
-2.5,25,32.284153,False
-2.5,25,32.714845,False
-2.5,25,33.172359,False
-2.5,25,33.622426,False
-2.5,25,34.067507,False
-2.5,25,34.497045,False
10.1,9,34.640482,True
-2.5,25,35.083718,False
9.0,20,35.429238,True
9.2,18,35.759674,True
-2.5,25,36.199173,False
-2.5,25,36.625985,False
-2.5,25,37.04852,False
-2.5,25,37.48609,False
-2.5,25,37.908314,False
-2.5,25,38.370643,False
-2.5,25,38.826415,False
-2.5,25,39.253004,False
9.0,20,39.589022,True
-2.5,25,40.020496,False
-2.5,25,40.449234,False
-2.5,25,40.864731,False
-2.5,25,41.288748,False
-2.5,25,41.830978,False
-2.5,25,42.268257,False
8.6,24,42.687875,True
-2.5,25,43.125351,False
-2.5,25,43.592632,False
-2.5,25,44.060759,False
9.2,18,44.371354,True
-2.5,25,44.807437,False
-2.5,25,105.011492,False
-2.5,25,105.448831,False
