#{"t_start": 1685290261.7318537, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-3.0,30,11.791183,False
9.9,11,11.956818,True
-3.0,30,12.277706,False
-3.0,30,12.590908,False
-3.0,30,12.890058,False
-3.0,30,13.196151,False
9.7,13,13.316606,True
9.4,16,13.49416,True
-3.0,30,13.798542,False
-3.0,30,14.109231,False
10.0,10,14.207091,True
-3.0,30,14.519639,False
-3.0,30,14.837051,False
10.1,9,14.934416,True
-3.0,30,15.27232,False
-3.0,30,15.620244,False
8.5,25,15.951092,True
-3.0,30,16.360944,False
-3.0,30,16.751116,False
-3.0,30,17.188287,False
-3.0,30,17.676695,False
9.7,13,17.867829,True
-3.0,30,18.357444,False
-3.0,30,18.876167,False
-3.0,30,19.579088,False
-3.0,30,20.120803,False
9.6,14,20.363824,True
-3.0,30,20.900172,False
10.0,10,21.08047,True
-3.0,30,21.619307,False
-3.0,30,22.145301,False
-3.0,30,22.70563,False
9.5,15,22.975763,True
-3.0,30,23.52781,False
-3.0,30,24.07418,False
-3.0,30,24.587796,False
-3.0,30,25.108105,False
-3.0,30,25.611459,False
9.3,17,25.934868,True
-3.0,30,26.463768,False
-3.0,30,27.00657,False
-3.0,30,27.566066,False
-3.0,30,28.09538,False
-3.0,30,28.639818,False
-3.0,30,29.148277,False
-3.0,30,29.687263,False
-3.0,30,30.196605,False
-3.0,30,30.81875,False
-3.0,30,31.365958,False
-3.0,30,31.908294,False
-3.0,30,32.430738,False
-3.0,30,32.963012,False
-3.0,30,33.505043,False
-3.0,30,34.040203,False
-3.0,30,34.540445,False
-3.0,30,35.072927,False
9.3,17,35.363797,True
-3.0,30,35.908098,False
-3.0,30,36.42212,False
-3.0,30,36.931694,False
-3.0,30,37.455053,False
-3.0,30,37.976019,False
10.4,6,38.085036,True
-3.0,30,38.634736,False
-3.0,30,39.156125,False
-3.0,30,39.671573,False
-3.0,30,40.16411,False
-3.0,30,40.684969,False
-3.0,30,41.19421,False
-3.0,30,41.813206,False
-3.0,30,42.335051,False
-3.0,30,42.880103,False
8.7,23,43.287655,True
-3.0,30,43.850885,False
-3.0,30,44.38068,False
-3.0,30,104.654294,False
-3.0,30,105.191241,False
-3.0,30,105.704852,False
9.6,14,105.941128,True
9.9,11,106.135855,True
-3.0,30,106.644181,False
-3.0,30,107.138541,False
9.9,11,107.342438,True
-3.0,30,107.885569,False
-3.0,30,108.410862,False
8.4,26,108.854314,True
-3.0,30,109.37476,False
9.9,11,109.558741,True
8.1,29,110.022192,True
-3.0,30,110.496921,False
9.9,11,110.677458,True
9.2,18,110.985429,True
-3.0,30,111.503533,False
-3.0,30,112.07568,False
-3.0,30,112.709886,False
-3.0,30,113.238336,False
-3.0,30,113.771763,False
-3.0,30,114.315185,False
-3.0,30,114.86085,False
-3.0,30,115.406074,False
-3.0,30,115.935835,False
8.3,27,116.392539,True
-3.0,30,116.911759,False
-3.0,30,117.454321,False
-3.0,30,117.96762,False
-3.0,30,118.50347,False
-3.0,30,119.037463,False
-3.0,30,119.582549,False
-3.0,30,120.09779,False
-3.0,30,120.607659,False
9.1,19,120.923661,True
8.9,21,121.276893,True
8.9,21,121.644682,True
9.4,16,121.92816,True
-3.0,30,122.454559,False
-3.0,30,122.975497,False
9.5,15,123.246567,True
8.1,29,123.871689,True
9.7,13,124.098018,True
-3.0,30,124.634809,False
-3.0,30,125.173862,False
-3.0,30,125.67852,False
-3.0,30,126.198803,False
9.2,18,126.497247,True
10.1,9,126.660253,True
8.1,29,127.200177,True
-3.0,30,127.732468,False
-3.0,30,128.255112,False
10.0,10,128.446617,True
-3.0,30,128.963062,False
9.6,14,129.233241,True
8.7,23,129.644407,True
9.7,13,129.881028,True
-3.0,30,130.416181,False
-3.0,30,130.961469,False
-3.0,30,131.504909,False
9.9,11,131.696084,True
-3.0,30,132.215548,False
-3.0,30,132.731314,False
-3.0,30,133.276781,False
-3.0,30,133.814741,False
9.6,14,134.08856,True
9.3,17,134.400233,True
9.1,19,134.837575,True
8.3,27,135.300233,True
-3.0,30,135.83681,False
9.7,13,136.08576,True
-3.0,30,136.607946,False
9.3,17,136.883991,True
8.5,25,137.339865,True
-3.0,30,137.883499,False
9.6,14,138.134413,True
-3.0,30,138.663011,False
10.4,6,138.778868,True
-3.0,30,139.289074,False
10.0,10,139.461371,True
-3.0,30,139.976372,False
8.4,26,140.42432,True
9.4,16,140.70939,True
-3.0,30,201.245428,False
-3.0,30,201.78959,False
9.1,19,202.123506,True
9.4,16,202.431705,True
9.9,11,202.633065,True
-3.0,30,203.139088,False
-3.0,30,203.663724,False
9.9,11,203.848963,True
9.9,11,204.045428,True
8.1,29,204.536886,True
8.8,22,204.92062,True
8.9,21,205.283417,True
-3.0,30,205.991087,False
9.7,13,206.222432,True
10.1,9,206.390751,True
-3.0,30,206.920334,False
9.0,20,207.28254,True
9.2,18,207.618201,True
-3.0,30,208.136069,False
8.9,21,208.490946,True
9.6,14,208.734042,True
-3.0,30,209.225919,False
8.7,23,209.616069,True
-3.0,30,210.130849,False
10.1,9,210.284008,True
10.2,8,210.428897,True
9.4,16,210.711026,True
9.6,14,210.952151,True
-3.0,30,211.44998,False
10.0,10,211.620901,True
9.1,19,211.936624,True
-3.0,30,212.448561,False
-3.0,30,213.006841,False
9.6,14,213.256682,True
9.5,15,213.518281,True
8.5,25,213.980378,True
9.6,14,214.228853,True
-3.0,30,214.749235,False
10.0,10,214.92314,True
9.7,13,215.14977,True
8.9,21,215.521872,True
9.6,14,215.759704,True
-3.0,30,216.299278,False
-3.0,30,216.970814,False
-3.0,30,217.492903,False
-3.0,30,218.035927,False
-3.0,30,218.544117,False
8.8,22,218.91269,True
9.2,18,219.210414,True
9.6,14,219.4457,True
8.8,22,219.80423,True
10.2,8,219.936232,True
10.1,9,220.088341,True
9.5,15,220.372545,True
-3.0,30,220.923479,False
-3.0,30,221.485883,False
9.2,18,221.79847,True
9.1,19,222.148376,True
8.0,30,222.678025,True
-3.0,30,223.188618,False
-3.0,30,223.716679,False
9.8,12,223.92024,True
8.9,21,224.281024,True
-3.0,30,224.870809,False
-3.0,30,225.400277,False
-3.0,30,225.909743,False
9.1,19,226.24077,True
9.0,20,226.607385,True
9.4,16,226.872132,True
10.0,10,227.041818,True
10.1,9,227.206599,True
8.3,27,227.698649,True
9.9,11,227.889008,True
-3.0,30,228.57535,False
-3.0,30,229.103626,False
-3.0,30,229.601818,False
9.1,19,229.913118,True
9.6,14,230.157712,True
9.4,16,230.448666,True
-3.0,30,230.969419,False
-3.0,30,231.479784,False
-3.0,30,231.997555,False
-3.0,30,232.515743,False
-3.0,30,233.064405,False
9.5,15,233.340018,True
8.7,23,233.759304,True
9.5,15,234.037492,True
9.6,14,234.282141,True
-3.0,30,234.793763,False
-3.0,30,235.319366,False
-3.0,30,235.837103,False
9.1,19,236.156178,True
9.6,14,236.409162,True
8.9,21,236.788363,True
8.1,29,294.989463,True
10.0,10,295.166717,True
8.0,30,295.681191,True
8.7,23,296.067628,True
9.0,20,296.409956,True
9.3,17,296.86797,True
10.1,9,297.036031,True
