#{"t_start": 1684568121.276864, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
9.2,18,12.507252,True
8.2,28,12.939615,True
9.5,15,13.126796,True
9.3,17,13.338195,True
-3.0,30,13.715499,False
-3.0,30,14.078339,False
9.5,15,14.244865,True
8.9,21,14.484654,True
-3.0,30,14.814853,False
-3.0,30,15.140519,False
8.7,23,15.385113,True
8.8,22,15.637088,True
8.3,27,15.937085,True
9.8,12,16.082581,True
-3.0,30,16.443674,False
9.6,14,16.64206,True
-3.0,30,17.071934,False
-3.0,30,17.534992,False
-3.0,30,18.027869,False
9.3,17,18.301935,True
10.2,8,18.421281,True
9.1,19,18.708538,True
-3.0,30,19.156501,False
8.3,27,19.564739,True
-3.0,30,20.024867,False
9.6,14,20.251012,True
9.0,20,20.590642,True
9.6,14,20.92638,True
-3.0,30,21.389255,False
10.2,8,21.516254,True
-3.0,30,22.000313,False
8.7,23,22.713323,True
9.6,14,22.932802,True
8.0,30,23.42668,True
-3.0,30,23.946746,False
-3.0,30,24.493415,False
-3.0,30,24.993989,False
-3.0,30,25.463919,False
-3.0,30,25.970853,False
9.2,18,26.265027,True
9.0,20,26.609299,True
-3.0,30,27.127745,False
-3.0,30,27.5984,False
9.4,16,27.909084,True
-3.0,30,28.457163,False
9.8,12,28.679945,True
-3.0,30,29.237647,False
8.9,21,29.628884,True
9.5,15,29.907043,True
8.5,25,30.342471,True
-3.0,30,30.869505,False
8.7,23,31.284342,True
9.0,20,31.66517,True
8.6,24,32.178628,True
9.5,15,32.45428,True
-3.0,30,33.017489,False
-3.0,30,33.55952,False
9.4,16,33.872995,True
-3.0,30,34.403406,False
9.1,19,34.747375,True
8.8,22,35.156513,True
8.2,28,35.782119,True
-3.0,30,36.325534,False
-3.0,30,36.862967,False
-3.0,30,37.631691,False
8.2,28,38.100565,True
9.6,14,38.332026,True
-3.0,30,38.79903,False
-3.0,30,39.318525,False
-3.0,30,39.840982,False
10.2,8,39.97914,True
-3.0,30,40.719057,False
9.4,16,40.972526,True
-3.0,30,41.46326,False
-3.0,30,41.963402,False
-3.0,30,42.526395,False
-3.0,30,43.010255,False
-3.0,30,43.579199,False
-3.0,30,44.03403,False
-3.0,30,44.538817,False
-3.0,30,44.954953,False
8.6,24,45.320895,True
8.1,29,45.805918,True
10.2,8,45.945179,True
9.6,14,46.15597,True
-3.0,30,104.981882,False
8.6,24,105.387207,True
9.6,14,105.62101,True
9.2,18,105.922327,True
8.8,22,106.291632,True
10.2,8,106.436507,True
8.9,21,106.779301,True
10.2,8,106.935779,True
9.8,12,107.150386,True
9.1,19,107.501008,True
9.1,19,107.815817,True
8.7,23,108.228618,True
8.8,22,108.594145,True
9.6,14,108.838633,True
8.4,26,109.297856,True
9.9,11,109.481993,True
-3.0,30,110.015293,False
-3.0,30,110.504984,False
10.1,9,111.159657,True
-3.0,30,111.662351,False
8.5,25,112.080156,True
10.4,6,112.176266,True
9.8,12,112.386323,True
8.1,29,112.907562,True
8.6,24,113.298219,True
10.0,10,113.465746,True
10.4,6,113.556654,True
9.7,13,113.762735,True
-3.0,30,114.253978,False
9.6,14,114.490496,True
9.4,16,114.760972,True
9.5,15,115.019455,True
-3.0,30,115.790504,False
10.1,9,115.944815,True
9.7,13,116.177649,True
-3.0,30,116.704156,False
9.1,19,117.028822,True
10.3,7,117.146242,True
-3.0,30,117.706056,False
10.4,6,117.818506,True
10.1,9,117.980884,True
10.0,10,118.144998,True
-3.0,30,118.627131,False
10.1,9,118.780879,True
9.7,13,118.983623,True
9.6,14,119.678579,True
9.5,15,119.935036,True
10.3,7,120.593507,True
9.9,11,120.771265,True
-3.0,30,121.287144,False
8.8,22,121.635825,True
8.9,21,121.972746,True
10.1,9,122.139618,True
-3.0,30,122.66939,False
8.3,27,123.143931,True
9.6,14,123.376694,True
9.9,11,123.576804,True
9.7,13,123.783736,True
10.0,10,123.958932,True
-3.0,30,124.451337,False
9.7,13,124.667379,True
10.4,6,124.800194,True
9.4,16,125.086498,True
-3.0,30,125.587112,False
8.5,25,126.100458,True
10.2,8,126.229961,True
10.0,10,126.391909,True
-3.0,30,126.878937,False
9.7,13,127.100659,True
9.3,17,127.400461,True
-3.0,30,127.904554,False
9.4,16,128.185981,True
10.3,7,128.312396,True
9.6,14,128.547078,True
10.4,6,128.66047,True
8.3,27,129.152333,True
9.6,14,129.418018,True
10.3,7,129.545502,True
-3.0,30,130.061181,False
9.1,19,130.407488,True
9.1,19,130.750357,True
9.0,20,131.112886,True
10.2,8,131.266498,True
10.0,10,131.447068,True
9.5,15,131.722423,True
9.5,15,131.99305,True
9.3,17,132.291588,True
9.0,20,132.637983,True
-3.0,30,133.161284,False
-3.0,30,133.7297,False
9.4,16,134.016362,True
9.4,16,134.302712,True
8.8,22,134.709805,True
9.8,12,134.912544,True
10.1,9,135.073429,True
-3.0,30,135.614729,False
-3.0,30,136.181501,False
9.0,20,136.531668,True
-3.0,30,137.101902,False
9.2,18,137.419819,True
9.7,13,137.647315,True
10.4,6,137.762461,True
9.1,19,138.101883,True
8.8,22,138.502572,True
10.0,10,138.680856,True
8.4,26,139.17086,True
10.3,7,139.307658,True
-3.0,30,140.222943,False
10.3,7,140.346509,True
9.2,18,140.661684,True
9.6,14,140.916278,True
-3.0,30,141.444414,False
9.5,15,141.711424,True
-3.0,30,142.23492,False
-3.0,30,199.973564,False
10.4,6,200.089598,True
9.0,20,200.450905,True
9.6,14,200.702797,True
10.2,8,200.919233,True
10.2,8,201.06044,True
8.9,21,201.418501,True
9.9,11,201.601191,True
10.2,8,201.746755,True
9.8,12,201.972582,True
9.6,14,202.22262,True
9.1,19,202.573065,True
10.3,7,202.6927,True
10.2,8,202.840533,True
10.2,8,202.977778,True
10.1,9,203.1443,True
10.3,7,203.264541,True
10.1,9,203.432859,True
10.3,7,203.552449,True
9.6,14,203.813117,True
10.1,9,203.972069,True
9.9,11,204.162714,True
-3.0,30,204.717221,False
9.2,18,205.071035,True
8.2,28,205.575743,True
9.9,11,205.763174,True
10.1,9,205.92473,True
9.7,13,206.154285,True
9.5,15,206.434326,True
9.8,12,206.65704,True
10.1,9,206.810423,True
10.1,9,206.968714,True
8.9,21,207.350733,True
-3.0,30,207.903649,False
8.8,22,208.298576,True
9.6,14,208.561624,True
10.2,8,208.700784,True
9.6,14,208.954642,True
9.9,11,209.144639,True
10.0,10,209.327116,True
10.3,7,209.45868,True
9.8,12,209.667881,True
10.4,6,209.782699,True
10.3,7,209.915529,True
9.7,13,210.158248,True
9.2,18,210.485177,True
10.2,8,210.621039,True
-3.0,30,211.156812,False
9.4,16,211.458541,True
9.9,11,211.662735,True
8.8,22,212.066809,True
9.7,13,212.315908,True
10.2,8,212.471642,True
-3.0,30,213.00732,False
9.3,17,213.309968,True
10.0,10,213.491562,True
10.0,10,213.677599,True
9.3,17,213.973198,True
10.1,9,214.13991,True
10.2,8,214.29083,True
9.9,11,214.48386,True
10.2,8,214.624974,True
10.3,7,214.7496,True
10.0,10,214.921136,True
10.3,7,215.043749,True
9.2,18,215.380533,True
10.1,9,215.538909,True
10.0,10,215.742428,True
10.4,6,215.851183,True
9.9,11,216.072804,True
9.9,11,216.370151,True
9.9,11,216.57129,True
10.2,8,216.70872,True
9.9,11,216.908902,True
10.4,6,217.018424,True
9.9,11,217.21842,True
10.1,9,217.377455,True
9.2,18,217.713844,True
10.3,7,217.846303,True
9.7,13,218.087943,True
10.4,6,218.195154,True
10.4,6,218.303232,True
10.3,7,218.434403,True
10.3,7,218.562003,True
10.4,6,218.671754,True
9.0,20,219.05814,True
8.0,30,219.961969,True
10.2,8,220.108271,True
8.9,21,220.490171,True
10.3,7,220.622738,True
9.6,14,220.878746,True
9.7,13,221.129754,True
10.2,8,221.270328,True
10.1,9,221.4404,True
10.0,10,221.625447,True
9.1,19,221.969855,True
10.2,8,222.105095,True
9.9,11,222.323635,True
9.8,12,222.528229,True
9.0,20,222.893835,True
10.1,9,223.061231,True
9.6,14,223.328775,True
10.1,9,223.487589,True
10.1,9,223.643969,True
10.1,9,223.811099,True
10.2,8,223.951056,True
10.1,9,224.113172,True
10.3,7,224.244616,True
10.0,10,224.414118,True
10.0,10,224.589189,True
-3.0,30,225.130678,False
9.4,16,225.436851,True
9.2,18,225.759676,True
9.6,14,226.057784,True
10.0,10,226.249503,True
10.2,8,226.408383,True
8.6,24,226.85104,True
10.1,9,226.995221,True
10.2,8,227.146641,True
10.4,6,227.25346,True
10.4,6,227.367805,True
10.3,7,227.494573,True
10.3,7,227.629873,True
10.1,9,227.786835,True
10.0,10,227.962573,True
9.8,12,228.269331,True
10.0,10,228.437312,True
10.1,9,228.607074,True
10.2,8,228.748624,True
10.3,7,228.881925,True
10.0,10,229.074926,True
10.4,6,229.189875,True
9.4,16,229.47075,True
10.4,6,229.584516,True
9.7,13,229.815591,True
9.9,11,230.016436,True
10.1,9,230.177151,True
8.6,24,230.599614,True
-3.0,30,231.117191,False
10.0,10,231.298933,True
10.0,10,231.475196,True
-3.0,30,232.031276,False
10.3,7,232.169997,True
10.4,6,232.283004,True
10.0,10,232.458392,True
10.2,8,232.597798,True
10.0,10,232.783139,True
10.3,7,232.909636,True
9.5,15,233.186313,True
10.2,8,233.337548,True
9.9,11,233.528893,True
10.4,6,233.648652,True
10.2,8,233.801874,True
10.0,10,233.9909,True
10.4,6,234.089296,True
10.2,8,234.234558,True
10.3,7,234.363037,True
10.2,8,234.489022,True
10.2,8,234.629486,True
9.7,13,234.878944,True
9.7,13,235.126531,True
9.7,13,235.365603,True
10.0,10,235.547538,True
10.3,7,235.670227,True
10.4,6,235.773095,True
-3.0,30,236.302553,False
8.0,30,236.839381,True
10.1,9,237.021486,True
8.2,28,237.552732,True
10.0,10,295.531175,True
10.4,6,295.654632,True
9.9,11,295.862527,True
10.1,9,296.019451,True
10.3,7,296.157612,True
10.4,6,296.261598,True
10.4,6,296.369614,True
10.2,8,296.515221,True
10.2,8,296.658588,True
10.0,10,296.824928,True
10.3,7,296.952219,True
10.1,9,297.117822,True
10.4,6,297.226985,True
10.1,9,297.486104,True
9.8,12,297.704602,True
10.2,8,297.853299,True
10.4,6,297.973037,True
9.9,11,298.166904,True
-3.0,30,298.717478,False
10.4,6,298.825757,True
10.2,8,298.966089,True
10.4,6,299.084489,True
10.2,8,299.218963,True
10.3,7,299.347431,True
8.9,21,299.707836,True
10.2,8,299.849372,True
9.9,11,300.048096,True
10.4,6,300.147025,True
9.0,20,300.501875,True
10.2,8,300.658956,True
10.0,10,300.829849,True
10.0,10,300.998461,True
10.2,8,301.140392,True
10.0,10,301.324556,True
10.4,6,301.426934,True
10.4,6,301.534204,True
10.3,7,301.66592,True
10.1,9,301.831716,True
10.1,9,302.008813,True
10.2,8,302.155059,True
10.3,7,302.274982,True
10.1,9,302.434729,True
10.0,10,302.62886,True
10.2,8,302.781186,True
10.1,9,302.940719,True
10.0,10,303.139778,True
9.8,12,303.369176,True
10.0,10,303.552323,True
10.3,7,303.679247,True
9.9,11,304.082343,True
10.3,7,304.196284,True
10.0,10,304.359278,True
10.0,10,304.634754,True
9.2,18,304.958024,True
10.4,6,305.048009,True
9.9,11,305.246757,True
10.1,9,305.413393,True
9.9,11,305.610872,True
10.3,7,305.741462,True
10.2,8,305.887617,True
9.4,16,306.169647,True
9.7,13,306.413916,True
10.1,9,306.580202,True
10.1,9,306.736643,True
9.8,12,307.390929,True
9.9,11,307.571022,True
9.8,12,307.795621,True
9.9,11,307.998417,True
9.9,11,308.197247,True
10.2,8,308.333955,True
10.1,9,308.465032,True
10.1,9,308.616706,True
10.2,8,308.749501,True
10.3,7,308.87188,True
9.9,11,309.056717,True
10.4,6,309.162675,True
10.0,10,309.335043,True
10.3,7,309.54886,True
10.1,9,309.705248,True
10.4,6,309.813181,True
10.1,9,309.978426,True
10.4,6,310.079081,True
10.1,9,310.251249,True
10.3,7,310.363501,True
10.3,7,310.486554,True
10.4,6,310.583338,True
10.4,6,310.7006,True
10.2,8,310.842272,True
10.0,10,311.03757,True
10.3,7,311.154663,True
10.1,9,311.315046,True
9.8,12,311.539489,True
9.9,11,311.753657,True
10.1,9,311.929486,True
10.3,7,312.062211,True
9.3,17,312.382083,True
10.0,10,312.577909,True
10.2,8,312.73231,True
10.3,7,312.863347,True
10.1,9,313.041565,True
9.6,14,313.298968,True
10.3,7,313.438807,True
9.9,11,313.653281,True
10.3,7,313.791625,True
10.3,7,313.922897,True
10.2,8,314.059211,True
10.3,7,314.195019,True
10.2,8,314.347409,True
9.5,15,314.624749,True
10.2,8,314.775546,True
10.3,7,314.89969,True
10.3,7,315.031722,True
9.9,11,315.254824,True
10.3,7,315.382212,True
9.9,11,315.582801,True
9.8,12,315.819576,True
10.4,6,315.939218,True
10.1,9,316.097496,True
10.3,7,316.21475,True
9.7,13,316.45517,True
9.8,12,316.680568,True
10.2,8,316.838211,True
9.7,13,317.082028,True
10.1,9,317.242364,True
10.2,8,317.606971,True
9.9,11,317.788815,True
10.2,8,317.9495,True
10.3,7,318.070843,True
10.2,8,318.211666,True
10.3,7,318.339325,True
9.7,13,318.581845,True
10.4,6,318.69941,True
10.0,10,318.890775,True
10.4,6,318.998952,True
10.2,8,319.141305,True
10.2,8,319.280992,True
10.3,7,319.402741,True
10.4,6,319.516238,True
10.0,10,319.697407,True
10.2,8,319.833339,True
9.9,11,320.018667,True
9.7,13,320.245009,True
10.3,7,320.380735,True
10.1,9,320.53345,True
-6.5,65,321.877084,False
-6.5,65,323.030827,False
-6.5,65,324.17911,False
-6.5,65,325.306851,False
-6.5,65,326.488518,False
-6.5,65,327.678662,False
-6.5,65,328.868821,False
-6.5,65,330.050894,False
-6.5,65,331.255186,False
-6.5,65,333.196384,False
-6.5,65,334.387407,False
-6.5,65,394.346078,False
-6.5,65,395.544575,False
-6.5,65,396.762644,False
-6.5,65,397.926267,False
6.0,50,398.849288,True
-6.5,65,400.274171,False
-6.5,65,401.445084,False
-6.5,65,402.680868,False
-6.5,65,403.849719,False
-6.5,65,405.067892,False
-6.5,65,406.254855,False
-6.5,65,407.466012,False
-6.5,65,408.620535,False
-6.5,65,409.815099,False
-6.5,65,411.053905,False
-6.5,65,412.234971,False
-6.5,65,413.522218,False
-6.5,65,414.715709,False
-6.5,65,416.011115,False
-6.5,65,417.234848,False
-6.5,65,418.428093,False
-6.5,65,419.601892,False
-6.5,65,420.747419,False
-6.5,65,421.830512,False
-6.5,65,422.934943,False
-6.5,65,425.149166,False
-6.5,65,426.216885,False
-6.5,65,427.312173,False
-6.5,65,428.519125,False
9.4,16,430.028805,True
10.5,5,430.119468,True
10.6,4,430.196478,True
10.3,7,430.308673,True
