#{"t_start": 1672665650.1071937, "env_id": "sokoban-turtle-v0"}
r,l,t
-9.0,42,12.023862
5.0,30,13.740067
-1.0,58,16.747069
-16.0,43,19.447065
3.0,54,22.384411
-9.0,49,25.257286
-11.0,48,27.989431
-13.0,42,30.293211
-6.0,39,32.524614
-2.0,43,35.035315
4.0,36,37.31527
-12.0,49,40.272842
-7.0,46,42.817634
-4.0,44,45.677294
-11.0,44,48.204824
-4.0,55,51.638008
-2.0,45,54.208627
-2.0,39,56.589642
-19.0,41,59.084423
-4.0,46,61.953216
-9.0,44,64.478763
-6.0,30,66.327502
4.0,62,69.959599
-21.0,44,72.871388
-20.0,56,76.239127
-8.0,46,79.282086
-19.0,48,82.415121
-17.0,37,84.506982
-3.0,40,87.075682
5.0,37,89.542089
1.0,36,91.934171
2.0,45,94.744341
-4.0,49,98.131682
-11.0,53,101.515416
-14.0,44,104.604021
-10.0,58,108.479172
-26.0,56,111.860529
-6.0,36,114.383414
0.0,32,116.359206
-5.0,40,119.029912
-15.0,50,122.38603
-15.0,49,125.714711
6.0,53,129.185388
-16.0,53,132.979727
3.0,52,136.472948
12.0,38,911.267107
-1.0,52,914.703747
-10.0,42,917.492724
-11.0,41,920.20153
-6.0,47,923.281508
11.0,54,926.714842
-1.0,37,929.152654
14.0,38,931.761179
3.0,44,934.516123
10.0,45,937.772811
-7.0,42,940.523187
-5.0,39,943.141824
-11.0,51,946.428797
6.0,38,948.949406
-17.0,64,953.19631
16.0,50,956.560866
-12.0,38,959.088845
4.0,33,961.301524
-8.0,51,964.61757
-4.0,40,967.340826
-8.0,41,969.928376
9.0,46,973.019974
0.0,37,975.550823
-26.0,40,978.155674
-1.0,39,980.357968
7.0,44,983.371643
-3.0,38,985.980007
20.0,46,988.602338
-3.0,64,992.978311
1.0,42,995.645789
-10.0,60,999.436869
0.0,53,1002.907741
-3.0,43,1005.614914
3.0,37,1008.083885
3.0,61,1012.041708
10.0,56,1015.808681
3.0,53,1019.122704
-17.0,41,1021.776879
-18.0,42,1024.437068
3.0,47,1027.680432
-13.0,42,1030.319803
15.0,45,1033.539077
11.0,34,1035.651667
5.0,40,1038.318358
11.0,52,1041.676071
6.0,42,1816.032501
9.0,46,1818.934568
-9.0,41,1821.640043
5.0,44,1824.983258
-7.0,49,1828.498442
14.0,40,1831.351413
9.0,34,1833.61391
5.0,52,1837.362104
-14.0,52,1840.924373
8.0,47,1844.585074
-4.0,43,1847.605343
13.0,34,1850.125807
-7.0,37,1852.868588
-2.0,30,1855.10244
-2.0,56,1859.006797
-10.0,36,1861.852645
-1.0,45,1864.998917
-5.0,53,1869.33416
1.0,43,1872.33725
-4.0,36,1874.720088
10.0,44,1877.949156
-9.0,54,1881.627347
-5.0,42,1884.535456
14.0,41,1887.722264
27.0,49,1890.847991
2.0,45,1894.238384
2.0,41,1896.879265
-4.0,53,1900.329114
-5.0,37,1903.077384
-2.0,43,1905.894122
-12.0,56,1909.75356
0.0,42,1912.534135
23.0,50,1915.97777
13.0,53,1919.672472
2.0,45,1922.883319
6.0,73,1927.462146
13.0,46,1930.581796
9.0,57,1934.553921
0.0,40,1937.26125
27.0,57,1941.073185
0.0,40,1944.005063
12.0,43,1947.343852
-4.0,36,1949.666936
-8.0,42,1952.554672
-5.0,47,1955.91758
10.0,42,2746.166496
3.0,38,2748.929029
26.0,48,2752.269328
8.0,42,2755.026115
8.0,43,2757.968592
6.0,40,2760.794134
5.0,69,2765.368014
10.0,34,2768.009657
11.0,35,2770.057113
23.0,40,2772.741433
9.0,43,2775.544805
21.0,48,2778.802399
15.0,53,2782.57207
21.0,47,2785.627163
6.0,36,2788.317485
-5.0,48,2791.66303
19.0,44,2794.448414
14.0,58,2798.141116
2.0,69,2802.865294
8.0,65,2807.076757
28.0,48,2810.8058
8.0,51,2814.279296
10.0,35,2816.638211
21.0,50,2819.738973
4.0,37,2821.993673
28.0,51,2825.346697
16.0,39,2827.97041
13.0,46,2831.149719
7.0,49,2834.417603
16.0,53,2837.85924
0.0,41,2840.602191
9.0,38,2843.217709
3.0,43,2846.068303
-8.0,46,2849.486751
13.0,47,2853.151192
-1.0,63,2857.708101
-3.0,38,2860.504491
13.0,42,2863.188004
2.0,47,2866.33639
6.0,43,2870.384296
18.0,54,2873.696613
6.0,37,2876.121595
16.0,53,2879.721482
17.0,63,2884.515951
1.0,46,3661.018523
37.0,53,3665.112153
-1.0,56,3668.908882
22.0,76,3674.626088
19.0,68,3680.218474
7.0,61,3684.916978
13.0,41,3687.916131
-8.0,46,3691.071027
0.0,36,3693.843868
25.0,50,3697.573566
20.0,38,3700.446332
6.0,40,3703.491909
11.0,38,3706.543305
32.0,55,3710.550058
-4.0,39,3713.570424
10.0,44,3716.895408
16.0,48,3720.486348
26.0,43,3723.352046
14.0,53,3727.755651
0.0,40,3730.778308
4.0,46,3734.128652
10.0,54,3738.942915
13.0,44,3742.460796
16.0,56,3747.362861
21.0,47,3751.155239
20.0,53,3755.787652
28.0,59,3760.843473
0.0,40,3764.028853
26.0,58,3768.047323
15.0,48,3771.879521
-7.0,50,3775.995377
19.0,49,3838.314271
7.0,55,3940.293922
9.0,39,3943.313646
18.0,47,3946.655296
24.0,60,3951.277661
12.0,52,3955.284752
4.0,45,3958.79399
14.0,55,3962.425665
10.0,56,3966.703523
12.0,58,3971.151559
12.0,43,4740.751728
18.0,48,4744.440816
0.0,47,4747.74701
14.0,61,4751.691759
13.0,52,4754.929434
3.0,52,4758.235617
6.0,48,4761.524702
19.0,42,4764.313807
13.0,53,4767.953019
9.0,55,4771.972931
25.0,59,4776.251101
16.0,53,4779.88117
11.0,44,4783.611116
7.0,63,4788.107566
30.0,48,4791.55777
14.0,49,4795.054657
12.0,43,4797.874615
18.0,38,4800.572383
21.0,43,4803.391358
14.0,55,4806.966487
18.0,56,4810.839879
10.0,56,4814.592325
12.0,38,4816.87686
2.0,62,4821.282454
19.0,41,4823.941079
8.0,47,4826.791995
19.0,39,4829.283263
27.0,43,4832.493645
11.0,56,4836.00491
53.0,47,4839.260017
18.0,60,4843.235095
22.0,58,4847.482606
13.0,50,4850.955352
35.0,57,4854.349104
27.0,56,4858.284915
13.0,37,4971.401215
7.0,47,4974.403891
11.0,57,4978.284279
12.0,52,4981.711297
17.0,47,4984.939165
26.0,50,4988.254249
26.0,51,5769.921534
28.0,43,5772.768215
39.0,46,5776.108663
35.0,41,5778.901844
