#{"t_start": 1683819386.7874873, "env_id": "sokoban_solver-turtle-v0"}
r,l,t,sol-length,crate,solver
8.0,17,5.673117,0,1,0
9.0,26,69.795455,0,1,0
5.0,30,120.591144,0,1,0
11.0,13,120.746022,0,1,0
9.0,11,138.300294,0,1,0
20.0,18,141.860583,0,1,0
15.0,11,181.109775,0,1,0
17.0,13,192.549748,0,2,0
16.0,23,226.075089,0,2,0
10.0,14,226.199637,0,2,0
7.0,18,233.567961,0,2,0
9.0,12,241.926297,0,1,0
19.0,13,256.709657,0,2,0
16.0,11,274.495905,0,1,0
15.0,23,391.625461,0,2,0
17.0,22,453.16079,0,4,0
12.0,16,453.327927,0,1,0
24.0,14,454.587539,0,2,0
26.0,19,493.415925,0,1,0
11.0,27,508.740862,0,4,0
4.0,61,598.797906,0,2,0
19.0,16,599.277488,0,1,0
12.0,17,664.293736,0,2,0
9.0,11,664.728834,0,2,0
0.0,23,678.285773,0,1,0
8.0,37,710.900675,0,2,0
29.0,37,773.987262,18,2,0.05
10.0,13,809.308615,0,1,0
11.0,19,832.772115,0,1,0
10.0,69,902.721599,0,2,0
24.0,27,951.45287,10,1,0.0
10.0,14,951.634586,0,2,0
10.0,18,952.287455,0,0,0
14.0,18,954.117362,0,1,0
20.0,8,958.988523,0,0,0
10.0,21,967.927996,0,2,0
9.0,7,967.985744,0,1,0
10.0,12,984.219754,0,2,0
5.0,30,1000.811817,0,2,0
10.0,19,1017.192101,0,1,0
13.0,12,1044.973996,0,3,0
9.0,21,1072.659357,0,1,0
9.0,29,1072.962657,0,1,0
17.0,13,1082.650429,0,2,0
15.0,11,1113.342149,0,1,0
7.0,21,1128.236186,0,4,0
5.0,26,1138.839685,0,2,0
28.0,12,1187.40449,10,2,0.1
12.0,18,1245.146728,0,3,0
25.0,17,1277.149878,8,1,0.05
14.0,13,1277.701915,0,1,0
15.0,16,1277.910105,0,2,0
5.0,20,1310.270791,0,1,0
22.0,13,1326.59038,0,1,0
3.0,30,1352.456893,0,1,0
12.0,15,1355.402148,0,2,0
21.0,13,1355.541159,0,2,0
9.0,11,1370.412645,0,1,0
17.0,17,1400.246932,0,2,0
10.0,13,1400.367184,0,2,0
25.0,10,1400.474228,0,2,0
12.0,22,1414.5774,0,1,0
8.0,17,1511.353336,0,2,0
39.0,21,1527.907148,0,2,0
10.0,13,1528.027025,0,1,0
12.0,19,1544.665693,0,3,0
14.0,12,1544.805735,0,1,0
7.0,20,1556.500305,0,2,0
14.0,14,1573.046268,0,2,0
-2.0,40,1650.734245,0,2,0
14.0,31,1653.115163,0,1,0
10.0,16,1685.613537,0,2,0
9.0,14,1699.82415,0,2,0
19.0,12,1708.032226,0,1,0
10.0,11,1736.613107,0,1,0
14.0,24,1745.763749,0,1,0
12.0,23,1805.906528,0,3,0
9.0,17,1822.54627,0,1,0
19.0,10,1846.507377,0,2,0
7.0,21,1846.670748,0,3,0
17.0,13,1862.982281,0,2,0
0.0,19,1909.050549,0,3,0
22.0,15,1951.65561,0,2,0
5.0,18,1951.837334,0,1,0
5.0,12,1951.974346,0,0,0
14.0,22,1993.58927,0,1,0
5.0,29,2058.094909,0,2,0
20.0,31,2123.546318,0,2,0
7.0,24,2146.474067,0,3,0
10.0,12,2148.508873,0,1,0
25.0,13,2180.708955,0,1,0
29.0,20,2180.957155,0,1,0
17.0,13,2181.125121,0,1,0
10.0,22,2197.070205,0,2,0
9.0,23,2200.754293,0,2,0
13.0,12,2217.207084,0,2,0
7.0,12,2267.212305,0,1,0
9.0,23,2302.464381,0,2,0
9.0,11,2333.525208,4,1,0.7
9.0,17,2381.306454,0,2,0
20.0,14,2399.204628,0,0,0
11.0,19,2453.532317,0,1,0
15.0,32,2550.032269,0,1,0
12.0,27,2566.773075,0,1,0
22.0,30,2582.445237,0,2,0
29.0,19,2654.566696,5,1,0.0
19.0,13,2707.638337,0,1,0
19.0,18,2707.856659,0,1,0
14.0,13,2724.153191,0,1,0
5.0,62,2789.920517,0,3,0
3.0,12,2811.642422,9,1,0.75
10.0,26,2844.333827,0,2,0
2.0,18,2881.944075,5,1,0.65
2.0,27,2913.970118,0,2,0
-2.0,16,2959.527203,3,1,1.0
15.0,35,2959.949153,0,2,0
10.0,100,3210.230898,0,2,0
5.0,19,3263.887964,0,2,0
10.0,16,3264.020604,0,1,0
-9.0,22,3304.530539,5,1,0.95
26.0,11,3318.227759,8,1,0.3
5.0,23,3359.820465,0,0,0
3.0,15,3375.561804,0,1,0
22.0,36,3394.976129,0,2,0
15.0,24,3407.165008,0,2,0
5.0,21,3452.86481,0,2,0
10.0,10,3495.570349,0,1,0
23.0,18,3524.872513,4,1,0.5
24.0,14,3576.076134,0,1,0
14.0,27,3625.496826,0,1,0
15.0,11,3655.917199,0,2,0
18.0,19,3662.504293,0,1,0
14.0,18,3724.730525,0,1,0
4.0,29,3737.113763,0,1,0
24.0,22,3769.76347,0,1,0
24.0,41,3784.123503,4,1,0.15
15.0,19,3800.446856,0,2,0
19.0,13,3816.156114,0,1,0
19.0,12,3816.45119,0,3,0
17.0,8,3832.861548,0,2,0
14.0,13,3832.97027,0,2,0
1.0,39,3902.54275,0,2,0
20.0,21,3969.601752,0,1,0
11.0,25,3986.386433,0,2,0
-3.0,21,4040.460661,9,1,0.8
14.0,14,4105.467837,0,1,0
10.0,19,4184.786188,0,1,0
22.0,16,4233.917423,0,1,0
21.0,15,4318.553281,0,1,0
3.0,27,4398.507869,0,1,0
9.0,16,4453.288847,0,1,0
15.0,13,4469.205368,0,1,0
14.0,35,4531.781121,0,1,0
10.0,16,4564.919425,0,2,0
10.0,15,4612.040704,0,1,0
9.0,29,4656.592727,0,1,0
17.0,11,4656.7156,0,1,0
14.0,15,4676.960453,0,1,0
11.0,19,4723.197042,0,2,0
24.0,17,4739.343792,0,1,0
7.0,26,4788.741166,0,1,0
10.0,11,4788.854532,0,2,0
24.0,14,4820.936057,0,1,0
14.0,18,4848.34724,0,1,0
7.0,12,4848.495629,0,2,0
-3.0,10,4885.101708,5,1,0.9
14.0,13,4901.387772,0,3,0
15.0,17,4918.162395,0,1,0
21.0,21,4967.042181,0,1,0
5.0,10,4983.426996,0,2,0
5.0,21,5031.4409,0,1,0
15.0,14,5031.546827,0,2,0
-4.0,4,5051.56803,8,1,0.85
10.0,20,5067.407312,0,1,0
19.0,20,5091.788154,0,1,0
8.0,18,5093.291445,0,1,0
0.0,21,5131.585818,0,1,0
11.0,10,5163.885359,0,2,0
36.0,17,5211.090582,12,2,0.1
14.0,32,5237.544029,0,1,0
20.0,13,5269.854372,0,1,0
4.0,29,5337.200347,0,3,0
7.0,33,5369.965857,0,2,0
7.0,13,5370.097957,0,2,0
8.0,22,5407.275841,0,3,0
25.0,10,5441.166308,11,1,0.0
15.0,18,5456.840512,0,1,0
19.0,19,5545.512411,0,1,0
6.0,66,5664.729985,0,2,0
14.0,19,5723.490146,0,1,0
15.0,12,5772.204351,0,2,0
15.0,13,5812.165675,0,1,0
16.0,29,5879.032612,0,2,0
15.0,18,5879.157237,0,2,0
14.0,14,5879.822635,0,1,0
7.0,12,5885.217544,0,2,0
18.0,22,5901.498926,0,1,0
10.0,14,5919.817051,0,1,0
10.0,13,5919.944298,0,2,0
10.0,25,5939.735745,0,2,0
15.0,18,5948.591548,0,1,0
19.0,23,5971.436862,0,2,0
8.0,25,5982.561565,0,1,0
15.0,13,5987.818775,0,1,0
17.0,14,6044.150226,5,1,0.15
24.0,16,6055.775006,0,1,0
19.0,24,6152.564819,0,1,0
5.0,22,6217.680834,0,2,0
5.0,18,6220.586132,0,2,0
24.0,12,6220.741121,0,1,0
19.0,6,6236.65732,8,1,0.05
7.0,34,6277.677476,0,1,0
14.0,14,6310.57458,0,1,0
19.0,13,6310.67349,0,1,0
22.0,10,6310.766214,0,3,0
8.0,25,6329.238258,0,2,0
10.0,17,6371.764472,0,2,0
4.0,41,6436.040275,0,2,0
16.0,28,6436.326796,0,1,0
23.0,12,6436.44239,0,1,0
19.0,53,6477.789522,0,1,0
0.0,1,6488.462306,6,1,0.55
7.0,49,6540.644667,0,2,0
23.0,28,6576.487425,9,2,0.0
14.0,19,6621.294348,0,1,0
22.0,18,6669.617772,0,1,0
5.0,17,6694.784278,0,1,0
32.0,20,6742.867798,6,1,0.1
6.0,25,6777.324708,0,3,0
19.0,13,6791.04684,0,1,0
15.0,21,6823.332952,0,1,0
24.0,9,6829.153267,0,1,0
29.0,12,6890.118089,0,1,0
10.0,18,6890.280083,0,2,0
16.0,10,6922.542908,0,2,0
3.0,20,6981.152178,0,1,0
17.0,28,7016.37041,0,2,0
4.0,14,7034.069589,0,2,0
11.0,66,7136.611264,0,2,0
5.0,16,7158.230227,0,2,0
5.0,125,7271.198671,0,2,0
9.0,11,7302.310762,0,3,0
20.0,11,7306.36361,0,4,0
5.0,15,7308.306958,0,1,0
15.0,11,7324.471067,0,2,0
9.0,30,7352.980225,0,1,0
11.0,17,7353.197233,0,2,0
10.0,21,7371.242335,0,2,0
15.0,19,7392.529564,0,1,0
1.0,26,7495.977191,8,1,0.7
14.0,25,7516.56333,0,1,0
10.0,17,7547.040982,0,1,0
-2.0,10,7547.134025,0,1,0
16.0,32,7577.841707,0,2,0
11.0,40,7605.862176,0,4,0
14.0,14,7618.034592,0,1,0
5.0,22,7671.209521,4,1,0.9
17.0,18,7715.222302,0,2,0
10.0,12,7715.343737,0,1,0
9.0,37,7754.961324,0,1,0
9.0,24,7768.442477,0,1,0
17.0,21,7768.879117,0,2,0
14.0,17,7803.190791,0,1,0
16.0,18,7813.248657,0,2,0
16.0,24,7902.930417,0,1,0
3.0,18,7967.553185,2,1,0.9
24.0,11,7980.338291,0,1,0
24.0,14,7980.749569,0,1,0
12.0,19,8061.451029,0,2,0
13.0,22,8090.677636,0,1,0
7.0,20,8138.376155,0,2,0
10.0,16,8154.693154,0,2,0
14.0,19,8203.536713,0,1,0
15.0,11,8222.787313,0,0,0
10.0,31,8249.880578,0,2,0
4.0,17,8273.764217,0,1,0
9.0,22,8327.428258,0,1,0
5.0,26,8380.235971,0,2,0
10.0,51,8499.405606,0,1,0
14.0,36,8501.775736,0,1,0
2.0,17,8521.32851,8,2,0.65
15.0,11,8537.490506,0,2,0
8.0,23,8553.950881,0,2,0
26.0,16,8580.844777,19,2,0.0
16.0,29,8612.102549,0,3,0
14.0,16,8671.564425,0,1,0
18.0,27,8720.586958,12,2,0.05
6.0,37,8730.911221,0,2,0
5.0,15,8778.467723,9,1,0.55
19.0,17,8822.265872,0,1,0
13.0,13,8894.605456,0,3,0
-2.0,61,9007.933486,0,1,0
10.0,39,9068.103121,0,3,0
4.0,15,9068.336108,0,1,0
8.0,25,9081.16279,0,2,0
24.0,38,9176.237047,0,2,0
18.0,23,9187.139479,0,2,0
10.0,31,9243.02383,0,2,0
12.0,10,9243.262818,0,1,0
7.0,12,9259.338471,0,2,0
22.0,17,9285.11913,0,2,0
29.0,21,9351.363677,0,2,0
12.0,19,9351.545947,0,2,0
20.0,15,9367.464924,0,1,0
24.0,16,9383.642752,0,1,0
8.0,20,9383.775736,0,1,0
15.0,17,9415.886548,0,2,0
10.0,12,9433.204931,0,3,0
21.0,22,9467.190445,0,3,0
18.0,12,9501.481853,0,2,0
22.0,12,9502.532414,0,2,0
0.0,26,9529.995446,0,2,0
9.0,13,9578.821943,0,1,0
10.0,10,9578.94257,0,0,0
9.0,30,9638.376597,0,1,0
9.0,42,9709.873198,0,1,0
6.0,58,9769.756872,0,3,0
10.0,24,9774.345476,0,1,0
5.0,15,9793.829354,0,0,0
19.0,9,9793.915451,0,1,0
15.0,14,9794.115689,0,2,0
16.0,28,9899.792291,0,3,0
17.0,16,9945.803102,0,2,0
21.0,18,9962.010971,0,2,0
22.0,22,10019.667869,2,1,0.5
19.0,17,10068.331595,9,1,0.05
