#{"t_start": 1683819386.7819104, "env_id": "sokoban_solver-turtle-v0"}
r,l,t,sol-length,crate,solver
20.0,19,5.70894,0,4,0
15.0,18,53.724477,0,0,0
14.0,12,69.858924,0,1,0
0.0,12,120.497079,0,0,0
21.0,14,120.621792,0,2,0
12.0,34,141.810562,0,2,0
22.0,19,181.139349,0,1,0
15.0,35,226.084552,0,1,0
12.0,14,226.209278,0,2,0
14.0,11,233.50871,0,1,0
5.0,15,241.905873,0,1,0
7.0,18,256.75651,0,1,0
10.0,26,343.034569,0,2,0
11.0,19,438.200014,0,2,0
16.0,40,454.624717,0,2,0
5.0,31,495.169349,0,2,0
15.0,11,508.708332,0,0,0
17.0,10,525.362318,0,2,0
12.0,12,557.327344,0,1,0
2.0,15,569.491238,0,1,0
7.0,18,598.735058,0,3,0
3.0,20,598.924182,0,2,0
17.0,31,664.720656,0,2,0
14.0,13,678.124426,0,1,0
4.0,20,678.380492,0,2,0
13.0,30,710.920425,0,1,0
12.0,12,711.608189,0,1,0
11.0,36,799.247868,0,3,0
10.0,16,832.71806,0,1,0
15.0,15,832.875875,0,1,0
0.0,25,852.615377,0,1,0
15.0,27,852.853925,0,1,0
16.0,42,951.572512,0,2,0
9.0,11,951.710884,0,1,0
-1.0,40,967.756139,3,1,0.7
9.0,15,967.901593,0,1,0
7.0,16,968.026827,0,1,0
13.0,35,1000.797926,0,2,0
19.0,19,1017.167257,0,1,0
5.0,42,1072.747269,0,1,0
16.0,19,1072.947018,0,2,0
8.0,18,1083.176861,0,2,0
7.0,13,1114.747728,0,1,0
4.0,38,1128.506233,0,1,0
30.0,28,1242.371622,21,2,0.1
19.0,18,1245.294152,0,1,0
3.0,12,1277.224999,0,1,0
7.0,9,1277.749554,0,2,0
17.0,36,1310.305699,0,2,0
1.0,16,1326.633313,0,0,0
5.0,22,1352.426379,0,2,0
17.0,16,1355.377931,0,2,0
6.0,26,1370.407663,0,2,0
15.0,19,1400.276355,0,2,0
16.0,18,1400.460495,0,2,0
19.0,16,1400.598837,0,1,0
29.0,17,1511.264877,14,1,0.0
16.0,23,1527.820141,0,1,0
7.0,24,1528.078589,0,1,0
7.0,21,1544.741525,0,1,0
16.0,20,1556.453271,0,1,0
18.0,16,1573.014426,0,1,0
6.0,18,1589.731847,0,1,0
7.0,54,1653.073607,0,2,0
5.0,25,1699.771245,0,1,0
13.0,14,1699.879064,0,1,0
-11.0,7,1728.48551,4,1,0.75
15.0,15,1745.512607,0,3,0
8.0,10,1745.59742,0,2,0
17.0,17,1761.990418,0,1,0
-6.0,4,1797.041766,7,1,0.85
14.0,10,1805.904498,0,1,0
15.0,19,1822.568277,0,4,0
12.0,13,1846.557414,0,2,0
9.0,26,1862.964518,0,1,0
5.0,31,1925.514325,0,1,0
19.0,11,1951.701763,0,1,0
12.0,12,1951.815185,0,2,0
9.0,13,1951.976104,0,1,0
12.0,16,1980.889719,0,2,0
8.0,15,1993.671039,0,1,0
20.0,20,2058.080327,8,1,0.0
9.0,14,2074.481425,0,1,0
20.0,22,2140.074508,0,0,0
2.0,22,2146.499443,0,1,0
18.0,15,2164.883618,0,1,0
19.0,15,2180.801644,0,2,0
10.0,25,2181.11775,0,2,0
