#{"t_start": 1683819386.9962146, "env_id": "sokoban_solver-turtle-v0"}
r,l,t,sol-length,crate,solver
11.0,10,1.243622,0,2,0
13.0,32,69.567252,0,1,0
13.0,63,141.196112,0,2,0
7.0,21,180.89085,0,2,0
14.0,20,205.694965,0,1,0
9.0,9,209.753435,0,1,0
19.0,19,225.959493,0,1,0
15.0,13,233.278125,0,0,0
10.0,23,241.762581,0,1,0
5.0,21,274.301828,0,0,0
24.0,25,391.453908,0,1,0
25.0,18,452.946678,7,1,0.2
14.0,20,453.140743,0,1,0
-5.0,20,477.381122,0,2,0
14.0,19,494.904498,0,1,0
22.0,8,508.418863,6,1,0.3
19.0,17,540.785656,3,1,0.05
14.0,21,569.2228,0,1,0
10.0,21,583.118808,0,2,0
10.0,17,598.64789,0,2,0
7.0,52,677.934921,0,2,0
15.0,13,678.132492,0,3,0
11.0,26,694.547086,0,1,0
2.0,17,710.793299,0,2,0
19.0,12,726.721327,10,1,0.1
16.0,18,787.908882,11,1,0.15
14.0,25,832.485436,0,1,0
22.0,31,850.037284,0,2,0
14.0,19,852.483177,0,2,0
16.0,20,870.418819,0,2,0
19.0,14,934.738568,0,1,0
19.0,14,934.855657,0,1,0
8.0,17,951.414828,0,1,0
10.0,18,952.079334,0,0,0
27.0,25,958.775885,0,2,0
13.0,13,967.645315,0,1,0
14.0,32,1000.333303,0,1,0
13.0,13,1000.469054,0,2,0
10.0,12,1000.591418,0,2,0
12.0,11,1016.890418,3,1,0.0
5.0,44,1072.477977,0,3,0
13.0,24,1072.734402,0,2,0
21.0,14,1082.423116,0,2,0
-54.0,25,1118.085813,4,1,1.0
14.0,21,1128.180541,0,1,0
10.0,13,1138.625075,0,0,0
14.0,12,1155.177494,0,1,0
19.0,12,1226.795145,0,1,0
16.0,27,1276.973968,0,3,0
9.0,23,1277.654784,0,1,0
26.0,38,1326.4011,0,3,0
14.0,16,1342.536522,0,1,0
-5.0,25,1355.153847,0,3,0
12.0,14,1355.323514,0,1,0
-1.0,18,1370.258928,0,1,0
9.0,20,1400.133407,0,1,0
21.0,24,1400.360096,0,2,0
24.0,18,1479.56669,0,2,0
19.0,12,1511.151684,0,1,0
26.0,18,1527.652999,0,2,0
-4.0,21,1544.30459,0,0,0
14.0,13,1544.441978,0,1,0
16.0,16,1544.662252,0,3,0
