#{"t_start": 1683819387.1266017, "env_id": "sokoban_solver-turtle-v0"}
r,l,t,sol-length,crate,solver
4.0,28,10.24621,0,2,0
2.0,26,80.740088,0,2,0
0.0,13,120.220615,0,2,0
9.0,27,120.548894,0,1,0
5.0,24,158.584767,0,1,0
26.0,13,192.122792,7,1,0.5
10.0,27,225.68634,0,2,0
0.0,29,233.146826,0,1,0
28.0,25,256.302475,4,1,0.25
30.0,10,256.495883,0,2,0
10.0,11,291.88716,0,0,0
17.0,14,342.674669,0,2,0
8.0,11,391.333755,0,4,0
14.0,15,437.937704,0,1,0
14.0,14,452.965881,0,1,0
4.0,16,453.108001,0,1,0
22.0,16,493.016968,13,2,0.05
5.0,35,508.426924,0,2,0
13.0,17,569.016023,5,1,0.4
19.0,28,582.984205,0,2,0
9.0,41,647.887661,0,2,0
7.0,14,664.376134,0,2,0
15.0,7,677.724352,5,1,0.2
15.0,15,677.921386,0,1,0
7.0,24,694.279357,0,1,0
20.0,50,742.776178,0,2,0
32.0,7,798.828851,9,1,0.45
23.0,8,808.963203,6,1,0.4
11.0,6,832.239168,5,1,0.05
5.0,14,832.421614,0,0,0
21.0,12,832.547567,0,2,0
12.0,20,852.232896,0,1,0
15.0,25,852.444768,0,0,0
12.0,12,902.383296,0,2,0
19.0,21,934.702883,0,1,0
7.0,17,951.251149,0,1,0
11.0,31,953.709733,0,2,0
14.0,13,958.614858,0,1,0
10.0,17,967.536576,0,2,0
15.0,11,967.618077,0,2,0
24.0,17,1000.169348,4,2,0.0
15.0,9,1000.285568,0,0,0
9.0,55,1055.604215,0,2,0
25.0,12,1055.751221,0,2,0
24.0,20,1072.512788,0,1,0
7.0,10,1072.602849,0,1,0
10.0,17,1082.825994,0,2,0
31.0,15,1114.41686,0,2,0
9.0,17,1127.9163,0,1,0
29.0,20,1128.163308,0,1,0
5.0,14,1138.742553,0,2,0
29.0,17,1242.052087,0,1,0
9.0,31,1277.345362,0,1,0
12.0,37,1309.913669,0,1,0
15.0,23,1326.322413,0,1,0
