#{"t_start": 1675251728.109253, "env_id": "pushing-turtle-v0"}
r,l,t
-7.0,41,3.472305
-2.0,43,4.048582
-6.0,34,4.446335
-10.0,45,5.027863
-2.0,46,5.533792
8.0,33,5.901504
1.0,34,6.280549
-12.0,46,6.86126
-13.0,43,7.404011
-4.0,49,7.949063
-22.0,33,8.354014
13.0,36,8.722641
10.0,38,9.116651
-2.0,29,9.423905
-5.0,32,9.74932
-1.0,45,10.192205
-9.0,38,10.577273
8.0,42,10.994633
-4.0,49,11.483918
6.0,36,11.832411
1.0,50,12.32069
-18.0,52,12.832211
-1.0,42,13.253805
0.0,44,13.686744
10.0,43,18.095054
0.0,40,18.604448
-2.0,36,19.038913
-1.0,30,19.399512
7.0,39,19.872603
-6.0,41,20.385524
3.0,28,20.756841
3.0,39,21.226859
0.0,25,21.489723
-5.0,37,21.867601
-1.0,35,22.239648
-6.0,30,22.551341
-14.0,40,22.962183
6.0,50,23.47684
1.0,36,23.835283
0.0,28,24.115211
-6.0,37,24.482517
-2.0,45,24.940142
0.0,43,25.366416
8.0,44,25.807446
8.0,42,26.250269
-6.0,40,26.667892
15.0,53,27.229493
-22.0,34,27.582468
9.0,42,28.02063
-5.0,48,28.506371
4.0,63,29.265321
-8.0,41,3118.557242
3.0,37,3118.970452
6.0,36,3119.398424
1.0,44,3119.891902
1.0,35,3120.276219
13.0,39,3120.704531
-6.0,36,3121.089318
-2.0,34,3121.454926
6.0,34,3121.819184
5.0,41,3122.302868
8.0,34,3122.69524
6.0,49,3123.24294
-1.0,40,3123.686839
6.0,48,3124.215555
-7.0,39,3124.644417
4.0,35,3125.021671
-17.0,42,3125.477597
-7.0,50,3125.983227
-6.0,34,3126.33146
-6.0,38,3126.71278
0.0,44,3127.174931
-18.0,36,3127.541285
0.0,46,3128.008485
-10.0,38,3128.404329
-1.0,30,3132.231513
2.0,38,3132.677405
-1.0,41,3133.151851
-1.0,40,3133.5821
5.0,43,3134.045565
-6.0,36,3134.47089
15.0,40,3134.967556
-15.0,39,3135.439629
0.0,31,3135.770574
-7.0,47,3136.280485
4.0,38,3136.738378
-3.0,38,3137.158166
8.0,32,3137.511115
-2.0,40,3138.009928
4.0,42,3138.46315
-6.0,38,3138.877755
11.0,28,3139.189951
-7.0,47,3139.707075
2.0,42,3140.173249
-8.0,45,3140.645033
0.0,38,3141.035901
-2.0,36,3141.410897
-15.0,42,3141.843408
-3.0,48,3142.342093
-5.0,38,3142.722
-5.0,67,3147.167164
-7.0,48,3147.737869
6.0,34,5990.802603
0.0,33,5991.202943
-2.0,37,5991.645286
5.0,40,5992.126276
-11.0,51,5992.72892
2.0,33,5993.16958
13.0,34,5993.623278
2.0,32,5993.995285
3.0,36,5994.443929
-7.0,36,5994.896717
-12.0,47,5995.524302
3.0,30,5995.915987
2.0,56,5996.704542
8.0,35,5997.178473
0.0,31,5997.524082
18.0,37,5997.981666
1.0,31,5998.355567
-2.0,36,5998.864625
-3.0,28,5999.220154
-16.0,40,5999.766837
9.0,41,6000.288721
6.0,33,6000.684752
-3.0,52,6001.367273
-1.0,49,6005.952374
8.0,37,6006.378233
8.0,35,6006.773346
8.0,32,6007.144996
-4.0,57,6007.875028
8.0,34,6008.298744
-13.0,39,6008.78367
-11.0,32,6009.142435
3.0,38,6009.599975
9.0,50,6010.206628
3.0,44,6010.707264
-5.0,32,6011.053719
-2.0,40,6011.563903
-4.0,39,6012.075089
3.0,43,6012.633
0.0,40,6013.106785
21.0,47,6013.660577
-9.0,37,6014.218734
-1.0,30,6014.625544
2.0,37,6015.047489
-5.0,26,6015.328783
-9.0,45,6015.8304
9.0,38,6016.248079
12.0,36,6016.661527
7.0,44,6017.158349
-6.0,34,6017.6178
-10.0,43,6018.388673
4.0,34,6018.842042
10.0,42,6019.313179
11.0,33,6019.673772
3.0,42,8691.716459
8.0,47,8692.219636
6.0,38,8692.609464
2.0,42,8693.036206
-3.0,32,8693.362075
3.0,31,8693.683304
5.0,49,8694.191206
-1.0,34,8694.553679
13.0,31,8694.865133
3.0,39,8695.253009
7.0,37,8695.619375
6.0,42,8696.039617
0.0,35,8696.397368
6.0,37,8696.789242
12.0,36,8697.151401
5.0,41,8697.57194
9.0,34,8697.928772
-7.0,33,8698.265842
-7.0,45,8698.733927
-3.0,28,8699.026721
6.0,31,8699.337636
10.0,38,8699.739382
5.0,36,8700.124878
-3.0,29,8704.227302
-2.0,36,8704.615945
12.0,37,8705.019985
8.0,37,8705.417851
6.0,35,8705.788965
4.0,33,8706.120275
-6.0,30,8706.485416
6.0,35,8706.892496
0.0,38,8707.346079
5.0,36,8707.770503
-1.0,35,8708.172235
5.0,39,8708.617304
-9.0,34,8708.977246
1.0,41,8709.415149
4.0,40,8709.909061
-4.0,37,8710.295564
8.0,27,8710.566978
-3.0,42,8711.070734
8.0,47,8711.6666
17.0,45,8712.15528
-2.0,36,8712.574969
4.0,35,8712.968462
6.0,35,8713.385626
13.0,33,8713.769701
23.0,33,8714.167994
20.0,37,8714.592341
1.0,38,8715.027237
19.0,40,8715.484622
5.0,56,8716.283728
13.0,36,8716.69261
4.0,29,8717.056578
0.0,28,8717.380988
-3.0,38,8717.791524
15.0,42,12012.489267
15.0,37,12012.935397
-3.0,32,12013.316431
13.0,37,12013.758596
2.0,36,12014.168359
8.0,38,12014.620183
-4.0,30,12014.963762
17.0,36,12015.377964
9.0,53,12015.979818
0.0,32,12016.355392
2.0,37,12016.792132
15.0,35,12017.190082
8.0,39,12017.636587
-3.0,30,12018.00928
8.0,46,12018.556134
7.0,30,12018.91252
16.0,34,12019.308142
5.0,34,12019.73135
1.0,41,12020.225732
8.0,31,12020.598422
9.0,47,12021.108944
2.0,42,12025.376979
1.0,48,12025.941995
1.0,41,12026.425448
15.0,36,12026.96592
8.0,39,12027.558185
-6.0,41,12028.174733
