#{"t_start": 1675251728.1038542, "env_id": "pushing-turtle-v0"}
r,l,t
-7.0,48,3.580622
0.0,39,4.092293
-10.0,42,4.612342
2.0,34,5.034572
-6.0,41,5.486858
3.0,47,6.011779
8.0,43,6.516296
-13.0,42,7.029076
-1.0,37,7.50979
1.0,41,7.954517
21.0,38,8.41857
0.0,44,8.867227
-1.0,43,9.305171
0.0,39,9.716506
-5.0,35,10.060848
-6.0,39,10.441273
-15.0,45,10.902279
-4.0,36,11.261948
-1.0,37,11.627094
-9.0,42,12.035843
-2.0,50,12.521511
-5.0,36,12.879315
-3.0,45,13.325967
4.0,41,13.732507
-6.0,36,18.062133
-6.0,38,18.548957
-2.0,29,18.906286
-6.0,37,19.346713
2.0,45,19.890261
2.0,45,20.460695
-6.0,34,20.90448
7.0,31,21.267429
3.0,37,21.64639
-6.0,49,22.155652
-11.0,34,22.514494
2.0,29,22.816416
15.0,35,23.171557
5.0,39,23.572605
0.0,42,23.988965
-11.0,43,24.419167
3.0,39,24.814472
7.0,36,25.174329
-8.0,41,25.581614
5.0,35,25.938181
-9.0,45,26.413909
8.0,41,26.851797
8.0,35,27.214952
7.0,44,27.674239
-15.0,39,28.083301
-11.0,45,28.532694
1.0,49,29.154325
-2.0,38,3118.397961
7.0,36,3118.798643
-9.0,42,3119.294306
-1.0,45,3119.799402
-14.0,38,3120.21324
3.0,35,3120.604553
-8.0,43,3121.064456
10.0,42,3121.51365
-6.0,49,3122.058399
0.0,29,3122.400402
5.0,28,3122.723599
13.0,37,3123.13792
11.0,38,3123.560957
3.0,32,3123.914458
6.0,38,3124.325096
0.0,38,3124.751915
-8.0,51,3125.307833
3.0,47,3125.79153
-19.0,36,3126.160343
-4.0,39,3126.551545
-9.0,32,3126.870239
1.0,35,3127.240467
0.0,36,3127.606711
-15.0,37,3127.985432
-2.0,56,3132.062865
-4.0,39,3132.503783
-6.0,32,3132.904596
-2.0,39,3133.332728
3.0,34,3133.701661
-9.0,48,3134.208182
18.0,40,3134.719104
-14.0,43,3135.250027
-4.0,43,3135.723531
13.0,32,3136.075031
3.0,31,3136.4107
7.0,45,3136.937442
5.0,35,3137.333212
4.0,45,3137.858641
2.0,41,3138.331658
11.0,32,3138.671076
0.0,32,3139.038541
2.0,32,3139.384382
4.0,38,3139.809472
2.0,43,3140.274266
1.0,48,3140.778127
-12.0,32,3141.105214
2.0,37,3141.488666
4.0,36,3141.859614
7.0,37,3142.252776
22.0,46,3142.706908
15.0,41,3146.85572
0.0,36,3147.267232
12.0,46,3147.817475
-6.0,45,5991.019479
8.0,34,5991.430046
2.0,34,5991.835906
-2.0,41,5992.315548
-12.0,35,5992.735401
2.0,28,5993.098262
-11.0,37,5993.607692
-4.0,41,5994.087653
1.0,38,5994.578533
-22.0,42,5995.108959
1.0,41,5995.653701
5.0,37,5996.134149
-3.0,43,5996.746161
2.0,44,5997.332248
-6.0,35,5997.704158
7.0,38,5998.191976
10.0,31,5998.585408
-1.0,39,5999.128804
-1.0,30,5999.554785
5.0,36,5999.997291
12.0,30,6000.377446
8.0,40,6000.875398
3.0,31,6001.283319
3.0,44,6001.906426
8.0,50,6006.395555
8.0,42,6006.866035
11.0,34,6007.281279
-10.0,44,6007.846571
0.0,41,6008.365447
3.0,46,6008.923439
-6.0,39,6009.354394
12.0,46,6009.941884
-3.0,33,6010.318575
5.0,33,6010.692358
2.0,44,6011.166793
1.0,39,6011.686385
6.0,29,6012.068539
10.0,40,6012.58736
1.0,44,6013.112971
-2.0,42,6013.607101
18.0,43,6014.245167
17.0,35,6014.711629
12.0,52,6015.28275
6.0,34,6015.657021
-2.0,27,6015.957923
0.0,41,6016.41569
5.0,26,6016.713017
6.0,38,6017.142073
-4.0,40,6017.675583
11.0,32,6018.303778
-4.0,47,6018.916374
14.0,31,6019.262148
8.0,35,6019.646513
4.0,32,8691.579479
0.0,40,8692.012058
8.0,29,8692.316849
0.0,31,8692.634539
-14.0,41,8693.052184
8.0,37,8693.429518
3.0,30,8693.741692
8.0,33,8694.085496
-6.0,26,8694.354868
7.0,40,8694.767906
-3.0,40,8695.169652
-7.0,27,8695.438177
-2.0,35,8695.784168
16.0,36,8696.147845
-5.0,40,8696.56287
-1.0,33,8696.904627
-3.0,43,8697.337281
9.0,36,8697.711361
-11.0,40,8698.13292
13.0,39,8698.527036
5.0,30,8698.8467
-9.0,37,8699.226959
4.0,36,8699.601598
3.0,52,8700.151021
8.0,46,8704.442383
-8.0,37,8704.858864
-1.0,36,8705.214299
2.0,37,8705.635594
5.0,43,8706.065648
-7.0,40,8706.538373
-4.0,35,8706.945428
1.0,32,8707.330513
3.0,35,8707.743143
-6.0,26,8708.041549
-1.0,30,8708.382373
-5.0,35,8708.785404
7.0,40,8709.187274
5.0,32,8709.549539
5.0,38,8710.012234
19.0,29,8710.311987
2.0,40,8710.720394
-3.0,31,8711.114055
1.0,44,8711.672729
16.0,35,8712.051252
3.0,37,8712.476404
3.0,41,8712.939342
6.0,33,8713.334681
0.0,38,8713.776095
15.0,31,8714.151118
13.0,31,8714.504305
7.0,36,8714.921152
11.0,36,8715.332681
9.0,35,8715.896205
-3.0,33,8716.267432
5.0,46,8716.792133
-3.0,33,8717.20496
11.0,35,8717.605469
10.0,42,12012.24132
14.0,45,12012.809281
19.0,31,12013.17615
7.0,36,12013.612868
-1.0,39,12014.062652
8.0,37,12014.490997
13.0,32,12014.862667
2.0,33,12015.249289
-3.0,29,12015.577693
-7.0,42,12016.060703
13.0,53,12016.67518
23.0,37,12017.104321
-7.0,34,12017.484857
17.0,35,12017.916594
10.0,49,12018.500121
4.0,37,12018.940655
2.0,36,12019.360879
4.0,39,12019.873976
5.0,50,12020.464113
8.0,27,12020.749445
13.0,41,12021.225583
8.0,37,12025.431304
-4.0,51,12026.019769
2.0,49,12026.640791
5.0,48,12027.367362
12.0,35,12027.896703
0.0,47,12028.606276
7.0,43,12029.206421
1.0,38,12029.731524
-2.0,44,12030.343427
10.0,46,12030.98481
0.0,40,12031.453359
21.0,35,12031.866689
5.0,31,12032.381818
10.0,35,12032.765966
7.0,31,12033.098497
1.0,33,12033.460023
10.0,32,12033.803187
3.0,36,12034.194239
21.0,39,12034.606278
8.0,29,12034.913171
-4.0,47,12035.441601
7.0,35,12035.822975
3.0,33,12036.195234
7.0,51,12036.769853
5.0,33,12037.184524
-6.0,37,12037.616979
17.0,34,12038.196272
6.0,33,12038.568033
16.0,41,12039.062706
10.0,26,12039.356414
5.0,34,12039.738841
7.0,37,12040.200197
-3.0,34,12040.580889
