#{"t_start": 1682355471.8737655, "env_id": "sokoban-turtle-v0"}
r,l,t
4.0,9,3.291029
-4.0,12,3.47764
12.0,9,3.560853
1.0,10,3.64914
9.0,12,3.756986
-5.0,18,3.944366
7.0,10,4.029029
0.0,17,4.209016
-12.0,17,4.411844
-3.0,17,4.567617
12.0,8,4.645046
-1.0,6,4.696097
12.0,16,4.83715
-4.0,10,4.935145
2.0,13,5.051668
-12.0,16,5.194385
-5.0,12,5.428613
-5.0,13,5.540322
4.0,7,5.605023
-1.0,8,5.677535
3.0,8,5.762786
0.0,6,5.836151
-4.0,13,5.961018
5.0,11,6.063628
-3.0,14,6.202921
0.0,8,6.285586
4.0,17,6.456795
-5.0,18,6.621025
-4.0,13,6.755587
-7.0,12,6.877017
-5.0,18,7.082197
4.0,10,7.193577
1.0,16,7.484288
-2.0,10,7.576583
0.0,16,7.805052
-4.0,13,7.974099
5.0,9,8.116709
4.0,10,8.241785
0.0,8,8.357356
-2.0,16,8.574727
2.0,14,8.833791
-5.0,10,9.04796
-12.0,10,9.227895
1.0,9,9.421654
6.0,12,9.673836
-14.0,16,10.074153
-6.0,13,10.393902
6.0,10,10.637264
-3.0,9,10.877719
9.0,12,11.278772
-5.0,10,11.567335
-3.0,10,11.876869
-19.0,14,12.261486
5.0,9,12.53126
0.0,8,12.782945
-2.0,13,13.162073
-4.0,11,13.45527
3.0,12,13.794932
8.0,12,14.122479
5.0,8,14.367621
4.0,16,14.800567
-5.0,13,15.194101
-12.0,12,15.56478
-7.0,12,15.931275
-23.0,11,16.521369
0.0,8,16.757703
-4.0,15,17.202547
5.0,7,17.492427
2.0,11,17.812187
-4.0,12,18.154291
0.0,7,18.382065
17.0,13,18.760989
9.0,19,19.25202
-7.0,14,19.692666
-4.0,7,19.92863
0.0,9,20.215243
-5.0,12,20.559526
-5.0,9,20.84304
-5.0,11,21.179339
5.0,9,21.453348
-4.0,15,21.872953
-5.0,14,22.295779
0.0,10,22.604109
-5.0,12,23.012097
-10.0,15,23.618136
0.0,12,23.983975
6.0,12,24.360358
4.0,11,24.656878
0.0,7,24.86813
-5.0,16,25.368922
1.0,8,25.589331
0.0,13,25.974969
0.0,7,26.200457
-10.0,12,26.562678
0.0,7,26.787629
0.0,10,27.077549
12.0,9,27.370835
4.0,15,27.792447
-4.0,13,28.192162
-5.0,19,28.807908
-2.0,9,29.106133
11.0,8,29.353735
-10.0,9,29.631769
-8.0,7,29.910307
0.0,11,30.251175
-8.0,9,30.563426
-9.0,11,30.91026
2.0,16,31.417175
5.0,14,31.895975
-6.0,14,32.367485
5.0,22,33.10126
2.0,10,33.41757
1.0,9,33.689799
-5.0,8,33.953908
0.0,19,34.485588
0.0,10,34.799789
2.0,16,35.363458
1.0,11,35.738818
9.0,15,36.260218
4.0,7,36.558333
0.0,22,37.290983
9.0,13,37.688961
-7.0,10,38.039548
6.0,21,38.723356
-3.0,20,39.381509
5.0,20,40.048625
-1.0,21,40.67139
2.0,7,40.884305
-5.0,10,41.192939
10.0,9,41.479811
-2.0,7,41.696741
-15.0,11,42.055601
2.0,8,42.314389
-3.0,14,42.793822
-5.0,10,43.217459
-5.0,10,43.545228
4.0,22,44.283836
-5.0,18,44.804129
-10.0,12,45.214697
-16.0,17,45.79057
1.0,17,46.333778
-10.0,6,46.53078
11.0,13,47.011642
2.0,9,47.338744
0.0,20,48.035525
0.0,8,48.309962
1.0,9,48.600719
13.0,17,49.171993
-7.0,6,49.377732
-2.0,20,56.743035
-4.0,13,57.117812
0.0,16,57.643654
0.0,12,58.009817
-8.0,10,58.347822
0.0,15,58.831187
-5.0,9,59.127816
1.0,13,59.567915
9.0,16,60.157121
1.0,10,60.462355
0.0,12,60.851279
-5.0,8,61.143638
7.0,7,61.35895
-9.0,15,61.85806
-5.0,10,62.18808
-3.0,11,62.571981
-11.0,9,62.870471
-10.0,9,68.990895
12.0,16,69.510575
4.0,9,69.789392
-4.0,6,69.973518
-4.0,7,70.177732
-5.0,8,129.516002
3.0,10,129.836312
-4.0,22,130.706125
0.0,12,131.071388
9.0,10,131.402933
-1.0,7,131.59282
0.0,8,131.835428
0.0,10,132.163793
2.0,21,132.791503
7.0,16,133.282468
0.0,8,133.541563
-5.0,9,133.841714
4.0,11,134.19674
-4.0,8,134.517194
4.0,11,134.884277
-13.0,16,135.367041
3.0,12,135.738561
5.0,8,136.001256
1.0,8,136.247631
7.0,9,136.56037
5.0,15,137.046357
2.0,19,137.688347
1.0,8,137.936177
-6.0,23,138.699849
-2.0,15,139.128565
-15.0,8,139.383737
6.0,8,139.638329
5.0,11,139.986053
8.0,15,140.442498
7.0,19,141.111108
4.0,12,141.524024
-5.0,15,142.005761
9.0,10,142.308874
0.0,8,142.560732
4.0,6,142.757508
1.0,30,143.781892
9.0,10,144.137681
-5.0,10,144.467813
-3.0,22,145.147053
5.0,11,145.475703
-1.0,20,146.118077
1.0,10,146.458951
0.0,6,146.63057
0.0,12,147.007351
-2.0,16,147.566019
0.0,15,148.026423
5.0,16,148.515202
2.0,7,148.763367
6.0,11,149.147586
-2.0,10,149.481065
-7.0,13,149.884583
4.0,9,150.16133
12.0,10,150.493609
0.0,16,150.983564
-14.0,8,151.200291
10.0,8,151.463636
4.0,7,151.707929
20.0,11,152.037481
-2.0,9,152.356613
6.0,12,152.775877
14.0,16,153.316096
10.0,23,154.13387
7.0,12,154.521303
0.0,15,155.004857
0.0,7,155.265204
5.0,10,155.615663
2.0,12,156.036154
-3.0,12,156.467139
-1.0,9,156.781793
-4.0,8,157.039182
-9.0,12,157.397272
0.0,14,157.948382
-2.0,7,158.166073
7.0,8,158.424109
-5.0,8,158.677084
-10.0,14,159.087273
7.0,13,159.540327
1.0,8,159.805433
-2.0,8,160.056186
-4.0,21,160.80721
-1.0,14,161.240716
2.0,15,161.767425
0.0,16,162.256542
-7.0,14,162.694805
-4.0,12,163.107535
5.0,16,163.618249
-4.0,9,163.91249
-1.0,6,164.108656
9.0,10,164.489927
4.0,14,164.91961
-5.0,14,165.372617
-6.0,13,165.81672
12.0,15,166.274633
10.0,11,166.630062
-10.0,11,167.004807
5.0,5,167.226884
6.0,13,167.586891
1.0,13,167.998731
-2.0,6,168.188033
14.0,15,169.528441
3.0,10,169.866567
-10.0,18,170.569611
2.0,17,171.125283
-9.0,10,171.436165
-3.0,7,171.652262
-5.0,10,171.97899
6.0,13,172.423695
3.0,11,172.699961
7.0,11,173.02886
0.0,6,173.247528
-4.0,12,173.640384
8.0,11,174.008809
-2.0,13,174.43507
7.0,12,174.898158
5.0,11,175.244514
3.0,12,175.641608
0.0,13,176.066959
0.0,11,176.406615
3.0,10,176.770944
0.0,12,177.159722
-6.0,15,177.619741
7.0,12,178.445731
1.0,9,178.717074
-5.0,10,179.054787
10.0,13,179.482367
7.0,7,179.727389
-8.0,10,180.077495
-3.0,10,180.403249
-9.0,9,180.678899
2.0,8,180.930974
-5.0,6,181.110724
-2.0,16,181.680853
-5.0,9,181.970458
13.0,9,182.271863
0.0,7,182.512877
5.0,11,182.860975
0.0,12,183.225786
-9.0,14,183.649083
-2.0,10,183.954759
0.0,6,184.127898
-2.0,13,184.805624
3.0,8,185.083405
5.0,17,185.642418
-9.0,8,185.881571
-5.0,15,186.415607
-5.0,17,186.926441
