#{"t_start": 1682355471.316891, "env_id": "sokoban-turtle-v0"}
r,l,t
0.0,11,3.906219
-3.0,9,4.021589
0.0,6,4.082198
0.0,10,4.177902
-4.0,6,4.220018
-14.0,14,4.370842
-5.0,9,4.453129
-4.0,12,4.561735
2.0,7,4.623967
0.0,9,4.727834
2.0,18,4.937352
0.0,16,5.097934
-5.0,9,5.166985
15.0,9,5.252422
6.0,11,5.34202
0.0,1,5.35513
0.0,8,5.434602
-11.0,11,5.53823
0.0,8,5.608448
5.0,9,5.696096
-5.0,11,5.908617
-3.0,11,6.008761
5.0,13,6.120473
-4.0,7,6.187618
5.0,13,6.318592
-5.0,11,6.446438
-5.0,10,6.537891
5.0,16,6.688472
-5.0,7,6.759792
-4.0,12,6.880903
-5.0,19,7.068638
2.0,12,7.177909
0.0,7,7.24476
-1.0,10,7.353311
0.0,9,7.447097
-14.0,20,7.67167
5.0,10,7.789574
0.0,6,7.870467
-4.0,17,8.131991
6.0,14,8.334032
-5.0,12,8.494202
-6.0,8,8.587162
10.0,7,8.716994
-7.0,8,8.815294
-1.0,10,8.960037
-4.0,13,9.131576
23.0,1,9.189876
7.0,16,9.470853
3.0,12,9.697041
4.0,15,10.007297
0.0,10,10.206281
-9.0,11,10.489305
-13.0,12,10.789696
-4.0,11,11.057946
-2.0,14,11.400516
0.0,10,11.687348
12.0,12,12.094162
-4.0,24,12.791445
5.0,11,13.11835
0.0,6,13.309806
1.0,6,13.466074
-9.0,10,13.767436
3.0,12,14.120535
14.0,21,14.681414
-5.0,12,15.030409
5.0,10,15.314561
1.0,15,15.752212
-4.0,6,15.924341
5.0,7,16.146454
0.0,6,16.33437
-12.0,22,17.261202
-5.0,7,17.453189
0.0,14,17.885929
-15.0,16,18.423563
4.0,12,18.781722
7.0,11,19.119399
12.0,12,19.424683
-12.0,11,19.716577
-1.0,12,20.078226
0.0,12,20.488091
-5.0,7,20.715753
2.0,21,21.340807
-9.0,14,21.768531
9.0,14,22.184097
-9.0,13,22.548697
8.0,12,22.911158
-6.0,11,23.254309
7.0,15,23.794346
-4.0,6,23.992416
-14.0,9,24.363561
-5.0,12,24.705026
-5.0,17,25.214317
-7.0,10,25.523983
0.0,12,25.894459
-2.0,8,26.120776
6.0,14,26.533136
-2.0,9,26.819098
14.0,8,27.062536
4.0,9,27.345861
0.0,10,27.635687
2.0,9,27.928918
-12.0,12,28.257665
-3.0,9,28.536081
-8.0,11,28.868671
-2.0,14,29.327041
-5.0,12,29.732401
-11.0,9,30.004336
-4.0,16,30.564522
