#{"t_start": 1682355470.862042, "env_id": "sokoban-turtle-v0"}
r,l,t
12.0,8,4.28004
-4.0,6,4.401122
2.0,10,4.515069
5.0,9,4.60476
-1.0,14,4.724797
7.0,13,4.869233
-5.0,18,5.022586
-6.0,22,5.29089
2.0,7,5.362833
-8.0,9,5.444194
-3.0,12,5.556008
-5.0,14,5.683309
5.0,11,5.768948
-2.0,9,5.857027
5.0,11,5.968059
0.0,19,6.143087
4.0,17,6.418438
2.0,17,6.55975
0.0,9,6.648073
-7.0,12,6.761696
-4.0,8,6.857961
-7.0,17,7.022268
0.0,19,7.203941
-5.0,6,7.270966
3.0,14,7.408869
-5.0,10,7.508777
-9.0,23,7.720785
-5.0,15,7.876484
-13.0,7,7.964771
-4.0,11,8.08559
3.0,18,8.298858
-4.0,12,8.521776
11.0,11,8.629566
-2.0,19,8.912919
-3.0,8,9.004276
5.0,10,9.173686
-5.0,15,9.371754
3.0,17,9.606194
0.0,13,9.848751
-1.0,12,10.092297
-5.0,10,10.274447
5.0,11,10.518165
-7.0,7,10.659103
-4.0,14,11.017248
-2.0,9,11.245245
-2.0,8,11.435491
-5.0,13,11.745932
1.0,21,12.40726
7.0,9,12.669954
1.0,18,13.186328
-1.0,13,13.575069
4.0,7,13.796429
-6.0,11,14.107895
-3.0,12,14.443674
-5.0,9,14.700816
5.0,7,14.893428
5.0,12,15.224575
-9.0,14,15.637015
5.0,9,15.873737
0.0,15,16.320019
2.0,14,16.758216
6.0,12,17.399834
8.0,9,17.660173
-5.0,6,17.824197
-5.0,9,18.091276
-5.0,7,18.313623
-5.0,8,18.619485
-7.0,10,18.909813
-7.0,11,19.237296
2.0,11,19.575542
2.0,16,19.971024
5.0,10,20.26512
4.0,13,20.671293
0.0,10,21.004609
1.0,11,21.335373
-8.0,7,21.535885
2.0,10,21.856056
4.0,10,22.165187
1.0,9,22.439991
3.0,11,22.746047
14.0,15,23.171636
-8.0,13,23.5889
-8.0,12,23.986678
-2.0,5,24.184977
4.0,12,24.66272
0.0,12,25.01205
-10.0,11,25.37344
9.0,10,25.643864
3.0,17,26.183611
-10.0,17,26.658425
5.0,20,27.275207
0.0,6,27.453062
-2.0,12,27.835798
-8.0,12,28.195837
3.0,10,28.514921
10.0,12,28.836462
-15.0,18,29.381071
-2.0,14,29.858309
-24.0,12,30.248792
-10.0,11,30.587145
9.0,11,30.991468
9.0,7,31.205639
-11.0,14,31.666189
3.0,10,31.983032
2.0,9,32.270839
1.0,22,33.016165
3.0,10,33.351348
0.0,8,33.592434
-4.0,7,33.833172
-2.0,7,34.082023
-5.0,8,34.332875
-4.0,10,34.649717
0.0,18,35.191266
-5.0,12,35.536804
2.0,9,35.81295
4.0,10,36.154343
5.0,9,36.492985
5.0,18,37.105595
4.0,8,37.442661
-2.0,7,37.657888
9.0,11,38.022115
-2.0,12,38.429338
3.0,8,38.673519
2.0,15,39.187895
-2.0,14,39.630245
-4.0,10,39.964283
-9.0,10,40.308291
-10.0,19,40.910146
-8.0,9,41.192262
7.0,11,41.534326
-7.0,10,41.833657
6.0,6,42.024342
4.0,7,42.238874
-2.0,8,42.493502
-14.0,11,42.84445
-19.0,15,43.328603
0.0,10,43.666336
-4.0,6,43.964664
-13.0,14,44.418715
-3.0,11,44.785799
4.0,7,45.025839
-2.0,14,45.457596
7.0,9,45.71873
-5.0,16,46.258467
1.0,12,46.662867
2.0,12,47.038168
5.0,9,47.347296
3.0,14,47.847695
4.0,11,48.242638
0.0,10,48.621366
-3.0,13,49.048799
13.0,16,49.578491
-2.0,16,50.11258
-4.0,5,50.298349
4.0,15,57.488426
-6.0,9,57.782566
4.0,13,58.172227
4.0,15,58.656754
4.0,6,58.856831
-5.0,5,58.984923
-4.0,8,59.25837
-9.0,7,59.498816
-5.0,7,59.730268
9.0,5,59.878545
-4.0,12,60.27494
2.0,10,60.618643
-3.0,10,60.983748
-1.0,8,61.255036
3.0,17,61.800108
5.0,14,62.28496
-5.0,15,62.775112
-9.0,10,63.104531
0.0,10,63.468775
-2.0,11,63.810583
-2.0,8,69.911776
5.0,11,70.27581
-6.0,18,70.833938
3.0,15,130.363394
-3.0,5,130.530316
-22.0,13,130.941258
-10.0,10,131.43784
0.0,6,131.614358
2.0,11,131.970845
0.0,17,132.481926
4.0,13,132.879222
3.0,14,133.326854
5.0,9,133.585798
0.0,8,133.83037
9.0,13,134.239729
5.0,8,134.486938
3.0,10,134.820293
0.0,6,135.008457
7.0,15,135.562894
4.0,14,136.037559
-2.0,12,136.375408
0.0,6,136.555095
-5.0,12,136.942367
10.0,12,137.332179
-5.0,11,137.703752
0.0,11,138.059397
10.0,14,138.519654
5.0,13,138.950024
9.0,12,139.351377
-14.0,12,139.731982
2.0,13,140.113041
-19.0,16,140.612784
-2.0,19,141.19967
3.0,12,141.570629
0.0,10,141.976045
8.0,11,142.335125
0.0,9,142.646986
5.0,14,143.09003
12.0,14,143.509157
5.0,11,143.87319
3.0,12,144.280976
-4.0,17,144.868475
0.0,10,145.225385
-5.0,7,145.44877
0.0,6,145.641471
-7.0,7,145.85752
-8.0,12,146.220712
1.0,13,146.619575
5.0,8,146.87471
10.0,21,147.565649
1.0,13,147.963768
-1.0,18,148.579146
4.0,13,148.968376
2.0,17,149.497065
3.0,11,149.885935
-6.0,10,150.241795
0.0,10,150.552204
13.0,13,150.958347
5.0,9,151.23939
1.0,14,151.690656
-2.0,7,151.901093
0.0,18,152.441665
3.0,11,152.828067
6.0,9,153.074381
-11.0,15,153.618072
8.0,11,153.996135
4.0,9,154.29223
-7.0,8,154.547723
-9.0,12,155.019113
-7.0,12,155.397591
-9.0,10,155.728375
0.0,10,156.052042
-5.0,14,156.559124
-3.0,14,157.050402
10.0,11,157.446213
-5.0,14,157.934502
9.0,10,158.217256
0.0,9,158.50369
-4.0,12,158.988366
-3.0,11,159.331389
-5.0,10,159.658764
-3.0,13,160.049651
10.0,16,160.575616
0.0,5,160.749759
-4.0,12,161.128903
7.0,17,161.76023
8.0,11,162.093693
-2.0,11,162.456781
-4.0,9,162.78211
2.0,12,163.167856
-2.0,21,163.792065
5.0,9,164.120514
-5.0,8,164.389337
4.0,9,164.667813
9.0,13,165.08714
-4.0,19,165.74314
3.0,5,165.899988
-8.0,15,166.385229
-9.0,7,166.633711
9.0,7,166.854022
-13.0,16,167.36037
2.0,10,167.679933
0.0,10,168.018457
1.0,17,168.563514
5.0,14,169.014365
4.0,12,169.381114
-5.0,7,170.489939
7.0,13,170.920751
-4.0,13,171.372546
10.0,9,171.739312
-6.0,6,171.944334
0.0,12,172.330044
-4.0,14,172.766484
-2.0,13,173.192621
4.0,10,173.524295
5.0,17,173.979172
-9.0,11,174.348864
-2.0,11,174.724509
-2.0,10,175.05693
7.0,7,175.269217
-5.0,5,175.448474
-3.0,18,176.102012
10.0,10,176.406188
-11.0,10,176.752246
-11.0,9,177.055579
12.0,21,177.747223
-2.0,6,177.954006
-2.0,7,178.174065
-5.0,7,178.389059
11.0,14,178.828885
1.0,10,179.563335
0.0,11,179.932343
1.0,13,180.375884
-4.0,6,180.561781
14.0,12,180.98197
2.0,14,181.445675
-7.0,13,181.851287
0.0,8,182.096544
0.0,10,182.392979
-7.0,15,182.949694
0.0,13,183.395401
0.0,10,183.720174
3.0,9,183.991311
-2.0,11,184.347285
3.0,17,184.857094
12.0,9,185.109841
-5.0,10,185.44995
2.0,19,186.327003
-9.0,7,186.552432
-2.0,12,186.928906
0.0,7,187.173942
-5.0,7,187.428064
4.0,13,187.814195
-5.0,9,188.092271
0.0,6,188.272807
2.0,9,188.5595
-14.0,12,188.973782
0.0,19,189.709143
11.0,9,190.004536
-5.0,13,190.43819
10.0,11,190.856085
0.0,9,191.102737
-5.0,11,191.46645
7.0,13,191.893428
-10.0,10,192.22524
5.0,11,192.58513
-9.0,8,192.829752
6.0,8,193.09378
0.0,7,193.322702
-2.0,12,193.671331
5.0,14,194.166277
-1.0,10,194.460434
4.0,8,194.696984
5.0,8,194.920708
2.0,6,195.102774
-1.0,8,195.353306
12.0,13,201.875591
-2.0,10,202.211933
5.0,15,202.693004
12.0,13,203.175453
0.0,9,203.499802
5.0,11,203.849127
1.0,11,204.177813
12.0,12,204.568561
3.0,15,268.011949
0.0,8,268.28099
-5.0,7,268.52117
7.0,9,268.817854
9.0,10,269.159035
-4.0,8,269.429769
20.0,13,269.98569
5.0,15,270.592736
5.0,16,271.108512
8.0,9,271.402755
7.0,9,271.79079
6.0,10,272.154126
-4.0,8,272.414127
0.0,12,272.777394
9.0,14,273.240733
3.0,9,273.540668
8.0,8,273.777836
