#{"t_start": 1684663233.576337, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-3.5,35,11.726228,False
-3.5,35,12.152046,False
-3.5,35,12.582779,False
-3.5,35,13.002159,False
-3.5,35,13.387695,False
-3.5,35,13.781763,False
-3.5,35,14.187999,False
-3.5,35,14.684104,False
-3.5,35,15.16115,False
-3.5,35,15.640553,False
-3.5,35,16.176319,False
-3.5,35,16.690588,False
-3.5,35,17.199301,False
-3.5,35,17.776706,False
-3.5,35,18.397059,False
-3.5,35,18.982421,False
-3.5,35,19.524676,False
-3.5,35,20.185707,False
-3.5,35,20.78196,False
-3.5,35,21.397995,False
-3.5,35,22.018794,False
-3.5,35,22.660376,False
-3.5,35,23.276205,False
-3.5,35,23.870701,False
-4.0,40,25.053385,False
-4.0,40,25.732431,False
-4.0,40,26.411801,False
-4.0,40,27.035563,False
-4.0,40,27.717034,False
-4.0,40,28.418876,False
-4.0,40,29.755047,False
8.2,28,30.250087,True
9.4,16,30.545948,True
-4.0,40,31.408453,False
-4.0,40,32.087773,False
-4.0,40,32.897607,False
9.7,13,33.125374,True
9.3,17,33.421111,True
9.5,15,34.193146,True
-4.0,40,34.921397,False
8.7,23,35.319764,True
9.4,16,35.596746,True
-4.0,40,36.267976,False
9.7,13,36.475415,True
-4.0,40,37.170929,False
-4.0,40,37.864349,False
-4.0,40,38.578745,False
-4.0,40,39.317793,False
-4.0,40,40.669122,False
-4.0,40,41.406662,False
-4.0,40,42.103979,False
-4.0,40,42.834766,False
9.8,12,43.032849,True
9.8,12,43.2558,True
-4.0,40,43.971046,False
9.6,14,44.23556,True
-4.0,40,45.08221,False
-4.0,40,45.894102,False
-4.0,40,46.600864,False
9.3,17,46.894184,True
9.5,15,47.143305,True
-4.0,40,107.320431,False
9.6,14,107.58748,True
-4.0,40,108.321449,False
-4.0,40,108.983271,False
9.8,12,109.179276,True
-4.0,40,109.977322,False
-4.0,40,110.674966,False
10.2,8,110.819332,True
8.9,21,111.174582,True
9.4,16,111.461357,True
-4.0,40,112.244399,False
9.7,13,112.454855,True
-4.0,40,113.099085,False
8.7,23,113.477412,True
9.2,18,113.837954,True
-4.0,40,114.490293,False
9.4,16,114.764098,True
9.8,12,114.94836,True
9.7,13,115.15694,True
9.8,12,115.440461,True
-4.0,40,116.096477,False
9.7,13,116.304667,True
-4.0,40,116.94309,False
-4.0,40,117.624966,False
-4.0,40,118.259883,False
8.5,25,118.675257,True
-4.0,40,119.317859,False
-4.0,40,120.412996,False
9.5,15,120.668037,True
