#{"t_start": 1684663233.639258, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
10.5,5,11.17227,True
9.2,18,11.495679,True
-2.5,25,11.826803,False
-2.5,25,12.128731,False
-2.5,25,12.431038,False
-2.5,25,12.745845,False
-2.5,25,13.018764,False
-2.5,25,13.304899,False
9.6,14,13.462358,True
10.1,9,13.557843,True
-2.5,25,13.847064,False
10.4,6,13.921775,True
-2.5,25,14.2233,False
-2.5,25,14.581167,False
10.4,6,14.666087,True
-2.5,25,15.009913,False
-2.5,25,15.337418,False
-2.5,25,15.710984,False
-2.5,25,16.087849,False
10.0,10,16.228163,True
10.1,9,16.363466,True
10.4,6,16.442723,True
10.1,9,16.573463,True
9.7,13,16.768656,True
10.4,6,16.854145,True
-2.5,25,17.23289,False
10.3,7,17.342472,True
-2.5,25,17.759741,False
10.3,7,17.894008,True
10.4,6,18.003712,True
-2.5,25,18.439409,False
-2.5,25,18.852446,False
10.0,10,19.007698,True
-2.5,25,19.392174,False
10.3,7,19.517113,True
-2.5,25,19.92946,False
-2.5,25,20.445144,False
-2.5,25,20.868393,False
-2.5,25,21.306662,False
-2.5,25,21.742772,False
10.5,5,21.83042,True
9.9,11,22.023146,True
-2.5,25,22.485187,False
-2.5,25,22.923661,False
10.5,5,23.004891,True
-2.5,25,23.449517,False
10.5,5,23.532592,True
10.0,10,23.707697,True
-2.5,25,24.63419,False
10.4,6,24.739481,True
9.4,16,25.012631,True
10.5,5,25.093601,True
-2.5,25,25.522635,False
10.0,10,25.689276,True
-2.5,25,26.11698,False
-2.5,25,26.523205,False
10.5,5,26.595207,True
-2.5,25,26.992999,False
-2.5,25,27.402721,False
-2.5,25,27.853203,False
-2.5,25,28.289923,False
10.4,6,29.038307,True
10.2,8,29.164331,True
9.6,14,29.402714,True
-2.5,25,29.846206,False
10.4,6,29.960251,True
-2.5,25,30.403088,False
10.5,5,30.500399,True
9.8,12,30.726171,True
-2.5,25,31.306376,False
-2.5,25,31.715421,False
-2.5,25,32.255832,False
-2.5,25,32.709245,False
9.9,11,32.905973,True
9.9,11,33.100596,True
10.1,9,33.254121,True
-2.5,25,34.197862,False
-2.5,25,34.627435,False
9.5,15,34.934644,True
10.0,10,35.103268,True
-2.5,25,35.534407,False
-2.5,25,35.95607,False
-2.5,25,36.368928,False
9.6,14,36.59679,True
10.3,7,36.726789,True
-2.5,25,37.163678,False
-2.5,25,37.590516,False
8.7,23,38.023343,True
10.5,5,38.101215,True
-2.5,25,38.538293,False
10.2,8,38.687849,True
-2.5,25,39.144418,False
10.3,7,39.273565,True
-2.5,25,40.37423,False
-2.5,25,40.807661,False
-2.5,25,41.263073,False
10.2,8,41.412244,True
9.7,13,41.65563,True
-2.5,25,42.079261,False
-2.5,25,42.532011,False
9.6,14,42.786181,True
-2.5,25,43.232134,False
10.2,8,43.371752,True
-2.5,25,43.822392,False
10.2,8,43.966947,True
10.1,9,44.127685,True
-2.5,25,44.697931,False
-2.5,25,45.16203,False
10.1,9,45.320472,True
-2.5,25,45.870994,False
-2.5,25,46.314202,False
-2.5,25,46.749196,False
-2.5,25,47.157261,False
-2.5,25,47.60889,False
9.4,16,107.370748,True
9.8,12,107.590731,True
9.9,11,107.802059,True
9.6,14,108.078561,True
9.1,19,108.383488,True
10.1,9,108.545327,True
10.2,8,108.670037,True
9.9,11,108.856714,True
10.2,8,108.982726,True
10.3,7,109.098758,True
-2.5,25,109.655544,False
9.7,13,109.864952,True
9.6,14,110.110241,True
10.2,8,110.249784,True
10.3,7,110.381131,True
10.5,5,110.459595,True
10.0,10,110.629506,True
-2.5,25,111.062682,False
-2.5,25,111.487886,False
10.2,8,111.621444,True
10.5,5,111.709606,True
10.1,9,111.998274,True
9.7,13,112.196969,True
10.4,6,112.300542,True
-2.5,25,112.716083,False
9.2,18,112.985888,True
10.0,10,113.147833,True
9.7,13,113.359512,True
9.4,16,113.703643,True
10.3,7,113.8067,True
-2.5,25,114.208146,False
-2.5,25,114.632412,False
9.7,13,114.839246,True
9.6,14,115.062065,True
10.3,7,115.268446,True
10.0,10,115.428716,True
10.0,10,115.596828,True
9.9,11,115.764609,True
10.5,5,115.853545,True
10.1,9,116.000921,True
9.9,11,116.169129,True
10.1,9,116.318912,True
10.2,8,116.446097,True
10.0,10,116.606208,True
10.3,7,116.713175,True
9.8,12,116.914021,True
-2.5,25,117.304804,False
10.1,9,117.438011,True
10.4,6,117.597509,True
10.4,6,117.682328,True
9.6,14,117.903806,True
9.9,11,118.086709,True
10.3,7,118.200133,True
10.2,8,118.330199,True
9.9,11,118.517748,True
10.4,6,118.611973,True
10.0,10,118.780622,True
10.3,7,118.890815,True
-2.5,25,119.293977,False
10.5,5,119.828171,True
10.1,9,119.964352,True
10.0,10,120.121584,True
10.3,7,120.2324,True
10.4,6,120.33217,True
-2.5,25,120.771032,False
10.2,8,120.90528,True
10.0,10,121.071941,True
9.9,11,121.268106,True
9.0,20,121.616362,True
-2.5,25,122.03119,False
10.5,5,122.118705,True
9.9,11,122.313813,True
10.4,6,122.417933,True
10.2,8,122.560868,True
9.9,11,122.740665,True
10.4,6,122.838202,True
10.3,7,122.958436,True
-2.5,25,123.555726,False
10.2,8,123.698009,True
9.5,15,123.965761,True
9.5,15,124.235744,True
9.5,15,124.479721,True
10.3,7,124.598979,True
10.1,9,124.7457,True
9.7,13,124.964738,True
9.4,16,125.219627,True
10.3,7,125.338373,True
10.3,7,125.456314,True
9.2,18,125.771225,True
-2.5,25,126.171532,False
-2.5,25,126.681074,False
10.4,6,126.778359,True
10.1,9,126.94575,True
10.5,5,127.034643,True
8.8,22,127.436177,True
8.9,21,127.792371,True
9.7,13,128.014904,True
10.5,5,128.097673,True
-2.5,25,128.550213,False
9.6,14,128.797406,True
9.9,11,128.993057,True
10.3,7,129.129527,True
-2.5,25,129.582155,False
-2.5,25,130.045056,False
8.6,24,130.478056,True
10.1,9,130.643156,True
10.3,7,130.771489,True
9.3,17,131.069598,True
9.8,12,131.278735,True
10.5,5,131.365287,True
10.2,8,131.503895,True
9.5,15,131.795571,True
10.2,8,131.936095,True
10.1,9,132.098786,True
-2.5,25,132.557378,False
10.2,8,132.699397,True
10.5,5,132.779854,True
10.3,7,132.892529,True
10.3,7,133.023695,True
9.1,19,133.379431,True
9.5,15,133.64087,True
9.7,13,133.851346,True
10.1,9,134.008323,True
10.2,8,134.147033,True
-2.5,25,134.563073,False
10.3,7,134.702395,True
10.2,8,134.831609,True
9.9,11,135.028189,True
8.8,22,135.444195,True
10.1,9,135.621217,True
9.6,14,135.878827,True
10.0,10,136.058365,True
9.2,18,136.385648,True
10.1,9,136.549474,True
10.1,9,136.70254,True
10.4,6,136.804591,True
8.7,23,137.361717,True
9.7,13,137.597748,True
10.1,9,137.832202,True
10.3,7,137.962816,True
9.3,17,138.275303,True
9.6,14,138.510604,True
9.9,11,138.694762,True
9.5,15,138.94903,True
9.5,15,139.21485,True
10.0,10,139.391736,True
10.5,5,139.478045,True
10.5,5,139.57363,True
-2.5,25,140.020096,False
10.5,5,140.110482,True
9.5,15,140.40919,True
-2.5,25,140.86648,False
10.3,7,140.987973,True
-2.5,25,141.467816,False
8.6,24,141.92406,True
-2.5,25,142.38106,False
9.9,11,142.578603,True
10.2,8,142.737217,True
10.3,7,142.859154,True
10.3,7,142.989217,True
9.6,14,143.255637,True
-2.5,25,143.715718,False
10.2,8,143.864704,True
10.5,5,143.946039,True
10.5,5,144.025209,True
10.1,9,203.471339,True
10.3,7,203.605392,True
10.3,7,203.742695,True
10.2,8,203.894798,True
10.4,6,203.997208,True
9.8,12,204.209195,True
10.3,7,204.330451,True
10.5,5,204.421868,True
10.2,8,204.57488,True
10.3,7,204.713346,True
-2.5,25,205.184865,False
10.2,8,205.329255,True
10.5,5,205.416335,True
10.3,7,205.555263,True
10.0,10,205.736004,True
10.4,6,205.85442,True
10.1,9,206.04556,True
