#{"t_start": 1685153437.023912, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-4.0,40,11.79616,False
-4.0,40,12.399032,False
-4.0,40,12.933612,False
-4.0,40,13.442352,False
-4.0,40,13.966113,False
-4.0,40,14.489091,False
-4.0,40,14.994877,False
-4.0,40,15.531342,False
-4.0,40,16.146233,False
-4.0,40,16.803274,False
-4.0,40,17.436096,False
-4.0,40,18.152146,False
-4.0,40,18.930894,False
-4.0,40,19.666109,False
-4.0,40,20.38117,False
-4.0,40,21.263415,False
-4.0,40,22.002535,False
-4.0,40,22.749456,False
-4.0,40,23.468363,False
-4.0,40,24.210673,False
-4.0,40,24.943396,False
-4.0,40,25.669593,False
-4.0,40,26.434152,False
-4.0,40,27.178762,False
-4.0,40,27.918061,False
-4.0,40,28.694885,False
-4.0,40,29.42793,False
-4.0,40,30.185723,False
-4.0,40,30.957737,False
-4.0,40,31.704697,False
8.4,26,32.169507,True
-4.0,40,33.063289,False
-4.0,40,33.784692,False
-4.0,40,34.482437,False
-4.0,40,35.180862,False
-4.0,40,35.914267,False
-4.0,40,36.660782,False
-4.0,40,37.398029,False
-4.0,40,38.126475,False
-4.0,40,38.844937,False
-4.0,40,39.609311,False
-4.0,40,40.307848,False
-4.0,40,41.03981,False
-4.0,40,41.790067,False
-4.0,40,42.540231,False
-4.0,40,43.291609,False
-4.0,40,44.021362,False
-4.0,40,44.940311,False
9.5,15,45.227927,True
-4.0,40,46.003529,False
-4.0,40,46.755646,False
-4.0,40,47.479733,False
-4.0,40,107.984396,False
-4.0,40,108.742645,False
-4.0,40,109.490066,False
-4.0,40,110.268374,False
-4.0,40,110.986652,False
-4.0,40,111.762933,False
-4.0,40,112.500966,False
-4.0,40,113.250238,False
-4.0,40,113.980476,False
-4.0,40,114.74052,False
-4.0,40,115.515723,False
-4.0,40,116.438398,False
-4.0,40,117.187558,False
-4.0,40,117.972786,False
-4.0,40,118.746443,False
-4.0,40,119.52038,False
-4.0,40,120.279333,False
-4.0,40,121.005303,False
-4.0,40,121.764869,False
8.4,26,122.269339,True
-4.0,40,123.034386,False
