#{"t_start": 1685223618.0501966, "env_id": "arl-sokoban-turtle-v0"}
r,l,t,sol-length,crate,solver
28.0,15,0.731357,0,1,0
15.0,14,11.130741,0,3,0
27.0,26,36.607997,7,1,0.05
18.0,34,101.921591,0,1,0
15.0,36,155.027017,0,2,0
4.0,125,253.574797,0,2,0
13.0,26,310.335083,0,2,0
27.0,58,358.933235,7,1,0.35
10.0,55,395.946828,0,1,0
10.0,13,396.038942,0,1,0
10.0,87,482.185285,0,2,0
19.0,14,482.287503,0,1,0
20.0,36,500.684014,0,1,0
9.0,40,519.945944,0,1,0
24.0,54,591.364773,4,1,0.35
14.0,22,603.858767,0,1,0
13.0,37,646.748219,5,1,0.55
9.0,125,794.698481,0,1,0
16.0,48,886.979664,0,1,0
19.0,36,932.305157,0,1,0
18.0,19,956.088625,0,1,0
9.0,37,992.50688,0,1,0
23.0,61,1017.318329,0,1,0
29.0,35,1072.305616,3,1,0.2
18.0,60,1135.819316,8,1,0.05
20.0,23,1158.648808,0,1,0
23.0,36,1213.907599,10,1,0.0
10.0,73,1273.092791,0,1,0
4.0,27,1299.068868,0,2,0
10.0,85,1394.558549,0,0,0
14.0,25,1418.912759,0,1,0
0.0,32,1454.810859,0,1,0
15.0,125,1550.465324,0,4,0
19.0,42,1591.694039,0,2,0
34.0,23,1602.268753,0,1,0
9.0,63,1626.494396,0,1,0
18.0,77,1693.611254,8,1,0.05
11.0,22,1702.715304,0,0,0
33.0,31,1756.716295,4,1,0.0
19.0,20,1756.859804,0,2,0
21.0,52,1821.177538,9,1,0.6
15.0,39,1834.663094,0,2,0
39.0,12,1854.917871,2,1,0.45
24.0,24,1879.665145,7,1,0.0
17.0,19,1879.882932,0,1,0
19.0,28,1916.068379,0,1,0
9.0,32,1928.507929,0,1,0
24.0,24,1941.124968,10,1,0.0
14.0,23,1977.631572,0,2,0
19.0,21,1990.154471,0,1,0
12.0,81,2085.017248,0,1,0
6.0,16,2097.69683,0,0,0
13.0,125,2259.056194,0,1,0
13.0,30,2294.406024,0,1,0
10.0,17,2294.523208,0,1,0
15.0,22,2320.159842,0,0,0
24.0,12,2346.770681,10,2,0.05
5.0,28,2385.777692,0,2,0
5.0,59,2467.436789,0,1,0
8.0,35,2498.243954,0,0,0
6.0,125,2569.119847,0,1,0
12.0,18,2569.313209,0,1,0
5.0,38,2630.637208,0,0,0
24.0,20,2666.027683,4,1,0.05
14.0,59,2737.099717,0,1,0
32.0,17,2748.98268,0,1,0
