#{"t_start": 1683889034.698324, "env_id": "sokoban_solver-turtle-v0"}
r,l,t,sol-length,crate,solver
2.0,26,6.705534,0,2,0
0.0,22,10.045553,0,1,0
16.0,47,98.494325,0,2,0
7.0,26,165.758845,0,2,0
19.0,16,203.912904,0,1,0
15.0,33,237.322111,0,1,0
32.0,11,251.909992,7,1,0.3
6.0,49,354.131812,9,1,1.0
16.0,15,380.407043,0,2,0
19.0,10,380.487977,0,1,0
16.0,53,447.189274,0,3,0
20.0,30,475.192955,0,3,0
9.0,14,491.526417,0,1,0
12.0,16,509.162881,0,2,0
21.0,31,523.188847,0,2,0
19.0,33,547.554322,0,1,0
7.0,53,626.992438,0,1,0
16.0,13,643.157955,0,4,0
33.0,9,658.87553,12,1,0.1
19.0,34,691.315466,0,1,0
-28.0,23,760.589909,0,1,0
12.0,38,820.826233,0,2,0
7.0,18,852.432611,0,2,0
10.0,16,856.522681,0,3,0
16.0,125,955.668525,0,2,0
13.0,10,979.15441,6,1,0.6
14.0,108,1051.765052,0,2,0
9.0,58,1091.201129,0,3,0
28.0,23,1138.026546,21,2,0.0
15.0,22,1153.833803,0,3,0
10.0,16,1164.131537,0,1,0
21.0,12,1192.092745,0,2,0
12.0,58,1260.615895,0,1,0
12.0,14,1277.480117,0,2,0
0.0,11,1291.486871,0,0,0
10.0,21,1308.310188,0,2,0
17.0,40,1409.165471,0,2,0
12.0,19,1409.702981,0,2,0
15.0,13,1411.491352,0,1,0
3.0,13,1415.836869,0,1,0
14.0,14,1449.974797,5,1,1.0
11.0,17,1544.213386,0,2,0
4.0,11,1544.333147,0,1,0
9.0,42,1594.482593,0,1,0
7.0,15,1597.013487,0,2,0
14.0,27,1629.856957,0,1,0
19.0,45,1744.090933,0,1,0
10.0,28,1755.224555,0,2,0
10.0,11,1781.329565,0,1,0
16.0,25,1809.672235,0,2,0
20.0,22,1842.22075,0,1,0
21.0,13,1858.81152,0,2,0
12.0,15,1862.622584,0,1,0
14.0,14,1878.842146,0,1,0
15.0,16,1879.084049,0,2,0
12.0,38,1985.177582,0,2,0
14.0,21,2062.086483,0,1,0
18.0,29,2126.27784,0,1,0
5.0,16,2141.512338,0,2,0
5.0,16,2142.48768,0,1,0
1.0,30,2247.745786,6,1,0.15
17.0,23,2289.39118,8,1,0.6
20.0,16,2305.709361,0,2,0
16.0,23,2349.950265,0,4,0
24.0,29,2372.975271,0,2,0
9.0,41,2401.407475,0,1,0
27.0,77,2568.116337,20,3,0.0
19.0,10,2584.173607,0,1,0
-7.0,38,2691.581738,0,1,0
22.0,17,2712.929781,0,1,0
10.0,25,2777.788152,0,2,0
7.0,24,2810.02291,0,2,0
12.0,20,2826.365719,0,2,0
20.0,23,2875.133465,0,2,0
20.0,84,3050.127661,0,1,0
7.0,67,3159.844009,0,1,0
10.0,21,3216.940778,0,1,0
19.0,11,3226.951101,0,1,0
14.0,33,3281.887875,0,1,0
17.0,14,3282.015934,0,3,0
5.0,34,3285.490985,0,2,0
30.0,27,3314.376585,8,1,0.15
17.0,15,3330.809539,0,2,0
10.0,21,3346.427622,0,2,0
7.0,32,3398.552534,0,1,0
9.0,14,3417.681935,0,2,0
14.0,16,3465.086097,0,1,0
18.0,15,3489.857114,0,1,0
30.0,37,3548.629465,11,2,0.4
17.0,37,3602.959505,0,2,0
-2.0,10,3638.581455,12,1,0.9
23.0,34,3670.707334,12,2,0.05
19.0,25,3683.025971,0,2,0
15.0,26,3754.368565,0,1,0
9.0,21,3766.965637,0,2,0
14.0,42,3814.004724,0,1,0
3.0,49,3962.739697,0,1,0
5.0,15,3964.317386,0,1,0
16.0,12,3964.997685,0,2,0
5.0,26,3997.292961,0,2,0
19.0,13,4040.03174,0,1,0
9.0,26,4076.939883,0,1,0
26.0,22,4130.640806,0,3,0
-33.0,107,4320.946172,0,2,0
10.0,29,4379.611573,0,2,0
15.0,23,4447.224677,0,1,0
30.0,8,4471.003695,15,2,0.05
24.0,20,4472.351142,0,2,0
7.0,24,4544.177737,0,2,0
16.0,19,4545.046178,0,2,0
19.0,49,4562.009539,0,1,0
4.0,23,4583.824605,0,2,0
9.0,84,4633.890559,0,1,0
15.0,32,4664.241723,0,0,0
34.0,14,4723.753236,0,1,0
24.0,21,4784.385055,0,1,0
15.0,23,4800.929481,0,3,0
11.0,43,4857.747757,0,2,0
-12.0,34,4985.141915,5,1,0.95
5.0,17,4998.523703,5,1,0.95
22.0,15,5017.078468,0,2,0
12.0,29,5019.981104,0,2,0
21.0,27,5054.139498,0,2,0
14.0,37,5096.87882,0,1,0
1.0,21,5097.089158,0,3,0
3.0,20,5127.663374,0,1,0
11.0,39,5169.724811,0,2,0
20.0,12,5170.031873,0,2,0
20.0,36,5240.837914,0,1,0
19.0,18,5258.413727,0,1,0
10.0,13,5290.373256,0,1,0
-1.0,8,5327.83529,11,2,0.7
36.0,17,5341.584688,12,1,0.25
14.0,29,5375.08097,0,2,0
3.0,46,5404.037455,0,1,0
28.0,19,5434.684378,0,1,0
-33.0,103,5584.555787,0,2,0
20.0,24,5638.291532,0,2,0
19.0,28,5670.263078,0,1,0
5.0,31,5719.493645,0,0,0
7.0,11,5745.067413,0,2,0
9.0,93,5927.312147,16,2,0.9
15.0,14,5975.830567,0,0,0
15.0,15,6018.971555,0,0,0
-1.0,47,6056.554399,11,2,0.95
10.0,13,6083.700869,0,1,0
23.0,36,6110.254125,10,2,0.35
12.0,29,6190.931854,0,2,0
19.0,14,6191.939939,0,2,0
9.0,24,6208.29356,0,1,0
18.0,30,6310.847838,7,1,0.05
21.0,31,6357.538772,0,2,0
10.0,22,6406.12307,0,2,0
9.0,37,6449.733617,0,2,0
2.0,49,6511.303335,0,1,0
25.0,6,6521.091772,11,1,0.5
26.0,15,6526.174397,0,2,0
0.0,32,6528.09485,0,2,0
7.0,37,6606.534098,0,2,0
20.0,34,6690.99825,0,1,0
4.0,16,6694.18596,0,1,0
17.0,13,6694.326558,0,2,0
19.0,17,6715.01489,0,1,0
19.0,17,6759.096774,0,1,0
16.0,10,6775.114819,0,2,0
21.0,16,6807.170828,0,2,0
30.0,17,6820.930723,0,1,0
22.0,63,6954.25519,0,2,0
18.0,110,7155.876583,0,2,0
12.0,16,7191.64648,0,2,0
14.0,25,7224.358738,0,1,0
17.0,28,7288.767776,0,2,0
22.0,17,7302.602016,0,3,0
28.0,16,7355.414764,14,1,0.0
10.0,28,7481.422239,0,0,0
32.0,12,7540.048143,6,1,0.5
24.0,16,7540.293079,0,1,0
14.0,15,7559.840445,0,1,0
15.0,15,7590.888489,0,0,0
19.0,21,7606.333847,0,1,0
7.0,23,7624.278186,0,2,0
11.0,30,7641.953625,0,3,0
16.0,21,7665.907692,6,1,0.7
25.0,18,7719.164691,0,2,0
22.0,20,7755.788686,0,2,0
7.0,32,7804.826056,0,2,0
19.0,17,7822.11219,0,1,0
20.0,35,7838.776481,0,2,0
-44.0,22,7900.129393,4,1,0.85
-8.0,12,7933.488993,10,1,0.9
16.0,18,7939.100154,0,1,0
44.0,48,8126.447836,23,2,0.1
0.0,45,8171.829012,0,1,0
12.0,17,8197.798211,0,4,0
20.0,21,8229.43878,0,1,0
21.0,37,8230.434437,0,3,0
22.0,16,8275.636653,11,1,0.35
21.0,25,8340.4496,0,2,0
10.0,19,8354.569208,0,2,0
26.0,18,8370.816965,0,3,0
0.0,13,8392.016224,0,1,0
9.0,21,8421.874915,0,1,0
19.0,36,8467.035052,0,1,0
14.0,26,8532.924305,0,1,0
4.0,41,8699.29782,0,1,0
7.0,29,8747.583,0,2,0
4.0,15,8784.863622,0,2,0
14.0,35,8894.441828,0,1,0
12.0,23,8894.640997,0,1,0
25.0,16,8895.025475,0,2,0
18.0,39,8945.834381,0,2,0
5.0,39,9024.137065,0,1,0
25.0,23,9066.839333,0,3,0
14.0,13,9096.464947,0,1,0
15.0,23,9141.142345,0,2,0
15.0,13,9162.76895,0,0,0
8.0,33,9180.521093,0,2,0
15.0,24,9184.997574,0,2,0
15.0,21,9201.294158,0,2,0
5.0,19,9229.061543,0,1,0
4.0,35,9253.878577,0,2,0
25.0,14,9256.68557,0,0,0
7.0,106,9449.598419,0,2,0
7.0,35,9506.427823,5,2,0.1
10.0,70,9546.043846,0,1,0
26.0,38,9602.222092,12,2,0.0
10.0,22,9618.515373,0,2,0
9.0,31,9684.326774,0,1,0
19.0,70,9832.38255,0,3,0
6.0,15,9832.544163,0,2,0
9.0,36,9882.329834,0,2,0
12.0,24,9886.820288,0,2,0
11.0,15,9897.908847,0,2,0
15.0,18,9914.957164,0,2,0
-10.0,14,9931.499407,2,1,0.95
31.0,26,9948.339737,17,1,0.0
19.0,31,10007.838746,0,2,0
12.0,18,10018.129174,0,2,0
14.0,28,10081.938642,0,1,0
15.0,15,10098.246766,0,1,0
15.0,27,10144.036285,0,1,0
-41.0,34,10197.022993,0,1,0
-23.0,28,10248.894512,2,1,0.45
7.0,29,10318.840448,0,2,0
20.0,33,10349.565429,0,3,0
19.0,46,10393.090506,0,2,0
22.0,18,10393.279274,0,1,0
14.0,25,10447.367218,0,1,0
20.0,30,10484.6832,0,2,0
6.0,125,10670.246403,0,3,0
3.0,45,10704.890157,0,2,0
-3.0,29,10723.267407,3,1,1.0
3.0,25,10805.213036,9,1,0.75
14.0,20,10853.755818,0,1,0
7.0,49,10888.259858,0,2,0
20.0,22,10896.4021,0,1,0
12.0,35,10950.99992,0,2,0
12.0,107,11039.929493,12,2,0.7
12.0,33,11060.866784,0,2,0
29.0,29,11145.722449,15,1,0.0
7.0,22,11194.111282,0,2,0
22.0,51,11299.308309,0,2,0
4.0,125,11390.93807,0,2,0
10.0,11,11407.061257,0,1,0
29.0,99,11500.621338,0,1,0
4.0,39,11547.540276,0,2,0
38.0,15,11567.552713,17,2,0.0
12.0,27,11577.857615,0,1,0
25.0,14,11593.347662,0,2,0
13.0,17,11606.826983,0,2,0
25.0,28,11671.157254,7,1,0.15
16.0,11,11671.270117,0,2,0
30.0,14,11720.59466,14,1,0.0
8.0,57,11799.775056,0,3,0
1.0,17,11878.913302,0,3,0
11.0,14,11902.768958,0,2,0
-2.0,32,11967.216045,0,3,0
34.0,20,11976.014941,3,1,0.5
9.0,20,11976.424126,0,1,0
31.0,21,12024.92875,0,2,0
19.0,27,12087.761687,0,1,0
9.0,70,12207.18278,0,2,0
18.0,21,12287.109641,0,2,0
19.0,21,12312.742005,0,1,0
3.0,78,12365.503624,0,1,0
11.0,17,12378.29581,0,2,0
7.0,125,12485.036886,0,3,0
8.0,39,12491.475004,0,1,0
23.0,39,12540.987237,10,2,0.05
2.0,45,12602.357424,0,2,0
15.0,37,12676.752302,0,2,0
14.0,25,12701.459657,0,2,0
24.0,21,12749.444638,8,1,0.05
12.0,24,12771.613399,0,2,0
27.0,65,12893.389048,15,2,0.0
22.0,23,12915.918387,2,1,0.05
24.0,15,12923.385261,0,2,0
22.0,14,12970.820879,0,2,0
13.0,27,13021.584075,0,2,0
12.0,43,13078.568819,0,2,0
42.0,16,13094.859076,26,2,0.0
24.0,17,13119.286967,0,2,0
16.0,15,13152.282131,0,2,0
12.0,69,13286.067246,0,2,0
-6.0,2,13307.203382,8,1,0.95
10.0,43,13332.867555,0,2,0
21.0,28,13349.006596,0,2,0
19.0,16,13349.104117,0,2,0
21.0,7,13361.42603,8,2,0.3
12.0,21,13377.715802,0,1,0
24.0,20,13407.981626,0,2,0
5.0,30,13461.617969,0,1,0
20.0,24,13492.163862,0,2,0
20.0,13,13492.262575,0,2,0
15.0,10,13532.151611,0,2,0
11.0,57,13632.395982,0,2,0
24.0,27,13635.995038,0,2,0
17.0,25,13637.209263,0,2,0
5.0,95,13740.466645,0,3,0
22.0,17,13763.475008,0,3,0
-17.0,39,13780.869911,14,1,0.0
15.0,17,13808.04285,0,2,0
9.0,32,13823.678604,0,1,0
20.0,16,13829.436054,0,2,0
7.0,51,13854.399153,0,2,0
20.0,16,13854.551367,0,1,0
19.0,18,13896.072493,0,1,0
14.0,34,13933.785544,0,1,0
14.0,31,13987.294229,0,1,0
