#{"t_start": 1683889034.5365984, "env_id": "sokoban_solver-turtle-v0"}
r,l,t,sol-length,crate,solver
8.0,56,23.706396,0,1,0
19.0,16,41.395866,0,1,0
4.0,21,98.622769,0,1,0
17.0,10,149.582839,15,1,0.6
25.0,28,198.150256,0,0,0
12.0,15,204.127593,0,2,0
10.0,15,204.260973,0,2,0
17.0,20,237.57729,0,1,0
14.0,47,332.175892,0,1,0
17.0,17,380.569827,0,1,0
16.0,17,401.296012,0,3,0
16.0,5,417.172502,2,1,0.45
22.0,19,430.838825,0,0,0
14.0,20,447.334979,0,1,0
-3.0,17,474.012125,4,2,0.8
24.0,19,475.393721,0,1,0
0.0,12,507.120586,0,2,0
17.0,34,523.207189,0,3,0
19.0,21,523.502034,0,1,0
21.0,15,526.622561,0,2,0
17.0,17,580.132432,7,1,0.05
9.0,35,601.652784,0,1,0
5.0,31,643.490653,0,1,0
19.0,12,688.365856,6,1,0.2
19.0,17,691.434711,0,1,0
2.0,25,760.729129,6,1,0.95
19.0,25,760.970753,0,1,0
24.0,15,820.982769,7,1,0.15
-7.0,26,856.576519,6,1,0.85
14.0,125,951.836253,0,1,0
-3.0,17,971.891989,0,3,0
14.0,28,979.569767,0,1,0
21.0,24,985.060974,0,3,0
7.0,14,985.223599,0,1,0
20.0,16,1003.582821,0,2,0
28.0,12,1051.809474,14,1,0.0
19.0,20,1051.959909,0,2,0
16.0,22,1061.273084,0,1,0
36.0,23,1091.245247,11,1,0.05
24.0,12,1091.393139,0,1,0
12.0,16,1106.062052,0,1,0
18.0,23,1153.95908,0,4,0
11.0,58,1240.046299,0,2,0
0.0,43,1277.339145,0,2,0
10.0,12,1291.645336,0,1,0
24.0,13,1292.244054,0,2,0
-2.0,21,1321.721275,0,2,0
19.0,24,1393.924653,0,2,0
10.0,19,1409.788204,0,2,0
4.0,18,1415.81722,6,1,0.8
5.0,19,1432.411334,0,2,0
14.0,24,1544.359851,0,2,0
20.0,29,1588.505665,0,1,0
20.0,30,1596.345566,0,1,0
17.0,34,1629.988957,0,1,0
0.0,85,1765.204819,0,2,0
34.0,28,1842.146623,20,1,0.0
15.0,15,1842.341605,0,1,0
16.0,17,1858.966954,0,2,0
7.0,52,1911.050444,0,1,0
16.0,17,1973.591151,0,4,0
14.0,27,2046.099632,0,2,0
5.0,40,2126.464132,0,2,0
14.0,24,2142.075588,0,1,0
10.0,59,2284.402145,9,1,0.9
11.0,50,2350.427203,0,2,0
9.0,125,2472.483865,0,1,0
7.0,39,2648.54108,0,2,0
20.0,15,2678.84884,0,1,0
7.0,16,2713.043619,0,2,0
15.0,25,2777.902765,0,2,0
7.0,11,2777.992146,0,2,0
9.0,23,2810.233895,0,1,0
29.0,12,2810.422197,0,1,0
19.0,23,2875.253797,0,2,0
9.0,24,2908.970179,0,1,0
10.0,23,2962.72177,0,2,0
15.0,20,2990.347414,0,1,0
9.0,22,3050.306041,0,1,0
8.0,27,3121.933461,0,1,0
10.0,36,3146.229825,0,2,0
13.0,17,3201.042163,0,2,0
19.0,14,3217.146462,0,1,0
19.0,18,3249.701998,0,1,0
-26.0,15,3281.986013,0,1,0
0.0,26,3284.152088,0,0,0
24.0,17,3285.112815,0,1,0
14.0,35,3300.61202,0,2,0
25.0,26,3346.455638,0,2,0
19.0,27,3379.744874,0,1,0
4.0,25,3409.852023,6,1,0.55
2.0,18,3465.200622,4,1,0.55
22.0,13,3489.952158,12,1,0.0
16.0,11,3504.061318,4,1,0.15
10.0,33,3548.802661,0,2,0
10.0,16,3565.773822,0,2,0
32.0,26,3632.9493,15,2,0.25
13.0,17,3639.053444,0,3,0
22.0,15,3655.299732,0,2,0
-3.0,26,3683.146436,12,1,1.0
14.0,9,3711.03845,0,1,0
16.0,27,3766.991063,10,1,0.3
5.0,40,3791.523594,0,1,0
14.0,19,3830.093407,0,1,0
21.0,36,3962.141377,0,2,0
-3.0,19,3964.41076,6,1,1.0
12.0,19,3965.160236,0,1,0
14.0,12,3997.317139,0,2,0
37.0,28,4040.211504,0,2,0
10.0,20,4061.006317,0,3,0
4.0,30,4146.865193,0,3,0
7.0,21,4194.601266,0,1,0
28.0,18,4227.080369,22,2,0.0
28.0,46,4301.737208,10,2,0.3
5.0,44,4363.700449,0,2,0
21.0,20,4427.720222,0,2,0
9.0,13,4455.788984,0,3,0
15.0,21,4472.488539,0,0,0
22.0,11,4543.985026,0,2,0
13.0,28,4544.507672,0,1,0
19.0,22,4561.897294,0,1,0
