#{"t_start": 1673436047.9956393, "env_id": "sokoban-wide-v0"}
r,l,t
-59.0,22,2.3937
-2.0,27,2.969146
-50.0,29,3.579672
-19.0,29,4.179113
-37.0,21,4.583997
0.0,25,5.127466
-39.0,27,5.564989
6.0,24,6.092816
-30.0,21,6.493875
-19.0,25,6.899133
-30.0,21,7.474473
-17.0,25,8.004026
-15.0,25,8.565054
-31.0,28,9.057635
-28.0,27,9.648096
-10.0,22,10.031969
3.0,24,10.579226
-26.0,25,11.028547
-23.0,28,11.593026
-14.0,24,12.013626
-17.0,27,12.68418
-29.0,25,13.247323
-8.0,23,13.675327
-50.0,24,14.088082
-7.0,27,14.671207
-36.0,22,15.068403
-12.0,25,15.618335
-22.0,25,16.368336
2.0,26,16.912678
-14.0,24,17.339566
-42.0,25,17.987515
-35.0,32,18.620047
-34.0,23,19.03315
-36.0,25,19.59056
-36.0,32,20.188502
-36.0,27,20.749348
-20.0,26,21.181004
-13.0,25,21.736166
-42.0,28,22.253714
-36.0,26,22.918966
-35.0,26,23.495339
11.0,30,24.081743
-18.0,21,24.475685
-6.0,26,24.901749
-12.0,29,25.506541
-39.0,22,25.912644
-34.0,23,26.453471
-34.0,27,26.91783
-44.0,25,27.556935
-35.0,26,28.130719
-59.0,23,28.543882
-41.0,25,28.94668
-38.0,29,29.535245
-21.0,24,30.098458
-29.0,28,30.559949
-21.0,27,31.163574
-22.0,26,31.736881
-33.0,27,32.183212
-65.0,25,32.844241
-6.0,22,33.285304
-38.0,26,33.834563
-25.0,27,34.307899
-22.0,26,34.865814
1.0,22,35.279002
-17.0,27,35.933218
-22.0,28,36.485441
-24.0,22,36.913724
-17.0,27,37.559579
-42.0,24,38.023523
-14.0,27,38.78257
-3.0,31,39.402133
2.0,22,39.795377
-2.0,28,40.375094
-36.0,23,40.807887
-16.0,24,41.389336
-21.0,27,41.840765
-29.0,23,42.479225
-32.0,28,42.968565
-48.0,25,43.551797
-11.0,23,43.970425
-28.0,23,236.663387
-24.0,23,237.226959
-18.0,20,237.628569
-35.0,28,238.220921
-22.0,26,238.671057
-38.0,24,239.25436
-30.0,25,239.859971
-30.0,20,240.299348
-24.0,25,240.881079
-19.0,28,241.345231
-13.0,33,242.137624
-4.0,24,242.596102
-16.0,29,243.201688
-21.0,23,243.692922
-42.0,24,244.220079
0.0,25,244.649951
-1.0,23,245.079451
-10.0,24,245.766071
-5.0,27,246.331572
-37.0,23,246.757566
-7.0,26,247.210203
-8.0,27,247.80856
-24.0,28,248.448038
-17.0,26,249.030298
-47.0,22,249.44711
-24.0,27,249.968878
-12.0,31,250.78688
-37.0,30,251.384233
-11.0,28,251.864933
3.0,25,252.46681
-34.0,24,252.918336
7.0,25,253.511708
13.0,22,253.914512
-35.0,22,254.324184
-20.0,21,254.742869
-26.0,29,255.343983
-1.0,27,255.940146
-13.0,24,256.540782
-18.0,31,257.151666
-11.0,26,257.721439
-22.0,25,258.150328
-29.0,26,258.73174
-16.0,29,259.336423
-22.0,29,259.919686
-15.0,22,260.351247
7.0,24,260.762876
-13.0,25,261.446586
-46.0,22,261.885272
-21.0,25,262.466914
-3.0,25,262.964249
-29.0,25,263.536373
-36.0,21,263.957777
-15.0,26,264.417467
-10.0,25,264.978087
0.0,21,265.398104
-46.0,22,265.804391
-24.0,25,266.37801
-35.0,27,266.828167
-10.0,26,267.526537
-17.0,26,268.114958
-24.0,24,268.533157
12.0,29,269.150944
-21.0,23,269.601604
8.0,21,270.009307
-25.0,24,270.569232
-3.0,22,271.061011
-26.0,26,271.521935
-4.0,23,272.077994
8.0,23,272.606376
3.0,21,273.023453
-19.0,20,273.431748
-17.0,27,274.025132
-8.0,22,274.44498
-17.0,24,274.852021
-22.0,24,275.424762
-11.0,23,275.8345
4.0,27,276.423941
-26.0,24,276.860567
-43.0,23,277.417295
-41.0,23,277.854774
-17.0,26,278.297366
-11.0,28,279.018682
-6.0,24,472.303689
-20.0,27,472.768649
-21.0,27,473.369002
-27.0,34,474.045808
-17.0,26,474.629775
-23.0,23,475.064085
-16.0,23,475.624749
-6.0,26,476.094039
-1.0,26,476.691513
-22.0,31,477.416504
22.0,29,478.074798
-7.0,29,478.691489
-25.0,26,479.192755
-9.0,25,479.877582
-32.0,23,480.293372
-21.0,24,480.838789
-18.0,25,481.268284
-15.0,23,481.684793
-30.0,23,482.308535
-21.0,28,482.76575
-7.0,25,483.354089
-20.0,28,483.958686
-19.0,26,484.409691
-5.0,25,484.980816
-12.0,28,485.56651
-24.0,26,486.027426
-3.0,32,486.65047
-24.0,27,487.249278
3.0,23,487.696633
7.0,29,488.394035
-66.0,27,489.055231
-15.0,25,489.619212
1.0,27,490.091163
-12.0,22,490.4978
-51.0,27,491.086383
-10.0,25,491.665549
-24.0,29,492.250185
6.0,25,492.705102
-12.0,25,493.378798
-37.0,26,493.854093
9.0,27,494.456151
10.0,29,495.068482
-6.0,27,495.549663
8.0,27,496.159918
-21.0,28,496.750057
-2.0,28,497.363353
-15.0,23,497.816741
-30.0,31,498.46733
-7.0,26,499.041067
-17.0,23,499.563689
-25.0,32,500.186298
-3.0,21,500.607632
-6.0,24,501.246654
-3.0,23,501.685751
-5.0,26,502.289339
-16.0,23,502.74526
-12.0,31,503.367811
-4.0,33,503.996753
-20.0,26,504.684708
-35.0,28,505.468284
-10.0,27,505.995503
-26.0,23,506.550568
-16.0,30,507.178383
-4.0,26,507.657989
-15.0,22,508.209226
-14.0,26,508.666381
-30.0,31,509.287002
-19.0,25,509.89161
-31.0,25,510.340452
-15.0,24,511.032139
8.0,26,511.487043
-24.0,25,512.076242
-27.0,24,512.533841
-20.0,27,513.135313
0.0,27,513.730758
-12.0,23,514.175813
18.0,27,514.761862
-18.0,22,515.198928
14.0,25,709.39425
-10.0,27,710.017239
-15.0,23,710.434087
-2.0,27,711.036876
-19.0,22,711.460286
24.0,25,712.253009
3.0,29,712.921226
-9.0,23,713.340844
10.0,24,713.784972
-31.0,22,714.223774
-3.0,25,714.897783
-31.0,28,715.494137
-18.0,25,716.089489
-24.0,25,716.678942
-11.0,23,717.113005
-41.0,25,717.702877
-3.0,29,718.205017
-28.0,24,718.78393
10.0,24,719.228489
9.0,24,719.911563
-9.0,27,720.537338
-38.0,26,721.136108
-9.0,25,721.590955
19.0,35,722.42276
-9.0,27,723.023784
-15.0,28,723.618572
9.0,23,724.179465
-17.0,29,724.958114
6.0,24,725.455307
-30.0,37,726.381953
-12.0,24,726.972643
6.0,24,727.556896
11.0,26,728.029924
-12.0,27,728.649736
-4.0,24,729.101609
-12.0,32,729.923311
-47.0,27,730.618864
-3.0,26,731.280604
-8.0,26,731.74832
-34.0,24,732.457049
11.0,26,732.949323
-10.0,25,733.532939
-24.0,28,734.146077
9.0,25,734.654031
5.0,22,735.128554
21.0,24,735.698811
1.0,24,736.15396
-1.0,24,736.757763
-4.0,25,737.252766
18.0,28,737.88123
-9.0,26,738.567272
-1.0,27,739.304751
-35.0,29,739.92416
-33.0,29,740.561234
3.0,22,741.0006
-23.0,25,741.571409
-30.0,28,742.048805
-12.0,25,742.646035
-28.0,33,743.282727
-23.0,23,743.954607
-19.0,26,744.427343
-15.0,24,745.013291
-35.0,27,745.502815
-7.0,21,745.944377
-13.0,23,746.56535
23.0,26,747.059309
-26.0,22,747.655878
-10.0,25,748.246434
8.0,25,748.693707
-8.0,30,749.372191
4.0,26,749.979533
12.0,32,750.719408
-9.0,26,751.3356
-36.0,27,751.99939
-40.0,26,752.459185
-28.0,28,753.14091
-18.0,20,753.563736
5.0,24,754.005174
-20.0,25,754.610123
-10.0,27,755.216463
4.0,26,947.548596
-1.0,31,948.333908
3.0,30,948.974116
28.0,24,949.566468
-1.0,31,950.253511
-30.0,23,950.691874
