#{"t_start": 1673436048.0360718, "env_id": "sokoban-wide-v0"}
r,l,t
-22.0,24,2.366201
-23.0,24,2.920312
-17.0,30,3.538849
-39.0,24,4.108461
-33.0,22,4.519688
-23.0,21,4.901579
-33.0,22,5.301392
6.0,25,5.849516
-16.0,26,6.281501
-26.0,30,6.845549
-40.0,23,7.433592
-35.0,29,7.993787
-37.0,29,8.595753
0.0,24,9.193326
-57.0,25,9.618662
-29.0,28,10.171736
-38.0,25,10.732212
-12.0,22,11.150404
-18.0,23,11.558585
-26.0,27,12.117743
-12.0,24,12.649042
-28.0,25,13.213346
-46.0,26,13.665057
-36.0,29,14.250256
0.0,30,14.825953
-8.0,25,15.381845
-18.0,27,16.095239
-28.0,23,16.672678
-51.0,27,17.112646
-38.0,23,17.748568
-32.0,27,18.205128
-3.0,27,18.784911
-8.0,29,19.376508
-29.0,25,19.812614
-31.0,28,20.359028
-27.0,28,20.951456
-3.0,29,21.516783
-21.0,25,21.997612
-33.0,20,22.428501
-11.0,28,23.104599
-8.0,24,23.648662
-15.0,23,24.065001
-14.0,27,24.611848
-21.0,26,25.051784
-22.0,22,25.48087
-12.0,22,26.007862
-7.0,23,26.425651
-30.0,27,27.009695
-23.0,24,27.522536
-20.0,26,28.096481
-29.0,24,28.516147
-41.0,21,28.88812
-34.0,28,29.477051
-12.0,25,29.918904
-43.0,22,30.448539
-11.0,26,30.930051
-40.0,25,31.494656
-17.0,28,32.071124
-17.0,25,32.617838
-42.0,25,33.189043
-60.0,23,33.595227
-24.0,26,34.042924
-18.0,23,34.613996
-13.0,23,35.011606
0.0,23,35.503668
-17.0,25,36.082467
-45.0,23,36.48431
-3.0,22,36.905625
-39.0,28,37.566112
-2.0,26,38.28049
5.0,24,38.76934
1.0,28,39.369642
-15.0,24,39.775505
-14.0,26,40.34533
-21.0,23,40.776967
-19.0,25,41.361225
-20.0,23,41.782398
-47.0,23,42.206199
-32.0,22,42.863043
9.0,27,43.33551
-11.0,29,43.929159
-5.0,31,236.808075
-42.0,26,237.399358
4.0,22,237.815934
-19.0,27,238.392368
26.0,31,239.025361
-7.0,29,239.792412
9.0,28,240.439667
-23.0,26,240.887118
-34.0,27,241.464346
-13.0,27,242.088787
-26.0,24,242.545749
-30.0,28,243.143651
-18.0,26,243.663133
-20.0,26,244.20502
-13.0,27,244.764805
-21.0,26,245.321595
-30.0,26,245.917547
-22.0,28,246.506621
-24.0,30,247.112788
-42.0,28,247.598081
-2.0,25,248.19796
-8.0,24,248.649092
-28.0,31,249.251304
-29.0,25,249.889344
-16.0,28,250.558366
-13.0,27,251.005634
-24.0,21,251.545501
21.0,25,252.036628
-28.0,22,252.454561
-57.0,25,253.045566
-34.0,23,253.491842
-20.0,21,253.885715
-15.0,28,254.471514
-28.0,28,255.068897
-27.0,23,255.497145
-22.0,25,256.083908
7.0,26,256.695013
-38.0,23,257.117517
-47.0,24,257.674486
-44.0,28,258.256349
-14.0,24,258.691323
-11.0,23,259.129698
0.0,24,259.678674
-23.0,22,260.087479
0.0,21,260.500796
-12.0,27,261.08617
-12.0,25,261.633793
-1.0,30,262.257875
-24.0,27,262.904895
-31.0,24,263.345608
-47.0,25,263.925695
-9.0,25,264.376615
-27.0,25,264.937015
-33.0,23,265.372701
-18.0,22,265.774925
-37.0,28,266.371016
-17.0,23,266.794307
3.0,26,267.492082
-43.0,28,268.092798
6.0,21,268.492323
-15.0,26,269.07976
-5.0,24,269.546155
-5.0,24,269.974478
-8.0,24,270.538281
-21.0,29,271.217862
-16.0,28,271.684574
-21.0,26,272.260489
-27.0,24,272.787299
1.0,25,273.378904
-28.0,25,273.825956
-30.0,25,274.398258
-14.0,25,274.81143
-26.0,24,275.383893
-27.0,26,275.813329
-17.0,25,276.388664
-14.0,27,276.99172
-26.0,24,277.411422
6.0,24,277.861778
14.0,24,278.504694
-3.0,27,279.126278
-17.0,25,472.304665
-14.0,25,472.865495
5.0,26,473.3391
-32.0,24,473.900228
-8.0,32,474.559796
-31.0,24,475.006262
-37.0,24,475.577056
-17.0,32,476.221904
12.0,27,476.691984
-42.0,26,477.381137
15.0,22,477.836448
-38.0,25,478.434105
-25.0,25,478.884399
-17.0,20,479.343328
-27.0,21,479.87091
-7.0,23,480.417102
-37.0,24,480.834646
19.0,24,481.254183
13.0,24,481.808018
-6.0,27,482.458172
-18.0,30,483.07094
-46.0,22,483.500219
-12.0,25,483.957115
10.0,27,484.534225
-13.0,26,485.119774
0.0,23,485.540868
-12.0,26,485.998903
8.0,21,486.546023
-12.0,21,486.971902
-19.0,26,487.417884
-39.0,27,488.112293
-13.0,27,488.768658
-39.0,26,489.227319
-17.0,23,489.789603
1.0,22,490.211169
-22.0,28,490.817022
-13.0,24,491.234246
-17.0,26,491.8222
-29.0,22,492.222417
29.0,28,492.830516
-10.0,23,493.360392
-13.0,29,493.981571
-2.0,29,494.605045
-15.0,32,495.249472
-6.0,22,495.690403
5.0,31,496.313387
14.0,24,496.889339
27.0,26,497.361396
-11.0,27,497.980304
-27.0,26,498.444307
-5.0,25,499.012453
17.0,30,499.720144
-39.0,24,500.154518
-9.0,30,500.776312
-24.0,23,501.409035
8.0,24,501.877069
-6.0,26,502.446641
-20.0,31,503.101355
-3.0,25,503.548758
-17.0,26,504.129719
-17.0,23,504.659214
-16.0,26,505.427575
3.0,24,505.925168
-6.0,22,506.354194
-15.0,25,506.936867
-35.0,24,507.380265
-9.0,25,507.989182
-13.0,26,508.42873
-11.0,24,508.99609
-24.0,27,509.477516
-28.0,29,510.092224
3.0,24,510.790941
-21.0,24,511.234228
-14.0,31,511.871941
3.0,26,512.460954
-16.0,35,513.13471
1.0,25,513.719509
-20.0,26,514.176525
-10.0,22,514.728222
-25.0,26,515.21991
0.0,23,709.513721
-2.0,24,709.976299
-15.0,25,710.405979
-10.0,29,711.021898
-4.0,25,711.601014
-25.0,22,712.295477
-9.0,23,712.736215
-12.0,30,713.338034
-15.0,27,713.935414
9.0,23,714.399378
-5.0,29,715.077213
-10.0,26,715.750531
-18.0,26,716.266889
-12.0,26,716.862387
-17.0,24,717.308415
5.0,25,717.906457
-6.0,31,718.549588
18.0,28,719.152269
-6.0,21,719.593594
-31.0,24,720.297797
-12.0,27,720.883423
-24.0,24,721.342853
-24.0,30,721.987476
-21.0,32,722.772159
-4.0,26,723.353386
-8.0,24,723.920389
-7.0,25,724.37836
5.0,27,725.142446
-8.0,31,725.860565
-11.0,27,726.666626
-20.0,24,727.134944
-30.0,21,727.55522
-8.0,28,728.17815
-5.0,28,728.812672
-15.0,21,729.281121
-35.0,25,729.875472
-31.0,25,730.551214
-14.0,25,731.076957
-2.0,25,731.664793
-6.0,29,732.415942
-7.0,24,732.895411
24.0,21,733.316855
-18.0,23,733.88437
-23.0,29,734.381894
-16.0,27,735.072474
-8.0,25,735.651759
-17.0,24,736.106673
11.0,26,736.728587
-39.0,29,737.381464
-6.0,23,737.840002
-31.0,27,738.754011
-22.0,22,739.236197
-20.0,33,739.883082
-12.0,26,740.49826
-30.0,23,740.941823
