sokoban000_1.txt,1.0,10.650000000000002
sokoban001_1.txt,0.0,-20.00000000000001
sokoban002_1.txt,0.0,-20.00000000000001
sokoban003_1.txt,0.1,-16.94000000000001
sokoban004_1.txt,0.0,-20.00000000000001
sokoban005_1.txt,0.3,-11.560000000000011
sokoban006_1.txt,1.0,10.140000000000002
sokoban007_1.txt,0.8,2.0999999999999988
sokoban008_1.txt,0.2,-15.690000000000007
sokoban009_1.txt,0.3,-11.93000000000001
sokoban010_1.txt,1.0,4.700000000000008
sokoban011_1.txt,0.0,-20.00000000000001
sokoban012_1.txt,1.0,10.860000000000003
sokoban013_1.txt,0.0,-20.00000000000001
sokoban014_1.txt,0.0,-20.00000000000001
sokoban015_1.txt,0.7,-0.6600000000000039
sokoban016_1.txt,0.0,-20.00000000000001
sokoban017_1.txt,0.6,-5.240000000000001
sokoban018_1.txt,0.0,-20.00000000000001
sokoban019_1.txt,0.0,-20.00000000000001
sokoban020_1.txt,0.5,-4.950000000000007
sokoban021_1.txt,0.3,-12.980000000000008
