#{"t_start": 1684519065.4324613, "env_id": "Sokoban-arl-v0"}
r,l,t,all_boxes_on_target
-3.0,30,8.926977,False
-3.0,30,9.340081,False
-3.0,30,9.728598,False
8.6,24,10.05782,True
-3.0,30,10.472493,False
-3.0,30,10.86759,False
9.4,16,11.067836,True
-3.0,30,11.450681,False
8.1,29,11.815861,True
-3.0,30,12.181604,False
-3.0,30,12.559103,False
-3.0,30,12.968905,False
-3.0,30,13.350666,False
-3.0,30,13.824495,False
10.1,9,13.95197,True
-3.0,30,14.405502,False
-3.0,30,14.890233,False
-3.0,30,15.379483,False
8.0,30,15.841923,True
-3.0,30,16.361736,False
-3.0,30,16.906258,False
-3.0,30,17.433128,False
-3.0,30,18.081878,False
-3.0,30,18.649231,False
-3.0,30,19.170852,False
-3.0,30,19.674096,False
-3.0,30,20.186899,False
-3.0,30,20.720533,False
-3.0,30,21.244083,False
8.0,30,21.778605,True
8.1,29,22.310458,True
-3.0,30,22.846544,False
9.1,19,23.204432,True
-3.0,30,23.781621,False
9.1,19,24.142505,True
-3.0,30,24.673242,False
-3.0,30,25.232913,False
-3.0,30,25.784805,False
-3.0,30,26.337004,False
-3.0,30,26.877789,False
-3.0,30,27.433287,False
-3.0,30,27.972755,False
-3.0,30,28.895174,False
-3.0,30,29.484316,False
-3.0,30,30.187989,False
-3.0,30,30.807678,False
-3.0,30,31.32199,False
9.8,12,31.520834,True
-3.0,30,32.050362,False
-3.0,30,32.562454,False
-3.0,30,33.092421,False
-3.0,30,33.614864,False
-3.0,30,34.114241,False
-3.0,30,34.64126,False
-3.0,30,35.135237,False
-3.0,30,35.62661,False
-3.0,30,36.166594,False
-3.0,30,36.696598,False
10.0,10,36.857241,True
8.7,23,37.247025,True
9.4,16,37.630745,True
-3.0,30,38.154018,False
-3.0,30,38.698776,False
8.6,24,39.12531,True
-3.0,30,40.032185,False
-3.0,30,40.485207,False
-3.0,30,40.963359,False
-3.0,30,41.428938,False
-3.0,30,42.342965,False
-3.0,30,42.827732,False
8.8,22,43.157786,True
10.0,10,43.307749,True
-3.0,30,43.778429,False
-3.0,30,101.903953,False
-3.0,30,102.408925,False
8.5,25,102.816701,True
-3.0,30,103.318109,False
8.9,21,103.682577,True
-3.0,30,104.219294,False
8.9,21,104.562144,True
-3.0,30,105.173202,False
-3.0,30,105.714611,False
10.0,10,105.890638,True
-3.0,30,106.415856,False
-3.0,30,106.979004,False
-3.0,30,107.488876,False
8.6,24,107.891981,True
8.8,22,108.294562,True
-3.0,30,108.819807,False
-3.0,30,109.326473,False
-3.0,30,109.858949,False
8.1,29,110.680123,True
9.0,20,111.050699,True
10.1,9,111.211827,True
8.3,27,111.682909,True
-3.0,30,112.204777,False
-3.0,30,112.751514,False
-3.0,30,113.301855,False
-3.0,30,113.867121,False
-3.0,30,114.410279,False
-3.0,30,114.9334,False
-3.0,30,115.481777,False
-3.0,30,116.049119,False
-3.0,30,116.592043,False
-3.0,30,117.178087,False
8.4,26,117.672735,True
-3.0,30,118.22974,False
9.2,18,118.560533,True
8.8,22,118.948515,True
-3.0,30,119.818092,False
9.9,11,120.01147,True
9.4,16,120.305191,True
-3.0,30,120.870059,False
8.3,27,121.400635,True
-3.0,30,121.956633,False
9.3,17,122.262243,True
-3.0,30,122.797488,False
9.7,13,123.039654,True
-3.0,30,123.59047,False
-3.0,30,124.107049,False
9.4,16,124.411945,True
-3.0,30,124.953725,False
9.0,20,125.323428,True
9.6,14,125.578747,True
-3.0,30,126.344777,False
9.8,12,126.551576,True
9.3,17,126.83438,True
8.5,25,128.603102,True
-3.0,30,129.100544,False
-3.0,30,129.701075,False
-3.0,30,130.231802,False
-3.0,30,130.728381,False
9.9,11,130.913667,True
-3.0,30,131.4375,False
9.3,17,131.719844,True
-3.0,30,132.241416,False
-3.0,30,132.791456,False
-3.0,30,133.307374,False
8.1,29,133.826138,True
8.3,27,134.280008,True
9.5,15,134.583608,True
-3.0,30,135.102302,False
-3.0,30,135.635078,False
8.3,27,136.132571,True
9.5,15,136.403295,True
8.8,22,136.792091,True
10.0,10,136.97753,True
10.1,9,137.140694,True
-3.0,30,137.643398,False
8.7,23,138.062279,True
-3.0,30,138.590751,False
-3.0,30,139.152442,False
-3.0,30,139.694126,False
-3.0,30,140.213332,False
9.5,15,140.477345,True
-3.0,30,199.763116,False
9.2,18,200.10954,True
10.4,6,200.217132,True
10.1,9,200.38442,True
-3.0,30,200.919998,False
8.6,24,201.347222,True
8.4,26,201.803632,True
-3.0,30,202.332376,False
9.6,14,202.591222,True
9.8,12,202.796776,True
8.0,30,203.320031,True
9.4,16,203.626012,True
8.7,23,204.038275,True
-3.0,30,204.619231,False
10.1,9,204.775337,True
9.5,15,205.052406,True
-3.0,30,205.582226,False
-3.0,30,206.128148,False
10.2,8,206.282356,True
9.1,19,206.629788,True
9.1,19,206.969042,True
10.2,8,207.104962,True
9.6,14,207.360665,True
-3.0,30,207.878951,False
8.0,30,208.37053,True
9.7,13,208.578006,True
10.1,9,208.717781,True
-3.0,30,209.244882,False
-3.0,30,209.780662,False
8.6,24,210.192364,True
8.1,29,210.732327,True
8.0,30,211.290081,True
9.2,18,211.642192,True
9.4,16,211.953357,True
10.2,8,212.098182,True
9.6,14,212.361085,True
10.1,9,212.519896,True
9.2,18,212.828558,True
10.2,8,212.975532,True
8.7,23,213.372388,True
10.0,10,213.538331,True
-3.0,30,214.352143,False
-3.0,30,214.895839,False
8.0,30,215.430746,True
-3.0,30,216.008196,False
-3.0,30,216.55348,False
-3.0,30,217.119994,False
8.9,21,217.474533,True
8.0,30,218.019648,True
9.1,19,218.374104,True
-3.0,30,218.91896,False
9.6,14,219.177694,True
9.7,13,219.419217,True
-3.0,30,219.969517,False
9.9,11,220.174531,True
9.0,20,220.552505,True
9.3,17,221.09516,True
10.4,6,221.20848,True
9.2,18,221.536591,True
9.6,14,221.780826,True
9.7,13,222.019639,True
-3.0,30,222.525296,False
-3.0,30,223.048239,False
9.2,18,223.372267,True
-3.0,30,223.906512,False
8.6,24,224.333729,True
8.3,27,224.826005,True
-3.0,30,225.385067,False
8.6,24,225.816362,True
10.0,10,225.994787,True
-3.0,30,226.562838,False
9.2,18,226.884911,True
-3.0,30,227.43637,False
